Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
621,0,0,9,878,166729,4732835,932,6407,4743,0.528318307152222,-160322
620,0,0,8,878,166729,4732835,955,6607,4757,0.596322120065807,-160122
618,0,0,5,878,166729,4732835,913,7144,6462,0.444181507678161,-159585
616,0,0,2,878,166729,4732835,856,7361,7399,0.173159678211371,-159368
614,0,0,0,878,166729,4732835,927,8803,7082,1.331966747326744,-157926
615,0,0,1,878,166729,4732835,932,12723,49883,2.563479429454498,-154006
386,0,0,3,941,155415,4572576,970,5759,2097,0.802805574443085,-149656
389,0,0,8,941,155415,4572576,891,5974,3713,0.315852072866957,-149441
390,0,0,9,941,155415,4572576,856,6050,4104,0.096300265273132,-149365
388,0,0,7,941,155415,4572576,944,6106,4020,0.267895167627431,-149309
387,0,0,6,941,155415,4572576,950,6233,4807,0.326207306236462,-149182
384,0,0,0,941,155415,4572576,858,6675,5555,0.316169628445602,-148740
385,0,0,1,941,155415,4572576,965,6696,6908,0.187779282938165,-148719
448,0,0,6,967,152356,4509887,933,6581,4848,0.462294673870966,-145775
450,0,0,8,967,152356,4509887,987,6761,5377,0.346514992793388,-145595
451,0,0,9,967,152356,4509887,904,6855,5584,0.323541541949367,-145501
449,0,0,7,967,152356,4509887,878,6885,5641,0.236395522583225,-145471
418,0,0,7,997,147133,4436034,884,6162,4214,0.714987763409845,-140971
415,0,0,1,997,147133,4436034,936,6223,4339,0.502172565299568,-140910
419,0,0,8,997,147133,4436034,971,6708,5742,0.40706712106792,-140425
420,0,0,9,997,147133,4436034,929,6794,6027,0.556832665004825,-140339
416,0,0,2,997,147133,4436034,859,8180,9747,0.384114509862063,-138953
417,0,0,6,997,147133,4436034,983,9919,14551,1.56860980417431,-137214
640,0,0,9,984,98353,2878576,976,6182,3765,0.104009812089242,-92171
638,0,0,7,984,98353,2878576,977,6421,4650,0.285993939053172,-91932
635,0,0,0,984,98353,2878576,974,7086,5645,0.319422180888868,-91267
639,0,0,8,984,98353,2878576,936,7153,6174,0.640634711843352,-91200
636,0,0,2,984,98353,2878576,887,10250,8257,2.113718486427502,-88103
637,0,0,5,984,98353,2878576,864,10337,10708,2.280044361325659,-88016
306,0,0,6,912,61720,1646061,981,6036,3698,0.715227965670377,-55684
307,0,0,7,912,61720,1646061,987,6087,3820,0.604657444306293,-55633
303,0,0,1,912,61720,1646061,929,6275,3988,0.250616143361486,-55445
304,0,0,2,912,61720,1646061,923,6311,4066,0.271357156810797,-55409
