Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-46/log,02-03-17-46-2,,169.254.76.1,1,2,7.763862,2A:C7:13:86:EA:A4,979247eb-b084-459d-bcbb-99ea64755021,2021-02-04 01:46:39,30,3,67,44,2,2021-02-04 01:47:23,9e61c366-8509-42f3-a267-aae79393b3ce,"02-03-17-36-92,02-03-17-39-64,02-03-17-43-36",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-46/log,02-03-17-46-74,,169.254.76.1,1,74,7.974647,16:8A:8A:A5:91:C4,8d04c638-1ead-437a-92b8-e09efa772959,2021-02-04 01:46:39,30,2,74,72,-1,2021-02-04 01:47:32,e969bb79-7183-4019-86a8-75102d785430,02-03-17-43-35,-,-,out/02-03-17-46/bit0_samples74,Yes,DEFAULT,1,-,-
out/02-03-17-46/log,02-03-17-46-43,,169.254.76.1,1,43,7.925473,AA:93:0B:79:9A:0C,e4d4dd23-4e1e-4c99-b3a8-00e71b5080de,2021-02-04 01:46:39,30,3,84,81,75,2021-02-04 01:47:23,28366b60-64e9-4a08-8521-e20b76d3eb69,,-,-,-,No,DEFAULT,-,-,-
out/02-03-17-46/log,02-03-17-46-41,,169.254.76.1,1,41,8.367446,F6:1F:54:A0:9C:A9,92285916-c9b6-4d82-8b3f-d2ef8416be32,2021-02-04 01:46:39,30,3,92,41,32,2021-02-04 01:47:32,395b94fd-dc37-4ed2-9aad-96efa19a475e,"02-03-17-06-86,02-03-17-08-6,02-03-17-09-89,02-03-17-12-81,02-03-17-16-1,02-03-17-19-60,02-03-17-22-34,02-03-17-26-85,02-03-17-29-5,02-03-17-33-47,02-03-17-36-71,02-03-17-39-30,02-03-17-43-62",-,out/02-03-17-46/bit1_samples41,-,Yes,DEFAULT,2,-,-
out/02-03-17-46/log,02-03-17-46-5,,169.254.76.1,1,5,8.066564,6A:20:D5:6A:F2:6D,5c627e2c-2912-415a-8ee3-4e9f1991762b,2021-02-04 01:46:39,30,2,25,5,-1,2021-02-04 01:47:32,df8fa3e4-a82b-49ea-b202-e47604f57821,02-03-17-43-41,-,out/02-03-17-46/bit1_samples5,-,Yes,DEFAULT,3,-,-
out/02-03-17-46/log,02-03-17-46-88,,169.254.76.1,1,88,7.780169,E2:CF:77:98:63:70,a07fdb09-4b50-40fb-b6a8-3d821d9fb233,2021-02-04 01:46:39,20,1,88,-1,-1,2021-02-04 01:47:13,9be6bc05-a558-4975-ba87-df1e15d63846,"02-03-17-06-11,02-03-17-08-33,02-03-17-09-41,02-03-17-12-88,02-03-17-16-78,02-03-17-19-71,02-03-17-22-60,02-03-17-26-63,02-03-17-29-46,02-03-17-33-87,02-03-17-36-89,02-03-17-39-74,02-03-17-43-88",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-46/log,02-03-17-46-53,,169.254.76.1,1,53,7.901493,12:FB:B4:BB:AD:49,bc4c9096-c795-4d1b-a99d-bfd46005bae2,2021-02-04 01:46:39,30,2,70,53,-1,2021-02-04 01:47:32,c6c20745-aafa-4f3b-abcc-227fcf789057,"02-03-17-29-79,02-03-17-33-53,02-03-17-36-69,02-03-17-39-35,02-03-17-43-21",-,out/02-03-17-46/bit1_samples53,-,Yes,DEFAULT,4,-,-
out/02-03-17-46/log,02-03-17-46-54,,169.254.76.1,1,54,7.764720,E6:2D:7A:7E:83:DA,29f7139b-91e8-419a-b0b4-1d99ccc6dc92,2021-02-04 01:46:39,20,1,54,-1,-1,2021-02-04 01:47:13,65c0d59c-e31a-4fac-8897-55883eff3f7a,"02-03-17-06-78,02-03-17-08-76,02-03-17-09-45,02-03-17-12-36,02-03-17-16-83,02-03-17-19-80,02-03-17-22-47,02-03-17-26-43,02-03-17-29-90,02-03-17-33-23,02-03-17-36-87,02-03-17-39-98,02-03-17-43-10",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-46/log,02-03-17-46-30,,169.254.76.1,1,30,8.263170,62:8D:C0:23:4C:9E,f60fc739-8914-4699-9886-9e3c8837c262,2021-02-04 01:46:39,30,2,30,3,-1,2021-02-04 01:47:32,540ce18c-23b1-4d0b-818a-5ca55ca6e04d,"02-03-17-39-2,02-03-17-43-6",-,-,out/02-03-17-46/bit0_samples30,Yes,DEFAULT,5,-,-
out/02-03-17-46/log,02-03-17-46-25,,169.254.76.1,1,25,7.898559,82:DE:89:79:71:6E,1d494557-4850-47f9-b683-6999e99e0c77,2021-02-04 01:46:39,30,2,25,5,-1,2021-02-04 01:47:32,8b64df11-9a5c-448c-a097-12efe6dd13b9,"02-03-17-39-8,02-03-17-43-53",-,-,out/02-03-17-46/bit0_samples25,Yes,DEFAULT,3,-,-
