GUID,Success,Id,Request ID,Start Time,Phases,Phase 1,Logs,Base Sample,Bit-1 Pvalue,Bit-0 Sample,Error,Bit-0 Pvalue,MAC Address,End Time,Boot ID,Bit-1 Sample,Predecessors,Warm Start
09-13-23-50-19,1,19,4dd6ffe9-8b20-405f-8d8f-8cf0739c1d01,2020-09-14 06:50:13,1,19,out/09-13-23-50/log,out/09-13-23-50/base_samples19,0,out/09-13-23-50/bit0_samples19,,0.137643828343205,8A:75:35:9F:BB:6D,2020-09-14 06:51:03,a2f1bb94-a168-4f1c-9b75-f2bc8b905693,out/09-13-23-50/bit1_samples19,09-13-23-47-35,Yes
09-13-23-50-12,1,12,739e51cd-fc4b-42b3-991b-6feb2887f9c1,2020-09-14 06:50:13,1,12,out/09-13-23-50/log,out/09-13-23-50/base_samples12,0,out/09-13-23-50/bit0_samples12,,0.221558904140703,16:3E:3C:AA:9C:DA,2020-09-14 06:51:03,1f1ad724-93aa-4f55-8f2a-4158e4a8ecfa,out/09-13-23-50/bit1_samples12,09-13-23-47-70,Yes
09-13-23-50-96,1,96,ce9916f4-c4c3-4135-b71b-f89eb2cef172,2020-09-14 06:50:13,1,96,out/09-13-23-50/log,out/09-13-23-50/base_samples96,0,out/09-13-23-50/bit0_samples96,,0.128542811975355,B2:CF:36:8D:EC:C0,2020-09-14 06:51:03,1326c085-b0fa-4691-b6cd-f85ef2596cfd,out/09-13-23-50/bit1_samples96,09-13-23-47-37,Yes
09-13-23-50-89,1,89,a918721e-ba1f-4051-9817-284f99114a5d,2020-09-14 06:50:13,1,89,out/09-13-23-50/log,out/09-13-23-50/base_samples89,0,out/09-13-23-50/bit0_samples89,,0.322524862245762,E2:3C:6C:47:3D:82,2020-09-14 06:51:03,96fab46d-022a-40e9-801e-e7c5cf811d66,out/09-13-23-50/bit1_samples89,09-13-23-47-30,Yes
09-13-23-50-27,1,27,76d81a04-fbf2-40ca-9524-cc27b3f7c80d,2020-09-14 06:50:13,1,27,out/09-13-23-50/log,out/09-13-23-50/base_samples27,0,out/09-13-23-50/bit0_samples27,,0.34646184513763,DE:CD:2E:BE:87:02,2020-09-14 06:51:03,436c1b37-c151-4211-8461-63b1c432eab6,out/09-13-23-50/bit1_samples27,09-13-23-47-22,Yes
09-13-23-50-81,1,81,89520c08-8acd-490d-878e-27cca6696b5b,2020-09-14 06:50:13,1,81,out/09-13-23-50/log,out/09-13-23-50/base_samples81,0,out/09-13-23-50/bit0_samples81,,0.335378791435031,76:27:BB:89:21:34,2020-09-14 06:51:03,41a57c17-2255-452e-9618-ef36ff4a3f34,out/09-13-23-50/bit1_samples81,09-13-23-47-53,Yes
09-13-23-50-51,1,51,8b3b31a3-b226-4cf1-92df-b5e2920fcc64,2020-09-14 06:50:13,1,51,out/09-13-23-50/log,out/09-13-23-50/base_samples51,0,out/09-13-23-50/bit0_samples51,,0.224759073768612,96:43:2D:67:B4:61,2020-09-14 06:51:03,6888f0ea-e264-4968-9491-ce38f11a6a82,out/09-13-23-50/bit1_samples51,09-13-23-47-74,Yes
09-13-23-50-77,1,77,2d12aa7f-be66-46cb-a62f-1608b3382650,2020-09-14 06:50:13,1,77,out/09-13-23-50/log,out/09-13-23-50/base_samples77,0,out/09-13-23-50/bit0_samples77,,0.0234522532094162,DA:02:EF:FB:43:B5,2020-09-14 06:51:03,903b0042-df0c-4afa-b79e-b8f8a8b80f46,out/09-13-23-50/bit1_samples77,09-13-23-47-31,Yes
09-13-23-50-76,1,76,0e5ce518-eac4-4a4d-8db8-134b0ba320e5,2020-09-14 06:50:13,1,76,out/09-13-23-50/log,out/09-13-23-50/base_samples76,0,out/09-13-23-50/bit0_samples76,,0.857074452894867,62:F4:9B:3B:04:BB,2020-09-14 06:51:03,bffec55b-9697-4e02-9ef4-fff5684f09ac,out/09-13-23-50/bit1_samples76,09-13-23-47-98,Yes
09-13-23-50-60,1,60,7f38a093-daf0-404b-8e1e-63312ebd418d,2020-09-14 06:50:13,1,60,out/09-13-23-50/log,out/09-13-23-50/base_samples60,0,out/09-13-23-50/bit0_samples60,,0.323805390388171,A6:BA:CA:10:F1:7F,2020-09-14 06:51:03,6ac81fe6-a114-48d0-889a-d0c7ff2ddf81,out/09-13-23-50/bit1_samples60,09-13-23-47-100,Yes
09-13-23-50-98,1,98,b6ae2738-76d9-46a4-8b6e-6a886a1ecc0f,2020-09-14 06:50:13,1,98,out/09-13-23-50/log,out/09-13-23-50/base_samples98,0,out/09-13-23-50/bit0_samples98,,0.305541684385856,D2:A2:4D:53:17:0D,2020-09-14 06:51:03,bbd46e59-bcd0-42b9-8a63-7f5b14543e77,out/09-13-23-50/bit1_samples98,09-13-23-47-18,Yes
09-13-23-50-4,1,4,8fad25a6-bb75-4439-9ed4-f341476950d2,2020-09-14 06:50:13,1,4,out/09-13-23-50/log,out/09-13-23-50/base_samples4,0,out/09-13-23-50/bit0_samples4,,0.307899392616982,D2:82:71:24:06:11,2020-09-14 06:51:03,759c341d-fd37-4430-b7b2-8383a4c0f9b3,out/09-13-23-50/bit1_samples4,09-13-23-47-4,Yes
09-13-23-50-47,1,47,4c5b43ba-3620-4599-a5f2-861a0c8f7848,2020-09-14 06:50:13,1,47,out/09-13-23-50/log,out/09-13-23-50/base_samples47,0,out/09-13-23-50/bit0_samples47,,0.255572416139884,1E:0B:8D:7C:85:C2,2020-09-14 06:51:03,0f52069d-99dd-4dd2-ba39-fcce52e95296,out/09-13-23-50/bit1_samples47,09-13-23-47-45,Yes
09-13-23-50-88,1,88,d957a4b2-cce1-49fb-906a-0238ff7380b9,2020-09-14 06:50:13,1,88,out/09-13-23-50/log,out/09-13-23-50/base_samples88,0,out/09-13-23-50/bit0_samples88,,0.016783401177784,EE:A6:C8:7C:C7:AD,2020-09-14 06:51:03,654505c2-6d6a-450d-ad75-848efcfdac48,out/09-13-23-50/bit1_samples88,09-13-23-47-94,Yes
09-13-23-50-6,1,6,52a88362-78eb-42a2-afe5-b1af04e714a4,2020-09-14 06:50:13,1,6,out/09-13-23-50/log,out/09-13-23-50/base_samples6,0,out/09-13-23-50/bit0_samples6,,0.398462799891858,FE:F5:FE:6E:09:31,2020-09-14 06:51:03,26579553-581a-4d80-90b6-08257f5c1004,out/09-13-23-50/bit1_samples6,09-13-23-47-59,Yes
09-13-23-50-70,1,70,4ad5590f-873b-425c-974e-7695a3e59c28,2020-09-14 06:50:13,1,70,out/09-13-23-50/log,out/09-13-23-50/base_samples70,0,out/09-13-23-50/bit0_samples70,,0.670557380070406,46:6D:3D:5E:85:B1,2020-09-14 06:51:03,3726ea03-ff96-4ce2-afca-edc73b603197,out/09-13-23-50/bit1_samples70,09-13-23-47-66,Yes
09-13-23-50-86,1,86,c81b1bb3-1ae6-4fea-8e85-7054100c8272,2020-09-14 06:50:13,1,86,out/09-13-23-50/log,out/09-13-23-50/base_samples86,0,out/09-13-23-50/bit0_samples86,,0.163959300589929,E2:7C:8E:16:1C:6D,2020-09-14 06:51:03,0e1b5112-3844-463f-95bf-4aca2c006384,out/09-13-23-50/bit1_samples86,09-13-23-47-43,Yes
09-13-23-50-9,1,9,dfc8ba4f-0a76-4c1c-a933-9fdd39e52840,2020-09-14 06:50:13,1,9,out/09-13-23-50/log,out/09-13-23-50/base_samples9,0,out/09-13-23-50/bit0_samples9,,0.503952156282243,DE:FE:17:2C:CB:32,2020-09-14 06:51:03,03ac6a2c-f6cd-4180-bb34-6d7ea2176337,out/09-13-23-50/bit1_samples9,09-13-23-47-76,Yes
09-13-23-50-62,1,62,e812ce58-22e5-4c82-8dc3-e78a02240bc7,2020-09-14 06:50:13,1,62,out/09-13-23-50/log,out/09-13-23-50/base_samples62,0,out/09-13-23-50/bit0_samples62,,0.0765424808166854,12:05:E4:DF:D5:86,2020-09-14 06:51:03,c120acde-0841-41a5-801c-a8796de0e7f4,out/09-13-23-50/bit1_samples62,09-13-23-47-25,Yes
09-13-23-50-87,1,87,ef48cf5d-6f54-4493-871e-64acda43f339,2020-09-14 06:50:13,1,87,out/09-13-23-50/log,out/09-13-23-50/base_samples87,0,out/09-13-23-50/bit0_samples87,,0.726788735368621,B2:C4:E7:D4:0F:D7,2020-09-14 06:51:03,5b54dfbd-4118-4118-9e21-cf145952f138,out/09-13-23-50/bit1_samples87,09-13-23-47-51,Yes
09-13-23-50-15,1,15,3d468ed7-4a8c-46dd-81a9-efb6c1dc7e16,2020-09-14 06:50:13,1,15,out/09-13-23-50/log,out/09-13-23-50/base_samples15,0,out/09-13-23-50/bit0_samples15,,0.252399972118863,16:EF:89:67:C4:5D,2020-09-14 06:51:03,f06cb4b5-f9c5-4508-a440-4c0f1770bb26,out/09-13-23-50/bit1_samples15,09-13-23-47-14,Yes
09-13-23-50-44,1,44,cc50852d-523f-4a9e-ae98-0ecbc04a4182,2020-09-14 06:50:13,1,44,out/09-13-23-50/log,out/09-13-23-50/base_samples44,0,out/09-13-23-50/bit0_samples44,,0.341535296659594,BA:A0:1E:38:66:55,2020-09-14 06:51:03,b5492b17-a6a9-4a6f-a173-76a7b3153ef1,out/09-13-23-50/bit1_samples44,09-13-23-47-89,Yes
09-13-23-50-26,1,26,ae96419b-e051-4201-88c1-a0c0aaf4c594,2020-09-14 06:50:13,1,26,out/09-13-23-50/log,out/09-13-23-50/base_samples26,0,out/09-13-23-50/bit0_samples26,,0.0647979454309256,42:82:F0:75:6C:92,2020-09-14 06:51:03,bcd0037e-1fb2-4ce8-8cc5-a52397a5693b,out/09-13-23-50/bit1_samples26,09-13-23-47-85,Yes
09-13-23-50-3,1,3,127fc7be-250a-41af-a369-7127580c3955,2020-09-14 06:50:13,1,3,out/09-13-23-50/log,out/09-13-23-50/base_samples3,0,out/09-13-23-50/bit0_samples3,,0.167790263661125,42:5D:5A:B4:73:F6,2020-09-14 06:51:03,f0ccb4c7-04e6-4288-83c2-250d07d62e3c,out/09-13-23-50/bit1_samples3,09-13-23-47-1,Yes
09-13-23-50-55,1,55,fb6a8c57-0b37-43ff-906a-e7a6de87a0a2,2020-09-14 06:50:13,1,55,out/09-13-23-50/log,out/09-13-23-50/base_samples55,0,out/09-13-23-50/bit0_samples55,,0.0499552180061348,2A:AF:F2:89:29:5C,2020-09-14 06:51:03,66bc19e7-0e4d-4fd8-b5f9-53b7a473d2fa,out/09-13-23-50/bit1_samples55,09-13-23-47-32,Yes
09-13-23-50-95,1,95,f181a909-4e55-4b89-a5d2-2db9b29f01f4,2020-09-14 06:50:13,1,95,out/09-13-23-50/log,out/09-13-23-50/base_samples95,0,out/09-13-23-50/bit0_samples95,,0.591962801136934,0A:59:51:33:12:27,2020-09-14 06:51:03,37db8198-df24-4afa-95bc-a3ce0ec0ad83,out/09-13-23-50/bit1_samples95,09-13-23-47-17,Yes
09-13-23-50-50,1,50,950306d0-b7b6-41d8-afde-7897a0f5ff3e,2020-09-14 06:50:13,1,50,out/09-13-23-50/log,out/09-13-23-50/base_samples50,0,out/09-13-23-50/bit0_samples50,,0.603488038118517,2A:D2:C0:7D:9F:D9,2020-09-14 06:51:03,f768c635-17bd-4d3d-8272-bfa9e45b7fff,out/09-13-23-50/bit1_samples50,09-13-23-47-57,Yes
09-13-23-50-25,1,25,92335c7e-0078-4c14-b58a-ab673d089336,2020-09-14 06:50:13,1,25,out/09-13-23-50/log,out/09-13-23-50/base_samples25,0,out/09-13-23-50/bit0_samples25,,0.154818920958529,62:1F:53:F2:A5:69,2020-09-14 06:51:03,d7ac5164-771e-45c9-bdcd-65d46783df7f,out/09-13-23-50/bit1_samples25,09-13-23-47-26,Yes
09-13-23-50-67,1,67,8392c41a-5fc0-4959-bbc0-14354abfb360,2020-09-14 06:50:13,1,67,out/09-13-23-50/log,out/09-13-23-50/base_samples67,0,out/09-13-23-50/bit0_samples67,,0.21443655652557,86:29:6B:1E:A0:16,2020-09-14 06:51:03,052af2e1-cb9a-47df-8ab4-841ba5e70ad8,out/09-13-23-50/bit1_samples67,09-13-23-47-33,Yes
09-13-23-50-29,1,29,681adec9-ce61-475e-b503-a8cfc643a154,2020-09-14 06:50:13,1,29,out/09-13-23-50/log,out/09-13-23-50/base_samples29,0,out/09-13-23-50/bit0_samples29,,0.727287429172464,86:BA:20:E8:D1:B8,2020-09-14 06:51:03,8dbe4795-92ab-472d-91f1-d0a8ab6463c3,out/09-13-23-50/bit1_samples29,09-13-23-47-19,Yes
09-13-23-50-30,1,30,0876bef2-1fed-4597-b224-9148c8dcddcf,2020-09-14 06:50:13,1,30,out/09-13-23-50/log,out/09-13-23-50/base_samples30,0,out/09-13-23-50/bit0_samples30,,0.454775770904854,56:50:DA:67:4A:49,2020-09-14 06:51:03,ccff365f-c066-4bcf-94fe-5af7c07da6ae,out/09-13-23-50/bit1_samples30,09-13-23-47-96,Yes
09-13-23-50-33,1,33,9730a0a3-aa11-4613-b8ef-8dcd5cc57f8b,2020-09-14 06:50:13,1,33,out/09-13-23-50/log,out/09-13-23-50/base_samples33,0,out/09-13-23-50/bit0_samples33,,0.337615827353941,86:DD:5B:81:75:77,2020-09-14 06:51:03,2cc622c0-27ff-40a1-8f5f-3dc015dcea28,out/09-13-23-50/bit1_samples33,09-13-23-47-24,Yes
09-13-23-50-54,1,54,87a1c3f1-f6ba-4de9-bab8-072e53d74d25,2020-09-14 06:50:13,1,54,out/09-13-23-50/log,out/09-13-23-50/base_samples54,0,out/09-13-23-50/bit0_samples54,,0.329197081233372,8A:19:94:39:BD:E6,2020-09-14 06:51:03,7b263035-c672-4415-9219-5777453ee933,out/09-13-23-50/bit1_samples54,09-13-23-47-38,Yes
09-13-23-50-39,1,39,8f016bec-ff79-44d3-88dd-b851ed4cd458,2020-09-14 06:50:13,1,39,out/09-13-23-50/log,out/09-13-23-50/base_samples39,0,out/09-13-23-50/bit0_samples39,,0.323646521077254,9A:E0:6D:9E:FD:7A,2020-09-14 06:51:03,f37d08e3-bbe5-4880-8b4f-afd06355cd47,out/09-13-23-50/bit1_samples39,09-13-23-47-12,Yes
09-13-23-50-72,1,72,c27645ce-8a4a-4ccc-89f0-0068dc374a8a,2020-09-14 06:50:13,1,72,out/09-13-23-50/log,out/09-13-23-50/base_samples72,0,out/09-13-23-50/bit0_samples72,,0.316460689294832,E6:FE:77:8D:CE:3F,2020-09-14 06:51:03,7fef6660-1647-477f-91d0-b9966881213f,out/09-13-23-50/bit1_samples72,09-13-23-47-84,Yes
