Boot ID,MAC Address,Bit-0 Pvalue,Bit-0 Sample,Logs,Bit-1 Pvalue,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
5a325a95-7ca8-45ba-85d0-7ba3df6750b5,BA:7D:04:07:33:9A,1.00512041087675,out/09-10-15-17/bit0_samples80,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples80,out/09-10-15-17/base_samples80,80,1,2020-09-10 22:17:45,2020-09-10 22:18:35,80,14ee7fe1-54cf-44d8-b6f9-b5019fe0f587,1,
0759f4ba-0de3-41ce-b443-e6c28d85cdc1,76:A6:DE:9F:78:C3,1.00140235855876,out/09-10-15-17/bit0_samples53,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples53,out/09-10-15-17/base_samples53,53,1,2020-09-10 22:17:45,2020-09-10 22:18:36,53,dc2a86c9-a5f8-40b9-bcd5-047f655799dd,1,
d47c0d79-f782-4095-bcb5-22800fbb3d87,FE:A0:8B:12:86:76,1.0000811787382,out/09-10-15-17/bit0_samples10,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples10,out/09-10-15-17/base_samples10,10,1,2020-09-10 22:17:45,2020-09-10 22:18:35,10,1b195c63-6095-4524-98a9-160b6802dd67,1,
0613d188-5b89-46ef-a5cc-14146b5658bf,CE:B3:10:63:5C:BF,1.01314571916019,out/09-10-15-17/bit0_samples59,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples59,out/09-10-15-17/base_samples59,59,1,2020-09-10 22:17:45,2020-09-10 22:18:36,59,c0ee62ff-6dee-4eae-94d9-242abd926e35,1,
93862481-3be8-449b-99ff-32714a8486c5,36:F1:64:B0:DB:B2,1.00233192146433,out/09-10-15-17/bit0_samples45,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples45,out/09-10-15-17/base_samples45,45,1,2020-09-10 22:17:45,2020-09-10 22:18:36,45,f9af935d-c538-486e-af45-449fbf9da6a1,1,
a9e9c80f-b2b6-45d7-bf01-a056b635eb41,92:76:D6:99:E3:A4,1.00572257924679,out/09-10-15-17/bit0_samples15,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples15,out/09-10-15-17/base_samples15,15,1,2020-09-10 22:17:45,2020-09-10 22:18:36,15,33031270-c414-4331-8c3c-10d0b0eea9b1,1,
3f5dc983-16f1-4d53-a992-f7e1b2d5a402,D2:32:B8:63:61:C6,1.01718513685541,out/09-10-15-17/bit0_samples30,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples30,out/09-10-15-17/base_samples30,30,1,2020-09-10 22:17:45,2020-09-10 22:18:35,30,684476f3-76bd-4aeb-80da-861bc02cf724,1,
05331ed5-1a6c-4a98-8bc1-28a8d75c4630,12:80:8A:C9:2F:1C,1.00383948100794,out/09-10-15-17/bit0_samples58,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples58,out/09-10-15-17/base_samples58,58,1,2020-09-10 22:17:45,2020-09-10 22:18:35,58,7ace063c-2bdc-4d58-b12e-c3fea2ec350f,1,
639409dc-6b0c-4a15-ac07-78657e783a61,8E:E3:CC:1C:8F:F1,1.00024375328333,out/09-10-15-17/bit0_samples44,out/09-10-15-17/log,-7.17113755210371,out/09-10-15-17/bit1_samples44,out/09-10-15-17/base_samples44,48,1,2020-09-10 22:17:45,2020-09-10 22:18:35,44,b3a69c61-9604-4d85-ab37-a639b423870a,1,
9a427790-b8ad-4741-a146-405d93202017,D2:FB:B4:80:17:3D,1.00000019695637,out/09-10-15-17/bit0_samples83,out/09-10-15-17/log,0,out/09-10-15-17/bit1_samples83,out/09-10-15-17/base_samples83,83,1,2020-09-10 22:17:45,2020-09-10 22:18:36,83,bb008db1-b0dc-46e8-a0c0-033a944c9898,1,
