GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-01-19-464,1,464,4b1ea073-8346-4ea5-a3a9-cbdddab6d5a4,2020-09-22 08:21:19,5b82b716-173d-455c-9443-fb0165a411ae,2020-09-22 08:19:22,3,970,971,971,out/09-22-01-19/log,out/09-22-01-19/base_samples464,,out/09-22-01-19/bit1_samples464,out/09-22-01-19/bit0_samples464,8.63158813192899,,0.599021700568497,32:CD:CD:66:5B:7B,No
09-22-01-19-947,1,947,22e7ae34-0fc0-4a27-97c1-44548a305d50,2020-09-22 08:21:19,152d6bb8-d8e3-4f8a-ac5a-f263faf2741e,2020-09-22 08:19:52,3,947,947,947,out/09-22-01-19/log,out/09-22-01-19/base_samples947,,out/09-22-01-19/bit1_samples947,out/09-22-01-19/bit0_samples947,0,,0.266419856246291,F6:98:C1:2C:74:AC,No
09-22-01-19-724,1,724,0443f278-5229-49a5-833f-336d62b30aff,2020-09-22 08:21:19,33ce2903-70a1-48fe-b638-032ec0d6e311,2020-09-22 08:19:48,3,880,880,880,out/09-22-01-19/log,out/09-22-01-19/base_samples724,,out/09-22-01-19/bit1_samples724,out/09-22-01-19/bit0_samples724,7.66499505939175,,0.797901194724024,3A:DD:05:21:C7:61,No
09-22-01-19-396,1,396,18dea52b-53de-408c-b7d8-e01fdf3349b1,2020-09-22 08:21:19,050e619a-60b0-40a3-8f9a-61996be3af13,2020-09-22 08:19:38,3,944,944,944,out/09-22-01-19/log,out/09-22-01-19/base_samples396,,out/09-22-01-19/bit1_samples396,out/09-22-01-19/bit0_samples396,8.77529760680643,,0.286979604201965,9A:D9:DC:B3:80:CF,No
09-22-01-19-93,1,93,7fe86291-c1e5-4f71-b629-0bc03ac79b4e,2020-09-22 08:21:19,42adb90e-f74f-41ea-a65c-f0fbcd518edb,2020-09-22 08:19:25,3,991,991,991,out/09-22-01-19/log,out/09-22-01-19/base_samples93,,out/09-22-01-19/bit1_samples93,out/09-22-01-19/bit0_samples93,8.84594134007568,,0.244294819162662,AE:C3:8D:F7:32:EA,No
09-22-01-19-996,1,996,7efd9a20-b642-479b-8ebe-c29858c804e9,2020-09-22 08:21:19,c8607f1a-b4dd-463c-85b5-fce5188e8c31,2020-09-22 08:19:28,3,996,996,996,out/09-22-01-19/log,out/09-22-01-19/base_samples996,,out/09-22-01-19/bit1_samples996,out/09-22-01-19/bit0_samples996,0,,0.841226919317482,2A:B9:91:10:48:16,No
09-22-01-19-75,1,75,49177d46-47ad-4234-9a3c-02560ea7cdb4,2020-09-22 08:21:19,5c85698f-6c8d-4c5e-83af-ba757cc592f4,2020-09-22 08:19:22,3,792,792,792,out/09-22-01-19/log,out/09-22-01-19/base_samples75,,out/09-22-01-19/bit1_samples75,out/09-22-01-19/bit0_samples75,7.41135317312166,,0.186859170457165,C6:D2:5F:A9:1C:15,No
09-22-01-19-776,1,776,176b218b-2892-42c9-9b9f-0a917968ea0c,2020-09-22 08:21:19,a504c253-7a10-4e79-8e6b-6b4a59506699,2020-09-22 08:19:27,3,967,967,967,out/09-22-01-19/log,out/09-22-01-19/base_samples776,,out/09-22-01-19/bit1_samples776,out/09-22-01-19/bit0_samples776,6.61216443038286,,0.443164542131715,E2:39:0A:B7:F8:D6,No
09-22-01-19-898,1,898,92d8083f-0446-4cf8-b23f-83ea275213ed,2020-09-22 08:21:19,3f87cb39-9efe-4fab-b693-5a2e82ca240a,2020-09-22 08:19:38,3,964,964,964,out/09-22-01-19/log,out/09-22-01-19/base_samples898,,out/09-22-01-19/bit1_samples898,out/09-22-01-19/bit0_samples898,6.95683782696188,,0.70523146282052,EA:09:25:BE:DD:B0,No
09-22-01-19-509,1,509,c3656d4e-7b1c-4d9e-86c8-99aef66c1f14,2020-09-22 08:21:19,559c0912-6526-4d46-bdc5-d0f4a18ce4a0,2020-09-22 08:19:22,3,916,916,916,out/09-22-01-19/log,out/09-22-01-19/base_samples509,,out/09-22-01-19/bit1_samples509,out/09-22-01-19/bit0_samples509,6.82461363140801,,0.705378823842196,2E:84:75:58:E0:5A,No
