In,Start Time,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575685934170,52:5b:c6:ce:c4:78,90.00B,90.00B,24.263561725616455,18.257000207901
Both,1575685934207,7a:44:37:c0:a2:90,90.00B,90.00B,24.23371648788452,18.22714591026306
Both,1575685934203,1e:72:d7:8b:45:8a,90.00B,90.00B,24.251957893371582,18.245331525802612
Both,1575685935281,0e:73:78:22:0c:da,90.00B,90.00B,23.18762183189392,17.181050777435303
Both,1575685934207,0e:3a:a3:f1:06:54,90.00B,90.00B,24.28536343574524,18.278787851333618
Both,1575685934166,a6:25:62:1d:0a:d1,90.00B,180.00B,24.334911584854126,18.32831907272339
Both,1575685934210,fa:46:9b:1b:c0:75,90.00B,90.00B,24.313093185424805,18.306539058685303
Both,1575685934160,be:ec:c2:90:ba:94,90.00B,90.00B,24.413931608200073,18.40735125541687
Both,1575685934209,ae:8e:f9:f9:42:ad,90.00B,90.00B,24.37500023841858,18.36841654777527
Both,1575685934208,92:cb:0a:51:eb:8e,90.00B,90.00B,24.510056972503662,18.503310680389404
Both,1575685935290,2e:f7:cf:83:68:ae,90.00B,90.00B,23.500418424606323,17.493844509124756
Both,1575685935286,e6:79:ce:49:81:69,90.00B,90.00B,23.522079467773438,17.515504121780396
Both,1575685935282,5e:11:8b:b5:46:7e,90.00B,90.00B,23.637327909469604,17.630758047103882
