In,Start Time,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
Both,1575685736004,4a:fa:b4:b5:c9:c7,90.00B,90.00B,23.262972116470337,17.256314039230347
Both,1575685735999,fe:eb:68:5c:3c:13,90.00B,266.00B,23.271851301193237,17.26512122154236
Both,1575685735969,fa:15:88:6b:e3:e5,90.00B,90.00B,23.304755449295044,17.298121690750122
Both,1575685736046,4e:43:47:03:16:0c,90.00B,90.00B,23.228696584701538,17.222097158432007
Both,1575685735979,7a:44:37:c0:a2:90,90.00B,90.00B,23.313215970993042,17.30657958984375
Both,1575685736153,ea:c8:9d:b9:b4:79,90.00B,90.00B,23.131107568740845,17.124448776245117
Both,1575685735988,ca:67:96:8b:b2:03,90.00B,90.00B,23.305134534835815,17.29854416847229
Both,1575685736111,96:bf:3e:37:23:e7,90.00B,176.00B,23.19084882736206,17.18415904045105
Both,1575685735991,86:bb:4c:e6:8c:eb,90.00B,176.00B,23.319919109344482,17.313275575637817
Both,1575685735920,32:22:06:56:16:29,90.00B,90.00B,23.3941330909729,17.387524843215942
Both,1575685736019,fa:46:9b:1b:c0:75,90.00B,90.00B,23.300658464431763,17.29401683807373
Both,1575685736055,a2:e3:34:07:e2:38,90.00B,90.00B,23.270556688308716,17.263930082321167
Both,1575685735913,26:62:c8:f1:46:a3,90.00B,90.00B,23.411762952804565,17.40515112876892
Both,1575685735965,7e:40:ce:0a:12:e6,90.00B,90.00B,23.356398344039917,17.34975528717041
Both,1575685735947,0e:3a:a3:f1:06:54,90.00B,90.00B,23.383289575576782,17.376680374145508
Both,1575685736048,be:dd:0d:c7:3d:84,176.00B,90.00B,23.281059503555298,17.27443790435791
Both,1575685735882,c6:93:32:0e:11:5e,90.00B,176.00B,23.448755502700806,17.442105293273926
Both,1575685735872,ee:6b:bc:f2:67:1c,90.00B,90.00B,23.47324824333191,17.466620445251465
Both,1575685735992,52:eb:ee:1e:c0:40,90.00B,90.00B,23.356479167938232,17.3498477935791
Both,1575685736025,62:c8:b6:83:5e:1b,90.00B,90.00B,23.329747915267944,17.323094606399536
Both,1575685736165,0e:19:ac:d5:c8:42,90.00B,266.00B,23.193026065826416,17.186346769332886
Both,1575685735912,de:8f:37:97:fe:46,90.00B,176.00B,23.448641777038574,17.44203782081604
Both,1575685736025,9e:be:bb:ca:8f:4d,176.00B,90.00B,23.336323738098145,17.329699754714966
Both,1575685735969,06:bb:2f:c3:3f:14,90.00B,90.00B,23.400073289871216,17.393441915512085
Both,1575685736152,32:d0:f6:93:d9:be,90.00B,180.00B,23.22589135169983,17.219276428222656
Both,1575685736074,fa:f9:ec:06:fc:f8,90.00B,180.00B,23.306140661239624,17.299394130706787
Both,1575685735937,9a:28:8a:28:e1:85,90.00B,90.00B,23.453117609024048,17.446468114852905
Both,1575685736140,66:eb:22:43:16:d7,90.00B,90.00B,23.2712664604187,17.264669179916382
Both,1575685735988,26:ce:4e:be:0d:2a,90.00B,176.00B,23.42369294166565,17.41697859764099
Both,1575685736051,66:49:fe:fe:3e:35,90.00B,90.00B,23.361426830291748,17.354755401611328
Both,1575685735990,7e:69:b2:4f:90:e1,90.00B,176.00B,23.438153505325317,17.43086290359497
Both,1575685735923,62:14:89:49:d1:97,90.00B,90.00B,23.509799003601074,17.503185749053955
Both,1575685736059,86:dd:f0:41:cc:58,90.00B,90.00B,23.384778022766113,17.37816071510315
Both,1575685735975,6e:1a:ea:7b:fb:d7,176.00B,90.00B,23.477762699127197,17.47116994857788
Both,1575685735901,2a:f3:d9:c4:4c:08,180.00B,90.00B,23.5620596408844,17.555453777313232
Both,1575685736050,b2:3f:21:00:64:a7,90.00B,90.00B,23.427276611328125,17.420656204223633
Both,1575685736017,ea:18:fd:44:36:96,90.00B,90.00B,23.469401836395264,17.46231484413147
Both,1575685735961,1e:72:d7:8b:45:8a,90.00B,90.00B,23.53737211227417,17.530763626098633
Both,1575685736010,d2:0f:33:bc:20:fa,90.00B,90.00B,23.491060972213745,17.484435558319092
Both,1575685736012,2a:36:64:7f:c9:ad,90.00B,90.00B,23.489015579223633,17.482378005981445
Both,1575685735881,9a:01:72:df:fd:f4,90.00B,90.00B,23.629555225372314,17.62288188934326
Both,1575685735939,d2:9a:f9:8b:64:e6,90.00B,90.00B,23.572992086410522,17.56636142730713
Both,1575685736067,7e:3b:09:2b:23:c9,90.00B,90.00B,23.44588279724121,17.439270973205566
Both,1575685735981,e6:a7:b1:45:53:02,90.00B,90.00B,23.53505229949951,17.52838110923767
Both,1575685736141,e2:c6:c8:f7:60:a3,90.00B,90.00B,23.37801742553711,17.371718645095825
Both,1575685736057,2e:dd:0d:40:47:21,90.00B,90.00B,23.482807159423828,17.475614547729492
Both,1575685735983,b6:01:62:07:53:bc,90.00B,90.00B,23.561447381973267,17.554830312728882
Both,1575685736021,76:13:1b:22:fa:54,90.00B,90.00B,23.537156105041504,17.530542850494385
Both,1575685735863,ce:20:62:d8:83:e4,90.00B,90.00B,23.70306086540222,17.696397304534912
Both,1575685735965,ba:09:7f:7f:81:c7,90.00B,176.00B,23.602171897888184,17.595566511154175
Both,1575685735996,e2:9e:f2:ae:4f:be,90.00B,90.00B,23.571412086486816,17.564554929733276
Both,1575685735979,8a:97:21:cf:b6:33,90.00B,90.00B,23.601343631744385,17.594674348831177
Both,1575685736078,b2:9a:16:08:13:80,90.00B,90.00B,23.508584022521973,17.501993894577026
Both,1575685736009,d6:4b:88:97:72:33,90.00B,90.00B,23.587223052978516,17.580606937408447
Both,1575685735997,ea:b8:79:e7:5e:a9,90.00B,90.00B,23.604275465011597,17.59760284423828
Both,1575685736117,d2:c9:68:7f:b5:4a,90.00B,180.00B,23.482857942581177,17.47739338874817
Both,1575685735992,3a:6a:67:b1:4b:cd,90.00B,90.00B,23.609712839126587,17.603111267089844
Both,1575685736099,a2:6f:27:0e:44:bd,90.00B,90.00B,23.505520820617676,17.498908758163452
Both,1575685736018,52:5b:c6:ce:c4:78,90.00B,90.00B,23.590895175933838,17.58417057991028
Both,1575685735962,5e:f2:1a:d0:e8:ee,90.00B,90.00B,23.644593477249146,17.6379816532135
Both,1575685736057,2a:b1:41:89:1a:55,90.00B,90.00B,23.550955533981323,17.544312000274658
Both,1575685735963,82:9f:c5:93:f9:1e,90.00B,90.00B,23.65789008140564,17.65118718147278
Both,1575685735961,4a:bd:76:ac:9b:cb,90.00B,90.00B,23.66984462738037,17.665854454040527
Both,1575685736028,f2:ef:c4:6a:11:7c,90.00B,90.00B,23.633065462112427,17.626453399658203
Both,1575685735941,aa:b6:60:9b:02:03,176.00B,90.00B,23.72754430770874,17.720730781555176
Both,1575685735968,96:89:5b:da:e5:31,90.00B,90.00B,23.715842723846436,17.70922017097473
Both,1575685736110,a2:78:42:27:d9:58,90.00B,90.00B,23.572381019592285,17.565746307373047
Both,1575685736105,9a:d9:4c:38:8c:86,90.00B,90.00B,23.580891370773315,17.574279308319092
Both,1575685735899,ae:00:e8:97:7f:72,90.00B,90.00B,23.794577836990356,17.787898063659668
Both,1575685736046,1a:39:0b:80:c3:d0,266.00B,90.00B,23.648894786834717,17.64228653907776
Both,1575685736039,ee:5d:02:65:19:15,90.00B,90.00B,23.66057515144348,17.65388536453247
Both,1575685736100,a2:55:d9:66:53:bb,90.00B,90.00B,23.600545406341553,17.59393548965454
Both,1575685736168,02:b9:a6:ba:a6:df,90.00B,90.00B,23.533671617507935,17.52696943283081
Both,1575685736099,e2:c7:2d:bb:52:5b,90.00B,90.00B,23.60819149017334,17.60157346725464
Both,1575685736154,b2:40:74:ee:e9:1f,90.00B,90.00B,23.55356240272522,17.546969175338745
Both,1575685735886,7a:75:78:fc:60:d0,90.00B,90.00B,23.823903799057007,17.817281246185303
Both,1575685736143,f2:da:ab:f4:f2:20,90.00B,90.00B,23.576155185699463,17.569523096084595
Both,1575685736095,fe:86:71:6d:b3:c0,90.00B,90.00B,23.631324768066406,17.62471604347229
Both,1575685735921,d6:d4:df:9f:4a:a8,90.00B,90.00B,23.808140516281128,17.80153489112854
Both,1575685735943,22:a1:50:94:e3:e4,90.00B,90.00B,23.78612184524536,17.779497623443604
Both,1575685736002,26:04:80:c4:e2:53,90.00B,176.00B,23.731844425201416,17.725209712982178
Both,1575685735907,b2:fa:d9:c9:5e:6f,90.00B,90.00B,23.825889110565186,17.81942915916443
Both,1575685735987,9a:b5:a2:2f:46:e7,90.00B,176.00B,23.754095315933228,17.747536182403564
Both,1575685736056,a6:25:62:1d:0a:d1,90.00B,180.00B,23.69685649871826,17.690239906311035
Both,1575685735909,fe:c0:2d:a7:f0:af,90.00B,90.00B,23.844038009643555,17.837347269058228
Both,1575685736161,52:9d:0d:65:26:59,90.00B,90.00B,23.610790252685547,17.604156017303467
Both,1575685736067,8e:1c:89:2a:c2:00,90.00B,90.00B,23.70618224143982,17.69953680038452
Both,1575685736154,96:3f:70:06:5e:68,90.00B,90.00B,23.618901014328003,17.61228370666504
Both,1575685735942,da:55:c7:db:52:30,90.00B,90.00B,23.834948301315308,17.82829236984253
Both,1575685735972,b6:b8:21:e3:95:10,90.00B,90.00B,23.816786766052246,17.810152769088745
Both,1575685735948,32:50:91:d2:a8:b6,90.00B,90.00B,23.84737277030945,17.84073281288147
Both,1575685736015,86:4a:a4:e7:60:f6,90.00B,90.00B,23.783583402633667,17.776954174041748
Both,1575685735992,2e:5e:db:64:6b:09,180.00B,90.00B,23.808971166610718,17.802337408065796
Both,1575685736029,96:d5:6c:86:b4:e7,90.00B,90.00B,23.771021127700806,17.764414310455322
Both,1575685735999,96:52:6f:05:bb:20,90.00B,90.00B,23.804152727127075,17.79748845100403
Both,1575685735986,42:2b:47:1d:bc:b2,90.00B,90.00B,23.82166600227356,17.815027952194214
Both,1575685736171,86:f3:b1:b0:5b:48,90.00B,90.00B,23.6524555683136,17.64583444595337
Both,1575685735974,4e:a7:89:37:52:5f,176.00B,90.00B,23.855583667755127,17.848971843719482
Both,1575685736047,02:19:89:e2:ae:bf,90.00B,90.00B,23.779237508773804,17.772527933120728
Both,1575685736089,86:e6:cb:b2:41:24,90.00B,90.00B,23.74479603767395,17.738173961639404
Both,1575685735982,d2:a6:35:ba:6e:46,90.00B,90.00B,23.855128526687622,17.84848690032959
Both,1575685735988,ea:34:69:b8:6e:20,90.00B,90.00B,23.867656230926514,17.86104440689087
Both,1575685736090,72:19:b6:15:18:93,90.00B,90.00B,23.76777935028076,17.76117181777954
Both,1575685736056,86:48:d5:a5:73:32,90.00B,90.00B,23.8008234500885,17.79411292076111
Both,1575685735976,ba:ca:a4:25:ca:30,90.00B,90.00B,23.88393783569336,17.87697672843933
Both,1575685736099,d2:0a:a6:2a:ab:67,90.00B,90.00B,23.76927423477173,17.762648105621338
Both,1575685736007,f6:90:33:c7:cd:dd,90.00B,90.00B,23.878670930862427,17.87194538116455
Both,1575685735968,c2:67:c2:9d:e2:59,90.00B,90.00B,23.92055654525757,17.913934469223022
Both,1575685736031,ee:b8:ec:89:0a:b4,90.00B,90.00B,23.87032461166382,17.863411903381348
Both,1575685736059,ba:50:db:ad:3b:f7,90.00B,90.00B,23.84292244911194,17.836243152618408
Both,1575685736036,46:6c:21:d3:2f:75,90.00B,90.00B,23.87003779411316,17.863433122634888
Both,1575685735898,b2:0e:31:8a:27:f5,90.00B,90.00B,24.015509366989136,18.008838653564453
Both,1575685736031,ae:1a:22:9c:94:ff,90.00B,90.00B,23.889387130737305,17.88277554512024
Both,1575685736122,2e:1e:67:96:c6:85,90.00B,180.00B,23.80030345916748,17.793694496154785
Both,1575685736101,06:c5:3a:01:4e:44,180.00B,180.00B,23.823713064193726,17.81708264350891
Both,1575685735976,c2:c0:1e:90:17:4d,90.00B,90.00B,23.951749801635742,17.94510054588318
Both,1575685735996,2a:39:76:fc:5e:fc,90.00B,90.00B,23.94508934020996,17.938457489013672
Both,1575685735950,9e:87:88:be:56:e9,176.00B,90.00B,23.992173671722412,17.98548674583435
Both,1575685736069,72:73:5a:25:2c:b9,90.00B,90.00B,23.877361297607422,17.8707115650177
Both,1575685735995,26:c7:fa:79:b9:dc,90.00B,90.00B,23.95106554031372,17.95028328895569
Both,1575685736432,16:da:79:c7:b5:6a,90.00B,90.00B,23.531683206558228,17.52506184577942
Both,1575685735965,06:13:d6:71:c5:a4,90.00B,90.00B,24.00740337371826,18.000895500183105
Both,1575685736408,a6:39:79:1c:a5:fc,90.00B,90.00B,23.57269048690796,17.566088438034058
Both,1575685736067,aa:44:af:3e:92:62,90.00B,90.00B,23.918405532836914,17.9117591381073
Both,1575685736175,ce:73:81:29:fd:89,90.00B,90.00B,23.817198753356934,17.81059694290161
Both,1575685736102,da:f5:b2:9c:38:b6,90.00B,90.00B,23.893398761749268,17.886770009994507
Both,1575685736149,72:5c:ba:03:68:e2,90.00B,90.00B,23.859543561935425,17.85292625427246
Both,1575685736066,9a:99:04:e3:10:5d,90.00B,90.00B,23.9458909034729,17.939280033111572
Both,1575685736160,da:14:a2:9d:49:02,90.00B,90.00B,23.85280752182007,17.846189975738525
Both,1575685736098,42:51:48:fd:81:3f,90.00B,90.00B,23.920488595962524,17.91387701034546
Both,1575685736024,2a:f6:bf:ac:41:b8,90.00B,90.00B,23.994839906692505,17.988111972808838
Both,1575685735901,5a:34:2f:52:fc:9b,90.00B,90.00B,24.138550758361816,18.131924629211426
Both,1575685735895,26:04:c9:39:09:c8,176.00B,176.00B,24.155112981796265,18.14845633506775
Both,1575685735959,46:b6:f4:0f:7b:1d,90.00B,90.00B,24.10760235786438,18.100930213928223
Both,1575685735983,ca:f1:ad:d8:25:91,90.00B,176.00B,24.110183238983154,18.103521823883057
Both,1575685735930,3e:12:54:cc:a2:89,90.00B,90.00B,24.16378664970398,18.15713930130005
Both,1575685736218,b2:f4:23:38:84:f6,90.00B,90.00B,23.888612508773804,17.881924390792847
Both,1575685736031,92:a4:7a:3f:de:72,90.00B,176.00B,24.088114500045776,18.08143711090088
Both,1575685736107,2a:15:9a:c2:c5:a0,90.00B,90.00B,24.033348321914673,18.026738166809082
Both,1575685735947,d6:a0:63:f5:7a:6d,90.00B,90.00B,24.202828645706177,18.19619655609131
Both,1575685736161,02:58:e6:f8:a1:27,90.00B,90.00B,23.991549491882324,17.98490619659424
Both,1575685736223,42:1f:bf:57:56:23,90.00B,90.00B,23.937302827835083,17.93055033683777
Both,1575685735978,1a:e6:55:38:0f:a4,90.00B,90.00B,24.19406795501709,18.1874098777771
Both,1575685736008,1a:c6:c1:0b:41:40,90.00B,180.00B,24.179543495178223,18.172895669937134
Both,1575685735991,12:14:a3:8a:ec:6c,90.00B,90.00B,24.19896697998047,18.19230580329895
Both,1575685736073,76:ab:bf:17:c4:18,90.00B,90.00B,24.125628232955933,18.119027137756348
Both,1575685735980,f2:ba:fc:d3:74:b7,90.00B,90.00B,24.22636079788208,18.219741344451904
Both,1575685735968,a6:c7:f0:d5:0d:77,90.00B,90.00B,24.251218557357788,18.24458408355713
Both,1575685736128,72:2e:cb:28:0e:c8,90.00B,90.00B,24.11222815513611,18.10558271408081
Both,1575685736116,46:aa:77:72:07:a1,90.00B,90.00B,24.12742257118225,18.12081241607666
Both,1575685735987,e6:4c:c9:e9:8e:83,90.00B,90.00B,24.27023410797119,18.26360559463501
Both,1575685736088,8e:23:e3:b3:77:aa,176.00B,90.00B,24.168498516082764,18.161807537078857
Both,1575685736093,ee:d4:98:bb:39:65,90.00B,90.00B,24.1817626953125,18.17515206336975
Both,1575685736065,ea:86:9e:54:2e:7e,90.00B,90.00B,24.21611714363098,18.209502458572388
Both,1575685736206,f2:94:41:81:94:f9,180.00B,90.00B,24.105895280838013,18.099300622940063
Both,1575685736007,c6:45:18:1c:a5:73,180.00B,90.00B,24.31188464164734,18.305237531661987
Both,1575685736217,56:bf:13:87:b6:00,90.00B,90.00B,24.246397018432617,18.23979139328003
