In,Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Rdseed Enabled,Total Time,Exec Time
Both,1575696044897,130.32,2019-12-07 05:18:40,2299.999,eth2,169.254.8.1,7f:af:19:eb:8f:73,0,22.651076078414917,16.649877309799194
Both,1575696044888,130.32,2019-12-07 05:18:40,2300.0,eth0,192.168.1.1,0d:f3:27:76:67:a7,0,22.70240569114685,16.701437950134277
Both,1575696044888,129.69,2019-12-07 05:18:41,2300.0,eth2,169.254.8.1,a9:7d:e7:de:7c:95,0,22.73109006881714,16.729158639907837
Both,1575696044901,129.71,2019-12-07 05:18:41,2300.0,eth2,169.254.8.1,35:e5:58:20:30:dc,0,22.772628784179688,16.771677494049072
Both,1575696044902,129.09,2019-12-07 05:18:41,2300.0,eth2,169.254.8.1,4d:b8:27:7e:a0:a1,0,22.810251235961914,16.809263229370117
Both,1575696044841,129.80,2019-12-07 05:18:41,2300.0,eth1,169.254.8.130,6b:f3:d2:af:46:c9,0,22.89167284965515,16.890700817108154
Both,1575696044888,130.27,2019-12-07 05:18:40,2300.0,eth1,169.254.8.130,45:e4:9a:13:84:aa,0,22.899418592453003,16.89857506752014
Both,1575696044842,139.50,2019-12-07 05:18:30,2299.999,eth2,169.254.8.1,77:80:31:af:b6:b1,0,22.956671953201294,16.94965410232544
Both,1575696044900,139.93,2019-12-07 05:18:30,2299.999,eth0,192.168.1.1,6b:59:4c:56:0e:b7,0,22.999339818954468,16.99830460548401
Both,1575696044846,130.28,2019-12-07 05:18:40,2299.999,eth2,169.254.8.1,97:6f:f5:9e:20:cd,0,23.135238647460938,17.13418745994568
Both,1575696044868,226.72,2019-12-07 05:17:03,2299.999,lo,127.0.0.1,3d:b6:5f:d0:11:38,0,23.131521224975586,17.130314111709595
Both,1575696044897,129.49,2019-12-07 05:18:41,2299.999,eth2,169.254.8.1,cf:98:b5:a3:43:33,0,24.302306175231934,18.301356554031372
Both,1575696044867,130.23,2019-12-07 05:18:40,2299.999,lo,127.0.0.1,b5:db:e8:ef:58:05,0,24.338199853897095,18.337241888046265
Both,1575696046474,6.92,2019-12-07 05:20:45,2299.999,eth2,169.254.8.1,43:a1:de:33:2b:68,0,22.78943181037903,16.78772735595703
Both,1575696044897,130.33,2019-12-07 05:18:40,2299.999,eth2,169.254.8.1,ef:af:83:8b:88:2d,0,24.46510148048401,18.46412968635559
Both,1575696044903,130.25,2019-12-07 05:18:40,2300.0,lo,127.0.0.1,2f:9b:65:42:97:c0,0,28.66843867301941,22.66724681854248
Both,1575696044902,129.40,2019-12-07 05:18:41,2300.0,eth1,169.254.8.130,a5:ea:8c:84:4a:54,0,28.94987940788269,22.948872089385986
Both,1575696044902,129.16,2019-12-07 05:18:41,2300.0,eth2,169.254.8.1,d3:37:da:21:fe:09,0,29.731464862823486,23.7304949760437
