GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-00-32-52,1,52,e9c7bd6e-4021-4e31-9ccb-6240c8c4e6af,2020-09-22 07:33:14,2da9cb34-70b1-4eef-9c70-154bdaa12568,2020-09-22 07:32:15,3,52,52,52,out/09-22-00-32/log,out/09-22-00-32/base_samples52,,out/09-22-00-32/bit1_samples52,out/09-22-00-32/bit0_samples52,0,,0.183813100926525,CA:49:50:74:C3:57,No
09-22-00-32-75,1,75,9a5a3d08-0fe2-42e0-8539-03ef697385d6,2020-09-22 07:33:14,9791c13d-0b79-4e13-bf78-284e4fcd639d,2020-09-22 07:32:15,3,75,75,75,out/09-22-00-32/log,out/09-22-00-32/base_samples75,,out/09-22-00-32/bit1_samples75,out/09-22-00-32/bit0_samples75,0,,0.207160517775468,DA:42:E3:52:30:D2,No
09-22-00-32-19,1,19,00521f52-c96f-463c-9c15-01a68f5dc89e,2020-09-22 07:33:14,76ac8d9f-6052-4230-b4ab-9cc0f5ddd495,2020-09-22 07:32:15,3,19,19,19,out/09-22-00-32/log,out/09-22-00-32/base_samples19,,out/09-22-00-32/bit1_samples19,out/09-22-00-32/bit0_samples19,0,,1.27418466704467,52:75:0D:7B:18:20,No
09-22-00-32-99,1,99,2b4b9231-35bb-43d9-b08a-9687b3dcfb97,2020-09-22 07:33:14,1ae6aa50-e60f-4816-bb95-cb0f46095800,2020-09-22 07:32:15,3,99,99,99,out/09-22-00-32/log,out/09-22-00-32/base_samples99,,out/09-22-00-32/bit1_samples99,out/09-22-00-32/bit0_samples99,0,,0.838782639379834,32:D5:15:66:17:2A,No
09-22-00-32-32,1,32,d1b25b9a-2079-4f35-a5b4-896ea0f99fcf,2020-09-22 07:33:14,27a787e7-4510-49c2-bfab-8c048b37ab1f,2020-09-22 07:32:15,3,32,32,32,out/09-22-00-32/log,out/09-22-00-32/base_samples32,,out/09-22-00-32/bit1_samples32,out/09-22-00-32/bit0_samples32,0,,0.0970985833472522,8A:B4:05:4A:8A:8C,No
09-22-00-32-98,1,98,22830b33-3d9b-4aef-a378-bb12199c3e77,2020-09-22 07:33:14,1c02c4d2-4a3d-479d-98d1-119b9ce43b0b,2020-09-22 07:32:15,3,98,98,98,out/09-22-00-32/log,out/09-22-00-32/base_samples98,,out/09-22-00-32/bit1_samples98,out/09-22-00-32/bit0_samples98,0,,0.327426812764695,BA:89:18:B3:9E:33,No
09-22-00-32-25,1,25,ee5648a7-7e27-4a1a-ac32-8a4deaa18227,2020-09-22 07:33:14,5863a677-95c4-4536-b924-f254c5d9891f,2020-09-22 07:32:15,3,25,25,25,out/09-22-00-32/log,out/09-22-00-32/base_samples25,,out/09-22-00-32/bit1_samples25,out/09-22-00-32/bit0_samples25,0,,0.587737917494234,A6:6E:D9:62:87:0B,No
09-22-00-32-97,1,97,4783c763-8874-48d8-8508-e4a2d55ee8d9,2020-09-22 07:33:14,66f4fea9-bcf5-42e5-8745-9da15e7a38bb,2020-09-22 07:32:15,3,97,97,97,out/09-22-00-32/log,out/09-22-00-32/base_samples97,,out/09-22-00-32/bit1_samples97,out/09-22-00-32/bit0_samples97,0,,0.426823991322337,7E:12:07:5B:83:AF,No
09-22-00-32-16,1,16,277bb965-698e-4f58-9f62-14fec8d60358,2020-09-22 07:33:14,dfeb54b9-b194-4659-a4ab-807fdf16a177,2020-09-22 07:32:15,3,47,31,31,out/09-22-00-32/log,out/09-22-00-32/base_samples16,,out/09-22-00-32/bit1_samples16,out/09-22-00-32/bit0_samples16,3.26603693920507,,0.465108969666149,3E:FF:D2:DE:74:20,No
09-22-00-32-54,1,54,799fdc2f-25a1-4e5f-8da2-397833729dd4,2020-09-22 07:33:14,8a80d9cc-0ac2-44e4-acfa-48f584004a04,2020-09-22 07:32:15,3,92,92,92,out/09-22-00-32/log,out/09-22-00-32/base_samples54,,out/09-22-00-32/bit1_samples54,out/09-22-00-32/bit0_samples54,6.98309248293094,,0.216662835756932,CE:A6:2F:44:80:33,No
09-22-00-32-23,1,23,918dc575-73f6-4b04-826e-c34e639286df,2020-09-22 07:33:14,855ebbd8-ace2-4912-b1e9-4d23586a0a3e,2020-09-22 07:32:15,3,23,23,23,out/09-22-00-32/log,out/09-22-00-32/base_samples23,,out/09-22-00-32/bit1_samples23,out/09-22-00-32/bit0_samples23,0,,0.112251583180649,22:87:EC:9B:C3:05,No
09-22-00-32-29,1,29,f50931c4-0f89-482e-8417-c481c835697f,2020-09-22 07:33:14,f5f16cae-7017-42f0-8668-f3b88e485897,2020-09-22 07:32:15,3,29,29,29,out/09-22-00-32/log,out/09-22-00-32/base_samples29,,out/09-22-00-32/bit1_samples29,out/09-22-00-32/bit0_samples29,0,,0.242458107170155,1E:A1:01:D9:DD:40,No
09-22-00-32-59,1,59,9547990b-217c-4fb4-ac61-2db32b6d0a59,2020-09-22 07:33:14,b849d836-bc21-44d7-8127-9a4c4546a594,2020-09-22 07:32:15,3,59,59,59,out/09-22-00-32/log,out/09-22-00-32/base_samples59,,out/09-22-00-32/bit1_samples59,out/09-22-00-32/bit0_samples59,0,,0.631940748940998,96:4D:0D:D6:42:A4,No
09-22-00-32-53,1,53,adce1b1a-2729-4b95-a896-dde83c76c3d6,2020-09-22 07:33:14,07512177-40f3-4dad-817f-aad7e28f7d53,2020-09-22 07:32:15,3,53,53,53,out/09-22-00-32/log,out/09-22-00-32/base_samples53,,out/09-22-00-32/bit1_samples53,out/09-22-00-32/bit0_samples53,0,,0.181499192442886,F6:1B:09:63:9A:18,No
09-22-00-32-48,1,48,30410fe5-faf9-4922-b091-df8e7d7af181,2020-09-22 07:33:14,55fc49b5-f1bb-431f-9acd-d0827f017528,2020-09-22 07:32:15,3,48,48,48,out/09-22-00-32/log,out/09-22-00-32/base_samples48,,out/09-22-00-32/bit1_samples48,out/09-22-00-32/bit0_samples48,0,,0.478531550788697,42:4C:9C:B8:85:8F,No
09-22-00-32-82,1,82,125fb145-b943-43fc-9ba9-bf1d0b154421,2020-09-22 07:33:14,558f6bc3-4b7b-42fb-a287-6850c103906a,2020-09-22 07:32:15,3,82,82,82,out/09-22-00-32/log,out/09-22-00-32/base_samples82,,out/09-22-00-32/bit1_samples82,out/09-22-00-32/bit0_samples82,0,,0.712594820338073,9A:8F:6D:8B:41:99,No
09-22-00-32-64,1,64,c7441245-cfe8-4bc2-8303-a169738f870f,2020-09-22 07:33:14,4d5b9587-7e98-4ae1-bdb4-41657b401199,2020-09-22 07:32:15,3,116,116,116,out/09-22-00-32/log,out/09-22-00-32/base_samples64,,out/09-22-00-32/bit1_samples64,out/09-22-00-32/bit0_samples64,5.94408510467438,,0.349024476907877,66:87:9D:33:06:3E,No
09-22-00-32-66,1,66,5560c59f-367c-4643-8763-0feae1bf7a32,2020-09-22 07:33:14,fd2df1aa-8570-4384-8f0a-d4353182c680,2020-09-22 07:32:15,3,66,66,66,out/09-22-00-32/log,out/09-22-00-32/base_samples66,,out/09-22-00-32/bit1_samples66,out/09-22-00-32/bit0_samples66,0,,0.243060589154227,DE:3F:C3:F3:D3:53,No
09-22-00-32-43,1,43,435522c1-be7e-426e-8cd2-0ec309bbb054,2020-09-22 07:33:14,ec8fc030-65bb-4f60-a814-7fcddb18bf35,2020-09-22 07:32:15,3,43,43,43,out/09-22-00-32/log,out/09-22-00-32/base_samples43,,out/09-22-00-32/bit1_samples43,out/09-22-00-32/bit0_samples43,0,,0.127633331939272,12:44:AC:99:1E:2E,No
09-22-00-32-81,1,81,dcaa64c3-5960-4b7c-b8d8-6cfe8feb63cd,2020-09-22 07:33:14,7cf2be2e-4b82-4849-bb5c-ba6a88412972,2020-09-22 07:32:15,3,81,81,81,out/09-22-00-32/log,out/09-22-00-32/base_samples81,,out/09-22-00-32/bit1_samples81,out/09-22-00-32/bit0_samples81,0,,0.378845299839727,26:86:B9:25:30:35,No
09-22-00-32-94,1,94,c8bd08fd-4e9d-456c-bbbd-b9b8a9c495b3,2020-09-22 07:33:14,b3cbcef0-423a-4900-a94c-35cd2eaee5da,2020-09-22 07:32:15,3,94,94,94,out/09-22-00-32/log,out/09-22-00-32/base_samples94,,out/09-22-00-32/bit1_samples94,out/09-22-00-32/bit0_samples94,0,,0.727484022259069,8E:54:03:B8:D1:0E,No
09-22-00-32-26,1,26,c3f70bcf-b404-4d1c-94db-d74e46801e1d,2020-09-22 07:33:14,207b5de5-c174-437f-a1cc-9903ce8b789c,2020-09-22 07:32:15,3,26,26,26,out/09-22-00-32/log,out/09-22-00-32/base_samples26,,out/09-22-00-32/bit1_samples26,out/09-22-00-32/bit0_samples26,0,,0.676063972657174,52:98:82:36:D3:54,No
09-22-00-32-37,1,37,c733805f-5ea0-49e3-84e7-9f6a00a3fd77,2020-09-22 07:33:14,37949cbf-9379-44c6-9793-e38cf8314323,2020-09-22 07:32:15,3,37,37,37,out/09-22-00-32/log,out/09-22-00-32/base_samples37,,out/09-22-00-32/bit1_samples37,out/09-22-00-32/bit0_samples37,0,,0.280328697887965,62:C3:0C:67:48:FA,No
09-22-00-32-95,1,95,a2eb4358-8822-4b19-b05e-95c824011264,2020-09-22 07:33:14,7d284490-caec-431c-82c9-1ce57821047f,2020-09-22 07:32:15,3,95,95,95,out/09-22-00-32/log,out/09-22-00-32/base_samples95,,out/09-22-00-32/bit1_samples95,out/09-22-00-32/bit0_samples95,0,,0.302827248767628,46:DB:DC:2D:E2:B9,No
09-22-00-32-51,1,51,e14700ab-aaba-432c-88de-2bf35a37ca8c,2020-09-22 07:33:14,62a5699f-544b-41e2-b77c-e20dc8205270,2020-09-22 07:32:15,3,51,51,51,out/09-22-00-32/log,out/09-22-00-32/base_samples51,,out/09-22-00-32/bit1_samples51,out/09-22-00-32/bit0_samples51,0,,0.47258673534545,22:10:A5:26:36:1E,No
09-22-00-32-46,1,46,c24de5fc-579d-4428-9a3e-f58124af50f5,2020-09-22 07:33:14,93309de1-f452-4dd7-bc90-05ec63d87fb3,2020-09-22 07:32:15,3,55,55,55,out/09-22-00-32/log,out/09-22-00-32/base_samples46,,out/09-22-00-32/bit1_samples46,out/09-22-00-32/bit0_samples46,5.9464753638553,,0.430025617303878,BE:45:71:39:7C:61,No
09-22-00-32-44,1,44,2f4799d9-c3af-4889-9cde-734a93c7425d,2020-09-22 07:33:14,9b481ebe-0952-4e38-95ad-568ee62c615e,2020-09-22 07:32:15,3,45,45,45,out/09-22-00-32/log,out/09-22-00-32/base_samples44,,out/09-22-00-32/bit1_samples44,out/09-22-00-32/bit0_samples44,5.78018365681786,,0.699205463350984,DE:3F:4B:89:EA:F8,No
09-22-00-32-10,1,10,aae54836-5588-42ef-b4fa-2cd6ba76ca76,2020-09-22 07:33:14,3073ebca-8a97-4bc7-96d7-684ad52b1e02,2020-09-22 07:32:15,3,10,64,64,out/09-22-00-32/log,out/09-22-00-32/base_samples10,,out/09-22-00-32/bit1_samples10,out/09-22-00-32/bit0_samples10,3.05674207257439,,0.36845404115604,4E:1E:24:E5:C1:C7,No
09-22-00-32-83,1,83,822a2c2f-b92f-451e-a4f9-ff29b55713a5,2020-09-22 07:33:14,c5992890-4922-46e1-9284-2787378ed441,2020-09-22 07:32:15,3,95,95,95,out/09-22-00-32/log,out/09-22-00-32/base_samples83,,out/09-22-00-32/bit1_samples83,out/09-22-00-32/bit0_samples83,5.74481674274927,,0.0786458271231138,C6:3F:8D:E6:72:A8,No
09-22-00-32-2,1,2,1558828f-e5af-4e06-b1ae-f12e20a3773d,2020-09-22 07:33:14,4e57427e-98b7-4c78-8f53-7bb8ebae072b,2020-09-22 07:32:15,3,2,2,2,out/09-22-00-32/log,out/09-22-00-32/base_samples2,,out/09-22-00-32/bit1_samples2,out/09-22-00-32/bit0_samples2,0,,0.624223678199964,66:3A:3C:F1:96:96,No
09-22-00-32-4,1,4,cb0ba812-ecaf-4415-a030-f8a35a048eb8,2020-09-22 07:33:14,04cf190e-2974-4df5-bd4a-5f15513b178e,2020-09-22 07:32:15,3,4,4,4,out/09-22-00-32/log,out/09-22-00-32/base_samples4,,out/09-22-00-32/bit1_samples4,out/09-22-00-32/bit0_samples4,0,,0.247038548943976,AA:18:84:37:34:F1,No
09-22-00-32-69,1,69,c0bb80c2-e335-4cd8-a4ea-0c8432018eda,2020-09-22 07:33:14,41c355fc-6d3a-4eb0-9964-da76aee8b854,2020-09-22 07:32:15,3,112,101,112,out/09-22-00-32/log,out/09-22-00-32/base_samples69,,out/09-22-00-32/bit1_samples69,out/09-22-00-32/bit0_samples69,5.95522072646983,,0.163151741205581,7A:27:A5:7B:D8:DF,No
09-22-00-32-91,1,91,31c75655-794b-4a52-979d-647a5095b852,2020-09-22 07:33:14,0fc9996b-45e6-4d76-b9ea-9daa58cf12b9,2020-09-22 07:32:15,3,91,91,91,out/09-22-00-32/log,out/09-22-00-32/base_samples91,,out/09-22-00-32/bit1_samples91,out/09-22-00-32/bit0_samples91,0,,0.283655524962629,12:3E:CD:D4:AB:3D,No
09-22-00-32-42,1,42,f697c968-4780-43ed-8fb8-17ad8930e9db,2020-09-22 07:33:14,bcd9e048-99f0-49e2-a452-10697028152e,2020-09-22 07:32:15,3,42,42,42,out/09-22-00-32/log,out/09-22-00-32/base_samples42,,out/09-22-00-32/bit1_samples42,out/09-22-00-32/bit0_samples42,0,,0.551684646008561,E2:74:E7:59:71:E1,No
09-22-00-32-9,1,9,0023dcad-c075-49c3-ac8d-1818756c348a,2020-09-22 07:33:14,5a0707db-2f6e-4292-9269-f1eef85570ac,2020-09-22 07:32:15,3,50,48,50,out/09-22-00-32/log,out/09-22-00-32/base_samples9,,out/09-22-00-32/bit1_samples9,out/09-22-00-32/bit0_samples9,3.34405007635305,,0.229057377818428,9A:F6:82:CF:8A:72,No
09-22-00-32-31,1,31,3a8ff1e1-76c2-40e5-ab1f-d52dc6a46d5d,2020-09-22 07:33:14,e156481e-69b8-489a-b0a4-28f289ae06e1,2020-09-22 07:32:15,3,31,31,31,out/09-22-00-32/log,out/09-22-00-32/base_samples31,,out/09-22-00-32/bit1_samples31,out/09-22-00-32/bit0_samples31,0,,0.137218782187942,1E:C9:4C:15:35:71,No
09-22-00-32-76,1,76,8d0f3a3e-0b48-412b-8af8-a86275457b3e,2020-09-22 07:33:14,bcfe2986-83eb-4e3c-87be-c7a9a7199781,2020-09-22 07:32:15,3,76,76,84,out/09-22-00-32/log,out/09-22-00-32/base_samples76,,out/09-22-00-32/bit1_samples76,out/09-22-00-32/bit0_samples76,3.05730950601993,,0.582905719811201,DE:87:BD:A2:0D:A4,No
