In,Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Rdseed Enabled,Total Time,Exec Time
Both,1575694203209,7.39,2019-12-07 04:50:01,2299.999,eth1,169.254.8.130,9f:d5:74:25:42:e4,0,7.868264436721802,1.8646483421325684
Both,1575694203359,7.50,2019-12-07 04:50:01,2300.0,eth0,192.168.1.1,53:be:fc:f1:22:66,0,7.812931299209595,1.8108322620391846
Both,1575694203375,7.35,2019-12-07 04:50:01,2300.0,eth1,169.254.8.130,49:e6:02:6e:16:35,0,7.944541931152344,1.9415817260742188
Both,1575694203702,7.37,2019-12-07 04:50:02,2300.0,lo,127.0.0.1,db:b5:62:77:12:94,0,7.839081048965454,1.837390422821045
Both,1575694203866,6.98,2019-12-07 04:50:02,2300.0,eth0,192.168.1.1,a1:ef:6d:0e:90:f6,0,7.857048034667969,1.8553316593170166
Both,1575694203709,7.55,2019-12-07 04:50:01,2300.0,eth2,169.254.8.1,85:0a:b6:de:6f:b1,0,8.129836082458496,2.1280176639556885
Both,1575694203209,7.13,2019-12-07 04:50:01,2299.999,lo,127.0.0.1,39:f5:b9:d2:45:d6,0,8.704976081848145,2.701120138168335
Both,1575694203421,7.40,2019-12-07 04:50:01,2300.0,eth0,192.168.1.1,75:60:f7:cd:5a:d8,0,8.69774842262268,2.6958014965057373
Both,1575694203773,7.75,2019-12-07 04:50:01,2299.999,eth0,192.168.1.1,0d:df:c3:17:4c:03,0,8.426812648773193,2.424494981765747
Both,1575694204395,7.79,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,ed:2b:a9:01:f1:58,0,7.826175212860107,1.8234448432922363
Both,1575694203969,7.53,2019-12-07 04:50:02,2299.999,eth0,192.168.1.1,ab:d8:54:79:61:f0,0,8.262146234512329,2.25954008102417
Both,1575694203375,6.88,2019-12-07 04:50:02,2299.999,eth2,169.254.8.1,d1:f8:1e:96:f5:ee,0,8.934731483459473,2.932844877243042
Both,1575694203892,7.63,2019-12-07 04:50:01,2299.999,eth2,169.254.8.1,01:39:44:3b:e2:3e,0,8.4381742477417,2.429785966873169
Both,1575694204210,7.57,2019-12-07 04:50:02,2300.0,eth1,169.254.8.130,01:cd:e2:6b:0e:50,0,8.186969995498657,2.1793079376220703
Both,1575694203894,7.50,2019-12-07 04:50:02,2299.999,eth0,192.168.1.1,35:02:4d:95:45:60,0,8.519153833389282,2.508969306945801
Both,1575694204067,7.16,2019-12-07 04:50:02,2299.999,eth2,169.254.8.1,13:fd:d9:6b:c8:dd,0,8.356545209884644,2.354667901992798
Both,1575694203641,6.89,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,b5:30:4b:5a:d7:60,0,8.817266464233398,2.8148937225341797
Both,1575694204201,6.95,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,21:20:d1:06:58:e6,0,8.268031358718872,2.2660820484161377
Both,1575694204141,7.22,2019-12-07 04:50:02,2299.999,eth0,192.168.1.1,bd:ea:44:64:72:34,0,8.446019649505615,2.4426043033599854
Both,1575694204556,7.76,2019-12-07 04:50:02,2299.999,eth2,169.254.8.1,81:f1:50:15:66:cb,0,8.112710952758789,2.1100306510925293
Both,1575694204678,7.91,2019-12-07 04:50:01,2300.0,lo,127.0.0.1,cf:a0:ac:68:d9:fc,0,8.021944999694824,2.0188889503479004
Both,1575694203808,7.88,2019-12-07 04:50:01,2300.0,lo,127.0.0.1,9d:5d:e8:21:51:ce,0,8.903565645217896,2.9017868041992188
Both,1575694204291,7.35,2019-12-07 04:50:02,2300.0,lo,127.0.0.1,db:14:6d:31:ba:73,0,8.439737319946289,2.426398277282715
Both,1575694204394,7.74,2019-12-07 04:50:02,2300.0,eth1,169.254.8.130,0f:84:8a:78:29:8d,0,8.34704065322876,2.3449432849884033
Both,1575694204467,7.07,2019-12-07 04:50:03,2300.0,eth2,169.254.8.1,5f:b5:19:cc:cb:5e,0,8.307325601577759,2.299454927444458
Both,1575694204546,8.10,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,d1:a2:6b:16:c3:c4,0,8.237927913665771,2.236013412475586
Both,1575694204566,7.86,2019-12-07 04:50:01,2300.0,eth0,192.168.1.1,dd:8a:27:3f:2c:a9,0,8.365506410598755,2.358759641647339
Both,1575694204945,7.37,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,37:18:4c:e1:f5:92,0,8.124918699264526,2.1230506896972656
Both,1575694204790,7.73,2019-12-07 04:50:02,2300.0,eth0,192.168.1.1,a1:dc:1d:e4:4b:8b,0,8.291094064712524,2.288592576980591
Both,1575694204835,7.39,2019-12-07 04:50:03,2300.0,eth2,169.254.8.1,6d:0f:6c:eb:72:d6,0,8.278868198394775,2.275601387023926
Both,1575694205123,7.13,2019-12-07 04:50:03,2300.0,eth0,192.168.1.1,57:03:2d:a7:de:ea,0,8.076784610748291,2.074509382247925
Both,1575694204643,7.63,2019-12-07 04:50:02,2300.0,eth0,192.168.1.1,a7:f1:9c:fc:35:74,0,8.56354308128357,2.5614471435546875
Both,1575694204749,8.37,2019-12-07 04:50:02,2300.0,eth0,192.168.1.1,2f:24:46:e1:0b:39,0,8.508958578109741,2.506326913833618
Both,1575694205044,7.52,2019-12-07 04:50:02,2299.999,eth1,169.254.8.130,8f:4b:5c:f8:40:09,0,8.291769027709961,2.2897613048553467
Both,1575694204904,7.54,2019-12-07 04:50:03,2300.0,lo,127.0.0.1,99:42:d5:de:6e:fd,0,8.430975675582886,2.426506519317627
Both,1575694204993,7.60,2019-12-07 04:50:02,2299.999,lo,127.0.0.1,1d:b4:8e:af:fd:ae,0,8.366761684417725,2.364673614501953
Both,1575694204892,8.43,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,81:0f:11:67:3c:90,0,8.597829580307007,2.592766523361206
Both,1575694204915,8.29,2019-12-07 04:50:02,2300.0,eth2,169.254.8.1,93:a5:5b:b0:31:1c,0,8.638211250305176,2.6353962421417236
Both,1575694204468,7.59,2019-12-07 04:50:02,2499.999,lo,127.0.0.1,af:76:f0:e7:46:36,0,9.09005618095398,3.087937831878662
Both,1575694205461,8.45,2019-12-07 04:50:02,2299.999,lo,127.0.0.1,29:d3:62:32:54:c6,0,8.107446432113647,2.105236530303955
Both,1575694204304,7.67,2019-12-07 04:50:01,2300.0,lo,127.0.0.1,9b:0a:b5:15:58:c4,0,9.300861120223999,3.298988103866577
Both,1575694204052,7.68,2019-12-07 04:50:02,2299.999,eth1,169.254.8.130,81:10:bd:b2:1e:ae,0,9.55127239227295,3.549320936203003
Both,1575694204467,7.74,2019-12-07 04:50:02,2300.0,eth0,192.168.1.1,71:b5:8c:0e:eb:b4,0,9.191017389297485,3.1892383098602295
Both,1575694205649,8.05,2019-12-07 04:50:03,2299.999,lo,127.0.0.1,09:4d:11:7e:56:24,0,8.023399591445923,2.0203843116760254
Both,1575694204946,8.00,2019-12-07 04:50:02,2300.0,eth1,169.254.8.130,05:61:c7:82:3d:ac,0,8.745732069015503,2.741079092025757
