In,Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Rdseed Enabled,Total Time,Exec Time
Both,1575693032411,7.00,2019-12-07 04:30:31,2299.999,eth0,192.168.1.1,7b:2d:0a:e1:64:b4,0,7.831244707107544,1.8294708728790283
Both,1575693032968,7.45,2019-12-07 04:30:31,2500.0,eth2,169.254.8.1,65:84:05:4c:c6:33,0,7.9433348178863525,1.9403457641601562
Both,1575693032961,7.51,2019-12-07 04:30:31,2300.0,eth1,169.254.8.130,69:6b:c2:f6:23:fa,0,8.041869640350342,2.040032386779785
Both,1575693033476,7.50,2019-12-07 04:30:31,2299.999,eth2,169.254.8.1,07:3d:d6:a4:ad:c6,0,7.650359392166138,1.6355178356170654
Both,1575693033068,7.25,2019-12-07 04:30:31,2300.0,eth0,192.168.1.1,cf:02:31:da:01:65,0,8.148536443710327,2.1467015743255615
Both,1575693033010,7.53,2019-12-07 04:30:31,2299.999,eth0,192.168.1.1,3f:eb:eb:33:e3:7e,0,8.278886079788208,2.2768900394439697
Both,1575693033447,7.43,2019-12-07 04:30:31,2299.999,eth1,169.254.8.130,51:20:01:c5:72:52,0,7.9183669090271,1.9165408611297607
Both,1575693032990,7.40,2019-12-07 04:30:31,2500.0,eth0,192.168.1.1,77:01:72:6a:02:d6,0,8.444900751113892,2.44276762008667
Both,1575693033123,7.51,2019-12-07 04:30:31,2299.999,eth2,169.254.8.1,a5:fc:8e:be:31:94,0,8.35674238204956,2.3544251918792725
Both,1575693033127,7.41,2019-12-07 04:30:31,2299.999,lo,127.0.0.1,f3:33:b6:7a:8b:07,0,8.34577989578247,2.34356951713562
Both,1575693033365,7.54,2019-12-07 04:30:31,2299.999,eth1,169.254.8.130,5d:7c:c8:c2:ee:9f,0,8.200483798980713,2.198564291000366
Both,1575693033332,7.82,2019-12-07 04:30:31,2299.999,lo,127.0.0.1,83:ef:e9:bc:1d:cc,0,8.254790782928467,2.252533435821533
Both,1575693033336,7.37,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,ad:f4:f3:da:18:04,0,8.250255107879639,2.24800968170166
Both,1575693033398,7.19,2019-12-07 04:30:31,2299.999,eth1,169.254.8.130,9b:40:dd:60:0b:6f,0,8.200032472610474,2.197749376296997
Both,1575693033424,7.40,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,b9:87:b9:90:ae:63,0,8.184998273849487,2.1820201873779297
Both,1575693033364,7.38,2019-12-07 04:30:31,2299.999,eth1,169.254.8.130,c9:f7:df:68:35:cb,0,8.247398853302002,2.245540142059326
Both,1575693033337,7.48,2019-12-07 04:30:31,2300.0,eth1,169.254.8.130,f3:04:14:f4:1e:99,0,8.297362565994263,2.2944371700286865
Both,1575693033445,7.44,2019-12-07 04:30:31,2299.999,eth0,192.168.1.1,17:ed:a1:65:7b:f2,0,8.209373235702515,2.207329273223877
Both,1575693033485,7.61,2019-12-07 04:30:31,2300.0,eth0,192.168.1.1,2f:43:3e:2e:7d:ff,0,8.200012683868408,2.198119640350342
Both,1575693033462,7.58,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,a3:44:3f:c4:34:4e,0,8.22661280632019,2.2244467735290527
Both,1575693033847,7.63,2019-12-07 04:30:32,2299.999,eth1,169.254.8.130,69:0b:cc:a1:4c:b2,0,7.845645189285278,1.8436260223388672
Both,1575693033718,7.40,2019-12-07 04:30:32,2299.999,eth2,169.254.8.1,37:7d:23:66:9c:24,0,7.9853456020355225,1.9831326007843018
Both,1575693033138,7.49,2019-12-07 04:30:31,2299.999,eth0,192.168.1.1,51:60:9d:19:65:da,0,8.586686134338379,2.5844287872314453
Both,1575693033508,7.29,2019-12-07 04:30:32,2300.0,eth2,169.254.8.1,c7:2a:dd:77:f3:71,0,8.273350715637207,2.2713115215301514
Both,1575693033740,6.96,2019-12-07 04:30:31,2300.0,eth0,192.168.1.1,21:f3:d3:51:5f:f9,0,8.046627044677734,2.0442416667938232
Both,1575693033643,7.15,2019-12-07 04:30:32,2300.0,eth2,169.254.8.1,f9:fd:43:c9:7f:09,0,8.193766355514526,2.1914591789245605
Both,1575693033739,7.21,2019-12-07 04:30:32,2299.999,eth0,192.168.1.1,d9:11:d3:ec:96:7c,0,8.101434707641602,2.0994327068328857
Both,1575693033614,7.62,2019-12-07 04:30:31,2299.999,eth0,192.168.1.1,61:e1:67:55:f4:60,0,8.26200819015503,2.2600505352020264
Both,1575693033601,7.19,2019-12-07 04:30:31,2299.999,eth2,169.254.8.1,bd:b1:93:25:4c:16,0,8.27911376953125,2.2750539779663086
Both,1575693033704,6.93,2019-12-07 04:30:31,2500.0,lo,127.0.0.1,f1:0b:e0:9d:17:be,0,8.243515253067017,2.241000175476074
Both,1575693033606,7.58,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,ff:d3:5b:b1:f9:a2,0,8.416645526885986,2.4143762588500977
Both,1575693033431,7.11,2019-12-07 04:30:32,2299.999,eth2,169.254.8.1,7d:74:25:41:a9:ad,0,8.600968837738037,2.599043607711792
Both,1575693033911,7.03,2019-12-07 04:30:32,2299.999,eth0,192.168.1.1,4f:5b:ee:db:48:24,0,8.19406270980835,2.1918246746063232
Both,1575693033783,8.30,2019-12-07 04:30:31,2299.999,eth2,169.254.8.1,ab:07:29:7d:bc:2c,0,8.518996477127075,2.516425848007202
Both,1575693033895,7.07,2019-12-07 04:30:32,2300.0,eth1,169.254.8.130,33:1c:07:44:5c:7d,0,8.435567140579224,2.432882070541382
Both,1575693033831,8.10,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,e9:69:6b:da:7d:d0,0,8.542920112609863,2.5407278537750244
Both,1575693034267,6.98,2019-12-07 04:30:32,2299.999,eth2,169.254.8.1,41:9b:16:79:e2:3b,0,8.112485408782959,2.1104092597961426
Both,1575693034246,7.71,2019-12-07 04:30:32,2299.999,eth2,169.254.8.1,e5:d7:69:f2:0e:0a,0,8.141881227493286,2.1373891830444336
Both,1575693034152,7.68,2019-12-07 04:30:32,2299.999,eth0,192.168.1.1,e9:9a:78:1a:07:1d,0,8.255971193313599,2.253932237625122
Both,1575693033940,8.11,2019-12-07 04:30:31,2300.0,eth2,169.254.8.1,bb:b3:60:b5:94:6b,0,8.52889084815979,2.5259828567504883
Both,1575693034229,7.83,2019-12-07 04:30:32,2300.0,eth1,169.254.8.130,a1:65:77:3c:28:f8,0,8.38689136505127,2.3844988346099854
Both,1575693034559,7.61,2019-12-07 04:30:32,2300.0,eth0,192.168.1.1,dd:93:c7:80:d8:7c,0,8.132080554962158,2.129758596420288
Both,1575693034233,7.49,2019-12-07 04:30:32,2300.0,lo,127.0.0.1,27:15:ce:27:1e:20,0,8.45847773551941,2.4559407234191895
Both,1575693034502,7.20,2019-12-07 04:30:32,2300.0,eth1,169.254.8.130,59:72:19:f4:14:06,0,8.185840845108032,2.1839685440063477
Both,1575693033962,7.78,2019-12-07 04:30:31,2300.0,eth0,192.168.1.1,19:8b:54:13:13:6c,0,8.799603462219238,2.79744291305542
Both,1575693034543,7.91,2019-12-07 04:30:32,2300.0,eth2,169.254.8.1,2f:06:04:41:08:4a,0,8.226836919784546,2.224889039993286
Both,1575693034602,8.09,2019-12-07 04:30:31,2299.999,eth2,169.254.8.1,f5:1c:c4:fe:7a:79,0,8.157509326934814,2.1538610458374023
Both,1575693034003,7.83,2019-12-07 04:30:31,2300.0,eth1,169.254.8.130,bb:66:ae:58:27:bf,0,8.788076400756836,2.785961389541626
Both,1575693034763,6.98,2019-12-07 04:30:33,2300.0,eth1,169.254.8.130,af:18:c4:45:46:e7,0,8.066574096679688,2.064654588699341
Both,1575693034341,7.46,2019-12-07 04:30:32,2300.0,eth1,169.254.8.130,2f:b8:0e:03:a2:b9,0,8.557799339294434,2.5510976314544678
