Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-15-19/log,02-03-15-19-24,"02-03-14-59-48,02-03-15-02-46,02-03-15-06-29,02-03-15-09-51,02-03-15-12-2,02-03-15-16-23",7.880437,,1,24,1,B2:FC:E0:E6:6B:33,48840129-4611-4fe3-b1cd-93f2fabd301a,2021-02-03 23:19:42,30,2,24,17,169.254.76.1,out/02-03-15-19/bit0_samples24,-1,2021-02-03 23:20:36,a9dd99e3-e19d-4f19-a2da-11247f561fe1,-,-,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-48,02-03-15-16-62,8.007642,,1,48,-,2E:A1:E0:D5:82:35,cb2016d1-b0f7-4d6f-a801-0f91c600e525,2021-02-03 23:19:42,30,3,76,59,169.254.76.1,-,48,2021-02-03 23:20:26,92e7d2e4-79d1-44b3-93f7-c99cf8e1f9f4,-,-,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-33,"02-03-15-12-53,02-03-15-16-55",7.806400,,1,33,2,36:A4:D3:53:04:AE,3d2335e8-4d60-4e3d-8f76-eb237083130e,2021-02-03 23:19:42,30,2,70,33,169.254.76.1,-,-1,2021-02-03 23:20:35,33150877-bbe0-4b21-8659-fd96792db236,-,out/02-03-15-19/bit1_samples33,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-23,,7.913265,,1,23,3,BE:F0:CF:23:94:61,ffa8bf33-8947-414a-8d16-86b86251ce4a,2021-02-03 23:19:42,30,3,26,23,169.254.76.1,-,20,2021-02-03 23:20:35,ef730b4c-fb02-41d4-81fe-5d2615686f6b,-,out/02-03-15-19/bit1_samples23,No,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-7,"02-03-15-12-93,02-03-15-16-9",7.827153,,1,7,4,FE:76:F7:2E:DA:03,01126423-37d8-4b33-9655-0291d5349ca6,2021-02-03 23:19:42,30,2,9,7,169.254.76.1,-,-1,2021-02-03 23:20:35,ec75821c-7052-4e51-bd2b-37518d9f9237,-,out/02-03-15-19/bit1_samples7,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-45,02-03-15-16-26,7.967826,,1,45,5,C6:69:18:E7:6C:31,558c46f3-367e-4ad9-9670-9cb11418b3de,2021-02-03 23:19:42,30,2,88,45,169.254.76.1,-,-1,2021-02-03 23:20:35,873bda55-0dcf-47f4-918f-274ba39e4f01,-,out/02-03-15-19/bit1_samples45,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-8,02-03-15-16-87,7.855790,,1,8,6,8A:1F:5E:E1:77:61,42b3167c-291c-4e94-bd4e-05fc252a7bf1,2021-02-03 23:19:42,30,2,10,8,169.254.76.1,-,-1,2021-02-03 23:20:35,dfc4c142-a6bd-477c-8a1b-2079ac3c2c00,-,out/02-03-15-19/bit1_samples8,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-30,,7.817090,,1,30,-,36:41:EC:72:40:EF,341624eb-d09c-4700-98a4-8895a86c725a,2021-02-03 23:19:42,20,1,30,-1,169.254.76.1,-,-1,2021-02-03 23:20:16,b9384b3f-5e11-4daf-8a88-2cf136048408,-,-,No,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-9,02-03-15-16-84,7.951962,,1,9,4,6E:4B:F4:B9:C0:57,c8acaadb-aae1-4ef0-b478-70bef24b8536,2021-02-03 23:19:42,30,2,9,7,169.254.76.1,out/02-03-15-19/bit0_samples9,-1,2021-02-03 23:20:35,0810a824-ea7d-4061-81c6-f5fd210901b6,-,-,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-2,"02-03-15-09-79,02-03-15-12-8,02-03-15-16-44",7.975781,,1,2,-,B6:8B:33:CF:7E:6B,ec0b38f9-1718-42b8-9599-fdaf5ee60f9c,2021-02-03 23:19:42,30,3,43,22,169.254.76.1,-,2,2021-02-03 23:20:26,0be05bb9-f36e-4731-92a4-805734800f7a,-,-,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-35,"02-03-15-06-42,02-03-15-09-44,02-03-15-12-69,02-03-15-16-10",7.755724,,1,35,7,7E:35:C6:20:AF:91,aee468ea-f0ff-417c-82c0-f38813e219d0,2021-02-03 23:19:42,30,2,42,35,169.254.76.1,-,-1,2021-02-03 23:20:35,3d4b5a4b-5895-4647-ae2a-ba106599e60f,-,out/02-03-15-19/bit1_samples35,Yes,DEFAULT,-,-
out/02-03-15-19/log,02-03-15-19-85,"02-03-14-15-9,02-03-14-18-36,02-03-14-22-84,02-03-14-25-94,02-03-14-28-60,02-03-14-32-78,02-03-14-35-52,02-03-14-38-64,02-03-14-42-87,02-03-14-45-68,02-03-14-49-72,02-03-14-52-99,02-03-14-55-75,02-03-14-59-66,02-03-15-02-84,02-03-15-06-83,02-03-15-09-80,02-03-15-12-70,02-03-15-16-66",8.478207,,1,85,-,9E:F8:C7:82:14:03,b121a969-5954-4f04-bd4a-ec0490fb1855,2021-02-03 23:19:42,20,1,85,-1,169.254.76.1,-,-1,2021-02-03 23:20:16,ee01af0d-4ee6-4c6d-bcfc-0f031ff3fd7f,-,-,Yes,DEFAULT,-,-
