Boot ID,MAC Address,Bit-0 Pvalue,Bit-0 Sample,Logs,Bit-1 Pvalue,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
7e20d8ba-c5ca-4ed7-be55-f39c9afe691c,62:EB:11:9F:FB:54,0.342659166825299,out/09-10-14-34/bit0_samples86,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples86,out/09-10-14-34/base_samples86,86,1,2020-09-10 21:34:12,2020-09-10 21:34:50,86,8e08de6c-1787-4c81-96ae-601152e16c6d,1,
fb39a3e3-6331-4504-9cec-31020641d897,DA:1A:31:9B:62:8D,0.107265574022381,out/09-10-14-34/bit0_samples80,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples80,out/09-10-14-34/base_samples80,80,1,2020-09-10 21:34:12,2020-09-10 21:34:50,80,67efae0a-7884-41fd-8b04-143353b85d31,1,
ca8b0d33-0ac9-40c6-acf8-14b199442ed9,FA:B0:A2:E3:D9:18,0.443924602120623,out/09-10-14-34/bit0_samples74,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples74,out/09-10-14-34/base_samples74,74,1,2020-09-10 21:34:12,2020-09-10 21:34:50,74,01aee3e4-622c-41e0-bf1f-5a69d8dc7aea,1,
55dedb8e-56ec-4155-9d8b-192d4ab321e1,52:34:F6:C2:FA:D5,0.643731374325957,out/09-10-14-34/bit0_samples97,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples97,out/09-10-14-34/base_samples97,97,1,2020-09-10 21:34:12,2020-09-10 21:34:51,97,b31e8e0b-7ef5-4264-82c8-9ae2676a28e8,1,
1db3c415-ec8d-4cf2-87f5-79c46007e848,4E:70:C3:10:C4:3F,0.0748742810539638,out/09-10-14-34/bit0_samples53,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples53,out/09-10-14-34/base_samples53,53,1,2020-09-10 21:34:12,2020-09-10 21:34:51,53,2fc923e6-efbd-4408-b2cf-f8ff8867ba08,1,
86ca3cc2-c5b5-4d48-b130-8b7518fca560,96:1D:3F:03:85:DA,0.593681375649971,out/09-10-14-34/bit0_samples35,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples35,out/09-10-14-34/base_samples35,35,1,2020-09-10 21:34:12,2020-09-10 21:34:51,35,6321de19-c3b2-40f2-b996-1fa9a4ad52a5,1,
712d730c-d586-4c09-9571-8dbed222c6dd,D2:59:54:2B:81:3D,0.290867712474848,out/09-10-14-34/bit0_samples91,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples91,out/09-10-14-34/base_samples91,91,1,2020-09-10 21:34:12,2020-09-10 21:34:51,91,496653b5-fcb6-4994-b965-2fd46b3bf6d4,1,
23bfb945-0f65-42db-bc2c-6abd1df54b78,D2:8D:0A:44:36:8D,0.948840402723235,out/09-10-14-34/bit0_samples61,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples61,out/09-10-14-34/base_samples61,61,1,2020-09-10 21:34:12,2020-09-10 21:34:51,61,95df9644-fd32-4148-9ddb-94d95179ae51,1,
5d7703e7-26ee-4fe5-941b-12798b55f424,42:B7:F2:13:A3:6D,0.176929681623773,out/09-10-14-34/bit0_samples77,out/09-10-14-34/log,5.23788550898883e-05,out/09-10-14-34/bit1_samples77,out/09-10-14-34/base_samples77,80,1,2020-09-10 21:34:12,2020-09-10 21:34:51,77,44ef917a-a718-40e4-af30-70b681c52943,1,
94e2d741-2b38-4373-804e-009331bbf193,DE:CA:4E:2D:0B:61,0.846095446428042,out/09-10-14-34/bit0_samples79,out/09-10-14-34/log,6.02117822673011e-16,out/09-10-14-34/bit1_samples79,out/09-10-14-34/base_samples79,112,1,2020-09-10 21:34:12,2020-09-10 21:34:51,79,e19b36af-32a4-4633-9ceb-4fedd1b13373,1,
70f419ef-e893-4fc8-8f0d-391001a0fd01,4E:BD:5E:41:B0:C8,0.42047363775526,out/09-10-14-34/bit0_samples49,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples49,out/09-10-14-34/base_samples49,49,1,2020-09-10 21:34:12,2020-09-10 21:34:51,49,1a486153-c54e-4f36-a97e-87dfadba53fd,1,
2f4ed5c3-4d33-456d-810d-2474c456504c,5E:CC:FA:12:69:A8,0.562861258318056,out/09-10-14-34/bit0_samples7,out/09-10-14-34/log,1.28317876170468e-27,out/09-10-14-34/bit1_samples7,out/09-10-14-34/base_samples7,11,1,2020-09-10 21:34:12,2020-09-10 21:34:51,7,abe13152-3ca6-475e-a1e8-24ba9c5e7b17,1,
80aa903a-81e0-421b-994c-0a7c656287da,9E:41:05:50:12:C7,0.854662352440354,out/09-10-14-34/bit0_samples72,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples72,out/09-10-14-34/base_samples72,72,1,2020-09-10 21:34:12,2020-09-10 21:34:50,72,4b3d766d-76bd-4392-bf71-4f71e62d3bbb,1,
b688115d-9c1b-4ca9-a43d-80ee6e78b523,AA:E5:6D:EE:24:56,0.174876613837162,out/09-10-14-34/bit0_samples96,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples96,out/09-10-14-34/base_samples96,96,1,2020-09-10 21:34:12,2020-09-10 21:34:50,96,1a98ab87-af47-42b1-9d02-6572797e540e,1,
fc0b9d53-1260-491f-8a9d-ae5420ed6326,8A:EF:CD:BB:45:26,0.0681848291229675,out/09-10-14-34/bit0_samples51,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples51,out/09-10-14-34/base_samples51,51,1,2020-09-10 21:34:17,2020-09-10 21:34:51,51,93fe1809-ef35-49c7-8798-c16aafc10e55,1,
80852fab-b9ce-4a69-9642-89feb07d6ba1,3A:70:9A:8C:0C:03,0.333885023669219,out/09-10-14-34/bit0_samples69,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples69,out/09-10-14-34/base_samples69,69,1,2020-09-10 21:34:12,2020-09-10 21:34:51,69,cb5beaa5-64ad-4bd9-b46e-8326f0e22808,1,
d9a387cf-1e64-42c0-ad7d-431f94fbb9e6,7E:8F:76:AE:6F:93,0.334467439141499,out/09-10-14-34/bit0_samples8,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples8,out/09-10-14-34/base_samples8,8,1,2020-09-10 21:34:12,2020-09-10 21:34:50,8,4c1d8bff-2074-4be6-830a-d86bfdec9d95,1,
1a5e4b19-8d5f-496c-8b6e-a34938662605,F6:FA:EE:0A:AF:82,1.00253098499845,out/09-10-14-34/bit0_samples58,out/09-10-14-34/log,0,out/09-10-14-34/bit1_samples58,out/09-10-14-34/base_samples58,58,1,2020-09-10 21:34:11,2020-09-10 21:34:50,58,3256b9ba-1c2c-414f-a7aa-95ecd5e55350,1,
