Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,12,10,10,50,10101001110111101000100001011101111111111110001111,10111111111111111000101111011101111111111110011111,,,0,0,9,18.0,32,0,0,18,9,50
2,23,8,10,50,10111000001000000000000101000000010010100101110000,10111000111111111101111111111100111011111111110111,,,0,0,27,54.0,14,0,0,36,27,75
4,58,13,10,50,11111111111111111111111111111111110101111111110111,11111111111111111111111111111111110101111111111111,,,0,0,1,2.0,47,0,0,3,1,33
5,33,31,10,50,00110100111010101111000010000010110000000001100011,11111111111111111111110111111111111111101111110111,,,0,0,27,54.0,20,0,0,30,27,90
6,38,20,10,50,11111111111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111,,,0,0,0,0.0,50,0,0,0,0,-
8,77,25,10,50,00101110010101011010110111111111010101000001101101,11111111011111111111111111111111111111111111111111,,,0,0,20,40.0,29,0,0,21,20,95
9,32,4,10,50,10011011110101001011011111111111101101011011111011,11111111111111111111111111111111101111111111111111,,,0,0,13,26.0,36,0,0,14,13,92
10,67,2,10,50,11011111111111110111111111111111111110111111110111,11111111111111111111111111111111111111111111111111,,,0,0,4,8.0,46,0,0,4,4,100
12,63,35,10,50,11111111111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111,,,0,0,0,0.0,50,0,0,0,0,-
13,41,37,10,50,11111111111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111,,,0,0,0,0.0,50,0,0,0,0,-
14,76,27,10,50,11010101010010001101011111101101000100011110110110,11010111111011111111111111111111111101111110110111,,,0,0,16,32.0,28,0,0,22,16,72
16,47,18,10,50,00000000000000001100000000000110000001000010000000,11111111111111111111111001111111111011101111110111,,,0,0,39,78.0,6,0,0,44,39,88
17,86,15,10,50,11111111111111111011111111111111111111111111011111,11111111111111111011111111111111111111111111111111,,,0,0,1,2.0,48,0,0,2,1,50
18,44,36,10,50,11011111011111111011111111101111110111011100011110,11111111111111111111111111111111111111111111111111,,,0,0,10,20.0,40,0,0,10,10,100
20,59,51,10,50,11111111111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111,,,0,0,0,0.0,50,0,0,0,0,-
21,52,40,10,50,10101011110001010001011011010101101110110000001011,11111111111111111111111111111111111110111111111111,,,0,0,23,46.0,26,0,0,24,23,95
22,83,69,10,50,01011111110111101111011111111111111111111111111101,11111111111111111111111111111111111111111111111111,,,0,0,6,12.0,44,0,0,6,6,100
24,60,53,10,50,00100101010111100111101111001111000000100110101111,11111111111111111111101111101111011111111111111111,,,0,0,19,38.0,28,0,0,22,19,86
26,79,7,10,50,11111010111101111110111111111111111111111111111111,11111111111111111111111111111111111111111111111111,,,0,0,4,8.0,46,0,0,4,4,100
