Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,SErasures,RErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,57,17,500,2500,0100111101101110110011111111111110110111111111101111111111111111111111111111011111011110010101110001110111111111111001001011111111101111111111111011111010111111011111101111110111111111110101100011111101101101011101111111101101111011111111101110111101110010111110101101111101110000011011010111111111010110111101100101101011011110111101111110001010111011110011011111110111011010101101101101110111110100011101101011101111111111111011111001111111111011111111111111111111110111111110111111011110111111111101111111110111011111111110111101111101111111111111111010011111111111111101110111011111111110111100111111100111100111111011001111111101111111011110111110110111110111110101111110111011000011111001011010111011111100110011110111010111011111111111111110111111111010111111011111111101111011101101111101001111111111111011111110111101101011101111110111101011011111111110010111011110111111110111110111111111011100111111110111110110111111111111001111111001111011110111101101001111011101111101110111111111111111111111111111110011110001111101001111101111011111111111100110101111101011111111101111010010101110111010010111011111111111101111101010011110111001111110111101101100101001111111111011011001111101111111111101111111111101111111111110000110101011111001111111111111011011001111111011111101111111111111111111111110111011111111110111011111111011001101111110101111111111111110110010111110110101111101011101111111111101111111101001001011110110101111111010111111110011110110111011101101011111111111001110101110110101100101110011011111111101111101111111111011110111110111111111110111111111111111110111111111111101111101110011110111011010111111110110111110011111011111101111111101111001001111111111111011110011011111111111110010111111110110011111011111110110111111111111111101110100111111111111101101010110111111110111111111001111111111111111111110111111111000111111110111111111101101111111001111010101111101110110111000111111110110011101111111111111100111111101101111101111011111101111001111100011011001101111111001101110110111011111111111011111111101011101101111111101101110110101111111111111111111111111111110111011111111111001101111111111011111111111111111011111101101111010110111001111111000111111111001011011111001011111111101111111111110011111110101110111011110111111111111011111010111111111111111101110111000111111011111101111011110111111110101100111011111010111011110111111111001111111111010111111111111111111111000101110101111110111111101111110111111101011101111101010011011101111111111011110110111111011,1111011111101010011111111111111111100111111111101111111001111110011111111110011111010000010101110011110110011111111011011111111011101010001111111011111010111111011001101111111001111111111101100010011101101111111111100111111101111111101001101111111101110000111110101111111100100010011110010111100111010110100111100101101011001000111101111010001011111011111001111111111111011000101111101001110111100110111011111111101001111111111011111000011111100011111111100111111000111111111110111111100110111111111101111011110111100111111010111101111101111111100111111010111111111001111100100111011111111110111100111111101111100010011011001110111101111001011000111111110111110110011101111110011011100011111000100010111010111101111001110110001111011110011111100110111111100010111111111111101001111011101001111110001111111111111011100110111101101011101001110110001011011110011110001111011110101111110110010111110111011100100111110110010110100110011111001111111001101011110111101101001111011010011101110111111111100111111001111111110011110001100101001001101111011000111110100110101110001011111111101110011010101110011010000110011111111111101110001010000110111001100110111101101101101001111110100011011000111101111001111101111111111101111111101000000110101011111000011111111111011111100111111010011101111111111110011111111110011011111111110110001111111010001101100110101111100111111110010010100110110101100101011101111111111111111110100001001011111110101001111010101111110011110110111001101101011111111010001110101000110100000101111010011111101001111101111111111010010111110111111110100111111111111111101001111111111111111010011111110111111010011111110110011110011011011111101111111010011001001111111111100011110001111111111001110010011111110110011111011111110110100111111111101101110110111110100111111101110110101001110111111111001010011111111111111110100111111010111111111001111110001101111111001111111001111100010110111010011111110110011100011111111110000111100101101111100111011110101111001111101011100001101010011001101110110111100111111000111111111001011100101111111110001110110111111110100111111111111111100110111011100011111001101111111001011110011111111111111111101001111010100111001111111000101111111001100011111010011111111111111110100111011111110101101001011110111111111111011111011001111110011111101110111000101001011111101111011010011111010110000111011111010110011111100111111001111111111000111111111001111111011000000000001111101001111101111110111110001011100111101010100011101111111111011110110110100011,,,352,237,405,16.2,1989,316,15,511,89,17
2,30,25,500,2500,0010111011011110011000110000111101110111110111001100111101110011111111011111111110001101010110100111111001111110010110111110101110001111111101111001011111101111011110111110101101110101010111011010101111110011101111100111011111111000111111010101111110111000011111110110101011011100101010001110101011111111001110101100100011011111011011110001011111111011101110011100111101100010110111111011011101011111111111111011111111011111110011111101110101011100101011110111000110110110011111101101110011111001011110001110110110010011110100011110110111110101000011111111111111110110111110011011100011010011111001111101101100110101101101110011101101111001011001111011101101100110101001000101110111111110100111101001111001111111010011011001111111000100110001101100001101111100001101111111111111101111111101011111010011111101001101100110101001100110111011111111001011001011100011100001101110111111010110100111101101111011011100100111101111111010101111111111101111101111101111011101011111110001111101111111110011110110101101001110011100011110110011111101101111110111101100111101110011111111010001101011001011101011110101011111111001000111101001111110110011101111101010110111111110111110010101011111111110011100110101101111011111111110100111111110101001111110111001011111111111111111011111101110011111011010110111111000101011111011110101111111010110100100111110101111101011111101111101110111101011101001111111111000101111011111011101011111001111011011111110010111100011111110111111111010011100110111011100111111010111111011100110000111111111100111111011111010001110111110011010111011111110010011111011011111111101111011001001111101100111100111011101101111111111110111011110111001110110110111111110011101111101110111011010100111111111101111010001100001111111001111101110011111000001111111101001110101100011110101011001111110111001111011101110011011111111101011001100111011011111111101111011010100111111111000101011110011011111011110101101111111001000101111000111101111111000110010010100010011101111001010110001011011100100111111111110010010010110101111111111100101101100111101101010101011111111011010101111111111011101110111010011001101011101101010101111110010110110011011101000011011110111110111111011101011111111110111011111111110111111011110101100000101101110111111110101110011011010110111101001111110111111011011010111101101111111100111111010111101011111100111010011111010101111011101100111111111111111111110011110010001011100001010111101000010011111011110110010000100110111111101001011011010110100111111101100001101,0010100011010010111000111000111100100111110011011100111001110000100111011111111110001111010100101111111001111110001000111100101110001110111101001001011100101111011110111110001001110100010111011010101111001011101100100111011110111100001111010100011110111010011111000110101000001100101010101110001001111100001110101110000011011111011000110001011110111011101110011100100101100010110111001011011101100111110011111011001011011111111011110001110101011000101000110111000010110110011111101100100011110001011110001010110100010011110000011110110011110100100011111110111110000110111110101011100011010011111001111100101100110010001101010101101100111101011001011011101111100100101001011111100111011110000110101001111001111111000011011001100111000000110001101000001100111100000010111111111111101100101101011111010011001001001101100110100010110110111011111100001011001010100011000001101100101111010110100111001101111011101100100011101111111010101000101111100011101111101111011100101111110001111101001011110000110110101110001110001000011100110011111110001111000111101100100101110011111111000001101011001011100010000100011111111000100111100010111110110011101100101010110011111110111000010100011111110010011100111001101100101111111110100111001010101001111110110001011111111000011100011111101110011111001010100111111000100011111011001001111111010110100010111110101111101000100101110001110111101011101000101111111000101111001111011101100111000011011011001010011111110011110010111111111011011100100111011100111111001011111000100110000110111111000110111011111010001010111110011010111011111110010011111011011110111100011011001001111101000111100100101101101111111111001011011110111000110010110111111111011100101101111011111010100111111100101111010001100001111011001100101110010010000001111011101000110101100011110101001001111110111001110010001110011011111100101011000010111011011111111100101011010100111110001000101011110011010000011110101001111100001000100010000111101111111000100010010110010011001111001000100001011011100100001000111100010010010110001111001111100101101100110010001110101011111100011010101111111111001001110111010011000010011101101010101100010010110110011011001000011011100111110010011011101011111100110111011110111110001101011110101100000010101110001111110101100011010010110111101001111100100000011011010111001001111100100011111010111101001011100111010011111010101111001101100111101111110011000000001110010001011100000010111101001010011111011110110010000100111011111100001011011010110100001111101101101101,,,395,153,379,15.16,1724,324,18,776,55,7
3,82,24,500,2500,0100001001000001000000101000000000000000010000000000000010000010000000000010000000000001000000000000001000000000001000000000000000001000100000011000100001110010100011011000010100000000000100010000000110010000100100001001000010010010010000010010000001100000000100100100010100000000100000000001001000010111000100000000000010111000001000001100100000010000000000001000100000111100000001000000001000000000010000001000100000001010010000100000001000000010000100000000001000010000000010011010100001000011000000010000000000010100100001100010000011001100001000000000010010100000010100100011001000000000000000001000000010000110011000000110101000000000000000000110010000100000000000010100000000001000000100101000100011010010000110000000010100000100001001000000000100000010001000000000100110100000011000011000000000000000011100000000000000000010100000000000000100001100010100000110001100010000100010000000001000100000100011001001000010001000001000001010000000000100010001010000000011100001100000100001101001000000111001010100100000010000010010000100110000000000001000010000001001000000110000000101000000000000000100000000000000000000010001000000100000101010000000000010010000011000000000000000000000010000000000010000010100000100001001010010000101000100000100000100000100010001000100101000101000000000001000101101100100000100001000100100001100000110000010000101000101000010100000000100001000010110100000000000000000001000000100001000000000000000010010100000000000011001010000010000000000010010010010100100001011001100001000000000010001000000000100000110000000011010000001000001000011001000000000100010001000000000000000100010000001001000000000000010000000101010100100000000001100000001001001101001100111001001000000010010010101100000110001000100001000000000011000000101000000000100000100010100001011000000010110001010100010001111000000010000000110000000000000100001100010010010001001101000000000000010010001000000010010100001001001100110000000000100000000011000101010001010011100100010000000001001110100000001000000000011000100000000000001010110000000000000000001100000000000000001010000000000010000001000100000000010000000010000000111001111100000000001000000000101000000000000000000100001100010100000100000000000000000000000001000101000000001101000001010000010000010101000000100001000000000001000000011000000000000000010000001100100010111001000010000110010010000001010000011001001100100000011001011000010100010000001000100010010010010000001000000000000010000010000101001000010100001000000100001000000011000001000,1100000100000001000000111001000000000000010000010000000001000010000000000010000001000001001000000001001000010000001000010000000100101000010000011000110001110100100011011000010101000000000100110000000110010001001110000001000010000110010001011010000101100000000100100101001100000000100000010011001000010111000100000000000010111001011000000100100000000000000001001000100100111100000001100001011000000000010000010000100001001010010000100000010010000011010110000000001000010010000010011010100101000011000000010001000000010100100001100010000001001100001001000000010010100001010100100011001000010000000000001000000100000110010000000100001010000100100000000110011001000000000100010100000000001001000100100000110011010010000101000000010000000100010001000001010100000011101000010000100100101000010100111000010000000000011100000000000000010010100001000000000000001100010100000100001100010100100010010000001000100000100100001001010010001000001000000100000000000100010001000000000100100001001000100001001001000000111001010100100001000000010011000100010000000000001000010100101001000000110001001101000100000000000100000001000000000000110001010010100001001010000000000010010010011001000000000000001000010000000001000010010000000100110111010001000101000100000100010000000100010001000101101000101000000001001000101100100100000100001001010100000000000110010010000100000101000101100000010000001000010110100100100000010000001000000100000100000000000000010000001000000101011001000000010000000000010100010010100100001001011100001000000000010011000001001100000010000000010010000001001001000011001000000100100000101000000100100000010010000001001000000100100110000010101000101100000100011100000001001011001001100101001001000100010011010101100000111001010100001000000000011100000101010010000100001100010100111011010000010100011010100100001111010010010000001110000101000000100011100001011010001101101000000000000001001001000000010110110011001001000110000000000100110010111001001010000010011100010010000000001001110100000001010010000000000100000101000001010010000000000010000100100000000000000001010000000000110000010010100001010010000000010000010111001100100000001100000000010111000000000000000101100001100010100001001000000000000000000000001001011000000101101000001110000001000010101000000100010000000001001000000011000000010010000001011001100000010111010000010000110010010100111010010111000001101100000100001011000010100001001011000100010010000010000001001010000000110000010000101001001010100001000000110001000001001000000000,,,117,168,312,12.48,525,95,18,1975,217,10
4,93,60,500,2500,0000001101100011011000011011000001110011011100001110001100111110001110010100100100100000101000011100101100100110101110101111111111000000010101101100101011011110001111010101000011000110100011100011101100110001011001101101111100111000001001111111001111001101110101001101100010100111000010101101001010101010000010000011000010000001010111010100110101000011011000011011110100110000011010000011001111101111010111100000000101110011101101010000011000111001111111010000101111111100001011011000010010001000010101100010010101110110001101101101100001001011110010010101111011101000110100011110101011101001000000011000111101101001011100000000000000001000100000101101001100110101001010000111011111001100011111010011001001110010010100100110100100011001101110101101000011100111110110100001000100100101010111100000011011000010101000011100111010000101011111110010010011000110000010101111010001000100011001010010110000001000101110001100011000111100000101001111111000001011000000100011111101110000011100111101101000001110001000111011100111001010010001001010011100011111000001000101010011110100011110110110101010101101000011011100010100010101011110010101101001000000000010011000010100111001101111111001010111010110100000111101100001110101011010110011101011100001100110010111011000110000011011101111000000001100101101000101101101001011111001001111011110000110011100110010110100011000101010001001010011110001010000111011001101000010111110011111001100101111011111110001110000001111111001110110101110001100100010110110011100111111111101110011010000011110001100001110101101111110111100110101111110101011000011011100011001101000100111111011111111001111101010000011011110111010101010001100011110011110101100111110101100001011110011101001110010100010010010001110001111010111111111010111100111110001111010111100100101111100011100011111000011110100001011101011000010000000111100010110110001011011011101111110001010000010101111000010010110111111101110101110100001001110101100011101000110110110100010111001100000011000011011101000010100010010111000000001111011111001000101111001100111000101010101111111101111101110110110111011000010101000010110100011000000110010011101100011011011110010010110101011111000001110000000111101111011110110011100010001011011101010111001100100100110010111110001101001100110000111100110110111001100100111100010101001100101010000000010010011010110101111010010101110010001000000110001111000111001001111001101110111010100001110111001100011010000000110101110001100010100011101100011001100101111110100010010110111,0100001101000011011001011011000001110010010100001101001100111110001110010000110100100000100100011100010100100110101110100101111111000000011101001100101011011110010111010101000011000100100011110111101100110001010100101101111100111001001000001111001111010101110101001101100011100100010010101101011010101010000010010011000001000001010111010101010101000111011000000001110100010000011010010011000101101111010111100001000101110101101101010001011000111001110101010100110011111100001011010100010010010100010101100010010101110110010101101100100001001101110010000101111001001000110100011110001011101001000000011000111101010001011101000000000000001000010000101001001100110101001010010011011111001100010101010011010001110010010100110101110100010000001001110001000011000001111100000101000101100100011111100010011001000100111100111100011010101101011111110101010011000110000001001111010100000100001001010011010100010101101110101110011001011101000100001111011000001001000000110100001101111000010100111101000100001000010000111011110111000100010001010010011100011111000101000101000011110101011100110110101010010101000011001100010000010001011110010101011001000100010010011000010101001001100100001001010100010111000000110001100001110101011000110011101101100001010110010111001100110110011111010011010000001100100000000101110101001000111001001100011110000110011101010010110100011100101000001001010011110101010000111011001101000011111110011111010001101111011111110101110000010111111000000110101100011100000010110110001101110100111101110011010001001110001100001111010100111110111100110001111110001011000011001100000101101001000111111011011111000111101011010111001110111010100100101000011110011101001100110101101100001011110001001011110010100010010010001111001111010111111111010111100101110001100100111100110111111100011000011100000011000000001011101011000100000000110000010100110001011101111101010010001000000010101101000010010011111111101110100100100001110110101100011101000101110110000010111001000100010101011011001000011101000010110000000001110011111001001101110100100111001101010101011111101100101110010110101011000010100100010110000011000001000010000100100011011011110001010110101011011000010010100000111101111101111110001100010011001011100010111001010100110101010111110001101001010110000101001110110101001100110111100001100101100101111000000000010011000000100100000010101110010001000000100101111000111001001101001101110111011100000000111000001011010100000110011110000001000100011110100011001100101111000100010010110111,,,337,204,404,16.16,1265,247,19,1235,157,12
7,68,54,500,2500,0001100111111011101001010000111111011111100111111110111101101001100111101110010101111111001010010001011101111101101011100111100110000001011010100001011011101110011011100001111101001000110101101011101011110110010110111000111110110001111011010110101101100010011111001010011110010101011001010101111000101111111111010101000110001001000011100111000110011001001001101101011011111010010110010110111100001101000101110101111100011011111100000010101011101100110101010100100110110011110100110100001010011101010111010100110101001101001111010111011101110110100001001011111100011010111110001101101001010111011011011111011101011010101110001011010111110000001111101101001011110101010010011011000100110001110101111111111001000010011011111110001011111011011001100000110111111101110110110111001000110111101100010011000010110100010011101011111111110111110010111110110001100011011010111111101111100001100101011101111101111010101111011010011111110001110111101011111101101010101011111111101000100010110010011111110001100000110111110111110011100101110111100110110110011110110110001110110011101010001110001000000110101110000111110111111111111111101110100111111100001111000111011101111101111101001110011010111000111111000101001011100101010111100011111000100011111011010011111110101100101111111010101110101001110011001110100011000101001011011000010101010101011001101010111000111110111101110001111011011011100111000101011110110010001101111101101111010111000011010100011110000111111111000001111100001110100111011111101011111111011001011011010110101001111101110111010011111110010011110001000011110111101010100101011001101100011001011110010011100111011111110110001110011011111101101110011010010110011111000100100000001100111000001100000111101101101110110111111001010101011110100011001111100101110100000110100101101011011101110010010010010111000011111010111011110101101111100101010100101101001100001110000111111101101111010000101100011010011111011001110101111001000111110001010110110100111111000011100001110101011100001111011011111011110011000001011010101101111010001111110001111111101110011111111001101011110111001110111101111111010111000101111100001111110111100111011011100111011111010010100111001101000011111110111011011001111111110100110001000011100001111011111110001001101101111111001001111110010110011111100010100010001111111010010111000100110101111111101111011101000010000110100011111010111011001001011100101110101100111001101101111011111110110110100100010000111001110101101111011001011011011101110101101100101111111011001111,1111110111011111111101011000110111011111000111111100111111110011111111001111010101111111100011010001011101111100111111110011100111000001011110100001010011111111011111100001001101010100110101001111101101110110010111111101011111110000111011010111101101001011011101101111010110010101011001010101111000110111111111000101000100001001010011100111000110011101001101110111111011111110010100011110110110101111000101110101111100010011111100000010101101101100100101011101000110111101111100110100001011011101011101011110110111101101001111111100011101110110110001001111111100011010110110001101001001110101011111010011011101001010101100001011010011110000001111111101111011110101111011011011000100110001110101111111011101000101011111110110001111001011011000100000110111111111000110110101101000110111101100000011100100110110010011101111011111110100110010110110110001000111011110111111110111100001000101011100111101110011111111011110011101110001110111101011011101111000111111110111101000000010110100011111110001110000010111110101110011110111110111000111110100011110110111001110000011101100001110010000000110101110000101110111110011111111001110100101111100101111000111011111111101111101001110011011011100111101000101000011100111011111110101111000100011111010010011111100101100110111111010101110101101110011010111100011000101001101011100010001010101011101101100111000110010111101011001111101111011100111000101011110110100001101110001111111011111000001110100010010000111111111000101111100010111100111111111101101111111010001011011011111101101111101110111010011001110010101110001010011110111001010100101111001110100011001011110010101100111010111110110001110011100111101110110011011000110011101100100110010001100011100001100000111110111101110010111111101110101010111100011001111100100110100000010100101001011011101110010010010010111000111111100111011110001101111000101010100101101000000001111000111111101111111010000101101011010011101111001110101111001000111110001011110110010111111000011100101111101010000001111011111111101110011000001011101001101111000001111110001111111001110011100111001110011110111001110111101111111010111000000011000001101110111110011001011000101011101010010100111011111000101111110111011010001001111010111110001000011110001111011011110001000101101110111001101111110010100011111110011100010001111111100010111000000110101001101001111011101010011000110100011111100111111000001011101001111111100111001110001111011011110110100100100010000111001000101101111011000010011011101001101101100111111110011001111,,,172,166,366,14.64,1493,180,12,1007,186,18
9,84,66,500,2500,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1110111111111111111100001111110110111100111111111100001111111111111111001011111100001111111111111111011011111101111111111110111111010011111101111111111110111111001011111111111111110110111111001111111111111111110000111111111011111101111111111101111111111011111100111111111110010111001111111111100111110011111111111011111100001111111111111111010011111100111111111000111111000011111111111111110110111111001111111111101111110000111111111101111101100111110111111111110011111100111111111110111111001111111100101111111111111111000011111100111111111100111111011111111111101111110000111111111111111100001111111110111111001111111111101111110000111111011111111111101111110011111111111011111100111111111110111111011111111111101111110110111111111111111100001111011111111111011011111100111111111110111111001111111111101111110111111111011011111111101111110111111111000011111111111111110000111111111111111101101111110010111111111111111100101111111111111111011011111100100111111011111111000011111111111111110000111111111111111100001111111111111111000010111111111111110010111111110000010000011001111111000001000111111111101111110111111111011011111111111111110000111111111111111101101111110110111111111111111100000111111111111111000011110100111111010111111111111011111101101111111111111011000011111111111111110111111111000001111111111111110000011111111111111100001111011111111111000011111111111111110010111111011011111111111111110000111111111011111100111111111110111111001011111101111111111110000001001111111111101111110111111111000011001111111111110000111111111111111100001111111111111111001111111111100111110111011111111101111100111111111100111111000111110011101111110011111111111011111100001111011111111111000011111111001111110011111111000011111111111111110110111111111111111100001111111111111111011011111111111111110000111111111111000001101100111111111111000011111111101111110111111111011011111111111111110111111111000011111111101111110111111111111011011100111000011111111111000011111111111111110000111111001111111111101111111111111111110001110111111111110011111100001111111111111111110001111111111001111100111100111111110111001111111111001111110011111111000011001100111100111111111111000000111111111111110110111001111111111100001111111111111111001001111111000010001111111111000011111111111111110110011111001111101111111111110110011111011111111111100001110011111101111111111100111111111110111111000011111111111111110110111111111111111100001111001111111111011011111111111111110110111011111111111100001111111111111111,,,515,264,507,20.28,2500,507,20,0,0,-
10,65,6,500,2500,0000000000000000100000000000010000010011001000000000100101000000000001000101000000001110010001000000000000000000000100001001000010000000001000101000000000001000001001000000000100000011000000000000010000000000000000000100000000010000010001000010100000001000000000000000010000100000100000000000010000000100000000000011110000000100010010010000000000000000111000010000000101000000110000001000100010000100000000000100000010000000000000000001001000001000000100110000010000001001000000111000001000001010000000000010000011000011000100000010000000011000100000000000000000100000000010010011000000000000000100000010000001001001001110101000011000100000000000010010000000001001010000000000011000000000000000001000000100100110000000000000000011000100010001010000010000110000000100000000100000000000100111000010100000010000000001000010000010100000010000000010000011010010010100000000000000000000001001110000010000000000010000000000000000100000001000000000010000000000001000100100000000011000100000000000000010001010000000000000100011000000100100000011000001001001000010000000001000000000000000010000100000001000000010001000000000100101001010011001010000011000000000000000100000000000001000000001000000000100000000000001010011001000000000100000100001001001011000001100000001000000010000100100001000110000010100010000000000100001010000000000000000010100110000011000011000110000001000000100100101101000111010001001001000000000100000100000110000000000000000000010111000000011100000000001010000011001000100000000100000000000010000000000000000000100010100000000000000010100100000000000010000000101001010110010011000000001100010000000000000000000000110001011000110001000000000010010100110000000000011010001001010011001011010100001000000001000000001000000000010100001010110000000000010111010010000100000000000000000101101000101100000001010000000000010000011011000100001100010000010000001010000000010000000100101000100100001000010011001000000100000001110100000000000010010000010100000000001000000000000001010000000100000101100000000001010100000100000010000011000000000001010100000000000010000100000010001000111001000010010110010001000000000010000000001000010001010000101000010101100100000000001001000000000111010000010010010000000001001000000001101000010100001000000000110000110001010000000010000010011000001000000000001000000000000010100000011101000000000100000000110001001001000000101000000000100011000001000011011001000001000000010010000100000000001110010001000000010010000000000000011000000001101000001000111000000000000,0010000000000010000000100100010010010011001000000000101101000010100001000111000000101110010001000000001010000000101100001001000010001000101000101010000000001000001001000000000100000010000000001010000000001000000000010100001010000000011010000010100000001011000000100000010010100000100000000000100000000100000000001011000000000100010100010000000000000000101010010000000001001000110100101000100010000100001000000100100000000000000000001001011000001000000110110000011000001001000000111010000000001010000000000000000010000011000100000010100000011010100000000000000000100000000010010011000000000000100100000010000001001001001110101000011010100000000000000010100000001001010000001000001000100000000000000000001000000110100000000000000011001000000001100000010000110000001000010000100000000010000111000010000000010000000010000010001010000000010000000010000011010010010100100000000010100000001011110000100000000010010000000000000000101000001000110000011000000000101000100100000000011000100000000000000010000010001000000000100000000000100100001011000001001000000010000000001000000000100000010000100000001000000010001000000000100001001010011001100000011000000000001000100000000000001010000001001000000100000000000010010011001000000000110000100010000001011000001100000000000010010000101000001000110000010110010000000000100001100000000000000000011000110000101000011000110000001000000100100100101010111010001011001000100001000001100101110010000000001000000010110000000011000000100001010010110001000100000000100000000010011000000000000000100100010100000000001000000100100000000010010000000111001010100010011000000001101010000000100000000000000010001011000110001000000010010010100110000000100000010001101010011001001011000101000000000000001001000000000000100010010110000000000010101010010000100000000000000000101100000110100000001010000000100000000011010000100011000010100000000010010000000010000000100100000100100001000010001001100000100000001110101010000000100000000010100000001001000000000000001010000000101000101100000000001010100000100000010000101000000010000010100010000000100000100000010001001011001000010000110010000000001000010000000000000010000010000101000010101100100010000001001000000000101000000010010010001000001001100000001101000010101001000000100110000110000010001000000000100011000101100000000001000000100000010110000011101000100000100000000110001001001000000101100000000100110000001000001011101000001000000010011010100000001000110010001000000010000000100000000010000000001101000001100111000010000000,,,118,155,239,9.56,487,88,18,2013,151,7
11,98,90,500,2500,0100100000110010101101011100111011001111000011000111000010011100101000010011010111001001010001111000001001011100010001110110000000110011100011110111010000110101011111011110100010101100101011110110011011011111011000000100100110011001101010000101001011011000110001010100000011111001000010001000010100110000111101001001100111010101000010001011100111001111110011110100001011101000110000011010000000111000100001000000100010110101010111110010100111000101100011110010101111011110010001111010110110011000111100101100000101001111100010010110010101111101111111101001011001000110011110101111010110001100111100000001010101011000100000111011111101010001010110111110111110001110101100001011100000001010010010010010000110000001010111100001011010000111011110011001001100000101111010101001000111111001001110010010011001101000110010100010011110100001100000111100110001001110110111101011101000011111010101010001110001011111000010101111111101101101010100100001111111011111101010111010010001100111001110001000000001000101011101001010101000010000000000101010100100101001111101100010000111100111011100100000001010010011000010101111101110110011011100000100100001100101100100100000000111101110000000110010001011111101110001110111111010001110100001110001110100111010110110100000100100101111111010010101101110000001010101110010101100010011010111010010000111100110110001100011101100011000011010110100000000010011011010111001100110000011011000111100111111000000010101110011011101110100110010010110101101100001100111010011100100110100111101111111010100011001100100110110000011101011010000010100000011111110000101001011010100000011100010000110101010111110111101111011001111000111011010000001110000010000101100000101010010100000101000110011001000001000000100101101101011111001001100111101011111100001011111000100001111001010100010111001100110110111011010001001100101110100100111100001100011111011110000000010100110000101001001101100000110101111101110011100110111100011001100101010111011001011100111001100010001011000000001101110101001001111111101000000110000110000111000001000000110000011100100001011000001001011101001011010100000000001101111001000111011111111001000110011110010011111101000001001110011101001011001011110000100001101011110001010111111111111111110011111011100111100000111111111011010111001011111011001111001111000011011111000001100000101110000011100101111010110000010110010010111110111111110010111100101001110100101101010001011111010100100100001011110100100001100001010011011110001100010010110010111001110000010001000,0100000000100110101110010000111011001111101001000110010110011100101000100100010110000001010001101000101100111110110011110110000000100111100010110011010000110101101100011110100111101100101011100100011010111111011000001100101110011010100010000101001111101000110010010000000011011001100010001010110000110001111101101101100110010001000010001011100100001110110011110100001111101000110000011011001000001000100101000000100010111011010111100000100111000001101011110010100100011110010001111010001110011000111110111100001001001110100010010110011001111101111111101100011001001110011010001111100100001100000000001001010101101000100000111011111011000001010110111110110010011110101100101000100000001010011010000010100100000001010111101001001010000111011110010001001000000101111000001010000111111001001110010010011010100000110010000010101110100010100000101100110001101100010110101011101000011100100101010010110001011111000010101111111101100001011001100001101100011111101010111010000000101111001110000000001001001101001101001110101000011000000000111111100110100111111111100010101100100110011100000000001010100000000010111110000111110011101100001100100001101001100100100000000111100000001000000010101111111101110001101011010010001110100010110001110101111010100100100010100100101111001010100101101110000001011001110010101100010010010111010010000111100110110010100011101100010000011000110110000000011011011010111000100110000011011001011000111111000010010101111001011100000000110110010110101001000001100100010010100100100000111111100000111001011011101001000110000010101011010010011000000011101100000101001011011000000011100110000110100010111010000001101010001100000011011110000001100000010010100010000101010010100000101010110011001000001000100100101110111011111001001100101100011110100001011111000100101111001010101010111001000110100111011110001001100101000100100111100010100011111011010000100110100110000101001001001100101110101110101110011100000111100111001110100010101011011111100100001100010001011001000001101100101001001111111001000100100000110000110000001000000110100001100100000011001001001011101000011010100000001001101111001000111010111101001000000011100010011110100000011001000011101000000001011110001000001101101110001010110011110011011010011110011110111100000111001111101001111000011111011001001001100001011011111000001000000101110100011100100111010110000010100000010111110100111110000111100111001110100001111010001011101000000100100001011010010100101100001010010010000001100010100100010110001110001010001000,,,293,165,395,15.8,1232,247,20,1268,148,11
