Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-44/log,02-03-13-44-31,7.869172,,169.254.76.1,1,31,1,BE:9F:BF:97:C8:A4,397d11c8-8ecd-4b1f-971e-5e3261ed4d8f,2021-02-03 21:44:47,30,2,80,31,-1,"02-03-13-27-5,02-03-13-31-10,02-03-13-34-17,02-03-13-37-11,02-03-13-41-32",out/02-03-13-44/bit1_samples31,2021-02-03 21:45:40,7688561a-4df4-426f-b4ad-4821cac9097d,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-47,7.744350,,169.254.76.1,1,47,-,86:43:BF:E9:2F:45,dd337ba3-3294-494b-b8c3-add2888213c7,2021-02-03 21:44:47,30,3,77,52,50,"02-03-13-21-14,02-03-13-24-16,02-03-13-27-43,02-03-13-31-7,02-03-13-34-43,02-03-13-37-62,02-03-13-41-59",-,2021-02-03 21:45:31,0570ea02-bad5-4c86-a60a-99a40896eb45,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-29,7.835397,,169.254.76.1,1,29,2,BA:BB:30:49:B6:81,36f45cd2-eb7a-40c1-b735-0badd78df31a,2021-02-03 21:44:47,30,2,45,29,-1,02-03-13-41-49,out/02-03-13-44/bit1_samples29,2021-02-03 21:45:40,0c1c189e-30b5-47fc-8303-ce604599d5cc,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-6,7.996022,,169.254.76.1,1,6,-,66:C7:BE:09:45:4C,ff2a8a8e-9f78-4284-8dbb-e43d9e6251cb,2021-02-03 21:44:47,30,3,94,54,6,"02-03-13-27-39,02-03-13-31-87,02-03-13-34-73,02-03-13-37-50,02-03-13-41-83",-,2021-02-03 21:45:31,a597676e-db9b-41f4-b410-929bbc57a0d3,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-95,7.695745,,169.254.76.1,1,95,-,AE:3B:29:37:E9:98,97d550c8-d129-4099-a29a-0afaa3f569e6,2021-02-03 21:44:47,20,1,95,-1,-1,"02-03-13-02-11,02-03-13-06-2,02-03-13-07-91,02-03-13-10-87,02-03-13-14-17,02-03-13-17-96,02-03-13-21-80,02-03-13-24-60,02-03-13-27-81,02-03-13-31-2,02-03-13-34-65,02-03-13-37-8,02-03-13-41-95",-,2021-02-03 21:45:21,331b0e8f-4db8-45f2-8f6b-3db8b6667df0,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-87,7.762552,,169.254.76.1,1,87,-,2E:6A:E9:E8:70:BE,de551a62-14d9-4d97-9e4c-a544e0cee1d2,2021-02-03 21:44:47,20,1,87,-1,-1,"02-03-13-02-65,02-03-13-06-55,02-03-13-07-72,02-03-13-10-74,02-03-13-14-32,02-03-13-17-99,02-03-13-21-84,02-03-13-24-86,02-03-13-27-91,02-03-13-31-53,02-03-13-34-46,02-03-13-37-38,02-03-13-41-88",-,2021-02-03 21:45:21,6bbbbe14-a322-44c4-96f9-a04540cc99a7,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-86,7.772145,,169.254.76.1,1,86,-,D6:72:AF:73:0D:E6,c24a8409-c52d-4748-a453-1328c0fbe21b,2021-02-03 21:44:47,20,1,86,-1,-1,"02-03-13-24-3,02-03-13-27-65,02-03-13-31-33,02-03-13-34-71,02-03-13-37-51,02-03-13-41-81",-,2021-02-03 21:45:21,f423d7eb-b183-4f46-b54d-44e6e010b69f,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-11,7.848218,,169.254.76.1,1,11,3,E2:21:43:05:E8:60,6cb12118-900c-411c-830e-958ca1a05bf5,2021-02-03 21:44:47,30,3,81,11,4,"02-03-13-17-36,02-03-13-21-25,02-03-13-24-42,02-03-13-27-49,02-03-13-31-31,02-03-13-34-39,02-03-13-37-15,02-03-13-41-58",out/02-03-13-44/bit1_samples11,2021-02-03 21:45:40,9819db00-b869-433d-a8b2-917a2f137cff,-,-,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-62,7.885791,,169.254.76.1,1,62,4,2E:3F:C8:A9:10:7E,65864c24-fa44-4ccb-91ab-54b2add8adfc,2021-02-03 21:44:47,30,2,62,60,-1,02-03-13-41-76,-,2021-02-03 21:45:40,57938fdb-853f-4510-86e8-aa782a261939,-,out/02-03-13-44/bit0_samples62,Yes,DEFAULT,-,-
out/02-03-13-44/log,02-03-13-44-63,7.848745,,169.254.76.1,1,63,5,26:C7:BE:BA:E8:12,1ea2a389-7172-4bfc-93eb-d668a33b002b,2021-02-03 21:44:47,30,2,75,63,-1,"02-03-13-31-14,02-03-13-34-3,02-03-13-37-83,02-03-13-41-31",out/02-03-13-44/bit1_samples63,2021-02-03 21:45:40,facc424d-f331-4ebf-a59d-449f2d86320d,-,-,Yes,DEFAULT,-,-
