start_time,MAC Addr,IP,imax_value,iavg_value,fmax_value,favg_value
1575504859612,1f:5a:03:11:0c:cd,localhost,0.006317853927612305,0.00011389303207397461,0.016158580780029297,0.00018844199180603028
1575504861246,df:28:5f:be:5f:fb,localhost,0.009063005447387695,9.985995292663575e-05,0.009931325912475586,7.736325263977051e-05
1575504861187,6d:f5:c9:11:22:21,localhost,0.016486167907714844,0.0001413395404815674,0.012234926223754883,0.00012093210220336914
1575504863481,4d:53:c4:6d:f0:55,localhost,0.014162063598632812,0.0001013789176940918,0.00436091423034668,3.692340850830078e-05
1575504860262,3b:a0:0b:f9:56:83,localhost,0.011727333068847656,8.334922790527343e-05,0.05526471138000488,0.00015089750289916991
1575504862698,bf:9a:a7:87:ea:c6,localhost,0.012720823287963867,7.48744010925293e-05,0.04677081108093262,0.00011832356452941895
1575504859770,6f:68:b0:43:0f:d4,localhost,0.01437687873840332,0.00011909008026123047,0.018846988677978516,0.0002107689380645752
1575504861191,df:94:de:39:08:9d,localhost,0.008270740509033203,0.00011766242980957031,0.013225555419921875,0.0001330420970916748
1575504863752,7f:61:4a:01:0d:97,localhost,0.014442920684814453,0.0001154801845550537,0.004691362380981445,2.6456594467163086e-05
1575504862559,31:e6:74:75:11:49,localhost,0.02443718910217285,0.00014740991592407227,0.03924894332885742,8.854198455810547e-05
1575504861876,83:51:63:53:3d:e6,localhost,0.01353001594543457,0.0001425633430480957,0.008422136306762695,0.00011197400093078614
1575504862674,29:34:98:43:92:cd,localhost,0.01571202278137207,0.00010424447059631348,0.01202249526977539,9.053325653076172e-05
1575504864189,1d:da:8a:04:6b:8e,localhost,0.05470466613769531,0.00014937925338745118,0.003895998001098633,3.7277698516845706e-05
1575504864389,1f:ea:1d:27:5e:d5,localhost,0.009077787399291992,0.00011975932121276856,0.0037980079650878906,3.716111183166504e-05
1575504862141,7b:5a:bd:65:c2:43,localhost,0.02061319351196289,0.00011325025558471679,0.04758143424987793,0.00020700669288635254
1575504864917,11:d4:d9:2f:36:0e,localhost,0.00735020637512207,0.0001191248893737793,0.004031181335449219,3.6682605743408204e-05
1575504863565,59:b7:4c:a1:d7:70,localhost,0.00715947151184082,9.933757781982422e-05,0.006062030792236328,8.160614967346192e-05
1575504861024,43:bc:23:b2:50:08,localhost,0.015501976013183594,0.00015995311737060548,0.009247303009033203,0.0001120610237121582
1575504863925,5f:60:44:89:8c:5d,localhost,0.07449889183044434,0.0002617509365081787,0.005568742752075195,5.9467792510986325e-05
1575504865363,55:c7:4d:8f:ee:29,localhost,0.008960247039794922,0.00011104035377502442,0.0030517578125,2.0772695541381835e-05
1575504862328,37:78:9f:76:33:ee,localhost,0.011743783950805664,9.9959135055542e-05,0.013270378112792969,0.00011950850486755371
1575504862554,b7:5f:ab:a2:4d:44,localhost,0.08476686477661133,0.00024232840538024902,0.004717111587524414,4.817724227905273e-05
1575504862775,a7:10:29:6d:a8:38,localhost,0.0065381526947021484,0.00010991096496582031,0.007296323776245117,0.00014768075942993164
1575504862190,21:07:d0:4b:f6:e1,localhost,0.07375454902648926,0.0002981154918670654,0.005082607269287109,6.571054458618164e-05
1575504862577,6f:77:ad:55:fb:72,localhost,0.0550234317779541,0.00023389720916748046,0.05410575866699219,0.00017260169982910155
1575504863247,07:a2:2a:a9:2b:06,localhost,0.013463735580444336,0.00016135454177856445,0.009849071502685547,0.00010766911506652832
1575504866274,cd:b5:cf:3b:9b:d3,localhost,0.007054567337036133,0.00010017871856689453,0.0009322166442871094,1.9169092178344726e-05
1575504864919,c1:31:fa:ed:70:33,localhost,0.01439523696899414,0.00016237092018127442,0.004171848297119141,3.769087791442871e-05
1575504863394,1f:bc:c2:0d:9b:86,localhost,0.013275384902954102,0.00012165975570678711,0.006257534027099609,7.746553421020508e-05
1575504863192,21:fe:83:2f:9c:08,localhost,0.061583757400512695,0.00021505308151245118,0.006492137908935547,8.795523643493652e-05
1575504865425,3f:90:58:4b:29:8a,localhost,0.012564897537231445,0.0001043398380279541,0.011363983154296875,9.510374069213867e-05
1575504864259,27:30:05:1e:bb:33,localhost,0.02295207977294922,0.00015459990501403808,0.013114213943481445,0.00015246701240539552
1575504866577,73:54:9a:69:49:21,localhost,0.017040014266967773,0.000121429443359375,0.003924369812011719,2.833414077758789e-05
1575504861650,03:3d:97:e9:4a:cb,localhost,0.0181429386138916,0.0002258315086364746,0.017881155014038086,0.00017508244514465333
1575504868801,fd:f4:01:1a:28:b9,localhost,0.004412651062011719,6.293845176696777e-05,0.0035560131072998047,3.266024589538574e-05
1575504869372,77:a4:72:e7:24:c1,localhost,0.021505117416381836,9.738588333129883e-05,0.0038781166076660156,4.1977405548095704e-05
