Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-19-35/log,02-03-19-35-1,,169.254.76.1,1,1,7.856143,C2:22:F4:13:DF:85,eea1928d-c910-40ef-9b15-2e18022357d0,2021-02-04 03:35:56,30,3,30,18,1,2021-02-04 03:36:39,33d253ef-afb6-439a-9a1e-26fc405854ae,"02-03-19-33-81,02-03-19-34-4",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-35/log,02-03-19-35-12,,169.254.76.1,1,12,7.943440,32:B6:46:0B:24:FE,0fc83554-758c-4651-96ca-fa54e213d8e1,2021-02-04 03:35:55,30,3,100,98,12,2021-02-04 03:36:39,2c4bc01d-cd7a-44a7-a2a2-13e88f175d13,"02-03-19-33-96,02-03-19-34-72",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-35/log,02-03-19-35-32,,169.254.76.1,1,32,7.837619,36:21:95:5E:F1:AD,e48eb79b-8b9e-4eee-8426-ca08851186b9,2021-02-04 03:35:56,30,3,89,40,37,2021-02-04 03:36:39,518686d6-c8a4-4fbd-9d2f-d7d9f6734fd7,"02-03-19-33-33,02-03-19-34-81",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-35/log,02-03-19-35-6,,169.254.76.1,1,6,7.701870,5E:5D:2B:E5:79:E0,8411299f-7897-43ee-b36f-e9fa4dfac1b4,2021-02-04 03:35:56,20,1,6,-1,-1,2021-02-04 03:36:29,aa235962-60fc-4879-83a6-229fd25d8e15,"02-03-19-33-65,02-03-19-34-97",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-35/log,02-03-19-35-4,,169.254.76.1,1,4,7.983839,E6:0B:EF:F9:CA:39,23632856-9beb-4d04-94d2-9c2f7543889a,2021-02-04 03:35:56,30,2,82,4,-1,2021-02-04 03:36:48,c1b7973e-26cc-4fb9-8e39-7f0fd3f510b4,"02-03-19-33-24,02-03-19-34-1",-,out/02-03-19-35/bit1_samples4,-,Yes,DEFAULT,1,-,-
out/02-03-19-35/log,02-03-19-35-69,,169.254.76.1,1,69,7.964277,82:A8:85:48:54:89,8197e50d-3cd1-4f54-bfc9-01a3b16be2cb,2021-02-04 03:35:56,30,3,93,69,58,2021-02-04 03:36:48,beeeecf2-45eb-41c7-91c7-95e16205ad17,"02-03-19-33-70,02-03-19-34-93",-,out/02-03-19-35/bit1_samples69,-,Yes,DEFAULT,2,-,-
out/02-03-19-35/log,02-03-19-35-99,,169.254.76.1,1,99,7.969498,3A:88:72:1B:0A:D6,8a496d3d-da9e-464c-9373-bdfd81185e4c,2021-02-04 03:35:55,30,2,99,70,-1,2021-02-04 03:36:48,16c67f10-8771-4b89-86a2-aa79b1cd58b2,"02-03-19-33-39,02-03-19-34-69",-,-,out/02-03-19-35/bit0_samples99,Yes,DEFAULT,3,-,-
out/02-03-19-35/log,02-03-19-35-86,,169.254.76.1,1,86,7.919356,9A:A2:7D:7C:52:1F,d81a0cee-0add-4b4c-9f3c-5c2dd6f2e79f,2021-02-04 03:35:56,20,1,86,-1,-1,2021-02-04 03:36:29,e95e1d12-1a3c-4965-a2bc-6f4f2770217d,"02-03-19-33-44,02-03-19-34-77",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-35/log,02-03-19-35-84,,169.254.76.1,1,84,7.946932,0E:C2:B3:6B:12:DE,ebc47ab1-eb37-47c5-898c-d04828557be6,2021-02-04 03:35:56,30,2,92,84,-1,2021-02-04 03:36:48,8ef9e6ac-0a0a-41b3-bec3-2f74858e409d,"02-03-19-33-87,02-03-19-34-15",-,out/02-03-19-35/bit1_samples84,-,Yes,DEFAULT,4,-,-
out/02-03-19-35/log,02-03-19-35-94,,169.254.76.1,1,94,8.607138,C6:FF:3B:2E:AB:84,1d886bbb-60ae-4dd8-a70b-9901a4c97b98,2021-02-04 03:35:56,30,3,95,94,22,2021-02-04 03:36:48,7b03bd06-cc15-43b0-b2f0-2d6352f73b89,"02-03-19-33-31,02-03-19-34-65",-,out/02-03-19-35/bit1_samples94,-,Yes,DEFAULT,5,-,-
