GUID,CPU CPI,Success,Id,Boot ID,End Time,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Logs,Base Sample,Predecessors,Bit-1 Sample,IP Address,Bit-1 Pvalue,Bit-0 Sample,Error,Bit-0 Pvalue,Warm Start,Tag
10-16-16-33-2,95.515197,1,2,e91afd0f-1944-4bb3-9985-ad4c62a88e1a,2020-10-16 23:33:43,9A:E1:DC:00:10:7F,929a74f3-9c6b-4903-bdff-ab830fe93598,2020-10-16 23:33:29,10,1,2,out/10-16-16-33/log,out/10-16-16-33/base_samples2,,out/10-16-16-33/bit1_samples2,169.254.76.1,0,out/10-16-16-33/bit0_samples2,,0.298448999228409,No,DEFAULT
10-16-16-33-3,95.093720,1,3,6890f28c-d1d5-44e1-856a-a192d186f148,2020-10-16 23:33:44,1A:53:FC:94:07:08,e7754212-1906-4a81-82d5-1a591d4e5fcc,2020-10-16 23:33:29,11,1,3,out/10-16-16-33/log,out/10-16-16-33/base_samples3,,out/10-16-16-33/bit1_samples3,169.254.76.1,0,out/10-16-16-33/bit0_samples3,,0.309771826789633,No,DEFAULT
10-16-16-33-4,96.035197,1,4,9779e857-c793-4ff7-b39f-962f1329ff48,2020-10-16 23:33:43,E2:7D:F8:B4:42:93,8037d4f1-97bb-4ee0-a05d-bc532948eb39,2020-10-16 23:33:29,11,1,4,out/10-16-16-33/log,out/10-16-16-33/base_samples4,,out/10-16-16-33/bit1_samples4,169.254.76.1,0,out/10-16-16-33/bit0_samples4,,0.674854044936317,No,DEFAULT
10-16-16-33-5,95.021293,1,5,7e598fd7-334f-41e1-a850-893f9f0a6c94,2020-10-16 23:33:44,A2:30:E2:D3:77:07,e5606136-7034-4001-a6d7-4b294bec8773,2020-10-16 23:33:29,11,1,5,out/10-16-16-33/log,out/10-16-16-33/base_samples5,,out/10-16-16-33/bit1_samples5,169.254.76.1,0,out/10-16-16-33/bit0_samples5,,0.182732690756329,No,DEFAULT
10-16-16-33-1,95.065299,1,1,67af0949-9195-4781-bf32-393f982cc34c,2020-10-16 23:33:43,0E:C8:64:F5:12:5B,41245f21-7a4e-4931-afa5-f8c3863a13e6,2020-10-16 23:33:29,10,1,1,out/10-16-16-33/log,out/10-16-16-33/base_samples1,,out/10-16-16-33/bit1_samples1,169.254.76.1,0,out/10-16-16-33/bit0_samples1,,0.361330837331668,No,DEFAULT
