Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/07-06-14-13/log,904a6039-2557-4575-969b-b10b6f84b043,C2:64:40:DC:44:F0,out/07-06-14-13/base_samples58,68,1,out/07-06-14-13/bit_samples58,2020-07-06 21:13:35,2020-07-06 21:13:46,58,e8295c7d-969b-4988-b8c3-db8d977fe5b9,1,
out/07-06-14-13/log,dca5d463-63ed-4dcb-87d4-3312a5a4252d,66:5D:C5:36:F3:06,out/07-06-14-13/base_samples90,98,1,out/07-06-14-13/bit_samples90,2020-07-06 21:13:35,2020-07-06 21:13:46,90,86975ac4-31c2-4570-8f5b-741fb19e455b,1,
out/07-06-14-13/log,72315772-75c5-4a6a-9611-f25661331491,2A:84:7B:0C:D6:82,out/07-06-14-13/base_samples94,94,1,out/07-06-14-13/bit_samples94,2020-07-06 21:13:35,2020-07-06 21:13:46,94,94d9740f-e88d-4ee5-bec6-f5be0129591c,1,
out/07-06-14-13/log,f0e663a4-8b64-4b39-8046-e969d48e0642,4E:75:5C:42:5D:4C,out/07-06-14-13/base_samples64,64,1,out/07-06-14-13/bit_samples64,2020-07-06 21:13:35,2020-07-06 21:13:46,64,80fe4750-4193-4e3d-a664-9e4b0903ed21,1,
out/07-06-14-13/log,a66b5db7-00a0-431c-842b-64ddf0aa3f4b,5A:3B:2B:FA:21:C7,out/07-06-14-13/base_samples84,84,1,out/07-06-14-13/bit_samples84,2020-07-06 21:13:35,2020-07-06 21:13:46,84,042e5be4-cc36-413f-bcd9-3bacd6511b21,1,
out/07-06-14-13/log,3ce184ec-463d-4461-ae38-d8e304ef0273,32:C8:FC:8C:63:6A,out/07-06-14-13/base_samples36,62,1,out/07-06-14-13/bit_samples36,2020-07-06 21:13:35,2020-07-06 21:13:46,36,1d4c82b6-965e-4936-aa75-0807dc49d092,1,
out/07-06-14-13/log,ad8074a3-ae7f-49b0-85b2-0c7f3d072a34,96:A7:9A:C2:E5:B4,out/07-06-14-13/base_samples76,78,1,out/07-06-14-13/bit_samples76,2020-07-06 21:13:36,2020-07-06 21:13:46,76,334bbf88-7f66-4bc4-9e02-c43f4a29c238,1,
out/07-06-14-13/log,b162837e-2d44-40f5-8043-a3c97df502b0,1E:92:AB:81:C5:F9,out/07-06-14-13/base_samples70,70,1,out/07-06-14-13/bit_samples70,2020-07-06 21:13:35,2020-07-06 21:13:46,70,f01f72a3-4391-4998-96d2-0c2ade19543f,1,
out/07-06-14-13/log,53bcb063-39ab-4786-a258-da17b0c6a6c9,76:5E:CA:65:25:1C,out/07-06-14-13/base_samples98,98,1,out/07-06-14-13/bit_samples98,2020-07-06 21:13:35,2020-07-06 21:13:46,98,7e171224-ebae-40b8-9dd7-f0ae0e8a6ef7,1,
out/07-06-14-13/log,5c45ca79-e7f7-4074-a2e0-ef1996ca1a51,1A:B0:F9:ED:D4:4F,out/07-06-14-13/base_samples26,79,1,out/07-06-14-13/bit_samples26,2020-07-06 21:13:35,2020-07-06 21:13:46,26,dac5c786-a86f-430f-858d-82086cdacf38,1,
