GUID,Success,Id,Request ID,Start Time,Phases,Phase 1,Logs,Base Sample,Bit-1 Pvalue,Bit-0 Sample,Error,Bit-0 Pvalue,MAC Address,End Time,Boot ID,Bit-1 Sample,Predecessors,Warm Start
09-13-23-47-28,1,28,b2583ee4-5983-4f2b-b151-da2b7c104e03,2020-09-14 06:47:54,1,28,out/09-13-23-47/log,out/09-13-23-47/base_samples28,0,out/09-13-23-47/bit0_samples28,,0.376585741866583,2A:50:37:01:A1:4E,2020-09-14 06:48:28,6936aaa8-2ba4-485a-9bd7-23c24439510a,out/09-13-23-47/bit1_samples28,,No
09-13-23-47-3,1,3,90cb1a86-c70d-436e-a2c6-5c24dcbcc4d0,2020-09-14 06:47:50,1,3,out/09-13-23-47/log,out/09-13-23-47/base_samples3,0,out/09-13-23-47/bit0_samples3,,0.813472059353184,A2:29:49:6D:DD:70,2020-09-14 06:48:28,92b3b5bc-0f2d-40ba-84c9-5c8d2d8eb02a,out/09-13-23-47/bit1_samples3,,No
09-13-23-47-78,1,78,69268d52-24af-4de2-a772-2e34954c6b9f,2020-09-14 06:47:50,1,78,out/09-13-23-47/log,out/09-13-23-47/base_samples78,0,out/09-13-23-47/bit0_samples78,,0.340951067468994,16:76:89:57:A3:A5,2020-09-14 06:48:28,6621b522-9fdd-4ec0-8fdb-3f45c2409dc2,out/09-13-23-47/bit1_samples78,,No
09-13-23-47-93,1,93,30b7592e-841b-49f6-b144-79b53d06ccf3,2020-09-14 06:47:50,1,93,out/09-13-23-47/log,out/09-13-23-47/base_samples93,0,out/09-13-23-47/bit0_samples93,,0.00803665674332815,3A:7C:03:B2:44:ED,2020-09-14 06:48:28,40da5308-8d9e-427f-9694-ab97c9f56feb,out/09-13-23-47/bit1_samples93,,No
09-13-23-47-66,1,66,505ac715-2f53-4d6d-bf45-44567b1d73c0,2020-09-14 06:47:50,1,66,out/09-13-23-47/log,out/09-13-23-47/base_samples66,0,out/09-13-23-47/bit0_samples66,,0.670557380070406,46:6D:3D:5E:85:B1,2020-09-14 06:48:28,3726ea03-ff96-4ce2-afca-edc73b603197,out/09-13-23-47/bit1_samples66,,No
09-13-23-47-70,1,70,b897af5f-efe1-4047-aafc-409276eb3cfe,2020-09-14 06:47:50,1,70,out/09-13-23-47/log,out/09-13-23-47/base_samples70,0,out/09-13-23-47/bit0_samples70,,0.221558904140703,16:3E:3C:AA:9C:DA,2020-09-14 06:48:28,1f1ad724-93aa-4f55-8f2a-4158e4a8ecfa,out/09-13-23-47/bit1_samples70,,No
09-13-23-47-5,1,5,e237e4ea-94c0-4e2b-a970-d14229a4f361,2020-09-14 06:47:50,1,5,out/09-13-23-47/log,out/09-13-23-47/base_samples5,0,out/09-13-23-47/bit0_samples5,,0.534752169779953,82:E2:34:48:BA:03,2020-09-14 06:48:28,f833edad-bd2c-4822-a3a7-34ed22f83b68,out/09-13-23-47/bit1_samples5,,No
09-13-23-47-52,1,52,df0bc342-faf7-403f-bb6b-4b0471dda6c9,2020-09-14 06:47:50,1,52,out/09-13-23-47/log,out/09-13-23-47/base_samples52,0,out/09-13-23-47/bit0_samples52,,0.778324165607965,0E:F4:74:90:03:B5,2020-09-14 06:48:28,6104e4f5-a513-4872-8789-66bd2b208939,out/09-13-23-47/bit1_samples52,,No
09-13-23-47-34,1,34,bb4b9b5e-87a4-4b90-b76a-aceb976951ae,2020-09-14 06:47:50,1,34,out/09-13-23-47/log,out/09-13-23-47/base_samples34,0,out/09-13-23-47/bit0_samples34,,0.117782893920061,0A:5F:9C:B6:5C:A8,2020-09-14 06:48:28,12218c9b-2a2b-454b-9664-95c56d6bb34f,out/09-13-23-47/bit1_samples34,,No
09-13-23-47-29,1,29,2d8e25f3-7745-49b4-bd28-349be2a32fc8,2020-09-14 06:47:54,1,29,out/09-13-23-47/log,out/09-13-23-47/base_samples29,0,out/09-13-23-47/bit0_samples29,,0.377442848772335,4A:C4:E7:BA:33:58,2020-09-14 06:48:28,f8c37d77-66da-4e90-a4ae-8af660007234,out/09-13-23-47/bit1_samples29,,No
09-13-23-47-46,1,46,9184dbc4-ac46-4c87-b91f-ff64db905439,2020-09-14 06:47:54,1,46,out/09-13-23-47/log,out/09-13-23-47/base_samples46,0,out/09-13-23-47/bit0_samples46,,0.0306045070016827,82:5E:0F:04:DE:FD,2020-09-14 06:48:28,abf66471-88da-431a-af4b-1e2dfba71fa3,out/09-13-23-47/bit1_samples46,,No
09-13-23-47-26,1,26,d64ed0ec-d74d-441e-b1fd-931ffc612f0d,2020-09-14 06:47:50,1,26,out/09-13-23-47/log,out/09-13-23-47/base_samples26,0,out/09-13-23-47/bit0_samples26,,0.154818920958529,62:1F:53:F2:A5:69,2020-09-14 06:48:28,d7ac5164-771e-45c9-bdcd-65d46783df7f,out/09-13-23-47/bit1_samples26,,No
09-13-23-47-86,1,86,6a62e013-f4f5-417a-a068-b616bd53dd6a,2020-09-14 06:47:50,1,86,out/09-13-23-47/log,out/09-13-23-47/base_samples86,0,out/09-13-23-47/bit0_samples86,,0.777609857107317,CE:06:65:A2:14:C5,2020-09-14 06:48:28,be4e25b2-5790-46b7-a908-7a6c77710cbe,out/09-13-23-47/bit1_samples86,,No
09-13-23-47-71,1,71,8542ed44-8a96-4abb-ad06-e5c42e34ec12,2020-09-14 06:47:50,1,71,out/09-13-23-47/log,out/09-13-23-47/base_samples71,0,out/09-13-23-47/bit0_samples71,,0.364260926462674,82:54:CC:DD:ED:33,2020-09-14 06:48:28,a7dca708-3e33-4ab8-8a21-09931acf1a94,out/09-13-23-47/bit1_samples71,,No
