Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
220,0,0,7,1991,42476,1129259,2000,6566,5142,0.322660568794852,-35910
762,0,0,7,2000,41965,1120765,2000,6635,4654,0.333106423027987,-35330
763,0,0,8,2000,41965,1120765,2000,6658,4754,0.628648940300248,-35307
216,0,0,3,1991,42476,1129259,1962,7212,6013,0.313375505719488,-35264
73,0,0,7,1982,42491,1128139,1886,7333,6236,0.166528337968642,-35158
761,0,0,4,2000,41965,1120765,1992,6863,5184,0.620524582424221,-35102
764,0,0,9,2000,41965,1120765,2000,6906,5304,0.655085581539256,-35059
71,0,0,5,1982,42491,1128139,1999,7477,6856,0.199160891529779,-35014
213,0,0,0,1991,42476,1129259,1983,10913,9784,3.254902666796728,-31563
219,0,0,6,1991,42476,1129259,1940,11389,10393,3.223787028893561,-31087
217,0,0,4,1991,42476,1129259,2000,11455,12519,3.312046499285044,-31021
699,0,0,1,2000,37499,957413,1860,6633,5045,0.74987565174737,-30866
702,0,0,7,2000,37499,957413,2000,6900,10290,0.245681304265557,-30599
700,0,0,2,2000,37499,957413,1985,6993,9861,0.182374459330841,-30506
703,0,0,8,2000,37499,957413,1957,7029,5694,0.110532858767983,-30470
701,0,0,5,2000,37499,957413,1942,7056,5563,0.213308128144421,-30443
67,0,0,1,1982,42491,1128139,1990,20101,99415,4.84214901556401,-22390
95,0,0,3,1885,28454,925360,1949,6529,4754,0.490508810955415,-21925
94,0,0,2,1885,28454,925360,1917,6729,5645,0.39350975120487,-21725
98,0,0,6,1885,28454,925360,1909,6747,5343,0.2534209591611,-21707
285,0,0,1,1896,28565,920889,1970,6860,5221,0.59634732243293,-21705
292,0,0,8,1896,28565,920889,1998,6966,5568,0.325892361511485,-21599
93,0,0,1,1885,28454,925360,1949,6925,6062,0.664627242878192,-21529
289,0,0,5,1896,28565,920889,1916,7246,5924,0.077402103270389,-21319
100,0,0,8,1885,28454,925360,1963,7240,6254,0.198224037531788,-21214
101,0,0,9,1885,28454,925360,1862,7358,9245,0.19254489202946,-21096
293,0,0,9,1896,28565,920889,1876,7564,6654,0.060125179192916,-21001
200,0,0,7,1936,27803,910742,1923,6860,5600,0.247775079202739,-20943
237,0,0,7,1960,27694,905250,1953,6781,5240,0.168999460520614,-20913
202,0,0,9,1936,27803,910742,2000,6915,6121,0.4077886450673,-20888
239,0,0,9,1960,27694,905250,1970,6860,5376,0.118229891066317,-20834
283,0,0,9,2000,27311,896376,1969,6583,4758,0.474370655067723,-20728
198,0,0,5,1936,27803,910742,2000,7096,7015,0.197134884749446,-20707
233,0,0,0,1960,27694,905250,2000,7147,6119,0.250777806095365,-20547
279,0,0,5,2000,27311,896376,2000,6777,5159,0.183708567820407,-20534
164,0,0,0,1979,27420,906632,2000,6900,6036,0.272962671204071,-20520
201,0,0,8,1936,27803,910742,1977,7292,6882,0.523441883461489,-20511
169,0,0,7,1979,27420,906632,1960,6918,6027,0.294873883452589,-20502
171,0,0,9,1979,27420,906632,1912,6984,6082,0.140657746538546,-20436
274,0,0,0,2000,27311,896376,1928,6929,5592,0.269794984314898,-20382
760,0,0,3,2000,41965,1120765,1992,21590,674959,0.418115522249804,-20375
165,0,0,1,1979,27420,906632,1903,7047,6393,0.38897945685719,-20373
721,0,0,9,2000,26863,897966,2000,6556,4926,0.225430868699253,-20307
277,0,0,3,2000,27311,896376,1956,7010,5639,0.191463416476024,-20301
717,0,0,1,2000,26863,897966,2000,6657,5438,0.425132655785962,-20206
221,0,0,8,1991,42476,1129259,1970,22273,684076,0.098604576820644,-20203
75,0,0,9,1982,42491,1128139,1984,22361,674885,0.134510126355028,-20130
720,0,0,8,2000,26863,897966,2000,6738,4983,0.506134398051175,-20125
170,0,0,8,1979,27420,906632,2000,7347,8334,0.228001507612864,-20073
282,0,0,8,2000,27311,896376,1961,7285,6514,0.101825529051064,-20026
278,0,0,4,2000,27311,896376,1953,7382,6216,0.194560781042255,-19929
759,0,0,2,2000,41965,1120765,1927,22044,685485,0.671681021775588,-19921
66,0,0,0,1982,42491,1128139,2000,22634,673104,0.305184565661489,-19857
218,0,0,5,1991,42476,1129259,1942,22967,682918,0.236519942402326,-19509
215,0,0,2,1991,42476,1129259,1880,23041,701619,0.59912036996269,-19435
222,0,0,9,1991,42476,1129259,1936,23148,687430,0.313481023913201,-19328
167,0,0,5,1979,27420,906632,1903,8513,26954,1.662035892670967,-18907
68,0,0,2,1982,42491,1128139,1957,24966,111534,6.232950143132253,-17525
96,0,0,4,1885,28454,925360,1909,11273,11153,3.506244229527716,-17181
448,0,0,0,1907,23087,687454,2000,6571,5341,0.70971035778841,-16516
92,0,0,0,1885,28454,925360,2000,11966,34061,3.373059404090902,-16488
121,0,0,7,1911,22627,695849,1960,6146,3738,0.174484422024664,-16481
119,0,0,5,1911,22627,695849,1953,6245,4067,0.221282237572438,-16382
118,0,0,4,1911,22627,695849,1961,6253,4284,0.143825622872755,-16374
451,0,0,3,1907,23087,687454,1994,6786,7462,0.354247581874086,-16301
459,0,0,1,1920,23274,691626,2000,6986,5460,0.469623918346695,-16288
452,0,0,4,1907,23087,687454,2000,6856,5365,0.07144418897058,-16231
716,0,0,0,2000,26863,897966,2000,10637,8760,2.853955588301962,-16226
463,0,0,8,1920,23274,691626,1959,7132,5924,0.397224283146116,-16142
718,0,0,5,2000,26863,897966,2000,10740,18862,2.485981101223544,-16123
460,0,0,2,1920,23274,691626,1966,7183,6054,0.214818863158094,-16091
455,0,0,7,1907,23087,687454,1955,7003,5801,0.274274531536177,-16084
122,0,0,8,1911,22627,695849,2000,6608,5130,0.117666862886617,-16019
456,0,0,8,1907,23087,687454,1949,7102,6071,0.453919716269851,-15985
458,0,0,0,1920,23274,691626,2000,7310,6439,0.48818844869952,-15964
265,0,0,9,1953,22125,681521,1986,6202,3810,0.25432059255278,-15923
464,0,0,9,1920,23274,691626,1973,7393,6285,0.506879860859193,-15881
462,0,0,7,1920,23274,691626,1971,7435,6449,0.081250350143552,-15839
70,0,0,4,1982,42491,1128139,2000,26704,127958,6.430417566091503,-15787
401,0,0,2,2000,22062,675702,1935,6284,4278,0.272362692496086,-15778
575,0,0,8,1935,22355,687289,1943,6652,4866,0.076357105294117,-15703
259,0,0,2,1953,22125,681521,1926,6428,4482,0.296093943038999,-15697
262,0,0,6,1953,22125,681521,2000,6430,4127,0.261112422255545,-15695
261,0,0,4,1953,22125,681521,1982,6437,4439,0.4998102344045,-15688
263,0,0,7,1953,22125,681521,1981,6456,4592,0.359018456063799,-15669
404,0,0,7,2000,22062,675702,1980,6398,4604,0.345340373670661,-15664
574,0,0,7,1935,22355,687289,1992,6720,5102,0.109127378126154,-15635
260,0,0,3,1953,22125,681521,1899,6495,4711,0.707048515326885,-15630
572,0,0,4,1935,22355,687289,1904,6726,5049,0.127667628682262,-15629
397,0,0,7,1985,22490,680855,2000,6901,5501,0.780537329067131,-15589
395,0,0,3,1985,22490,680855,2000,6959,6893,0.183647024502982,-15531
405,0,0,8,2000,22062,675702,2000,6561,4907,0.236696482863603,-15501
398,0,0,8,1985,22490,680855,1958,6997,5546,0.685084553203147,-15493
325,0,0,3,2000,22233,672582,2000,6762,5301,1.10693948355364,-15471
323,0,0,1,2000,22233,672582,1992,6781,5119,0.904962652461677,-15452
576,0,0,9,1935,22355,687289,1985,6930,5664,0.283928351618531,-15425
400,0,0,1,2000,22062,675702,1960,6649,5505,0.268731789188937,-15413
366,0,0,1,1998,22737,677216,1886,7366,6466,0.748461244550789,-15371
257,0,0,0,1953,22125,681521,1994,6756,5324,0.629089482808896,-15369
399,0,0,9,1985,22490,680855,2000,7185,6124,0.823962603151906,-15305
326,0,0,4,2000,22233,672582,1973,6939,5277,0.492478967569262,-15294
373,0,0,8,1998,22737,677216,2000,7464,6440,0.11112998232742,-15273
372,0,0,7,1998,22737,677216,1993,7475,6476,0.192235657668019,-15262
394,0,0,2,1985,22490,680855,1998,7286,6032,0.12792255058651,-15204
330,0,0,8,2000,22233,672582,1941,7034,5095,0.178356223519394,-15199
331,0,0,9,2000,22233,672582,2000,7044,5506,0.189159543937122,-15189
437,0,0,7,2000,21821,671776,1986,6655,4926,0.24676640444212,-15166
340,0,0,0,2000,21914,673619,2000,6757,5757,0.18095738625606,-15157
367,0,0,2,1998,22737,677216,2000,7623,7996,0.233954906929896,-15114
392,0,0,0,1985,22490,680855,1962,7409,6643,0.331197293855556,-15081
445,0,0,7,1996,22254,674044,1988,7174,6292,0.250695107524829,-15080
329,0,0,7,2000,22233,672582,1946,7175,5761,0.242701285657926,-15058
344,0,0,6,2000,21914,673619,1902,6858,5546,0.230354662839745,-15056
342,0,0,2,2000,21914,673619,1930,6866,5912,0.595760232596332,-15048
704,0,0,9,2000,37499,957413,1973,22485,681072,0.204600618243013,-15014
