Logs,Boot ID,MAC Address,Bit-0 Sample,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-22-56/log,0ac4aeee-c061-4b83-b5e7-3df6217ab68c,1A:A3:1C:01:CE:04,out/09-09-22-56/bit0_samples73,out/09-09-22-56/bit1_samples73,out/09-09-22-56/base_samples73,73,1,2020-09-10 05:56:32,2020-09-10 05:57:11,73,6a48168f-840e-4307-8307-7244cde4cbb2,1,
out/09-09-22-56/log,9901fa60-b693-454e-965d-5dc9f888c1c2,76:FA:BD:0A:92:2F,out/09-09-22-56/bit0_samples90,out/09-09-22-56/bit1_samples90,out/09-09-22-56/base_samples90,90,1,2020-09-10 05:56:32,2020-09-10 05:57:10,90,080c6082-9e08-45bf-a8dd-06ade2003ebd,1,
out/09-09-22-56/log,d1b749f8-ac94-4c6e-a021-9f6dd796f2d4,62:32:4D:81:93:03,out/09-09-22-56/bit0_samples74,out/09-09-22-56/bit1_samples74,out/09-09-22-56/base_samples74,76,1,2020-09-10 05:56:32,2020-09-10 05:57:10,74,1367cb36-2943-4377-b6bb-729013d5a26a,1,
out/09-09-22-56/log,ce2722bc-5097-4fae-bfd0-d9bfa2d9837d,92:9A:D9:ED:F1:93,out/09-09-22-56/bit0_samples1,out/09-09-22-56/bit1_samples1,out/09-09-22-56/base_samples1,1,1,2020-09-10 05:56:32,2020-09-10 05:57:11,1,e062ad6f-46b7-4272-95d6-8ab7bf6ac751,1,
out/09-09-22-56/log,518d4f0e-0c18-431d-8ff6-5fb293f43668,B6:7A:8B:CD:90:81,out/09-09-22-56/bit0_samples20,out/09-09-22-56/bit1_samples20,out/09-09-22-56/base_samples20,20,1,2020-09-10 05:56:32,2020-09-10 05:57:10,20,a77a60a0-4346-43dd-b78d-d410bb1ee5bd,1,
out/09-09-22-56/log,2c439664-1e30-4ae1-861d-c3dd7f265fd6,02:CA:6A:F2:E5:1D,out/09-09-22-56/bit0_samples96,out/09-09-22-56/bit1_samples96,out/09-09-22-56/base_samples96,96,1,2020-09-10 05:56:32,2020-09-10 05:57:10,96,46c29483-6730-4440-9e03-de891788a6a5,1,
out/09-09-22-56/log,7af9c5ef-fa35-4317-b260-2dcad8f9a399,BA:4E:C7:72:31:0E,out/09-09-22-56/bit0_samples51,out/09-09-22-56/bit1_samples51,out/09-09-22-56/base_samples51,52,1,2020-09-10 05:56:32,2020-09-10 05:57:10,51,6eab6ab2-cc67-4413-a5df-8df4a5c308ee,1,
out/09-09-22-56/log,cca7f873-ad3f-4be5-8c94-fbedbafc905a,AE:84:46:7F:55:A8,out/09-09-22-56/bit0_samples25,out/09-09-22-56/bit1_samples25,out/09-09-22-56/base_samples25,54,1,2020-09-10 05:56:32,2020-09-10 05:57:11,25,c11ca7c5-5ca3-41f5-9857-3df3897a674f,1,
out/09-09-22-56/log,db537e83-cbf9-4968-aba6-cc34869aa85d,CA:75:A0:8D:E3:77,out/09-09-22-56/bit0_samples27,out/09-09-22-56/bit1_samples27,out/09-09-22-56/base_samples27,27,1,2020-09-10 05:56:32,2020-09-10 05:57:11,27,fe87a3e1-276f-4c0c-80d8-db87c3f0d852,1,
out/09-09-22-56/log,d87b5df8-e351-4c5f-a757-f037a116112b,A2:81:19:2E:DF:FB,out/09-09-22-56/bit0_samples66,out/09-09-22-56/bit1_samples66,out/09-09-22-56/base_samples66,82,1,2020-09-10 05:56:32,2020-09-10 05:57:10,66,3bdc96a3-589a-4da5-be47-d005de33679f,1,
