GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-12-12-03-875,1,875,feabf66e-958d-4729-a04f-2dbe7de02648,2020-10-12 19:05:36,cc7572b8-5cba-4572-8c3a-2cce9896427e,2020-10-12 19:03:53,3,988,988,988,out/10-12-12-03/log,out/10-12-12-03/base_samples875,,out/10-12-12-03/bit1_samples875,out/10-12-12-03/bit0_samples875,7.69528966049478,,0.882234671141458,2E:31:71:2A:DF:6D,No,017371402075
10-12-12-03-869,1,869,88645f9e-0985-4c44-b833-d4dcb01c200b,2020-10-12 19:05:36,0496dac2-7732-46d3-a4c1-917589c9891c,2020-10-12 19:03:49,3,948,948,948,out/10-12-12-03/log,out/10-12-12-03/base_samples869,,out/10-12-12-03/bit1_samples869,out/10-12-12-03/bit0_samples869,5.43212465909979,,0.330485581769901,3A:FC:41:E6:6D:06,No,017371402075
10-12-12-03-634,1,634,296b3707-3161-4a4d-8e37-9087e3dac993,2020-10-12 19:05:36,16c824cb-8104-410d-bff9-0cd7aaeaf516,2020-10-12 19:03:41,3,924,924,924,out/10-12-12-03/log,out/10-12-12-03/base_samples634,,out/10-12-12-03/bit1_samples634,out/10-12-12-03/bit0_samples634,5.88389465473811,,0.941007122367607,DA:44:9A:76:6F:46,No,017371402075
10-12-12-03-609,1,609,dae6e377-71df-453c-b870-daaff926b2b4,2020-10-12 19:05:36,9c83292b-b959-4b63-b8de-773194c2f85d,2020-10-12 19:03:43,3,999,999,999,out/10-12-12-03/log,out/10-12-12-03/base_samples609,,out/10-12-12-03/bit1_samples609,out/10-12-12-03/bit0_samples609,8.40313269750681,,0.479747559040445,36:54:11:83:5F:9F,No,017371402075
10-12-12-03-893,1,893,e53d12c6-5c03-4544-a8e8-2a9a2ecdb853,2020-10-12 19:05:36,e4b0cfa9-4194-4134-990b-3d8a40acf88d,2020-10-12 19:04:03,3,893,893,893,out/10-12-12-03/log,out/10-12-12-03/base_samples893,,out/10-12-12-03/bit1_samples893,out/10-12-12-03/bit0_samples893,0,,0.577222707414,1A:80:67:64:F4:27,No,017371402075
10-12-12-03-287,1,287,f86e93b5-400e-4ff0-94e1-04fa8b11c524,2020-10-12 19:05:36,164b35f2-7f88-43ae-866e-167ebb7cb676,2020-10-12 19:03:47,3,848,848,848,out/10-12-12-03/log,out/10-12-12-03/base_samples287,,out/10-12-12-03/bit1_samples287,out/10-12-12-03/bit0_samples287,8.09151551676342,,0.263453895534457,5A:D5:D2:90:00:25,No,017371402075
10-12-12-03-605,1,605,3405bec6-1950-416b-af1b-5c47fdfeca23,2020-10-12 19:05:36,e95a555d-c38b-41df-911f-a42c29bfe795,2020-10-12 19:03:49,3,946,946,946,out/10-12-12-03/log,out/10-12-12-03/base_samples605,,out/10-12-12-03/bit1_samples605,out/10-12-12-03/bit0_samples605,6.46349044277872,,0.578420050607301,72:F3:99:71:AD:CD,No,017371402075
10-12-12-03-622,1,622,17f1e595-9e87-4200-997c-2694fa1143e8,2020-10-12 19:05:36,5e26e4d6-0431-49fc-abdc-92d0c7dc1e45,2020-10-12 19:03:49,3,998,998,998,out/10-12-12-03/log,out/10-12-12-03/base_samples622,,out/10-12-12-03/bit1_samples622,out/10-12-12-03/bit0_samples622,6.96295685151978,,0.198320668643529,CE:CB:0A:B7:4E:70,No,017371402075
10-12-12-03-226,1,226,b145c1a2-2452-4507-9301-5f5a16e1d50f,2020-10-12 19:05:36,f23690b9-eb1f-428e-8818-c5acd51f596b,2020-10-12 19:03:46,3,848,848,848,out/10-12-12-03/log,out/10-12-12-03/base_samples226,,out/10-12-12-03/bit1_samples226,out/10-12-12-03/bit0_samples226,8.06853682082556,,0.209549789369973,4E:BA:5D:38:25:FC,No,017371402075
10-12-12-03-787,1,787,50ff63ca-aa99-4a17-90e2-aba26164da69,2020-10-12 19:05:36,51d494b4-4740-4ccf-8d8e-9d5119418cb2,2020-10-12 19:04:00,3,949,949,949,out/10-12-12-03/log,out/10-12-12-03/base_samples787,,out/10-12-12-03/bit1_samples787,out/10-12-12-03/bit0_samples787,5.56831901953505,,0.755419432599103,E6:42:82:04:03:F9,No,017371402075
10-12-12-03-521,1,521,6ab5bf4b-a45f-430b-b5cc-a83b74f78049,2020-10-12 19:05:36,2cb71e4d-0bec-41bc-bd44-afd865de81d9,2020-10-12 19:03:41,3,955,955,955,out/10-12-12-03/log,out/10-12-12-03/base_samples521,,out/10-12-12-03/bit1_samples521,out/10-12-12-03/bit0_samples521,7.53723109413985,,0.20892201838739,E2:06:B3:F9:2D:DA,No,017371402075
10-12-12-03-823,1,823,7fd623ff-d70e-4ea3-8096-8f8044faf436,2020-10-12 19:05:36,7f027bbc-4070-406f-aa79-0ba2aa136aa7,2020-10-12 19:03:52,3,944,944,944,out/10-12-12-03/log,out/10-12-12-03/base_samples823,,out/10-12-12-03/bit1_samples823,out/10-12-12-03/bit0_samples823,5.46036445107976,,0.265310644422477,1A:3C:A1:83:7F:94,No,017371402075
10-12-12-03-383,1,383,80ed91e0-dce2-4206-9898-0c1e1b3c96ec,2020-10-12 19:05:36,afab436f-2c06-4c9f-8643-67d786ad9d20,2020-10-12 19:03:42,3,861,861,861,out/10-12-12-03/log,out/10-12-12-03/base_samples383,,out/10-12-12-03/bit1_samples383,out/10-12-12-03/bit0_samples383,8.60673671069574,,0.654970623994704,5A:32:3A:0D:D2:BD,No,017371402075
10-12-12-03-975,1,975,dbbbac15-f9f3-4cc2-a7c1-e27cb7b7e59b,2020-10-12 19:05:36,81937c89-49c9-498f-98d7-3afdb27fe1aa,2020-10-12 19:03:42,3,975,975,975,out/10-12-12-03/log,out/10-12-12-03/base_samples975,,out/10-12-12-03/bit1_samples975,out/10-12-12-03/bit0_samples975,0,,0.2729637592555,7A:FF:86:B5:57:58,No,017371402075
10-12-12-03-354,1,354,ef123b65-a2ef-45bc-93a7-381bb4337c26,2020-10-12 19:05:36,24d80ade-1d3a-4e20-8a13-9e9dedc94415,2020-10-12 19:03:48,3,963,963,963,out/10-12-12-03/log,out/10-12-12-03/base_samples354,,out/10-12-12-03/bit1_samples354,out/10-12-12-03/bit0_samples354,6.76590873439849,,0.242599295000517,66:E1:8F:38:57:49,No,017371402075
