Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-09/log,02-03-17-09-7,,169.254.76.1,1,7,7.864919,6A:17:9E:DB:19:B4,d57be5a6-d3e2-4bda-882c-c5dea67ae712,2021-02-04 01:09:21,30,3,92,87,82,2021-02-04 01:10:05,5746f4ba-b6e6-4e52-be65-4acf51261da2,"02-03-17-06-82,02-03-17-08-96",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-16,,169.254.76.1,1,16,7.939157,02:02:30:6F:55:11,557e5e03-76f9-4445-bdd6-4830c1cb643c,2021-02-04 01:09:21,30,3,67,57,16,2021-02-04 01:10:05,7d9de3b9-4e94-4326-84cd-74100d2ece9a,"02-03-17-06-3,02-03-17-08-57",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-21,,169.254.76.1,1,21,7.951735,76:B5:92:6F:A3:B6,29e157ee-c594-4819-93da-cefa5c9a7eec,2021-02-04 01:09:21,30,3,92,87,82,2021-02-04 01:10:05,0084405e-1957-4a87-a821-ae532c647376,"02-03-17-06-24,02-03-17-08-90",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-75,,169.254.76.1,1,75,7.727910,D2:01:F0:71:EA:8C,2954f59e-fa30-4fbc-b7bb-d4b0e53a225f,2021-02-04 01:09:21,20,1,75,-1,-1,2021-02-04 01:09:55,c4bd1b42-920d-4f21-a1c1-d099c4243c54,"02-03-17-06-62,02-03-17-08-53",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-59,,169.254.76.1,1,59,7.743795,AA:CF:6C:2B:DB:A8,18226c71-260a-4d4f-b74a-69199786252b,2021-02-04 01:09:21,30,3,93,59,19,2021-02-04 01:10:14,153c2fc2-7fdd-4fde-bcc8-4739f6b19ce7,"02-03-17-06-26,02-03-17-08-86",-,out/02-03-17-09/bit1_samples59,-,Yes,DEFAULT,1,-,-
out/02-03-17-09/log,02-03-17-09-37,,169.254.76.1,1,37,7.909204,F6:60:22:36:BF:7E,2ef314e2-5783-40ed-b163-78adc16f3bde,2021-02-04 01:09:21,30,3,96,85,83,2021-02-04 01:10:05,c76b234a-0c42-471b-aff8-cfc34de4f0ec,"02-03-17-06-45,02-03-17-08-83",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-94,,169.254.76.1,1,94,7.847162,4E:09:7B:22:25:EC,025e7ca8-9d8a-49bc-80b5-01f854e51960,2021-02-04 01:09:21,20,1,94,-1,-1,2021-02-04 01:09:55,116844bf-4bd7-4fa6-8df2-b8e9a8696cc4,"02-03-17-06-48,02-03-17-08-31",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-78,,169.254.76.1,1,78,7.775519,52:A6:1B:EC:D1:B1,8cf769a5-9cea-4449-85fe-902ee7d7759c,2021-02-04 01:09:21,20,1,78,-1,-1,2021-02-04 01:09:55,4cb55b5e-d6cb-4fee-bd4a-368839c5addf,"02-03-17-06-37,02-03-17-08-84",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-17-09/log,02-03-17-09-49,,169.254.76.1,1,49,7.960171,46:D0:9D:73:D2:78,431a934f-f1d5-454a-a308-e20c96f26494,2021-02-04 01:09:21,30,2,49,11,-1,2021-02-04 01:10:14,88d93cd8-0043-444a-af50-d7335da50675,"02-03-17-06-72,02-03-17-08-4",-,-,-,Yes,DEFAULT,2,-,-
out/02-03-17-09/log,02-03-17-09-47,,169.254.76.1,1,47,7.966732,12:FB:B4:BB:AD:49,5b48e9cd-23ef-4c27-a41d-633a061a29ae,2021-02-04 01:09:21,30,2,47,30,-1,2021-02-04 01:10:14,8a7ea890-3423-458f-8a69-761129ac01e3,"02-03-17-06-43,02-03-17-08-44",-,-,out/02-03-17-09/bit0_samples47,Yes,DEFAULT,3,-,-
