Logs,Boot ID,MAC Address,Base Sample,Phase 1,Phases,Bit Sample,Start Time,End Time,Id,Request ID,Success,Error
out/latrun-07-06-13-48-128/log,efa9a1fb-0f26-42da-a55b-119ae42f5f98,46:E3:BB:3B:B2:EE,out/latrun-07-06-13-48-128/base_samples72,72,1,out/latrun-07-06-13-48-128/bit_samples72,2020-07-06 20:50:12,2020-07-06 20:50:22,72,bb837e08-4205-4cdb-878b-93aea05c6447,1,
out/latrun-07-06-13-48-128/log,8101e610-54ad-4dca-b43a-e11ea019f534,26:B5:15:41:57:DD,out/latrun-07-06-13-48-128/base_samples14,31,1,out/latrun-07-06-13-48-128/bit_samples14,2020-07-06 20:50:12,2020-07-06 20:50:22,14,10ed5e45-32c7-4d31-b141-aff29db5a3b4,1,
out/latrun-07-06-13-48-128/log,77e97e94-2f9d-4d96-9cfe-5fc2eb3ed8d0,CE:2B:E1:58:1E:7B,out/latrun-07-06-13-48-128/base_samples36,36,1,out/latrun-07-06-13-48-128/bit_samples36,2020-07-06 20:50:12,2020-07-06 20:50:22,36,af94a1d2-4a69-4735-8048-c1b9f5be9c65,1,
out/latrun-07-06-13-48-128/log,f4c1d05c-2de8-4ebb-8fa8-1e10d67b2ac6,FA:1F:17:5A:87:3D,out/latrun-07-06-13-48-128/base_samples96,96,1,out/latrun-07-06-13-48-128/bit_samples96,2020-07-06 20:50:12,2020-07-06 20:50:22,96,c11ca7fe-2817-4679-9125-6af89e9e7f33,1,
out/latrun-07-06-13-48-128/log,73a9f09b-0b66-4d3b-9bb5-a274ab0382df,52:7C:79:FA:27:D7,out/latrun-07-06-13-48-128/base_samples60,60,1,out/latrun-07-06-13-48-128/bit_samples60,2020-07-06 20:50:12,2020-07-06 20:50:22,60,d543525c-7abc-4bd6-8de5-3ef731aabaf9,1,
out/latrun-07-06-13-48-128/log,7eefe595-40d1-4978-8c7f-cb3457c9ca86,5E:0B:A6:9B:56:FD,out/latrun-07-06-13-48-128/base_samples56,239,1,out/latrun-07-06-13-48-128/bit_samples56,2020-07-06 20:50:12,2020-07-06 20:50:22,56,7fd488dc-5045-42da-aa7d-7acbbf5c44bf,1,
out/latrun-07-06-13-48-128/log,61cf4c40-9ee2-4e93-aba9-805fe461321d,AA:6F:A4:9E:D5:C3,out/latrun-07-06-13-48-128/base_samples94,94,1,out/latrun-07-06-13-48-128/bit_samples94,2020-07-06 20:50:12,2020-07-06 20:50:22,94,cead5bee-d31b-451f-9828-87613d2cc14a,1,
out/latrun-07-06-13-48-128/log,8d1e7fea-919b-45af-9a5b-d78b11ca3061,2A:9C:D1:5F:9E:0F,out/latrun-07-06-13-48-128/base_samples98,98,1,out/latrun-07-06-13-48-128/bit_samples98,2020-07-06 20:50:12,2020-07-06 20:50:22,98,59f33482-6a8a-4ef9-a9ce-4dc1b5473348,1,
out/latrun-07-06-13-48-128/log,0d5aff45-2a84-44ed-b564-8faa6eaf48f4,02:B8:29:01:45:F7,out/latrun-07-06-13-48-128/base_samples64,64,1,out/latrun-07-06-13-48-128/bit_samples64,2020-07-06 20:50:12,2020-07-06 20:50:22,64,2d539d18-6b34-47a1-8cae-328ac91c4588,1,
out/latrun-07-06-13-48-128/log,0ac6f98f-b0f9-4402-89d2-83360fc2d5fb,B2:32:A3:8A:2F:38,out/latrun-07-06-13-48-128/base_samples32,104,1,out/latrun-07-06-13-48-128/bit_samples32,2020-07-06 20:50:12,2020-07-06 20:50:22,32,70dcef91-c878-4cde-a116-72c5b80bf24e,1,
out/latrun-07-06-13-48-128/log,5fd9285e-f450-4a5d-a29c-10225804506e,BE:5F:A3:29:54:3F,out/latrun-07-06-13-48-128/base_samples92,92,1,out/latrun-07-06-13-48-128/bit_samples92,2020-07-06 20:50:12,2020-07-06 20:50:22,92,49bb211c-ff7c-4e9f-bef1-37e0138c6dd7,1,
out/latrun-07-06-13-48-128/log,880a564e-8874-4926-9129-8f92a88e3242,76:F6:B5:7A:86:B6,out/latrun-07-06-13-48-128/base_samples6,6,1,out/latrun-07-06-13-48-128/bit_samples6,2020-07-06 20:50:12,2020-07-06 20:50:22,6,225b409b-7f8a-46d5-9a6b-b40ab8439856,1,
out/latrun-07-06-13-48-128/log,27019231-1b31-4c52-8e60-9dd3d65973d6,36:44:CA:54:27:6C,out/latrun-07-06-13-48-128/base_samples30,30,1,out/latrun-07-06-13-48-128/bit_samples30,2020-07-06 20:50:12,2020-07-06 20:50:22,30,23a7ab1f-8630-4f31-9c9d-c340bfca23f4,1,
out/latrun-07-06-13-48-128/log,b6051a05-fc48-420c-930d-61f252d6c634,9A:AD:02:B6:AE:E1,out/latrun-07-06-13-48-128/base_samples26,28,1,out/latrun-07-06-13-48-128/bit_samples26,2020-07-06 20:50:12,2020-07-06 20:50:22,26,279aa2f3-e2f7-4670-91f4-94abd94b56ce,1,
out/latrun-07-06-13-48-128/log,371b83e3-c5ba-4630-8cfe-3e72cfb6bc17,A2:90:A1:67:01:C6,out/latrun-07-06-13-48-128/base_samples20,20,1,out/latrun-07-06-13-48-128/bit_samples20,2020-07-06 20:50:12,2020-07-06 20:50:23,20,83d5272c-93ce-4190-be40-5890f31b8aa8,1,
out/latrun-07-06-13-48-128/log,9834d83b-e98e-4daf-83c3-873c15a598a4,3E:6E:AB:86:E2:4A,out/latrun-07-06-13-48-128/base_samples4,4,1,out/latrun-07-06-13-48-128/bit_samples4,2020-07-06 20:50:12,2020-07-06 20:50:22,4,8a4a63af-8b02-4e8d-a1cc-5dbfd4d07723,1,
