Logs,GUID,Predecessors,Boot ID,MAC Address,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-22-22-15/log,09-22-22-15-5,,e401f604-e5a1-4acd-8660-30a21e589c76,C6:28:9A:C0:A2:82,0,2020-09-23 05:15:02,2020-09-23 05:15:30,5,cad9c043-8d38-4cd6-b3fa-0b71ffa53676,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-4,,b4ad500a-bd2a-4eea-a203-19fe9b62656c,6A:BB:45:AE:DC:7F,0,2020-09-23 05:15:02,2020-09-23 05:15:30,4,72af0e77-9dce-48e6-8833-214b7c920db7,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-1,,8a508f98-8cb2-4c9a-b00b-14107ece9866,56:FC:B9:AD:4D:15,0,2020-09-23 05:15:02,2020-09-23 05:15:30,1,a50999f2-3362-43c8-9089-bb292e3ecfd2,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-6,,79bdd4e7-037f-40d5-89ff-3188a2a3fa29,5E:54:95:A3:CE:1A,0,2020-09-23 05:15:02,2020-09-23 05:15:30,6,5c41c595-725c-4802-a36b-de5f9e48e1fe,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-3,,3d892129-07f6-4c7d-b655-4390055ea1d2,36:86:86:C7:39:33,0,2020-09-23 05:15:02,2020-09-23 05:15:30,3,818070f0-796d-4f1a-b0a4-fe0a377b356d,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-8,,1e0f4cd6-b582-491d-a6bc-5039cba4ce88,7A:64:2E:5A:CE:64,0,2020-09-23 05:15:02,2020-09-23 05:15:30,8,8e73a39a-eed4-4277-8562-d1bda6b02834,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-2,,f4eda563-0b91-4590-9ba7-0854875fb2b1,D2:5D:D5:72:32:97,0,2020-09-23 05:15:02,2020-09-23 05:15:30,2,1bd3ca5a-750b-457f-a442-b9dca8d20e6f,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-10,,941f5cae-8d52-4c72-a408-f7c29b2b7d50,16:93:1C:C7:DE:A2,0,2020-09-23 05:15:02,2020-09-23 05:15:30,10,5822ea35-eb09-47f1-b737-011137c45185,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-9,,92b909af-453b-4f5c-890c-951d58647031,A2:52:D8:CF:34:F3,0,2020-09-23 05:15:02,2020-09-23 05:15:30,9,bfcd2913-282f-4ca6-a9c3-e9b40aa383b1,1,,-,-,-,No
out/09-22-22-15/log,09-22-22-15-7,,baa95f26-4522-4f23-a171-27220c0fd229,9E:3E:50:36:6A:90,0,2020-09-23 05:15:02,2020-09-23 05:15:30,7,71ae0cbf-48b9-4125-9730-ca38d79f2b1c,1,,-,-,-,No
