start_time,Boot ID,MAC Addr,IP,imax_value,iavg_value,fmax_value,favg_value
1575253035493,aef8ae1b-e0cf-4cb1-b7f5-b6c5389d930a,36:a0:a0:3b:53:7e,169.254.123.141,0.00016999244689941406,2.6084375381469726e-05,0.0002040863037109375,2.5756168365478516e-05
1575253035514,b44223af-5fe6-4a6b-a59c-cd6767b9e4ee,52:2a:0a:84:1c:bf,169.254.127.93,0.00015020370483398438,2.6064062118530273e-05,0.00014495849609375,2.5785064697265626e-05
1575253035522,585c06ac-b148-4f5d-8318-55f894e3df78,02:fd:e0:af:05:5f,169.254.69.61,0.000194549560546875,2.583470344543457e-05,0.0001785755157470703,2.550678253173828e-05
1575253035513,ec597d25-fe1a-48ff-b51f-4c383f132a10,46:f8:64:a6:c5:27,169.254.127.37,0.00014638900756835938,2.599048614501953e-05,0.00034499168395996094,2.572789192199707e-05
1575253035514,3b7f1736-0459-441b-85d8-1b3f2fff2d5d,56:89:37:8c:ac:05,169.254.35.33,0.0002276897430419922,2.6202869415283203e-05,0.00030994415283203125,2.572774887084961e-05
1575253035513,5a0451b9-bf93-4463-916f-9c00fd9b3919,f2:7a:7b:d3:31:60,169.254.123.101,0.00048732757568359375,2.6073360443115234e-05,0.00014066696166992188,2.5596666336059572e-05
1575253035520,8182233a-0e88-49d6-880b-c2a6515ce7db,06:ba:6c:66:80:9c,169.254.124.77,0.00019311904907226562,2.614297866821289e-05,0.0001087188720703125,2.5488805770874022e-05
1575253035527,fbf672d1-887b-4ec7-8b0b-a76a4923ea33,36:b8:9c:dc:2a:74,169.254.191.181,0.0001468658447265625,2.432284355163574e-05,0.0001659393310546875,2.5091743469238282e-05
1575253035520,08eec534-d19d-4767-bcbb-a2bdf231d5ee,f6:25:df:1d:a5:81,169.254.124.237,0.00020003318786621094,2.6215600967407225e-05,0.0001468658447265625,2.5407266616821288e-05
1575253035545,68fc1e09-4327-4651-8757-d4238d0a1ae8,aa:f9:f7:8e:35:37,169.254.65.157,0.00014829635620117188,2.5682640075683593e-05,0.00014090538024902344,2.4922609329223633e-05
1575253035557,7939d1f6-e073-4b6f-a4ac-be11a774b25d,1a:ac:91:0a:05:6d,169.254.71.81,0.0001881122589111328,2.5007867813110353e-05,0.0001773834228515625,2.5725364685058595e-05
1575253035558,8b9a0ebd-135b-40cd-8cca-70710f267dc4,e2:d1:94:2b:97:94,169.254.16.253,0.00020313262939453125,2.5294065475463866e-05,0.000171661376953125,2.583451271057129e-05
1575253035551,9b597fcd-719b-4a8b-b61f-4ca86b7ed36e,46:a9:23:2a:a7:7e,169.254.125.37,0.0001595020294189453,2.5653696060180665e-05,0.000194549560546875,2.4763727188110353e-05
1575253035554,01344862-3f4b-4fb6-a17a-3be7d2fb6dd4,3a:ee:e0:bd:82:b4,169.254.64.109,0.005666494369506836,2.646331787109375e-05,0.00034356117248535156,2.586674690246582e-05
1575253035557,9cfefe8e-f51c-4848-96f4-44ed6df24c9e,c6:52:f0:fa:00:5d,169.254.69.69,0.00015497207641601562,2.520718574523926e-05,0.00018143653869628906,2.588357925415039e-05
1575253035549,b17d7294-3baf-4382-8aaf-fa6f02bc02dc,ce:f2:b6:32:f6:ea,169.254.124.53,0.000171661376953125,2.5482511520385742e-05,0.0002307891845703125,2.479743957519531e-05
1575253035492,48088c2e-f55c-4f3d-99d5-a472cf2541a8,0e:b3:c0:31:13:b4,169.254.106.221,0.0018694400787353516,2.6125812530517578e-05,0.00021839141845703125,2.941126823425293e-05
1575253035558,bc9dc990-0676-41fd-b38c-2786fe7f9eca,72:7f:14:fd:e4:8f,169.254.68.109,0.00013375282287597656,2.5154733657836915e-05,0.00024580955505371094,2.588620185852051e-05
1575253035558,9ac09f5e-a9a2-460a-b906-e7d9062e6b1a,12:28:65:e0:95:60,169.254.11.173,0.00014734268188476562,2.5106048583984376e-05,0.00520014762878418,2.714686393737793e-05
1575253035547,1dbd5769-0999-4e6d-b5ab-8ac9e8d61668,ce:ab:63:73:70:d4,169.254.174.109,0.00016236305236816406,2.4967050552368162e-05,0.00017380714416503906,2.566065788269043e-05
1575253035557,7eb8a3d6-c4dc-45da-afb3-3bc1467d2743,26:47:f4:0d:f0:b7,169.254.71.85,0.00016570091247558594,2.516946792602539e-05,0.00020194053649902344,2.6009273529052735e-05
1575253035492,244153b9-b0e8-469f-97c4-6b2c3212c9ba,f6:62:12:5e:dd:39,169.254.14.209,0.0001926422119140625,2.534608840942383e-05,0.00019049644470214844,2.951197624206543e-05
1575253035522,9412c2b8-137a-45ca-9057-0c1f4a0bbc74,a6:3a:44:64:13:a9,169.254.155.61,0.00019502639770507812,2.4811792373657228e-05,0.0001800060272216797,2.5478506088256835e-05
1575253035484,afaeb6ae-3210-49e4-b542-7098be87ac01,9a:58:d5:1f:e2:ba,169.254.226.13,0.0004901885986328125,2.6084327697753908e-05,0.01407623291015625,3.143954277038574e-05
1575253035516,1d866d57-9cbb-46f1-9f83-5e66452b1484,3a:84:c4:d1:fb:5a,169.254.107.101,0.000133514404296875,2.5812673568725585e-05,0.00023794174194335938,2.9507064819335938e-05
1575253035548,f4fa6746-c9c4-4831-b497-a3466f1bb380,8a:8e:27:9b:c3:51,169.254.154.245,0.000423431396484375,2.5989151000976562e-05,0.0023889541625976562,2.582545280456543e-05
