Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-14-20/log,6f300adb-e556-416a-b9a9-30cb05e1b3a3,32:23:07:A0:CD:DF,217,217,230,201,5,2020-08-20 21:20:06,201,2020-08-20 21:22:47,201,f00042eb-8b1e-4e34-b865-559221ee1107,1,,-,-
out/08-20-14-20/log,bb3074ac-7873-469c-84b2-a8321ff1df36,46:07:1C:20:CF:51,950,950,950,972,5,2020-08-20 21:20:37,950,2020-08-20 21:22:46,950,29c462ae-f2ad-4063-a0b7-f9f375a870c4,1,,-,-
out/08-20-14-20/log,0b1a329a-8a15-460b-866d-fe2f77ed3988,B2:D7:16:CF:D2:64,638,638,638,638,5,2020-08-20 21:20:12,638,2020-08-20 21:22:46,638,7f204984-5d49-4e5a-9323-4d38f81e2beb,1,,-,-
out/08-20-14-20/log,826e7675-6d7e-40b5-94db-ff36ea937852,B6:48:77:7C:01:3F,588,588,588,588,5,2020-08-20 21:20:19,588,2020-08-20 21:22:46,588,f70231a1-6715-4f11-b78f-32fd5da97407,1,,-,-
out/08-20-14-20/log,7028e53c-1222-4178-9ef6-f0840d2dd23a,4A:63:D4:69:11:AF,557,873,813,672,5,2020-08-20 21:20:06,621,2020-08-20 21:22:46,276,824dc49a-6588-4021-9aa0-c377c532e18c,1,,-,-
out/08-20-14-20/log,ef1d4cc6-0923-4b42-919c-b42c92a4be4b,2A:C5:9D:22:61:37,1000,1002,1000,994,5,2020-08-20 21:20:07,992,2020-08-20 21:22:46,662,bb73099d-934d-4c03-ab58-d7e1a4f5410e,1,,-,-
out/08-20-14-20/log,0be02ab1-759a-49bb-be74-d3e7cd67a055,A2:B1:5B:3A:E0:BF,400,275,410,402,5,2020-08-20 21:20:06,386,2020-08-20 21:22:47,275,12b278fb-4dd0-4694-9dce-754f16b8c940,1,,-,-
out/08-20-14-20/log,949f6360-14d5-4dca-9794-86aed2f86165,B6:90:E5:EE:6A:93,704,490,704,704,5,2020-08-20 21:20:06,384,2020-08-20 21:22:47,139,8c701fd9-43e1-4add-baa0-d2f9e947852a,1,,-,-
out/08-20-14-20/log,be15180e-2551-471f-83d2-7270a19db5a1,BE:59:0E:50:3C:A9,180,180,180,180,5,2020-08-20 21:20:07,180,2020-08-20 21:22:46,180,ccfcbd31-7880-4fb7-a067-9b69f18a9ce4,1,,-,-
out/08-20-14-20/log,339f3deb-a395-47cc-80fa-b4450949b4c3,16:4E:DB:C7:4B:08,124,124,120,124,5,2020-08-20 21:20:06,119,2020-08-20 21:22:47,119,1dc256af-4ef5-4df6-bddd-9186648a88b7,1,,-,-
out/08-20-14-20/log,c8c6aaf9-fe98-440d-aa42-23419958f786,EE:E2:EE:72:84:E7,463,910,901,429,5,2020-08-20 21:20:07,758,2020-08-20 21:22:47,413,04c580e8-c774-4967-a91c-965f4599ba01,1,,-,-
out/08-20-14-20/log,842d6a86-ebc9-426b-9c23-8b439f36d105,26:A0:3C:03:35:0A,598,606,524,606,5,2020-08-20 21:20:06,206,2020-08-20 21:22:46,206,b34736d4-715f-469d-b6db-4a6f0fd51d57,1,,-,-
out/08-20-14-20/log,6627eedb-3cdc-4100-b4c6-7813b7fa34ed,6A:D5:8F:74:E5:14,356,466,483,356,5,2020-08-20 21:20:07,356,2020-08-20 21:22:46,356,110185e8-5ed2-4d23-aad4-dc05adf52f82,1,,-,-
out/08-20-14-20/log,4b91dd59-f87d-4450-acfb-96dc94bc4fd2,8E:4E:C1:2B:61:E6,1008,503,763,720,5,2020-08-20 21:20:07,691,2020-08-20 21:22:47,503,0be40371-6455-433c-a26b-216bd5c6a4d4,1,,-,-
out/08-20-14-20/log,10ac897b-2f4e-45fa-ad30-57547c56a602,AE:B6:41:2A:16:FD,762,502,511,559,5,2020-08-20 21:20:07,666,2020-08-20 21:22:46,404,6794cb8d-8960-45ec-920e-0d657b921db4,1,,-,-
out/08-20-14-20/log,e2ca4a18-b124-4265-8431-57d946c6b7de,AA:E1:AE:AC:F1:BA,934,799,751,898,5,2020-08-20 21:20:15,836,2020-08-20 21:22:46,678,b72c11fa-7312-4ee3-a76b-44ca8befde1d,1,,-,-
out/08-20-14-20/log,8893052c-5c73-4c3d-9064-624331f118a8,22:9E:F3:8E:49:64,1016,936,1004,934,5,2020-08-20 21:20:18,997,2020-08-20 21:22:47,927,1d83105a-172a-4ac2-a177-8d36c04e15d8,1,,-,-
out/08-20-14-20/log,b9e7f1ad-bffb-49a0-aa89-7fa419ad3201,B6:2D:25:DD:BE:DF,652,164,588,708,5,2020-08-20 21:20:06,708,2020-08-20 21:22:46,164,f5a2f5d1-8b92-4c76-9486-4b19eb2da450,1,,-,-
out/08-20-14-20/log,e4e24ecd-44d9-43e6-a7d2-5516ba5f638e,D2:22:F1:EC:B7:8E,643,161,192,161,5,2020-08-20 21:20:06,161,2020-08-20 21:22:47,161,14e92a13-20e6-4064-b6b4-67eadd7035c3,1,,-,-
out/08-20-14-20/log,046a8c9a-def6-4cb9-9501-fdc0af06475f,F6:58:41:0E:69:46,960,969,904,896,5,2020-08-20 21:20:23,777,2020-08-20 21:22:47,521,6c27d2af-f717-4df5-85ba-336ca95cf08a,1,,-,-
out/08-20-14-20/log,94ef0c77-3fed-47de-b3d4-653720a23ee7,FA:28:CB:36:4D:98,80,35,64,80,5,2020-08-20 21:20:06,48,2020-08-20 21:22:47,35,d515b320-f3d0-4c57-9522-c831e46ff7e7,1,,-,-
out/08-20-14-20/log,f641f200-c032-4ea9-8624-f1a97a48c64d,BE:24:94:A8:FB:5C,366,382,666,1012,5,2020-08-20 21:20:07,638,2020-08-20 21:22:46,322,efdf9e2f-edca-4231-a4e9-623bb676eeb6,1,,-,-
out/08-20-14-20/log,bebe7365-19d8-4345-a186-39348c785ea6,2A:2A:3F:3D:6F:64,928,672,928,672,5,2020-08-20 21:20:06,932,2020-08-20 21:22:47,215,bed95ee9-841c-4718-b865-61a8d53c602e,1,,-,-
out/08-20-14-20/log,ce39bb19-4eac-4243-9168-afe8e73b7f5c,BA:BD:41:B6:E7:95,718,983,758,983,5,2020-08-20 21:20:11,907,2020-08-20 21:22:47,587,bf65de5b-7b76-43b1-aa46-aa7ca743e635,1,,-,-
out/08-20-14-20/log,89ed957a-b787-4e56-a58f-24118be4f3a8,66:92:73:F4:14:2B,208,208,208,210,5,2020-08-20 21:20:06,208,2020-08-20 21:22:46,68,864cfc66-e9b5-42cc-83b0-e272dc05b037,1,,-,-
out/08-20-14-20/log,0259a863-f947-4364-9fc7-60d9408a7299,C6:AA:B5:E1:CB:A7,621,621,621,621,5,2020-08-20 21:20:30,621,2020-08-20 21:22:47,621,c0065d78-42f5-4b0a-982a-42ba5d29c1e9,1,,-,-
out/08-20-14-20/log,28adfacf-7cce-43a3-bea0-ec4a0faf7160,BE:71:BD:E8:DD:1A,772,835,963,832,5,2020-08-20 21:20:22,834,2020-08-20 21:22:47,645,4d57db03-dbe3-480e-972e-efce17af217f,1,,-,-
out/08-20-14-20/log,60c9b5ad-e930-4e2d-9f08-02780a99ece0,F6:5B:08:FD:09:4F,928,928,928,928,5,2020-08-20 21:20:29,928,2020-08-20 21:22:46,928,bd6a75df-7b21-428c-b941-64132dd1c56b,1,,-,-
out/08-20-14-20/log,bd7a3d9f-0da8-4c56-b80b-a0d02e6b76dd,9A:D4:9A:AC:E8:B6,657,657,657,704,5,2020-08-20 21:20:12,657,2020-08-20 21:22:47,657,05db6842-261d-484d-80b4-4420010f2043,1,,-,-
out/08-20-14-20/log,310160eb-bccd-497b-95d4-689dae9fb69e,0E:E4:F0:60:8C:E9,249,249,249,249,5,2020-08-20 21:20:06,249,2020-08-20 21:22:47,249,61263a31-589d-4e0c-a63b-15b2e07d6db6,1,,-,-
out/08-20-14-20/log,f47ef84e-a32c-4c27-bd64-05f56af090b5,5A:BC:E2:33:49:77,845,908,717,988,5,2020-08-20 21:20:07,460,2020-08-20 21:22:46,374,61b2c2bd-1f1f-4873-9662-415a0591376c,1,,-,-
out/08-20-14-20/log,148e89e7-8e66-463c-89ab-09a38012c9cd,42:7D:07:BB:80:D8,945,904,905,799,5,2020-08-20 21:20:08,785,2020-08-20 21:22:47,769,fbc74a3d-71ee-4994-9ccc-879d24b36e4a,1,,-,-
