GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-30-23-00-353,1,353,02f27a29-a36e-43bf-9ffa-754e7e39bb44,2020-10-01 06:02:03,33f1adb6-551b-4b17-b11a-923982d88725,2020-10-01 06:00:06,3,353,353,353,out/09-30-23-00/log,out/09-30-23-00/base_samples353,,out/09-30-23-00/bit1_samples353,out/09-30-23-00/bit0_samples353,0,,0.134194691479423,82:8A:4F:94:48:ED,No
09-30-23-00-275,1,275,844b313d-f944-4daf-abda-db4e7fd669d0,2020-10-01 06:02:03,86e28660-c93a-43bd-a5a7-82ab3d573a16,2020-10-01 06:00:06,3,275,275,275,out/09-30-23-00/log,out/09-30-23-00/base_samples275,,out/09-30-23-00/bit1_samples275,out/09-30-23-00/bit0_samples275,0,,0.308100345995045,32:66:EF:33:09:D0,No
09-30-23-00-529,1,529,00c6c2dd-636b-47cc-9472-46268b8d7785,2020-10-01 06:02:03,1937f771-dd17-4df4-80f2-9e0edf97dcf2,2020-10-01 06:00:13,3,946,946,946,out/09-30-23-00/log,out/09-30-23-00/base_samples529,,out/09-30-23-00/bit1_samples529,out/09-30-23-00/bit0_samples529,7.1129162309174,,0.911820593221272,FA:2C:E3:39:8E:72,No
09-30-23-00-659,1,659,869e202a-2940-4db7-8a17-c0fd3c737d0b,2020-10-01 06:02:03,4a5933b5-4531-4c4d-b730-d1e1ea93af0f,2020-10-01 06:00:15,3,968,968,968,out/09-30-23-00/log,out/09-30-23-00/base_samples659,,out/09-30-23-00/bit1_samples659,out/09-30-23-00/bit0_samples659,6.15424906283944,,0.308526009707624,D2:C1:E0:01:96:B7,No
09-30-23-00-12,1,12,beca6da4-f045-4e24-89e6-486eca7abb04,2020-10-01 06:02:03,928bc182-5950-4a9a-8901-c64cb87d2176,2020-10-01 06:00:04,3,12,12,12,out/09-30-23-00/log,out/09-30-23-00/base_samples12,,out/09-30-23-00/bit1_samples12,out/09-30-23-00/bit0_samples12,0,,0.287220546788553,BA:AF:6C:06:3E:A8,No
09-30-23-00-995,1,995,1725d8c8-006f-4228-8cb9-0d91e4c5d561,2020-10-01 06:02:03,ada8354f-f05b-4dc8-b9c0-943523031565,2020-10-01 06:00:30,3,995,995,995,out/09-30-23-00/log,out/09-30-23-00/base_samples995,,out/09-30-23-00/bit1_samples995,out/09-30-23-00/bit0_samples995,0,,0.222764222237658,76:FD:8C:9B:C0:9E,No
09-30-23-00-163,1,163,af713817-a9e6-4cfa-b575-01929357526f,2020-10-01 06:02:03,f12f7900-7336-46bb-8773-c348437accae,2020-10-01 06:00:04,3,163,163,163,out/09-30-23-00/log,out/09-30-23-00/base_samples163,,out/09-30-23-00/bit1_samples163,out/09-30-23-00/bit0_samples163,0,,0.109802539151993,DE:81:CB:7A:55:0D,No
09-30-23-00-853,1,853,6b71dd74-5e5b-46d5-bddb-fdce8f02fc0e,2020-10-01 06:02:03,cf1db5ef-ce24-492d-b390-79c690bd5267,2020-10-01 06:00:25,3,853,853,853,out/09-30-23-00/log,out/09-30-23-00/base_samples853,,out/09-30-23-00/bit1_samples853,out/09-30-23-00/bit0_samples853,0,,0.552700255938147,FE:D1:BA:CB:05:CA,No
09-30-23-00-491,1,491,0691dbcf-5d95-4856-8ea7-bdc9ee1a6686,2020-10-01 06:02:03,8c451f86-d807-4900-9a27-0ca98877f1e2,2020-10-01 06:00:13,3,491,491,491,out/09-30-23-00/log,out/09-30-23-00/base_samples491,,out/09-30-23-00/bit1_samples491,out/09-30-23-00/bit0_samples491,0,,0.366167311655478,AA:5A:4E:C0:4F:58,No
09-30-23-00-891,1,891,2d55e8e3-b2c2-4de6-89ff-357c50cebc9e,2020-10-01 06:02:03,48539f2e-b9be-4f06-9e31-f2699fdc016c,2020-10-01 06:00:24,3,891,891,891,out/09-30-23-00/log,out/09-30-23-00/base_samples891,,out/09-30-23-00/bit1_samples891,out/09-30-23-00/bit0_samples891,0,,0.312490768250543,0A:34:8E:78:90:7A,No
