Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-12/log,02-03-17-12-28,7.802240,,169.254.76.1,1,28,1,B2:5B:35:D5:7B:E6,a20d5e05-dc81-4a87-92d5-1c2dc20dbc12,2021-02-04 01:12:44,30,2,74,28,-1,"02-03-17-06-76,02-03-17-08-45,02-03-17-09-43",out/02-03-17-12/bit1_samples28,2021-02-04 01:13:37,bee0e12a-faf2-4f71-8feb-a29d7f7640af,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-88,7.952898,,169.254.76.1,1,88,-,E2:CF:77:98:63:70,21d2d8cc-c3ab-48c3-a413-52cd416dce78,2021-02-04 01:12:44,20,1,88,-1,-1,"02-03-17-06-11,02-03-17-08-33,02-03-17-09-41",-,2021-02-04 01:13:18,9be6bc05-a558-4975-ba87-df1e15d63846,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-36,7.770276,,169.254.76.1,1,36,-,E6:2D:7A:7E:83:DA,ab67c4ac-5b90-4355-90c0-635907f19c6a,2021-02-04 01:12:44,20,1,36,-1,-1,"02-03-17-06-78,02-03-17-08-76,02-03-17-09-45",-,2021-02-04 01:13:18,65c0d59c-e31a-4fac-8897-55883eff3f7a,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-17,7.738713,,169.254.76.1,1,17,2,9E:4C:49:5B:AA:4A,ee2aadc3-77ac-4c92-9d4d-c92c7b90d85a,2021-02-04 01:12:44,30,2,75,17,-1,"02-03-17-06-21,02-03-17-08-62,02-03-17-09-3",-,2021-02-04 01:13:38,4a015f77-25b1-4488-96b3-3de38c8db6cf,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-46,7.865760,,169.254.76.1,1,46,3,D2:E9:F0:AB:84:9D,bec95f8e-79c9-4d00-a47c-1b16e399cab5,2021-02-04 01:12:44,30,3,83,46,25,"02-03-17-06-88,02-03-17-08-61,02-03-17-09-51",out/02-03-17-12/bit1_samples46,2021-02-04 01:13:37,9b2eb18e-d853-4371-84ad-167ab8cb14b8,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-55,7.894681,,169.254.76.1,1,55,4,3E:46:35:97:08:3C,14b99af1-34e8-4e75-9964-c5f019b10e78,2021-02-04 01:12:44,30,3,100,55,39,"02-03-17-06-52,02-03-17-08-27,02-03-17-09-57",out/02-03-17-12/bit1_samples55,2021-02-04 01:13:37,55ea8e75-b8a6-4da1-85d9-133a462dc81a,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-16,7.955800,,169.254.76.1,1,16,-,4E:35:30:70:E0:56,cd042369-628b-4bcd-b836-f7b1f2bb373c,2021-02-04 01:12:44,30,3,94,68,52,"02-03-17-06-4,02-03-17-08-77,02-03-17-09-13",-,2021-02-04 01:13:28,7c45c94e-a086-4ba7-ab1d-0e12e7891b51,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-25,7.863307,,169.254.76.1,1,25,-,FA:A6:9A:BA:A5:5A,bf928991-db93-43c0-a1ff-d5b25a0266a2,2021-02-04 01:12:44,30,3,83,46,25,"02-03-17-06-66,02-03-17-08-26,02-03-17-09-85",-,2021-02-04 01:13:28,74e32759-bbde-484e-a1db-739d4dff6823,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-29,7.819143,,169.254.76.1,1,29,5,8E:84:AC:60:D8:0B,cc693baa-21b8-45c8-95ab-92b6dcdeab66,2021-02-04 01:12:44,30,2,34,29,-1,"02-03-17-06-16,02-03-17-08-14,02-03-17-09-79",out/02-03-17-12/bit1_samples29,2021-02-04 01:13:37,e321c503-dfbe-421e-9fe5-2650ecdb8937,-,-,Yes,DEFAULT,-,-
out/02-03-17-12/log,02-03-17-12-37,8.324566,,169.254.76.1,1,37,-,3E:68:7E:ED:B9:87,a5b45b46-9e01-452a-8ea0-a7cfe79b52f0,2021-02-04 01:12:44,20,1,37,-1,-1,"02-03-17-06-81,02-03-17-08-34,02-03-17-09-99",-,2021-02-04 01:13:18,650dd418-259e-46a2-a617-c4e06c29d924,-,-,Yes,DEFAULT,-,-
