Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-17-50/log,02-03-17-50-28,02-03-17-46-12,7.857711,,1,28,1,B6:33:1F:49:90:C9,ceec190b-d0ca-45ef-8168-347f2b114474,2021-02-04 01:50:02,30,2,28,15,169.254.76.1,out/02-03-17-50/bit0_samples28,-1,2021-02-04 01:50:55,ab5d9598-f6b5-4f32-bab9-86100e5f5ead,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-16,"02-03-17-06-86,02-03-17-08-6,02-03-17-09-89,02-03-17-12-81,02-03-17-16-1,02-03-17-19-60,02-03-17-22-34,02-03-17-26-85,02-03-17-29-5,02-03-17-33-47,02-03-17-36-71,02-03-17-39-30,02-03-17-43-62,02-03-17-46-41",7.884234,,1,16,-,F6:1F:54:A0:9C:A9,97b96db8-8a20-4840-b275-7662a23af8b4,2021-02-04 01:50:02,30,3,49,41,169.254.76.1,-,18,2021-02-04 01:50:46,395b94fd-dc37-4ed2-9aad-96efa19a475e,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-27,"02-03-17-39-92,02-03-17-43-4,02-03-17-46-99",7.764327,,1,27,-,6E:E7:2F:E5:13:E4,14957048-68f9-4e93-9537-354e1dd3be7a,2021-02-04 01:50:02,30,3,94,88,169.254.76.1,-,74,2021-02-04 01:50:46,24bf174b-b2b9-4efd-b5f2-483cf2736b6d,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-8,"02-03-17-06-88,02-03-17-08-61,02-03-17-09-51,02-03-17-12-46,02-03-17-16-53,02-03-17-19-55,02-03-17-22-21,02-03-17-26-100,02-03-17-29-25,02-03-17-33-22,02-03-17-36-96,02-03-17-39-21,02-03-17-43-52,02-03-17-46-61",7.790181,,1,8,-,D2:E9:F0:AB:84:9D,e2411eb5-8d39-4b32-9cec-2a9a3be8dd22,2021-02-04 01:50:02,30,3,84,79,169.254.76.1,-,51,2021-02-04 01:50:46,9b2eb18e-d853-4371-84ad-167ab8cb14b8,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-20,"02-03-17-06-71,02-03-17-08-3,02-03-17-09-90,02-03-17-12-3,02-03-17-16-72,02-03-17-19-99,02-03-17-22-50,02-03-17-26-96,02-03-17-29-81,02-03-17-33-24,02-03-17-36-78,02-03-17-39-79,02-03-17-43-74,02-03-17-46-77",7.788613,,1,20,-,0A:34:44:66:81:68,2281741a-0b9a-4912-a6b2-58a83fb3c872,2021-02-04 01:50:02,20,1,20,-1,169.254.76.1,-,-1,2021-02-04 01:50:36,6ce45573-4bcb-4d25-8706-4f92e9ca8069,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-87,"02-03-17-29-79,02-03-17-33-53,02-03-17-36-69,02-03-17-39-35,02-03-17-43-21,02-03-17-46-53",7.819741,,1,87,-,12:FB:B4:BB:AD:49,9f2e8811-c2f2-4e59-9cbc-5273d365c5a4,2021-02-04 01:50:02,20,1,87,-1,169.254.76.1,-,-1,2021-02-04 01:50:36,c6c20745-aafa-4f3b-abcc-227fcf789057,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-82,"02-03-17-36-36,02-03-17-39-16,02-03-17-43-11,02-03-17-46-20",7.947383,,1,82,2,D6:CA:CE:77:D6:FD,7f4a3fd3-92bb-4d0e-b2aa-56f56853f30c,2021-02-04 01:50:02,30,2,82,21,169.254.76.1,out/02-03-17-50/bit0_samples82,-1,2021-02-04 01:50:55,8fdf2d77-a769-477d-b8c6-6a54771c38e5,-,-,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-26,"02-03-17-39-8,02-03-17-43-53,02-03-17-46-25",7.949259,,1,26,3,82:DE:89:79:71:6E,504b0ed4-0826-4289-8282-0d06367ee588,2021-02-04 01:50:02,30,2,32,26,169.254.76.1,-,-1,2021-02-04 01:50:55,8b64df11-9a5c-448c-a097-12efe6dd13b9,-,out/02-03-17-50/bit1_samples26,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-69,"02-03-17-43-84,02-03-17-46-67",7.841879,,1,69,4,36:BA:59:F5:FB:52,d8ef01c2-bd77-4868-9292-93b0c6067297,2021-02-04 01:50:02,30,3,85,69,169.254.76.1,-,44,2021-02-04 01:50:55,19b65307-9195-4774-9844-89dd7c9f8b79,-,out/02-03-17-50/bit1_samples69,Yes,DEFAULT,-,-
out/02-03-17-50/log,02-03-17-50-24,02-03-17-46-28,8.209252,,1,24,-,22:0C:0F:66:A1:95,ade5c1d8-f9f9-4781-9fd1-7e3125d10fdf,2021-02-04 01:50:02,30,3,90,30,169.254.76.1,-,24,2021-02-04 01:50:46,169f65ad-25b0-427a-9f39-21a8cf9bcc3f,-,-,Yes,DEFAULT,-,-
