Logs,GUID,Predecessors,Error,IP Address,Success,Id,Channel,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-31/log,02-03-13-31-64,"02-03-13-24-68,02-03-13-27-41",,169.254.76.1,1,64,10,7.971600,12:53:50:4F:1B:A7,a1a3cdfe-f1d3-4433-9375-c48958995aea,2021-02-03 21:31:13,30,2,100,64,-1,2021-02-03 21:32:06,f6d9334a-5199-4caf-a30a-ff19d89b72c2,-,out/02-03-13-31/bit1_samples64,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-39,"02-03-13-02-57,02-03-13-06-43,02-03-13-07-81,02-03-13-10-26,02-03-13-14-36,02-03-13-17-82,02-03-13-21-75,02-03-13-24-99,02-03-13-27-93",,169.254.76.1,1,39,-,7.764957,32:74:12:EF:01:06,d9431fc6-1eda-49ff-9260-3c927f1f26ae,2021-02-03 21:31:13,20,1,39,-1,-1,2021-02-03 21:31:47,641eaa3b-4c91-4b90-9975-330c45d58b92,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-90,02-03-13-27-21,,169.254.76.1,1,90,26,8.018122,02:FA:CE:E9:DC:9B,af5c1b81-db94-4907-b452-23d8d381e5fa,2021-02-03 21:31:13,30,3,90,86,25,2021-02-03 21:32:06,45ae876d-4fe6-4e9c-bcee-44f9e70552f7,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-17,,,169.254.76.1,1,17,-,7.855220,66:22:F9:A9:50:B3,749c971b-681e-47c3-b95c-50db1cf6cf7f,2021-02-03 21:31:13,30,3,59,55,22,2021-02-03 21:31:57,7470be4d-d6f4-44bc-8466-a3aab469cad5,-,-,-,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-50,"02-03-13-02-72,02-03-13-06-46,02-03-13-07-15,02-03-13-10-90,02-03-13-14-49,02-03-13-17-45,02-03-13-21-71,02-03-13-24-32,02-03-13-27-90",,169.254.76.1,1,50,-,7.739832,2E:BC:B5:CB:C2:4B,2dbd0bf4-6468-435b-bbcb-f51a43a7b81e,2021-02-03 21:31:13,20,1,50,-1,-1,2021-02-03 21:31:47,4be16048-92fd-453f-9927-cc0ac800ac51,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-66,"02-03-13-02-39,02-03-13-06-29,02-03-13-07-83,02-03-13-10-48,02-03-13-14-33,02-03-13-17-81,02-03-13-21-99,02-03-13-24-58,02-03-13-27-66",,169.254.76.1,1,66,-,7.735903,4A:5D:DC:89:6A:2D,632a67c4-1235-4a4f-8a06-2ba31e9fd662,2021-02-03 21:31:13,20,1,66,-1,-1,2021-02-03 21:31:47,6b7b722d-d41f-4a2b-af95-4f81abfff5bf,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-12,,,169.254.76.1,1,12,21,7.909499,66:59:E0:D9:87:F3,ccb382c4-964d-4ddd-8e02-4db493787e58,2021-02-03 21:31:13,30,2,46,12,-1,2021-02-03 21:32:06,dc455555-1dca-4c17-aeb8-be977c695b76,-,out/02-03-13-31/bit1_samples12,-,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-86,"02-03-13-21-52,02-03-13-24-15,02-03-13-27-76",,169.254.76.1,1,86,26,8.464640,A2:BA:6E:07:1E:76,0fb53823-5b28-4da1-beab-59ddda4d900a,2021-02-03 21:31:13,30,3,90,86,25,2021-02-03 21:32:06,03c31657-5075-440b-a319-aea041a3bf6b,-,out/02-03-13-31/bit1_samples86,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-88,,,169.254.76.1,1,88,16,7.787353,C6:F0:76:A0:22:2C,57b6b210-689e-4db4-91a8-e9a648b43d94,2021-02-03 21:31:13,30,2,88,10,-1,2021-02-03 21:32:06,1185c0c9-0def-44dd-970f-a35a8b539e70,-,-,out/02-03-13-31/bit0_samples88,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-57,"02-03-13-02-44,02-03-13-06-80,02-03-13-07-59,02-03-13-10-94,02-03-13-14-13,02-03-13-17-80,02-03-13-21-98,02-03-13-24-18,02-03-13-27-98",,169.254.76.1,1,57,-,7.812082,96:71:53:31:82:EA,ff56a240-f6f1-465e-9b59-7e4c8143a569,2021-02-03 21:31:13,20,1,57,-1,-1,2021-02-03 21:31:47,71add647-0424-4aab-abbf-78fb6fb6cd90,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-13,"02-03-13-02-30,02-03-13-06-42,02-03-13-07-18,02-03-13-10-70,02-03-13-14-81,02-03-13-17-43,02-03-13-21-72,02-03-13-24-77,02-03-13-27-22",,169.254.76.1,1,13,-,7.852364,5A:49:78:C6:CE:BB,71d94b08-5af3-4186-82f4-c08bcaff544b,2021-02-03 21:31:13,30,3,67,30,13,2021-02-03 21:31:57,4fbc3ec3-3bd9-47f1-9853-3b90cdf861f3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-72,"02-03-13-24-45,02-03-13-27-30",,169.254.76.1,1,72,24,8.489196,DA:1A:FA:D3:D2:0F,81735d10-9ee5-45cc-bfed-81d4596ff1c2,2021-02-03 21:31:13,30,2,72,58,-1,2021-02-03 21:32:06,c7b42126-ba38-4366-8572-895eb41df5a8,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-6,"02-03-13-02-47,02-03-13-06-78,02-03-13-07-9,02-03-13-10-29,02-03-13-14-58,02-03-13-17-68,02-03-13-21-28,02-03-13-24-5,02-03-13-27-18",,169.254.76.1,1,6,-,8.260141,62:EA:BC:65:03:74,1e18e9c3-8b2e-4342-8d69-f002636b5ed7,2021-02-03 21:31:13,30,3,92,60,6,2021-02-03 21:31:57,9fd85237-a025-4769-a91c-37dc29757bc3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-82,"02-03-13-02-60,02-03-13-06-84,02-03-13-07-39,02-03-13-10-66,02-03-13-14-60,02-03-13-17-60,02-03-13-21-85,02-03-13-24-19,02-03-13-27-87",,169.254.76.1,1,82,-,7.777133,86:40:14:5A:EE:D3,a666fdac-462a-4b42-9bdd-1601f1032e6e,2021-02-03 21:31:13,20,1,82,-1,-1,2021-02-03 21:31:47,ef51d4a2-3644-46e2-8e67-460bc82473c6,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-30,"02-03-13-21-44,02-03-13-24-92,02-03-13-27-63",,169.254.76.1,1,30,6,7.889269,5E:FE:DF:3F:19:82,0270733b-009d-4e8b-9b62-bcdd4b8a67c3,2021-02-03 21:31:13,30,3,67,30,13,2021-02-03 21:32:06,a60ce8f7-62cd-44ea-8248-6d369963442a,-,out/02-03-13-31/bit1_samples30,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-70,"02-03-13-06-90,02-03-13-07-42,02-03-13-10-91,02-03-13-14-24,02-03-13-17-52,02-03-13-21-87,02-03-13-24-63,02-03-13-27-96",,169.254.76.1,1,70,-,7.742802,92:92:AE:6E:7F:A1,f9d24a65-9d1b-4c65-83c6-40b8317b579d,2021-02-03 21:31:13,20,1,70,-1,-1,2021-02-03 21:31:47,1288494d-e9db-4519-a0f9-943e5c997714,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-48,"02-03-13-02-5,02-03-13-06-20,02-03-13-07-19,02-03-13-10-83,02-03-13-14-46,02-03-13-17-93,02-03-13-21-12,02-03-13-24-21,02-03-13-27-85",,169.254.76.1,1,48,-,7.714138,36:2B:D3:FD:ED:5E,32a6fef8-a7fc-4242-b42d-ca1605b6f352,2021-02-03 21:31:13,20,1,48,-1,-1,2021-02-03 21:31:47,d676625a-2dc6-46b1-85ec-49e696326f05,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-33,"02-03-13-24-3,02-03-13-27-65",,169.254.76.1,1,33,-,7.830977,D6:72:AF:73:0D:E6,67a4dc97-06f4-40f7-b840-6542b330a7d8,2021-02-03 21:31:13,20,1,33,-1,-1,2021-02-03 21:31:47,f423d7eb-b183-4f46-b54d-44e6e010b69f,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-83,"02-03-13-21-27,02-03-13-24-49,02-03-13-27-12",,169.254.76.1,1,83,8,7.896542,DE:2D:92:7A:B0:AD,285a0006-08d3-4d16-86b7-1172cd38cb1e,2021-02-03 21:31:13,30,2,83,26,-1,2021-02-03 21:32:06,c82dc221-0f24-4620-b56f-3c5877cf15aa,-,-,out/02-03-13-31/bit0_samples83,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-16,"02-03-13-24-38,02-03-13-27-58",,169.254.76.1,1,16,27,7.898131,26:F0:18:FD:4F:A4,5a5ce90d-e666-4013-91a3-1cf88f9fa02c,2021-02-03 21:31:13,30,2,71,16,-1,2021-02-03 21:32:06,7018480c-2fe1-44ca-9c24-10d50a99302d,-,out/02-03-13-31/bit1_samples16,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-74,"02-03-13-02-68,02-03-13-06-96,02-03-13-07-93,02-03-13-10-71,02-03-13-14-87,02-03-13-17-85,02-03-13-21-82,02-03-13-24-26,02-03-13-27-94",,169.254.76.1,1,74,-,7.725921,12:24:52:05:02:3B,910c734e-55fd-4925-a6ff-53de5343e713,2021-02-03 21:31:13,20,1,74,-1,-1,2021-02-03 21:31:47,4a0e867a-8882-497a-a0df-3cc9704308a3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-40,"02-03-13-02-90,02-03-13-06-31,02-03-13-07-12,02-03-13-10-9,02-03-13-14-47,02-03-13-17-50,02-03-13-21-2,02-03-13-24-41,02-03-13-27-46",,169.254.76.1,1,40,-,7.720393,E2:17:C4:21:F9:09,ecba5ba7-1081-4fd7-ae5d-53413b1a9cd7,2021-02-03 21:31:13,30,3,85,76,40,2021-02-03 21:31:57,9e3f5dbb-2285-439a-b6f5-efc0a9e539be,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-84,"02-03-13-02-28,02-03-13-06-41,02-03-13-07-95,02-03-13-10-92,02-03-13-14-25,02-03-13-17-56,02-03-13-21-68,02-03-13-24-12,02-03-13-27-24",,169.254.76.1,1,84,-,7.851072,46:05:21:28:5D:D3,529d65f5-b748-406a-9646-3772b3539523,2021-02-03 21:31:13,20,1,84,-1,-1,2021-02-03 21:31:47,355d9fff-d34b-4d66-bb2f-c96664fa354f,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-53,"02-03-13-02-65,02-03-13-06-55,02-03-13-07-72,02-03-13-10-74,02-03-13-14-32,02-03-13-17-99,02-03-13-21-84,02-03-13-24-86,02-03-13-27-91",,169.254.76.1,1,53,-,7.755765,2E:6A:E9:E8:70:BE,cbf34ed2-192a-45f9-a97f-8bb669358dc1,2021-02-03 21:31:13,20,1,53,-1,-1,2021-02-03 21:31:47,6bbbbe14-a322-44c4-96f9-a04540cc99a7,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-77,"02-03-13-17-12,02-03-13-21-45,02-03-13-24-2,02-03-13-27-25",,169.254.76.1,1,77,17,7.851498,C2:3C:32:15:F4:C3,94d344c4-29f1-49ea-b195-2dd3fb73335f,2021-02-03 21:31:13,30,2,93,77,-1,2021-02-03 21:32:06,4da24c1b-2312-4bfd-bd0b-ebd83c9c97d2,-,out/02-03-13-31/bit1_samples77,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-3,02-03-13-27-14,,169.254.76.1,1,3,-,7.718660,D6:8E:CD:A0:4A:D4,bff85822-b7a5-4de0-ac05-b8d833e9811e,2021-02-03 21:31:13,30,3,85,76,40,2021-02-03 21:31:57,671f9927-e9bb-4711-baaf-9d93fbcc5f00,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-9,"02-03-13-02-26,02-03-13-06-57,02-03-13-07-80,02-03-13-10-75,02-03-13-14-20,02-03-13-17-87,02-03-13-21-96,02-03-13-24-20,02-03-13-27-75",,169.254.76.1,1,9,-,7.676600,8A:C2:B5:18:27:EA,4897c538-d070-4d25-acb7-b17b02bb13b3,2021-02-03 21:31:13,20,1,9,-1,-1,2021-02-03 21:31:47,5db8fed0-d74d-4519-bfa6-64001794571b,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-68,"02-03-13-02-64,02-03-13-06-47,02-03-13-07-61,02-03-13-10-8,02-03-13-14-31,02-03-13-17-94,02-03-13-21-100,02-03-13-24-95,02-03-13-27-97",,169.254.76.1,1,68,-,7.907682,AE:DA:D2:C1:95:A0,2bef68c4-0ff3-4faa-9431-a8b244fb428c,2021-02-03 21:31:13,20,1,68,-1,-1,2021-02-03 21:31:47,998ecdc8-9943-4c0b-8663-867de707e8d5,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-5,"02-03-13-06-34,02-03-13-07-82,02-03-13-10-27,02-03-13-14-5,02-03-13-17-97,02-03-13-21-62,02-03-13-24-59,02-03-13-27-70",,169.254.76.1,1,5,-,7.947925,22:7B:14:71:48:D8,aff5288c-0561-4433-a00a-12d16b2644cb,2021-02-03 21:31:13,20,1,5,-1,-1,2021-02-03 21:31:47,3406934f-5b91-4546-acaa-456da12e497f,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-29,"02-03-13-14-100,02-03-13-17-33,02-03-13-21-51,02-03-13-24-48,02-03-13-27-2",,169.254.76.1,1,29,11,7.871596,96:18:72:CB:55:15,8b2f692b-7098-43bc-aa73-305da4cd85a4,2021-02-03 21:31:13,30,2,62,29,-1,2021-02-03 21:32:06,4e75e9a0-b8fe-4a38-a668-f2c73c956cab,-,out/02-03-13-31/bit1_samples29,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-47,"02-03-13-02-63,02-03-13-06-66,02-03-13-07-98,02-03-13-10-95,02-03-13-14-9,02-03-13-17-61,02-03-13-21-7,02-03-13-24-98,02-03-13-27-50",,169.254.76.1,1,47,-,7.692917,26:B6:28:9D:01:7D,f983fa89-05cf-47ee-a1b5-2af144a3022a,2021-02-03 21:31:13,20,1,47,-1,-1,2021-02-03 21:31:47,0ec77ad6-12f4-4627-b2a4-b28dfdbbffd9,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-23,"02-03-13-02-59,02-03-13-06-17,02-03-13-07-60,02-03-13-10-80,02-03-13-14-70,02-03-13-17-24,02-03-13-21-23,02-03-13-24-46,02-03-13-27-53",,169.254.76.1,1,23,-,7.688453,BA:7D:9A:13:C1:5C,8037e005-c038-4e4c-9dce-5cac263e8def,2021-02-03 21:31:13,30,3,85,76,40,2021-02-03 21:31:57,8af12a1c-0543-4099-ac1b-6dd9218735aa,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-91,,,169.254.76.1,1,91,25,7.861652,96:04:22:13:8C:6C,feda8353-c59c-438d-84df-34764226bb52,2021-02-03 21:31:13,30,2,91,75,-1,2021-02-03 21:32:07,86e9b4ad-869d-4dd5-9ccb-1e263fc44157,-,-,out/02-03-13-31/bit0_samples91,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-60,02-03-13-27-1,,169.254.76.1,1,60,9,7.974991,AA:75:BA:EE:A2:C2,7031b483-4d44-460c-9997-7db0142719fe,2021-02-03 21:31:13,30,3,92,60,6,2021-02-03 21:32:06,1d9c1993-7054-4318-8d1a-c6429c7e9ecc,-,out/02-03-13-31/bit1_samples60,-,Yes,DEFAULT,-,-
