Logs,GUID,Predecessors,Error,IP Address,Success,Id,Channel,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-31/log,02-03-13-31-92,"02-03-13-24-53,02-03-13-27-47",,169.254.76.1,1,92,9,7.996060,42:C9:AF:EE:73:45,02751327-e911-4b86-acde-92800e8a3e40,2021-02-03 21:31:13,30,3,92,60,6,2021-02-03 21:32:06,605e4e43-9827-4ada-a4c1-59515d56eb18,-,-,out/02-03-13-31/bit0_samples92,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-97,"02-03-13-02-46,02-03-13-06-36,02-03-13-07-94,02-03-13-10-100,02-03-13-14-22,02-03-13-17-39,02-03-13-21-9,02-03-13-24-23,02-03-13-27-57",,169.254.76.1,1,97,-,7.725965,CA:EA:87:A7:4D:A1,9f11fac0-11a8-45bc-92c4-50166d74a12f,2021-02-03 21:31:13,20,1,97,-1,-1,2021-02-03 21:31:47,c147aa67-8fe2-45a1-b477-e77447444ff7,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-100,"02-03-13-17-18,02-03-13-21-1,02-03-13-24-43,02-03-13-27-37",,169.254.76.1,1,100,10,7.851612,7E:D1:2D:A1:4E:56,4690c396-5659-440e-8dc8-6b9188bbdc18,2021-02-03 21:31:13,30,2,100,64,-1,2021-02-03 21:32:06,fdca1ef8-1dcd-4482-ae3b-0a5cd3881fc4,-,-,out/02-03-13-31/bit0_samples100,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-62,02-03-13-27-67,,169.254.76.1,1,62,11,7.952572,6A:60:AB:90:7C:FF,20a91327-3b8d-43c4-a04b-421dae2d7be6,2021-02-03 21:31:13,30,2,62,29,-1,2021-02-03 21:32:06,42a7905f-a721-4dbc-a9a3-077e1d0554f7,-,-,out/02-03-13-31/bit0_samples62,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-80,,,169.254.76.1,1,80,5,7.837004,AA:0B:62:5F:73:72,ffb1f8b1-001b-4c59-ad22-815c730efa35,2021-02-03 21:31:13,30,2,80,20,-1,2021-02-03 21:32:06,ea4640df-5f1e-464f-889d-0c44a721b483,-,-,out/02-03-13-31/bit0_samples80,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-28,"02-03-13-02-76,02-03-13-06-91,02-03-13-07-40,02-03-13-10-76,02-03-13-14-18,02-03-13-17-64,02-03-13-21-65,02-03-13-24-64,02-03-13-27-61",,169.254.76.1,1,28,-,7.594806,66:5B:5B:80:5F:8F,bac6db09-f9be-4c53-8103-9937fd7049a5,2021-02-03 21:31:13,20,1,28,-1,-1,2021-02-03 21:31:47,9df14f09-e108-4638-bafe-2eeef7d6b708,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-35,"02-03-13-24-75,02-03-13-27-32",,169.254.76.1,1,35,12,7.929347,EA:6E:3A:4C:83:20,a6215783-6324-4d30-a756-cf7e4f8a8a50,2021-02-03 21:31:13,30,2,95,35,-1,2021-02-03 21:32:06,9acf0baf-a791-4768-a637-fd1bf9854bea,-,out/02-03-13-31/bit1_samples35,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-2,"02-03-13-02-11,02-03-13-06-2,02-03-13-07-91,02-03-13-10-87,02-03-13-14-17,02-03-13-17-96,02-03-13-21-80,02-03-13-24-60,02-03-13-27-81",,169.254.76.1,1,2,-,7.686924,AE:3B:29:37:E9:98,a69d8502-f6f8-495e-a936-c0524860620d,2021-02-03 21:31:13,20,1,2,-1,-1,2021-02-03 21:31:47,331b0e8f-4db8-45f2-8f6b-3db8b6667df0,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-7,"02-03-13-21-14,02-03-13-24-16,02-03-13-27-43",,169.254.76.1,1,7,-,7.885638,86:43:BF:E9:2F:45,26979263-a33f-434e-9409-2e05bdedcdc4,2021-02-03 21:31:13,30,3,59,55,22,2021-02-03 21:31:57,0570ea02-bad5-4c86-a60a-99a40896eb45,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-18,"02-03-13-02-31,02-03-13-06-10,02-03-13-07-97,02-03-13-10-7,02-03-13-14-61,02-03-13-17-76,02-03-13-21-69,02-03-13-24-30,02-03-13-27-74",,169.254.76.1,1,18,-,7.722607,F2:BA:30:77:52:2C,ef7a9658-8d51-427c-8833-e3a4d8641a51,2021-02-03 21:31:13,20,1,18,-1,-1,2021-02-03 21:31:47,d14edbad-a761-40ad-99c2-92cef31bba8b,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-51,"02-03-13-02-77,02-03-13-06-63,02-03-13-07-47,02-03-13-10-63,02-03-13-14-53,02-03-13-17-75,02-03-13-21-24,02-03-13-24-22,02-03-13-27-84",,169.254.76.1,1,51,-,7.927539,9E:01:90:78:00:63,0b58998a-671f-4d9f-98eb-82510610e210,2021-02-03 21:31:13,20,1,51,-1,-1,2021-02-03 21:31:47,152092b0-8052-4538-b17c-db11e3ce8ae5,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-44,"02-03-13-24-65,02-03-13-27-40",,169.254.76.1,1,44,13,7.828180,AE:E9:BF:6B:E8:3D,664e36f9-3a65-4f10-b2e6-eecf05b63761,2021-02-03 21:31:13,30,2,44,11,-1,2021-02-03 21:32:07,e141852b-8c33-41de-808c-7653df983f6c,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-11,"02-03-13-14-1,02-03-13-17-21,02-03-13-21-26,02-03-13-24-11,02-03-13-27-52",,169.254.76.1,1,11,13,7.835166,16:58:11:3D:26:E6,994dd6bd-5444-47eb-8ba7-bac3ede9e7b4,2021-02-03 21:31:13,30,2,44,11,-1,2021-02-03 21:32:06,2e0d2be0-d261-4345-ba17-5541c10d6bd6,-,out/02-03-13-31/bit1_samples11,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-21,"02-03-13-21-11,02-03-13-24-27,02-03-13-27-59",,169.254.76.1,1,21,7,7.991099,DE:6D:EC:92:10:33,b7902c7b-1850-4271-b63c-942c2fff0e17,2021-02-03 21:31:13,30,2,89,21,-1,2021-02-03 21:32:06,c22bad9f-e5ff-4f93-8b5a-11397ab4822e,-,out/02-03-13-31/bit1_samples21,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-96,02-03-13-27-79,,169.254.76.1,1,96,2,8.021931,2E:3F:C8:A9:10:7E,2eb2f69c-67b3-4b47-aa8a-ca7123f02822,2021-02-03 21:31:13,30,2,96,79,-1,2021-02-03 21:32:06,cc78ecc8-4a3d-41f7-b898-fedfcd35f80d,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-61,"02-03-13-02-33,02-03-13-06-5,02-03-13-07-11,02-03-13-10-97,02-03-13-14-12,02-03-13-17-89,02-03-13-21-57,02-03-13-24-61,02-03-13-27-89",,169.254.76.1,1,61,-,7.782822,7A:F7:28:E8:D9:D5,5dc0d555-3416-447f-9edd-999d94355147,2021-02-03 21:31:13,20,1,61,-1,-1,2021-02-03 21:31:47,5266945c-47bf-4fd0-b3f5-61c0ad26a7c3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-76,"02-03-13-17-34,02-03-13-21-22,02-03-13-24-56,02-03-13-27-60",,169.254.76.1,1,76,14,7.921899,C2:F7:F4:00:B9:61,37a47830-e35e-4715-931e-40964aee9190,2021-02-03 21:31:13,30,3,85,76,40,2021-02-03 21:32:06,96bc71aa-4315-462c-984c-dca0124e0917,-,out/02-03-13-31/bit1_samples76,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-24,"02-03-13-02-27,02-03-13-06-6,02-03-13-07-99,02-03-13-10-93,02-03-13-14-30,02-03-13-17-83,02-03-13-21-83,02-03-13-24-90,02-03-13-27-73",,169.254.76.1,1,24,-,7.763404,3E:BA:44:3B:25:01,4c4f5a14-64b9-4655-9917-69b3106475ec,2021-02-03 21:31:13,20,1,24,-1,-1,2021-02-03 21:31:47,78f62c26-5ab6-46ca-aa35-62b8b4724fc9,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-63,"02-03-13-02-18,02-03-13-06-94,02-03-13-07-77,02-03-13-10-42,02-03-13-14-93,02-03-13-17-53,02-03-13-21-81,02-03-13-24-34,02-03-13-27-62",,169.254.76.1,1,63,-,7.753707,8A:58:9E:BE:9B:96,7e83e26a-bd0d-4024-accc-d1028c22d4d8,2021-02-03 21:31:13,20,1,63,-1,-1,2021-02-03 21:31:47,69bd2664-cc62-4227-aed4-5fe822008c0f,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-59,"02-03-13-02-61,02-03-13-06-8,02-03-13-07-85,02-03-13-10-18,02-03-13-14-67,02-03-13-17-66,02-03-13-21-92,02-03-13-24-9,02-03-13-27-48",,169.254.76.1,1,59,15,7.866775,8E:6C:85:24:5B:E1,9424749e-29f2-49da-8f38-081d4f93f3b8,2021-02-03 21:31:13,30,3,59,55,22,2021-02-03 21:32:06,d0304cb1-58bc-4b26-a9f6-004d2d8aa6ea,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-10,02-03-13-27-5,,169.254.76.1,1,10,16,8.332661,BE:9F:BF:97:C8:A4,29207ed8-6c5a-43ed-a38f-55b39cf3b8b7,2021-02-03 21:31:13,30,2,88,10,-1,2021-02-03 21:32:06,7688561a-4df4-426f-b4ad-4821cac9097d,-,out/02-03-13-31/bit1_samples10,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-19,"02-03-13-02-96,02-03-13-06-77,02-03-13-07-100,02-03-13-10-16,02-03-13-14-23,02-03-13-17-55,02-03-13-21-97,02-03-13-24-62,02-03-13-27-95",,169.254.76.1,1,19,-,7.754433,6E:2A:9A:DF:1D:C9,6ae17359-ed02-48d0-b150-681003bda46c,2021-02-03 21:31:13,20,1,19,-1,-1,2021-02-03 21:31:47,6cd2933f-be2c-47d8-8313-22365554f6b0,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-1,"02-03-13-21-6,02-03-13-24-96,02-03-13-27-69",,169.254.76.1,1,1,-,7.795844,BE:91:34:13:18:DC,6565bc68-1641-4264-81e3-5ea1c74d983a,2021-02-03 21:31:13,30,3,49,31,1,2021-02-03 21:31:57,d5ea1ea9-649c-4bb3-8b0e-9ea7d6f6f7f7,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-93,02-03-13-27-77,,169.254.76.1,1,93,17,7.884923,16:BD:33:6D:7D:54,fec4ddb0-0ba5-4a95-867d-3c94d953f0d9,2021-02-03 21:31:13,30,2,93,77,-1,2021-02-03 21:32:07,294dbaae-e148-470f-8312-fe9902531548,-,-,out/02-03-13-31/bit0_samples93,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-32,"02-03-13-02-10,02-03-13-06-60,02-03-13-07-68,02-03-13-10-99,02-03-13-14-2,02-03-13-17-92,02-03-13-21-89,02-03-13-24-66,02-03-13-27-82",,169.254.76.1,1,32,-,7.764508,1A:69:9B:E1:F9:F8,16066968-1aa2-40f6-9081-236dd0a2331e,2021-02-03 21:31:13,20,1,32,-1,-1,2021-02-03 21:31:47,74cf492c-1c4f-41b1-9e2f-a8d32f2993b0,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-4,02-03-13-27-86,,169.254.76.1,1,4,18,7.885273,C6:24:E2:E0:66:18,c55178f9-bce2-4453-9c5c-0682a44eb78c,2021-02-03 21:31:13,30,2,27,4,-1,2021-02-03 21:32:06,48ac8c03-4ee4-4d54-88dd-1c012b876763,-,out/02-03-13-31/bit1_samples4,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-52,"02-03-13-02-13,02-03-13-06-32,02-03-13-07-25,02-03-13-10-5,02-03-13-14-51,02-03-13-17-14,02-03-13-21-66,02-03-13-24-93,02-03-13-27-44",,169.254.76.1,1,52,19,8.033058,6A:14:49:27:B0:0A,f31a5e8b-a9aa-4d7f-aec6-4b78f116bbe7,2021-02-03 21:31:13,30,3,98,52,8,2021-02-03 21:32:06,3de2e9f2-f337-4382-b4c6-94740bbd2f1e,-,out/02-03-13-31/bit1_samples52,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-85,"02-03-13-02-86,02-03-13-06-59,02-03-13-07-26,02-03-13-10-31,02-03-13-14-6,02-03-13-17-86,02-03-13-21-30,02-03-13-24-71,02-03-13-27-29",,169.254.76.1,1,85,14,8.347471,26:48:B2:FE:2D:9C,05e7e3e2-a354-4c3b-9bd7-9b87afd73421,2021-02-03 21:31:13,30,3,85,76,40,2021-02-03 21:32:06,490b2ab2-5e9a-454a-8462-a37c4149ef41,-,-,out/02-03-13-31/bit0_samples85,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-78,02-03-13-27-16,,169.254.76.1,1,78,20,7.853745,12:1B:AD:4B:EC:9C,b6442f2b-71da-403e-a9b4-9ee9ac13e17d,2021-02-03 21:31:13,30,2,78,14,-1,2021-02-03 21:32:06,ea40f228-5785-4718-b991-96d644bdc185,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-94,"02-03-13-02-7,02-03-13-06-53,02-03-13-07-36,02-03-13-10-11,02-03-13-14-76,02-03-13-17-30,02-03-13-21-88,02-03-13-24-7,02-03-13-27-78",,169.254.76.1,1,94,-,7.846010,12:CB:DF:A2:81:97,68d559a6-04d2-4db4-9cd4-5722cec1a128,2021-02-03 21:31:13,20,1,94,-1,-1,2021-02-03 21:31:47,ec81cf04-552c-4326-ba61-7580c5f3fe7e,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-46,02-03-13-27-17,,169.254.76.1,1,46,21,7.934559,52:83:16:4A:FB:4A,1c573ffa-9cf2-4655-bfe1-ba9272a22dbd,2021-02-03 21:31:13,30,2,46,12,-1,2021-02-03 21:32:06,a54ae284-d9c0-4e7a-b28a-e120544942b3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-34,"02-03-13-02-32,02-03-13-06-97,02-03-13-07-53,02-03-13-10-81,02-03-13-14-11,02-03-13-17-71,02-03-13-21-17,02-03-13-24-35,02-03-13-27-80",,169.254.76.1,1,34,-,7.783367,C2:F5:D6:9A:AB:D8,89a9bd15-8a58-4b23-a7fe-d63ec46e12a5,2021-02-03 21:31:13,20,1,34,-1,-1,2021-02-03 21:31:47,a8d1c9e3-44b0-4d36-9a46-16d8af853dae,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-36,"02-03-13-17-3,02-03-13-21-15,02-03-13-24-37,02-03-13-27-33",,169.254.76.1,1,36,22,7.784017,62:96:F6:06:5C:D4,f649a862-2448-4aea-9810-787bf8bbd4f8,2021-02-03 21:31:13,30,2,73,36,-1,2021-02-03 21:32:06,a143bae2-2ecf-4e02-bf2c-e7c51db4b580,-,out/02-03-13-31/bit1_samples36,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-81,"02-03-13-02-4,02-03-13-06-76,02-03-13-07-65,02-03-13-10-65,02-03-13-14-29,02-03-13-17-84,02-03-13-21-91,02-03-13-24-94,02-03-13-27-68",,169.254.76.1,1,81,-,7.909302,EE:F3:45:67:CB:1D,88f0763f-d496-42a4-b0ec-6d5a3372450e,2021-02-03 21:31:13,20,1,81,-1,-1,2021-02-03 21:31:47,8d08b505-8479-4774-91bc-cd647ab7f1c4,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-8,"02-03-13-02-95,02-03-13-06-68,02-03-13-07-21,02-03-13-10-22,02-03-13-14-41,02-03-13-17-91,02-03-13-21-34,02-03-13-24-83,02-03-13-27-36",,169.254.76.1,1,8,-,7.796130,82:7A:5D:E0:22:28,7428a41b-9d97-4c77-bfea-a6b0fe995b22,2021-02-03 21:31:13,30,3,98,52,8,2021-02-03 21:31:57,90fd31a2-b27b-449f-82b9-2004d3c827db,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-14,,,169.254.76.1,1,14,20,7.810763,26:C7:BE:BA:E8:12,215e067c-9dcf-4b43-968e-181e549f59bf,2021-02-03 21:31:13,30,2,78,14,-1,2021-02-03 21:32:06,facc424d-f331-4ebf-a59d-449f2d86320d,-,out/02-03-13-31/bit1_samples14,-,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-87,02-03-13-27-39,,169.254.76.1,1,87,4,7.901037,66:C7:BE:09:45:4C,55f3bc3a-ee56-4deb-9f7b-7e4757a05227,2021-02-03 21:31:13,30,3,87,69,41,2021-02-03 21:32:06,a597676e-db9b-41f4-b410-929bbc57a0d3,-,-,out/02-03-13-31/bit0_samples87,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-38,"02-03-13-06-22,02-03-13-07-62,02-03-13-10-89,02-03-13-14-21,02-03-13-17-59,02-03-13-21-73,02-03-13-24-67,02-03-13-27-56",,169.254.76.1,1,38,-,7.826205,6E:3D:57:38:A0:34,88874a8d-97b3-424b-9bb1-400c7c2c270c,2021-02-03 21:31:13,20,1,38,-1,-1,2021-02-03 21:31:47,2b327b44-c219-4c18-86b2-aaaec5636294,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-42,"02-03-13-02-85,02-03-13-06-64,02-03-13-07-90,02-03-13-10-86,02-03-13-14-19,02-03-13-17-44,02-03-13-21-90,02-03-13-24-44,02-03-13-27-100",,169.254.76.1,1,42,-,7.668611,BA:D2:A2:EB:1A:4B,fba0874e-c56f-4743-9f10-12e66a5af134,2021-02-03 21:31:13,20,1,42,-1,-1,2021-02-03 21:31:47,d6917818-2b41-4ccc-84b9-6924e2b231d4,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-45,"02-03-13-24-40,02-03-13-27-38",,169.254.76.1,1,45,23,7.869196,1E:4B:A7:DE:97:D3,165168d4-2a23-4cdd-b7f0-45d89aa6cf87,2021-02-03 21:31:13,30,2,56,45,-1,2021-02-03 21:32:07,25b6ea25-ad7c-4549-b77d-e18894968b59,-,out/02-03-13-31/bit1_samples45,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-37,"02-03-13-14-38,02-03-13-17-23,02-03-13-21-31,02-03-13-24-6,02-03-13-27-8",,169.254.76.1,1,37,1,7.829876,B2:D3:B9:44:E3:9F,c408e73f-4e4f-4cdc-bae7-7ab204173459,2021-02-03 21:31:13,30,2,99,37,-1,2021-02-03 21:32:06,7aeb453b-bf35-43e8-88a3-d5e911bd305c,-,out/02-03-13-31/bit1_samples37,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-22,"02-03-13-02-25,02-03-13-06-50,02-03-13-07-23,02-03-13-10-61,02-03-13-14-64,02-03-13-17-42,02-03-13-21-93,02-03-13-24-47,02-03-13-27-9",,169.254.76.1,1,22,-,7.844859,F2:5B:9A:24:1F:F2,d39ccb40-e0a3-48e3-ae83-51bfcb6d03c1,2021-02-03 21:31:13,30,3,59,55,22,2021-02-03 21:31:57,d5ddc141-7cbc-40e8-a333-3f18d270ddbe,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-65,",02-03-13-02-38,02-03-13-06-27,02-03-13-07-13,02-03-13-10-49,02-03-13-14-54,02-03-13-17-98,02-03-13-21-94,02-03-13-24-13,02-03-13-27-92",,169.254.76.1,1,65,-,7.866854,EE:07:C5:DA:FC:3B,c2c3cbf9-c01a-41a2-b857-0138daf2a847,2021-02-03 21:31:13,20,1,65,-1,-1,2021-02-03 21:31:47,db3f6214-a868-41d0-bc14-ca4520c08ee3,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-58,,,169.254.76.1,1,58,24,7.983718,82:51:14:F1:13:22,4300a3e9-f67a-4f66-920d-108bb1becb77,2021-02-03 21:31:13,30,2,72,58,-1,2021-02-03 21:32:06,3a1597c8-a832-4a57-b28c-986e0dc506b8,-,out/02-03-13-31/bit1_samples58,-,No,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-25,"02-03-13-02-54,02-03-13-06-75,02-03-13-07-6,02-03-13-10-64,02-03-13-14-42,02-03-13-17-9,02-03-13-21-70,02-03-13-24-39,02-03-13-27-27",,169.254.76.1,1,25,-,7.861115,C6:26:AD:91:61:13,20f169b9-c903-4bd8-a336-b8bc7062d73f,2021-02-03 21:31:13,30,3,90,86,25,2021-02-03 21:31:57,9d939dff-d78c-41c8-b8fe-3879ed2c8a89,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-54,"02-03-13-02-50,02-03-13-06-48,02-03-13-07-88,02-03-13-10-68,02-03-13-14-28,02-03-13-17-74,02-03-13-21-5,02-03-13-24-36,02-03-13-27-88",,169.254.76.1,1,54,-,7.793504,02:9E:06:07:2D:EE,31b70f27-806a-451f-aec9-3f20b197890b,2021-02-03 21:31:13,20,1,54,-1,-1,2021-02-03 21:31:47,4ef1ee71-f58f-491b-a2b6-184ccf6277e9,-,-,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-75,"02-03-13-24-4,02-03-13-27-6",,169.254.76.1,1,75,25,8.409673,3A:12:ED:34:34:9C,13b45fe5-b4bd-47ee-aac5-e8cfc9a0a59a,2021-02-03 21:31:13,30,2,91,75,-1,2021-02-03 21:32:06,7962e964-2093-40e6-9da4-72d15d62782b,-,out/02-03-13-31/bit1_samples75,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-55,"02-03-13-02-74,02-03-13-06-23,02-03-13-07-7,02-03-13-10-46,02-03-13-14-74,02-03-13-17-35,02-03-13-21-79,02-03-13-24-25,02-03-13-27-54",,169.254.76.1,1,55,15,7.990083,A6:B8:0A:D8:F3:66,1cbd61b4-aca4-4dbd-869a-1265825132d9,2021-02-03 21:31:13,30,3,59,55,22,2021-02-03 21:32:06,718ce61b-a840-44d5-9952-74ce73420e81,-,out/02-03-13-31/bit1_samples55,-,Yes,DEFAULT,-,-
out/02-03-13-31/log,02-03-13-31-41,"02-03-13-21-49,02-03-13-24-14,02-03-13-27-3",,169.254.76.1,1,41,-,7.871818,E6:75:04:81:20:89,bc6bd455-cf9e-439b-a305-2f59dfb2386a,2021-02-03 21:31:13,30,3,87,69,41,2021-02-03 21:31:57,bc7ad294-7065-43b4-91ff-79b928eb3387,-,-,-,Yes,DEFAULT,-,-
