Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,Pvalue,Mean Diff
40,75,0,9,2000,12564,226211,1955,7384,6038,1.007097455179638,-5180
41,75,1,0,2000,12564,226211,1973,0,0,,-12564
42,75,1,1,2000,12564,226211,1973,0,0,,-12564
43,75,1,2,2000,12564,226211,1973,7424,6039,1.006987638936359,-5140
44,75,1,3,2000,12564,226211,1932,0,0,,-12564
45,75,1,4,2000,12564,226211,1932,7291,6141,1.007355725976716,-5273
46,75,1,5,2000,12564,226211,2000,6901,4982,1.008500771567486,-5663
47,75,1,6,2000,12564,226211,2000,0,0,,-12564
48,75,1,7,2000,12564,226211,2000,7136,5581,1.007801586359475,-5428
49,75,1,8,2000,12564,226211,2000,6998,5330,1.008207941891291,-5566
50,75,1,9,2000,12564,226211,2000,7173,5611,1.007694618035596,-5391
51,75,2,0,2000,12564,226211,1973,0,0,,-12564
52,75,2,1,2000,12564,226211,1973,0,0,,-12564
53,75,2,2,2000,12564,226211,1973,7107,5445,1.007886337691223,-5457
54,75,2,3,2000,12564,226211,2000,0,0,,-12564
55,75,2,4,2000,12564,226211,2000,7169,6574,1.007700794047231,-5395
56,75,2,5,2000,12564,226211,2000,7005,5356,1.008187009048932,-5559
57,75,2,6,2000,12564,226211,1991,0,0,,-12564
58,75,2,7,2000,12564,226211,1991,7060,7067,1.008014340691127,-5504
59,75,2,8,2000,12564,226211,1945,12663,240138,1.000000412943276,99
60,75,2,9,2000,12564,226211,1938,6819,4900,1.008750929844113,-5745
61,101,0,0,2000,7600,14794,2000,0,0,,-7600
62,101,0,1,2000,7600,14794,2000,6275,3183,1.104392645423226,-1325
63,101,0,2,2000,7600,14794,1983,0,0,,-7600
64,101,0,3,2000,7600,14794,1983,12667,15551,1.469222733133302,5067
65,101,0,4,2000,7600,14794,2000,6581,4199,1.053714530356382,-1019
66,101,0,5,2000,7600,14794,1961,0,0,,-7600
67,101,0,6,2000,7600,14794,1961,0,0,,-7600
68,101,0,7,2000,7600,14794,1961,6303,3694,1.09436518144445,-1297
69,101,0,8,2000,7600,14794,1956,17894,244589,1.011953749006473,10294
70,101,0,9,2000,7600,14794,2000,18769,263156,1.024626873405738,11169
71,101,1,0,2000,7600,14794,1925,0,0,,-7600
72,101,1,1,2000,7600,14794,1925,11857,229876,1.001658133509417,4257
73,101,1,2,2000,7600,14794,2000,0,0,,-7600
74,101,1,3,2000,7600,14794,2000,18613,236594,1.02970211026423,11013
75,101,1,4,2000,7600,14794,2000,6655,4679,1.043512804761034,-945
76,101,1,5,2000,7600,14794,1968,0,0,,-7600
77,101,1,6,2000,7600,14794,1968,0,0,,-7600
78,101,1,7,2000,7600,14794,1968,6793,4924,1.030204336508034,-807
79,101,1,8,2000,7600,14794,1999,17744,239639,1.023913126594867,10144
80,101,1,9,2000,7600,14794,2000,12267,8166,2.937029652946391,4667
81,101,2,0,2000,7600,14794,1951,0,0,,-7600
82,101,2,1,2000,7600,14794,1951,6009,2307,1.16920850279065,-1591
83,101,2,2,2000,7600,14794,2000,0,0,,-7600
84,101,2,3,2000,7600,14794,2000,14397,76182,1.106300204495495,6797
85,101,2,4,2000,7600,14794,2000,6465,3134,1.07484433452079,-1135
86,101,2,5,2000,7600,14794,1886,0,0,,-7600
87,101,2,6,2000,7600,14794,1886,0,0,,-7600
88,101,2,7,2000,7600,14794,1886,6801,4404,1.03101410419112,-799
89,101,2,8,2000,7600,14794,2000,12241,16724,1.419002669959391,4641
90,101,2,9,2000,7600,14794,1965,12983,24313,1.218799870255937,5383
91,102,0,0,1917,7597,6352,1981,12987,68616,1.060441670580008,5390
92,102,0,1,1917,7597,6352,1977,0,0,,-7597
93,102,0,2,1917,7597,6352,1977,0,0,,-7597
94,102,0,3,1917,7597,6352,1977,11803,14112,1.846653462785881,4206
95,102,0,4,1917,7597,6352,2000,19736,182904,1.06281903362903,12139
96,102,0,5,1917,7597,6352,2000,0,0,,-7597
97,102,0,6,1917,7597,6352,2000,0,0,,-7597
98,102,0,7,1917,7597,6352,2000,16178,195426,1.02657146369206,8581
99,102,0,8,1917,7597,6352,1959,14676,103006,1.033725429241825,7079
100,102,0,9,1917,7597,6352,2000,18871,238133,1.031058682890852,11274
101,102,1,0,1917,7597,6352,2000,11387,7380,4.376908710441533,3790
102,102,1,1,1917,7597,6352,1975,0,0,,-7597
103,102,1,2,1917,7597,6352,1975,0,0,,-7597
104,102,1,3,1917,7597,6352,1975,14097,74858,1.068175704490252,6500
105,102,1,4,1917,7597,6352,1954,31040,636369,1.00901273085858,23443
106,102,1,5,1917,7597,6352,2000,0,0,,-7597
107,102,1,6,1917,7597,6352,2000,0,0,,-7597
108,102,1,7,1917,7597,6352,2000,27963,342629,1.049911184149459,20366
109,102,1,8,1917,7597,6352,2000,23204,341256,1.028957015677645,15607
110,102,1,9,1917,7597,6352,1991,12879,13597,16.587737687009078,5282
111,102,2,0,1917,7597,6352,2000,12517,31319,1.414848428261786,4920
112,102,2,1,1917,7597,6352,1944,0,0,,-7597
113,102,2,2,1917,7597,6352,1944,0,0,,-7597
114,102,2,3,1917,7597,6352,1944,26469,270473,1.029476100864634,18872
115,102,2,4,1917,7597,6352,1928,19079,88505,1.09078816484414,11482
116,102,2,5,1917,7597,6352,2000,0,0,,-7597
117,102,2,6,1917,7597,6352,2000,0,0,,-7597
118,102,2,7,1917,7597,6352,2000,40992,972157,1.016148800956506,33395
119,102,2,8,1917,7597,6352,1961,12025,10787,2.105813805788337,4428
120,102,2,9,1917,7597,6352,1983,30667,534191,1.018599173697113,23070
121,103,0,0,2000,12404,228422,2000,0,0,,-12404
122,103,0,1,2000,12404,228422,2000,0,0,,-12404
123,103,0,2,2000,12404,228422,2000,0,0,,-12404
124,103,0,3,2000,12404,228422,2000,22531,341655,1.004708531836705,10127
125,103,0,4,2000,12404,228422,1893,24888,101225,1.023690249371307,12484
126,103,0,5,2000,12404,228422,1980,0,0,,-12404
127,103,0,6,2000,12404,228422,1980,0,0,,-12404
128,103,0,7,2000,12404,228422,1980,47710,345467,1.043861283820349,35306
129,103,0,8,2000,12404,228422,2000,25107,274679,1.008876433007194,12703
130,103,0,9,2000,12404,228422,2000,40491,50666,1.214696460150376,28087
131,103,1,0,2000,12404,228422,1980,0,0,,-12404
132,103,1,1,2000,12404,228422,1980,0,0,,-12404
133,103,1,2,2000,12404,228422,1980,0,0,,-12404
134,103,1,3,2000,12404,228422,1980,17903,243053,1.001520432244547,5499
135,103,1,4,2000,12404,228422,1923,19652,99260,1.008097468282591,7248
136,103,1,5,2000,12404,228422,1931,0,0,,-12404
137,103,1,6,2000,12404,228422,1931,0,0,,-12404
138,103,1,7,2000,12404,228422,1931,66793,727590,1.023000630234175,54389
139,103,1,8,2000,12404,228422,2000,16085,28932,1.003346796607699,3681
140,103,1,9,2000,12404,228422,1922,48362,480244,1.016953740548638,35958
141,103,2,0,2000,12404,228422,1976,0,0,,-12404
142,103,2,1,2000,12404,228422,1976,0,0,,-12404
143,103,2,2,2000,12404,228422,1976,0,0,,-12404
144,103,2,3,2000,12404,228422,1976,15224,39908,1.001878513876656,2820
145,103,2,4,2000,12404,228422,1922,24421,276667,1.004308012429681,12017
146,103,2,5,2000,12404,228422,1957,0,0,,-12404
147,103,2,6,2000,12404,228422,1957,0,0,,-12404
148,103,2,7,2000,12404,228422,1957,61567,729225,1.02455762924248,49163
149,103,2,8,2000,12404,228422,1968,17044,25287,1.005384588808887,4640
150,103,2,9,2000,12404,228422,1940,40410,68538,1.184443045660905,28006
151,104,0,0,2000,7426,6079,2000,24862,323346,1.040717436899756,17436
152,104,0,1,2000,7426,6079,2000,17885,38310,14.779702674285087,10459
153,104,0,2,2000,7426,6079,1956,18245,50956,1.411685368067693,10819
154,104,0,3,2000,7426,6079,2000,12149,9669,-2.717928882312268,4723
155,104,0,4,2000,7426,6079,1999,21711,410626,1.016202491208657,14285
156,104,0,5,2000,7426,6079,1959,23662,246671,1.031164660258103,16236
157,104,0,6,2000,7426,6079,1978,25898,162846,1.131206031348601,18472
158,104,0,7,2000,7426,6079,2000,21297,151614,1.126379679855698,13871
159,104,0,8,2000,7426,6079,1921,29686,387272,1.015799979153685,22260
160,104,0,9,2000,7426,6079,2000,19392,42174,-50.28505886852718,11966
161,104,1,0,2000,7426,6079,2000,22395,38028,-1.068290005175378,14969
162,104,1,1,2000,7426,6079,1988,16436,16674,-0.838889434665694,9010
163,104,1,2,2000,7426,6079,2000,32997,731815,1.016716799687502,25571
164,104,1,3,2000,7426,6079,1927,18733,247318,1.010491168773914,11307
165,104,1,4,2000,7426,6079,2000,12203,9322,-2.260262545488372,4777
166,104,1,5,2000,7426,6079,1992,0,0,,-7426
167,104,1,6,2000,7426,6079,1992,0,0,,-7426
168,104,1,7,2000,7426,6079,1992,13125,54103,1.139650412318217,5699
169,104,1,8,2000,7426,6079,2000,18260,67004,1.523482171070056,10834
170,104,1,9,2000,7426,6079,1976,24862,215303,1.060973543238809,17436
171,104,2,0,2000,7426,6079,2000,25290,307239,1.047649648561658,17864
172,104,2,1,2000,7426,6079,2000,21357,261284,1.039747627025906,13931
173,104,2,2,2000,7426,6079,1912,13891,49213,1.077653034811317,6465
174,104,2,3,2000,7426,6079,1946,13122,43111,1.110217682290168,5696
175,104,2,4,2000,7426,6079,2000,12512,11545,-2.850341944167434,5086
176,104,2,5,2000,7426,6079,1967,18457,49101,1.59650144023692,11031
177,104,2,6,2000,7426,6079,1987,21713,225315,1.04387247430621,14287
178,104,2,7,2000,7426,6079,1920,32104,620900,1.007429352766077,24678
179,104,2,8,2000,7426,6079,1990,16986,51429,1.578150985658892,9560
180,104,2,9,2000,7426,6079,2000,16021,8881,-0.259245510488048,8595
181,105,0,0,2000,7303,5999,2000,0,0,,-7303
182,105,0,1,2000,7303,5999,2000,7398,9699,1.000560717292106,95
183,105,0,2,2000,7303,5999,1974,6715,4382,1.043863845876262,-588
184,105,0,3,2000,7303,5999,1984,0,0,,-7303
185,105,0,4,2000,7303,5999,1984,6946,6610,1.009261715377866,-357
186,105,0,5,2000,7303,5999,2000,0,0,,-7303
187,105,0,6,2000,7303,5999,2000,0,0,,-7303
188,105,0,7,2000,7303,5999,2000,23368,334213,1.032089393278543,16065
189,105,0,8,2000,7303,5999,1922,28928,430071,1.012157970147483,21625
190,105,0,9,2000,7303,5999,2000,18834,294585,1.021045955651534,11531
191,105,1,0,2000,7303,5999,1990,17419,259404,1.017061109132254,10116
192,105,1,1,2000,7303,5999,1938,6985,6188,1.006231862805906,-318
193,105,1,2,2000,7303,5999,2000,12873,14859,-4.255971421253635,5570
194,105,1,3,2000,7303,5999,1990,11354,5525,-1.836282886367938,4051
195,105,1,4,2000,7303,5999,2000,6896,5267,1.018118263083682,-407
196,105,1,5,2000,7303,5999,1984,22135,40544,-3.999219433259506,14832
197,105,1,6,2000,7303,5999,1997,21977,381366,1.019062261460908,14674
198,105,1,7,2000,7303,5999,2000,11992,16119,4.69666537955388,4689
199,105,1,8,2000,7303,5999,1959,11518,10267,2.501460641142691,4215
200,105,1,9,2000,7303,5999,2000,12477,7966,-1.051756664431693,5174
201,105,2,0,2000,7303,5999,1970,0,0,,-7303
202,105,2,1,2000,7303,5999,1970,6495,4689,1.07625267590634,-808
203,105,2,2,2000,7303,5999,1942,12687,64440,1.040877583873842,5384
204,105,2,3,2000,7303,5999,1994,0,0,,-7303
205,105,2,4,2000,7303,5999,1994,11102,8242,14.666768302844726,3799
206,105,2,5,2000,7303,5999,2000,0,0,,-7303
207,105,2,6,2000,7303,5999,2000,0,0,,-7303
208,105,2,7,2000,7303,5999,2000,13041,38297,1.391447353195611,5738
209,105,2,8,2000,7303,5999,2000,24404,596414,1.011194407245658,17101
210,105,2,9,2000,7303,5999,1998,13194,30693,1.74095157900126,5891
211,106,0,0,2000,7338,6100,1988,11818,15234,2.566914573913779,4480
212,106,0,1,2000,7338,6100,1987,0,0,,-7338
213,106,0,2,2000,7338,6100,1987,19257,279165,1.019439599272737,11919
214,106,0,3,2000,7338,6100,2000,0,0,,-7338
215,106,0,4,2000,7338,6100,2000,23688,517879,1.013602418417867,16350
216,106,0,5,2000,7338,6100,1952,0,0,,-7338
217,106,0,6,2000,7338,6100,1952,0,0,,-7338
218,106,0,7,2000,7338,6100,1952,12212,33396,1.142522533730215,4874
219,106,0,8,2000,7338,6100,1951,14496,94027,1.037791546926109,7158
220,106,0,9,2000,7338,6100,2000,6838,7059,1.020147627078916,-500
221,106,1,0,2000,7338,6100,1906,16304,137155,1.017941458770277,8966
222,106,1,1,2000,7338,6100,1980,0,0,,-7338
223,106,1,2,2000,7338,6100,1980,13942,48155,1.201251401945897,6604
224,106,1,3,2000,7338,6100,2000,0,0,,-7338
225,106,1,4,2000,7338,6100,2000,15034,101279,1.083348560287532,7696
226,106,1,5,2000,7338,6100,1959,0,0,,-7338
227,106,1,6,2000,7338,6100,1959,0,0,,-7338
228,106,1,7,2000,7338,6100,1959,12101,32464,1.157611360858922,4763
229,106,1,8,2000,7338,6100,1989,12658,36210,1.274972430305634,5320
230,106,1,9,2000,7338,6100,2000,6603,11163,1.029909928247223,-735
231,106,2,0,2000,7338,6100,1952,11636,8606,3.608650770266712,4298
232,106,2,1,2000,7338,6100,2000,0,0,,-7338
233,106,2,2,2000,7338,6100,2000,12734,66415,1.094935057526847,5396
234,106,2,3,2000,7338,6100,2000,0,0,,-7338
235,106,2,4,2000,7338,6100,2000,7030,5271,1.010136816032756,-308
236,106,2,5,2000,7338,6100,1863,0,0,,-7338
237,106,2,6,2000,7338,6100,1863,0,0,,-7338
238,106,2,7,2000,7338,6100,1863,11485,12730,1.27286181824683,4147
239,106,2,8,2000,7338,6100,2000,11520,18035,2.128300585320338,4182
240,106,2,9,2000,7338,6100,1952,7071,6166,1.004644440348216,-267
241,107,0,0,1962,7612,13582,2000,0,0,,-7612
242,107,0,1,1962,7612,13582,2000,0,0,,-7612
243,107,0,2,1962,7612,13582,2000,12644,26226,1.333315666376472,5032
244,107,0,3,1962,7612,13582,2000,0,0,,-7612
245,107,0,4,1962,7612,13582,2000,32646,195057,1.279768833895966,25034
246,107,0,5,1962,7612,13582,2000,0,0,,-7612
247,107,0,6,1962,7612,13582,2000,0,0,,-7612
248,107,0,7,1962,7612,13582,2000,39073,235537,1.312140010746746,31461
249,107,0,8,1962,7612,13582,1951,48205,490505,1.045441706773792,40593
250,107,0,9,1962,7612,13582,1990,37134,458671,1.047831094691346,29522
251,107,1,0,1962,7612,13582,1978,23367,31131,-2.43952156755667,15755
252,107,1,1,1962,7612,13582,1966,42055,231922,1.200094177538091,34443
253,107,1,2,1962,7612,13582,1933,30777,494209,1.011683245261384,23165
254,107,1,3,1962,7612,13582,1971,11893,15193,1.211223660354654,4281
255,107,1,4,1962,7612,13582,2000,16228,10427,-5.13182816564959,8616
256,107,1,5,1962,7612,13582,1923,0,0,,-7612
257,107,1,6,1962,7612,13582,1923,0,0,,-7612
258,107,1,7,1962,7612,13582,1923,32339,66967,2.393691829669099,24727
259,107,1,8,1962,7612,13582,1969,85277,1894602,1.013540044377108,77665
260,107,1,9,1962,7612,13582,2000,28782,150900,1.348889286526954,21170
261,107,2,0,1962,7612,13582,1986,28839,36106,-0.705845034623308,21227
262,107,2,1,1962,7612,13582,1954,63531,884052,1.027035003380276,55919
263,107,2,2,1962,7612,13582,2000,16464,33956,2.440568629864821,8852
264,107,2,3,1962,7612,13582,1950,13488,24132,1.223533184673773,5876
265,107,2,4,1962,7612,13582,2000,38987,409330,1.085622569929461,31375
266,107,2,5,1962,7612,13582,2000,22835,85090,1.664833270214497,15223
267,107,2,6,1962,7612,13582,2000,23256,54857,11.798236284172045,15644
268,107,2,7,1962,7612,13582,1878,32452,85724,1.357237841987547,24840
269,107,2,8,1962,7612,13582,2000,26553,53849,-2.608555104764737,18941
270,107,2,9,1962,7612,13582,2000,39908,614918,1.038528662797646,32296
271,109,0,0,1965,7380,6149,1992,0,0,,-7380
272,109,0,1,1965,7380,6149,1992,15490,90950,1.09877340050762,8110
273,109,0,2,1965,7380,6149,1963,0,0,,-7380
274,109,0,3,1965,7380,6149,1963,0,0,,-7380
275,109,0,4,1965,7380,6149,1963,38121,546054,1.023829102206592,30741
276,109,0,5,1965,7380,6149,1892,0,0,,-7380
277,109,0,6,1965,7380,6149,1892,0,0,,-7380
278,109,0,7,1965,7380,6149,1892,34523,341871,1.023987282528165,27143
279,109,0,8,1965,7380,6149,2000,13519,64214,1.136013028196087,6139
280,109,0,9,1965,7380,6149,1934,7261,5834,1.000643804323027,-119
281,109,1,0,1965,7380,6149,1982,26667,594326,1.01024961081205,19287
282,109,1,1,1965,7380,6149,2000,13017,45523,1.242967899825385,5637
283,109,1,2,1965,7380,6149,1975,18590,246833,1.018140998339254,11210
284,109,1,3,1965,7380,6149,2000,24417,54610,-3.822708410554975,17037
285,109,1,4,1965,7380,6149,2000,24635,42308,-0.907079780557638,17255
286,109,1,5,1965,7380,6149,1995,0,0,,-7380
287,109,1,6,1965,7380,6149,1995,0,0,,-7380
288,109,1,7,1965,7380,6149,1995,28665,177783,1.209856196978301,21285
289,109,1,8,1965,7380,6149,1959,23816,386377,1.012798291201509,16436
290,109,1,9,1965,7380,6149,1900,6517,4239,1.053308773697514,-863
291,109,2,0,1965,7380,6149,1943,42533,973783,1.007653478270064,35153
292,109,2,1,1965,7380,6149,1916,12462,25860,1.175055166906194,5082
293,109,2,2,1965,7380,6149,1986,28104,570060,1.013791852640423,20724
294,109,2,3,1965,7380,6149,1947,24950,130670,1.122694090644529,17570
295,109,2,4,1965,7380,6149,1943,25112,87566,1.308153590866697,17732
296,109,2,5,1965,7380,6149,1891,24237,131221,1.06444456980296,16857
297,109,2,6,1965,7380,6149,1992,13268,24975,2.146354341740325,5888
298,109,2,7,1965,7380,6149,2000,25305,55164,-2.705308031639393,17925
299,109,2,8,1965,7380,6149,2000,13302,48998,1.230942162429788,5922
300,109,2,9,1965,7380,6149,1955,11865,227723,1.002584934508384,4485
301,110,0,0,1955,17565,328469,1962,6125,2996,1.00814404353091,-11440
302,110,0,1,1955,17565,328469,2000,0,0,,-17565
303,110,0,2,1955,17565,328469,2000,0,0,,-17565
304,110,0,3,1955,17565,328469,2000,0,0,,-17565
305,110,0,4,1955,17565,328469,2000,14540,108245,1.00042690128371,-3025
306,110,0,5,1955,17565,328469,2000,0,0,,-17565
307,110,0,6,1955,17565,328469,2000,0,0,,-17565
308,110,0,7,1955,17565,328469,2000,10868,7542,1.002772460487485,-6697
309,110,0,8,1955,17565,328469,1934,13915,69723,1.000721386577164,-3650
310,110,0,9,1955,17565,328469,1944,12168,229147,1.000660664171399,-5397
311,110,1,0,1955,17565,328469,2000,11609,225237,1.000999381041552,-5956
312,110,1,1,1955,17565,328469,2000,0,0,,-17565
313,110,1,2,1955,17565,328469,2000,0,0,,-17565
314,110,1,3,1955,17565,328469,2000,0,0,,-17565
315,110,1,4,1955,17565,328469,2000,36504,514584,1.007027973504373,18939
316,110,1,5,1955,17565,328469,2000,0,0,,-17565
317,110,1,6,1955,17565,328469,2000,0,0,,-17565
318,110,1,7,1955,17565,328469,2000,13052,74616,1.001091541848415,-4513
319,110,1,8,1955,17565,328469,2000,10851,7407,1.002786745728531,-6714
320,110,1,9,1955,17565,328469,2000,6683,4544,1.00736092269021,-10882
321,110,2,0,1955,17565,328469,1902,6103,2626,1.008176078110652,-11462
322,110,2,1,1955,17565,328469,1995,0,0,,-17565
323,110,2,2,1955,17565,328469,1995,0,0,,-17565
324,110,2,3,1955,17565,328469,1995,0,0,,-17565
325,110,2,4,1955,17565,328469,1995,16202,237542,1.000048708516493,-1363
326,110,2,5,1955,17565,328469,2000,0,0,,-17565
327,110,2,6,1955,17565,328469,2000,0,0,,-17565
328,110,2,7,1955,17565,328469,2000,16852,234613,1.00001390785079,-713
329,110,2,8,1955,17565,328469,1952,11062,7590,1.002613593703486,-6503
330,110,2,9,1955,17565,328469,2000,6782,5040,1.007225695813885,-10783
331,111,0,0,1971,6717,5241,1991,24445,341009,1.031341387455773,17728
332,111,0,1,1971,6717,5241,2000,12881,13062,-1.068021840450651,6164
333,111,0,2,1971,6717,5241,2000,13068,41668,1.425225993826606,6351
334,111,0,3,1971,6717,5241,2000,18573,39722,-7.206423207767579,11856
335,111,0,4,1971,6717,5241,2000,19257,68749,1.78669281846821,12540
336,111,0,5,1971,6717,5241,1971,24121,336230,1.022373357787667,17404
337,111,0,6,1971,6717,5241,1964,23945,345453,1.018842984177468,17228
338,111,0,7,1971,6717,5241,2000,19766,13169,-0.131736394585565,13049
339,111,0,8,1971,6717,5241,1951,26105,41244,-2.934670115838222,19388
340,111,0,9,1971,6717,5241,2000,32882,264311,1.151858992829272,26165
341,111,1,0,1971,6717,5241,1924,40477,706864,1.011162536850095,33760
342,111,1,1,1971,6717,5241,1985,14236,83212,1.088946135383326,7519
343,111,1,2,1971,6717,5241,1937,12771,10054,-12.680922961701354,6054
344,111,1,3,1971,6717,5241,1897,17550,32632,1.655803949241248,10833
345,111,1,4,1971,6717,5241,1893,17309,95575,1.047814787822043,10592
346,111,1,5,1971,6717,5241,1980,15100,80731,1.11036681189051,8383
347,111,1,6,1971,6717,5241,2000,11850,40247,1.262927954370363,5133
348,111,1,7,1971,6717,5241,2000,19981,37510,-1.699725576792259,13264
349,111,1,8,1971,6717,5241,1923,26332,31048,-1.306332703608212,19615
350,111,1,9,1971,6717,5241,1970,25271,16526,-0.149232739741764,18554
351,111,2,0,1971,6717,5241,1949,0,0,,-6717
352,111,2,1,1971,6717,5241,1949,0,0,,-6717
353,111,2,2,1971,6717,5241,1949,0,0,,-6717
354,111,2,3,1971,6717,5241,1949,0,0,,-6717
355,111,2,4,1971,6717,5241,1949,19104,72722,1.216126469209269,12387
356,111,2,5,1971,6717,5241,1885,0,0,,-6717
357,111,2,6,1971,6717,5241,1885,0,0,,-6717
358,111,2,7,1971,6717,5241,1885,19524,46460,1.349505044454782,12807
359,111,2,8,1971,6717,5241,1953,27977,103340,1.376181991158659,21260
360,111,2,9,1971,6717,5241,1977,29877,270598,1.069790520537974,23160
361,112,0,0,1915,7201,5942,2000,22843,35292,-0.701795421940438,15642
362,112,0,1,1915,7201,5942,1963,12324,45542,1.096821111537321,5123
363,112,0,2,1915,7201,5942,1950,45314,683605,1.019936502857898,38113
364,112,0,3,1915,7201,5942,2000,12353,19993,3.209240810289597,5152
365,112,0,4,1915,7201,5942,2000,0,0,,-7201
366,112,0,5,1915,7201,5942,2000,0,0,,-7201
367,112,0,6,1915,7201,5942,2000,0,0,,-7201
368,112,0,7,1915,7201,5942,2000,27771,229593,1.120940334469656,20570
369,112,0,8,1915,7201,5942,1941,32575,328881,1.035138710350986,25374
370,112,0,9,1915,7201,5942,2000,34923,468636,1.049438599933767,27722
371,112,1,0,1915,7201,5942,1973,51875,550976,1.058486806548858,44674
372,112,1,1,1915,7201,5942,2000,16134,98172,1.123914399885343,8933
373,112,1,2,1915,7201,5942,1980,26332,117856,1.32285945103699,19131
374,112,1,3,1915,7201,5942,1938,27666,446687,1.011749926001636,20465
375,112,1,4,1915,7201,5942,2000,21875,280764,1.038142712883875,14674
376,112,1,5,1915,7201,5942,1952,32424,551607,1.013631050217559,25223
377,112,1,6,1915,7201,5942,1986,13058,49495,1.159995523219019,5857
378,112,1,7,1915,7201,5942,2000,23444,42423,-1.165169201910464,16243
379,112,1,8,1915,7201,5942,1950,33265,164923,1.185496463097979,26064
380,112,1,9,1915,7201,5942,2000,52719,642594,1.072461823796581,45518
381,112,2,0,1915,7201,5942,2000,29160,299182,1.078133779452878,21959
382,112,2,1,1915,7201,5942,1948,13018,50839,1.083753082834281,5817
383,112,2,2,1915,7201,5942,1921,20640,24017,-4.200972866148036,13439
384,112,2,3,1915,7201,5942,1999,12150,12517,-8.712432609037165,4949
385,112,2,4,1915,7201,5942,2000,0,0,,-7201
386,112,2,5,1915,7201,5942,2000,0,0,,-7201
387,112,2,6,1915,7201,5942,2000,0,0,,-7201
388,112,2,7,1915,7201,5942,2000,34358,298484,1.125316008406994,27157
389,112,2,8,1915,7201,5942,1986,25752,61307,11.880048531858312,18551
390,112,2,9,1915,7201,5942,1974,39389,561842,1.028791906915125,32188
391,113,0,0,1993,7016,9606,2000,0,0,,-7016
392,113,0,1,1993,7016,9606,2000,6688,5159,1.007036948635787,-328
393,113,0,2,1993,7016,9606,2000,6506,4943,1.017930784448305,-510
394,113,0,3,1993,7016,9606,1962,6420,10396,1.008172684066905,-596
395,113,0,4,1993,7016,9606,1939,0,0,,-7016
396,113,0,5,1993,7016,9606,1939,0,0,,-7016
397,113,0,6,1993,7016,9606,1939,0,0,,-7016
398,113,0,7,1993,7016,9606,1939,6910,6139,1.000540418861547,-106
399,113,0,8,1993,7016,9606,1918,12272,230770,1.002373842710085,5256
400,113,0,9,1993,7016,9606,1997,12080,225346,1.006390993944837,5064
401,113,1,0,1993,7016,9606,2000,0,0,,-7016
