Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,7,3,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1110111111111110111111111110111111111110111111101111111111101111111011111111111011111111111011111111111011111110111111111110111111111111111111111110111111111110111111111011101000110110011111101111111001111110111111111110111111111110111111101111111111111111111111111110111111111111111111111110111111111110111111111110111111111110111111111110111110111111111111111111111011011110111111111111111111111111111111111111111111111111111111101111111011110111111111101111111011101111111111100111111011111111111011110111111011101111111111111111111111101111111011111110111111111111111111101111111111101111111011111111111011111111111011111110111011111111111011111110111111111101111111111111111111111011111011111111111011111111111011111111111011111101111111111111111111111111111111111111111011111110111111111110101110101101111011101111111111101111111111100111111111101111111111101111111111101111111111101111111011111111111001111111111011111110111111101111111011110111111111111110111111101111111111101111111011111111,,,3,315,99,9.9,1000,99,9,0,0,-
2,62,29,200,1000,1000100110100000000101000101000001100010000000000001000100001000000011100000100010010010000000100010010100110000000000010010111000100010110000101000100011000011100001000001101011110011000011000010010001001010100110101001010001100010010110010000001000000000000100001001000101010100000011001100011100100000000000001010100001100001000100000111000000100000111000010000011101100011000100000010000000010101000000000000000000101100000110001100010000001100010000010000011010010100001001101010101010010001000000100100101010001000100001110001100111010001110100000001000101000011101110000000100000000000000000001000001001101100000010101010000000010100000000101010000111000101000001001100010110001000101110001000000010110000000000000000100001101100100000011010001011000011101100000001000000011111000100001010011010000001010100011100010110000000000110011000011000000001101011000101010111100011010110000010100110100010110000011000000011011101001101100000000010001001100101010000100010001000101110010101011000110000,1100100111100000010101000001010000100110000001000101000101001000010011100000110011010010010001100010010100110100010000010110101001100010110000101100100011000111100001000001101011110011000011000010010000001110110110101001010000100010000111010100001001000100000100001001010101010000010011001000011101100000010000000110100001100001010101000111010001100000111000010100011101100011010100000110010000010101010000000000000001101100000111001100010001001100010001010000011010010100011000101110101011010101000001100100111010001000110000110001110110010101110100000101010100000111101110000100110000000100010000001100001001101100010011100010000001010100000001101010010111000001010001001100010111001000111110001100010010110100000001000100100001101100110001011010011010000011101101000001010001011111010100001110011011000001010101011100010101000000010111011000011000000101111010000101010111100011010110000110100111100110100001011000010011011001011101100000010010001101110100010000110010001100101111010101001001110000,,,0,102,123,12.3,313,22,7,687,101,14
3,73,20,200,1000,0010010000011001000001000000010000000000000011010001000000100000010000000100001000000000000000010000010000000000010010000001000000010000010000100000100101000000001000001111000010000100101000000000000000010011000000100100010000000000000001000000000001000111100000010000000000000100001000010110001000000000110100000000001001000001001000001000100000010000000000101100100000110000100000100011010001001001001100010100000110000101010011000000000100100000110000000100010110000110010000010001010110000000100100111001010000100100001000000001000000110010000000100101000000000000000000001010010100001000100001101000011001000000011100000000000110000000110000001000000000000000000000001000010000100001000111110001001000010000001000000000000000000010000010100101100000010001000000110000100000000000000010000000000000000000011010010100001000000101001010000001001101000101001000000000000000000010001001000000001100000001001000000001110000010001010100010000000000000001110010001000001100110001100101000000000000000010,0010010100011000000101000001010100000000000001010001000000110001010000010101001000010000000100010000010100010000010110010000000100000001010100100001100101000001001100001111000110000101101000010001000000010011000000110101010000000001000000010000000101010110000100010000000100000101001100000111001100000001110100000001001101000001001000011001100000010001000000111101100000110000000000100011010101011001001100000101000110000101010011010001000000100000010100010100010110000111010000010001010110000000100100111001010000110100001100010000000100110010000100110100000100010000000100011010010100001001100001111000011101010000011100000001000100000001110100001001000100000001000000011001010000110001000011110001000000010000001100010000000100010010000110110100000100010001000100110001100100000001000010010001000000010001011010010100001100000101001110000001001101000101001000010001000000010011001001010001001000010001001000010001110100010001010100010001000100000001110110001001001000110000000101010000000100010010,,,0,56,131,13.1,213,23,10,787,108,13
4,59,28,200,1000,0101111000111111111110111101000011101001111111011101101111111110000011111111100111111100110001010000111101101111011111111101101101111011101000111001011111111001110111001111011101101111001111110111110111111111011111110101111111110111111011101010001011101010111111011111101110110110010111111110011110011101101110111101111001010110111101111110101111101101111011111101010111111000110100101110011111111101011111111101110111011111011111101111111001111111110101111110000111010100101110101110101111111110011011011111011110110111001110001101110101101000101111011111101101111100111101011011110001101011110110110110111111111111001101011010011011011100111101111011111011011010111011010100111110001101011111101001101101110101001111110111101111110100111011110111111110001111110101111111111111111011011111011010011111100111110011110111010110111010111110101101011111111111101111111111111101111101011111111110111110111011000110011011101111111011011111100101101101011110111001011111111101111111110011011101101011110110,0111111000111111111110111100001011101011111111111100101111011110000011111111101111011100111001110000111001101110011011111100101101111011101000101000011011011001111111101100011101101110001111110111110111111101001111110110110111110100111011001000001011001010111111011111100010110110010111111100011110001111101110011101111001100100111001001110101001101111111011101111011011111000111100101100011111011101011111101111110111111100011111001110110001111111110001111110000111000110101110101110101111111110011011011111011010000111001010101101110001101000101111001111100101111100111000011011111001101011110110110110111111111111001101111010011011011110100001111011110011111010111011110100111110101111011111001011101101110110001111110111101011000100110011110100111010001111111101111111111111111001011111001010011011100110110011110111011110101010110010101100011111011111101011001111110001111100011111111110111100111011001110001010100011111011010011100101101101011110111001111111111101111100111011001111100100101010,,,14,198,137,13.7,724,100,13,276,37,13
5,83,24,200,1000,0000000000000001000000000010000000000000000000000000000000000000000000001000000000000010000010000001100100000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000110000000000000000000000110000000001000100000101000010000000010000000000000000001001100000100000000000000100000000000000000000000001001000000000000100010010010000010000000000001000000000000010000000000000000000100000000100000000000000000000010000000100000100000100000000000000000000000000000000010000000101000000000000000000000000000000000000010001000000010101000000000000000000000000000000000000001000000010000010000010000000000000001000000100000000000000001000000000001000001000100000010000000000000000000000110000000000110000000100000000010100001110000000000001000000000000000000100001000000100000001001010000001000010001000000000000000010000000000000000000000000000000010000001000000010000000011000000000000000000000001000000000000000000000000000000100000000000000000000000100000000000100000000100,0010001000000011000000100010000000100010000000100000001000100000001000001000001000100110000010000011100100000010001000000010011000000110000000100010000000100010000000100010000000100010000000100010000110100000001000100000001110000010001000100010101000000010000010100010000000100000001100100100001000000010101000000010001000000010001001000010000000100010010010100010000000100011000000100000011000100000001000100100001000100000001000100000001010000010101000100010101000000010000000100010000000100010000000101010000000100000001000100000001000100011001000100010101000000010001000000000001000000010001001000010011000010010010100000010001001000010101000000010001001000010000001100011000000100010000000100010000000100110000000100110000000100000001010100000111000000010001000000010001000000110000000100010000001101010000001100010001000100000001000110000001000000010001000000010001010000011001000010010000011100010000000100010000001100010000000100010000000100000101000100001000000100000101000100000101000100100,,,3,11,142,14.2,90,6,6,910,136,14
6,71,41,200,1000,0000010000000001101001000000000101101000110000000000000001000100000000001000100000000110001100000000000000000000000100010010110000100010100000000000000001011101010000000000000000000000000100010000011100010000001000001000000000000000011000100110001001000000000000000000000110000000000000000011001000000100000010010000110100000000000010000000001010110000010000100000100100100110000000000110010001010010110000011000100000001011000010010000000000001000000100100000101100000100011010000000010000000000000100000010000000000100011101010010010010000000000100000000000000011000000000000000110000001000010010101010101110000000000000001001100100000111000000000010000000000000000001000010000000100011010010000011010000000010111000100000010000100000000010000000000000000000000000100000001000110100100001000000010000000100001000010000000010010001100001010000010001000000100001000000001000010000000011100110011000000001001000100000111000100000100001010000100000000000000100101000101010010010000001001000100000100001,0000011000100001101001100000001101101010101000000010001001000110001000001010101000000110001100000010001000000010001100010010111000100010101000000010001001000111011000000010001000000010001100000000011100000000001000001010000000000010011000000110001001000010000000100010000010100000001000100000001000100100001010110000111100100000001010100000001010110000011000100000101000100100001000100100011001100000101000111000001000101000001010100000001000101000001100000010101000000110011010000010011000000010001100000010001000000110011101110010010010100000001100100000001000101000001000100000111000101000011010101010101110000010001000001011100000100100001000000000001000100000001001100000001000100000011010000010000000100010111000100010010000100000001010100000000000100000001000100000001000100100101001100000011000100100001000110000001010110000101001110000011000100000101001100000001000110000001011100100011000100001001000100010111000000010101001010010100000000010001100101010101010110010000001101010100000100011,,,0,50,155,15.5,204,36,17,796,119,14
7,78,16,200,1000,0100010000000001000001011001000000100000000100011100000000011001100100100101010000111000001011000000010111000100010110101000000000000000000110010101001000000010000001100000010011000100001000010000000101001010010000000010000110001110001010000000001010101111010000001000000000001110010000110001000100010000100000001000100100011000101110000000101000100000001110100000100000110001100000000000010101000000000110110110000000010001001100001010000000010101010000110100001000100100000010010001010110000000000110010100000010000001000110100101001101001000101111000000110000110010000101001011000000010000000011111010000001000000011110001010000001000010100001010100010000001100100100000000000001100000010010101000000010001000101010001111000001010100000101000001000000100010101000000000100110101000000000000000000000010111001000101000000110010010100101000001000000000000000000000110101011100000001001001010100010000001001011000010011100011010000011000000010011001000100001010000000000001010000000000010101000000010,0100010001000001010001010001010001100000000101011100010001011001110101100101010001111000010011000000010111000000010111101000010001000000010111010001011001000010010001100000010011000100011001010000010101001010010001000010010111001100010011000000011011101101010001001000010001001100010001010001010101010000110001001000110100010100111110000100110000000100011110000100110000110101100001000100010101000100000111110100010001010001011101001000010001010101010001010100010001100100010010010101010110000100010110010000010010000101010110100101011101001100111111000100110000010110010101001111000001010000010011111010010001000000011101001000010001000000110001010000010001001000110101000000010001000000010011101000010011001000111010001111000001010100000101000101000001000100101001000100100111001100000001000100000001010101000001101100000111010100100101000101000001000100000001000100101011100100001001001100110010000101001011000110010101011110000011000100011011001100110001100000000001001110000001000100101001000010,,,3,54,159,15.9,275,36,13,725,123,16
8,77,36,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111011101111111011101111111011111110111011111110111111101111111011101111111001101111111011101011111011101011111011111110111011111110111111101111111011101111111011101101111011111110111111101110111111101110111111101110111111100111111011101111111011111110111011111110111011111110111111101110011111101110111010101110111111101111111111101111111011101111111011101111111011111110111111101110111111101110111111101111111011101111111011101110011111101111101111101110011111101111111011111111111011111110111111101111111011100111111011101111111011101111111011111110111011101010111011111110111111101111111000011110111111100111100011101001111111101101011101111110111110011110011111101110111111101010111011111110011111101011101011011110111100111110111111001111111010111000011011111110100000111011111011101101111011111110111111101010111111101110111111101111111011101111111011111110111011111110111111101111101011101111111011101011111011101111111011111110111111101101111011111110111111101111111011001111111010111110111,,,17,236,196,19.6,1000,196,19,0,0,-
9,57,44,200,1000,0101110000101000000001101100110001000000011101101001001111101011100110000110011100000101101000011010010010111110110111011001001100011100100101011100010110100011000011101011001000101100110001011111000011010110110001001101000010100111110110101001110100000111100001011001011011011101010010010010010010001111100100101100101111010010000011110100111101110111111000000000010000000000100110110000000111111101001001011111001010011110001011110010000000110001111100010110101110110011000001011110111010101111110011101000101100111011111001000100010110101010100110011110000110110111011011111001000110010001110110011001100100100001001011101000001101001111011010011110010110101010000111000000101011000110100011010001011000001000110101101101110111111101111010101010110111000001111000100100110110111100001001010111111011001010011001100100100100011110110100011011110111011001011010000110101110010010111110001101111000000010011100011101011100001100100011010110010110001101101111011010110011111101100110110011101110000011,1001110000011001000000011101100000010001000101111001001110111011100110010111000100010001101000011011010010011111100111011001001100011000100100011000010110110011000111101011001000111000110100011111000110010111100101001001000010110011100110111001100100010011100001011001011010011001010010010011000010011111100100111000101111010001000110110000111100110111100100010000010100010000100110110000000110011101000100011111000110011001001010010011000000110001101100010111100110010001000000011110100110111001110110111000101100111011100100010100000110111010100110011110000110110011001111011001000110000001100110011001100100110001001100101001000101000011011110011111000110101011000111000001101111000011100010010001011000010000100101111001100101111001111010011011100111010001101000110001100110111001001001010001111010011010000101110000100100011000110100011011110110011001001110000011101110010011101110001101100000010011011100010101000100011001100010010111000110011101101111011000110110110101100110110001001110000011,,,3,136,185,18.5,504,109,21,496,76,15
10,46,9,200,1000,0111101111111111111111111111111111111111100011011110111110111110111100111111111101111111111111110101111011111011110111101111111101100101111001111111111101011111111111010110101110111111110111111011111111111101111111111110011111111111011110111111111001110111111100101111111110101111011000011111101110011111111101101101101011101111111111110110111011111001111111011111111111111111011110001011111111001111111100101111011111010111111111110110110001100111111111111111110011111111110111101011110111111111101011111111111011101111111111111111111111111111111111111010111110101111110011100111011011111111111110111010110110011111111111111110111111111011111011111101111110111111111111110011111111011110111100101111101111001111110101010111111001111111111111101001111111111110111111011111111011101111100011111001101111111110100001111111011101011111101111111110011111110100101010110111111111111111011011011110111111110101111111111111110111111101111110111101010101011111111101111111101110101110111111111101111111110110,0111101011111011111011111110111101110110001011110110111110101110111000111110111000111110011111110011111011100011110111101110111101100111111001101111111001111110111011010110101110101111111011111010111011111110111111101110011011101110011110101111111001100110111100101110111110101111011000111110101110011110111101101101101011101110111111100110011011110001111011110111111011111111011010101010111111100111111100101111011011110111111001110110000001100111111101101111110001011111110111101010111111101111101001101111111011101110111111101111111010111111111111101010001010100111111011100110011011101111111000111010110110101110011101111110111111101010111000111111011010100111111111100011111011011110011100101011101101001111111001010111111001101111111011101011011001110110001111111111011001101111001011101001000111100010100000111111011001011111101000101110011011100100100010100110111001111111011011111110011011110111111111101110110111111101111010101100010101110111111001100111101110101010111111101101111111100110,,,1,210,160,16.0,814,137,16,186,23,12
