Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/05-21-15-01/log,7cdbe037-e699-42e4-9ab2-1a039ca16ba3,26:91:B8:CB:0E:F3,255,98,251,3,2020-05-21 22:01:22,2020-05-21 22:01:49,98,ccf40df0-aba1-44e5-8039-67bead758ec9,1,,-,-
out/05-21-15-01/log,245fdcb9-324c-4827-b37b-a71f56685b8d,06:78:07:AB:F7:18,129,225,225,3,2020-05-21 22:01:23,2020-05-21 22:01:49,18,507e33ce-6be5-4d41-bc83-8eef41c7a543,1,,-,-
out/05-21-15-01/log,9eed6541-5c07-44f9-a170-25bad46b078e,82:54:DF:27:6A:05,117,99,35,3,2020-05-21 22:01:22,2020-05-21 22:01:49,28,708d8980-226a-46ca-879f-8a9a687807fc,1,,-,-
out/05-21-15-01/log,e4a4f160-9201-415f-a911-2bf0e42e9cc1,1E:A7:D9:00:D8:78,190,190,190,3,2020-05-21 22:01:23,2020-05-21 22:01:49,190,0d462e88-6c86-402b-b718-67b09105a6a9,1,,-,-
out/05-21-15-01/log,ca82e2f6-356b-4855-9383-d95810eec7e3,2E:D8:71:D1:92:CE,78,52,78,3,2020-05-21 22:01:22,2020-05-21 22:01:49,52,bf204008-8f02-460a-af96-853f35437dc2,1,,-,-
out/05-21-15-01/log,0b0d1711-31ba-4370-a4b5-50750c2185e2,EE:82:B7:49:EF:C2,198,198,198,3,2020-05-21 22:01:23,2020-05-21 22:01:49,198,848e702d-cfe3-49d5-9ed8-dc121c710309,1,,-,-
out/05-21-15-01/log,fd1cb42d-9dd1-4721-adb0-c1a783636822,FA:E9:8B:0F:03:DB,182,182,182,3,2020-05-21 22:01:23,2020-05-21 22:01:49,182,b89b1e99-95a2-401f-b498-3c3d31c73e80,1,,-,-
out/05-21-15-01/log,91d91f54-8785-4281-aa27-f9b3dd0cf578,FA:11:50:53:7A:0D,29,184,145,3,2020-05-21 22:01:22,2020-05-21 22:01:49,24,4b6f5e3f-ffa2-402d-921f-1f24760fdf24,1,,-,-
out/05-21-15-01/log,04dc95c3-c530-494e-aefb-9bb6dd624991,2E:84:A6:9C:53:0B,164,164,164,3,2020-05-21 22:01:23,2020-05-21 22:01:49,164,8f87a52a-45ee-4d3d-923f-9cbd2aacd9d6,1,,-,-
out/05-21-15-01/log,7291dbde-498b-4bd6-8f90-a634e7d3b547,9E:C3:C9:F6:53:DC,40,40,145,3,2020-05-21 22:01:22,2020-05-21 22:01:49,40,a5140da0-37a7-488c-bda1-44bdba0f7963,1,,-,-
out/05-21-15-01/log,066c7610-fc55-431d-b6e3-6d846c4001c2,DE:8A:1D:F3:15:00,249,185,185,3,2020-05-21 22:01:23,2020-05-21 22:01:49,180,f3162846-c4d0-49f6-a6f5-329f20d99c6d,1,,-,-
out/05-21-15-01/log,d8cdc015-26a7-4f9d-b399-d471c58d0d88,F6:0C:8A:20:27:7E,102,102,102,3,2020-05-21 22:01:22,2020-05-21 22:01:49,102,bac6bb01-6f8c-405a-8b86-295f54210652,1,,-,-
out/05-21-15-01/log,e842a803-72f1-49b0-b789-8f92ba9c9f73,0E:BD:E8:FA:39:C0,180,172,188,3,2020-05-21 22:01:23,2020-05-21 22:01:49,162,081ed794-7b52-4209-aaf8-54a201aadf67,1,,-,-
out/05-21-15-01/log,ea40dd6c-4fdb-48de-887b-3ebf150b2a31,3A:CE:71:3B:F5:91,208,198,214,3,2020-05-21 22:01:23,2020-05-21 22:01:49,196,bf7bec53-a245-4847-9b92-305a9a6e63e5,1,,-,-
out/05-21-15-01/log,59d65b5d-dabb-429a-b2ef-6f6477c68329,22:09:0A:A7:A3:A0,38,102,68,3,2020-05-21 22:01:22,2020-05-21 22:01:49,16,dd8266c9-ee39-4792-a198-77ec6a1ed73f,1,,-,-
out/05-21-15-01/log,9120c8e3-393b-49cf-9929-962fc5345877,9E:EB:15:32:09:A1,231,163,163,3,2020-05-21 22:01:22,2020-05-21 22:01:49,58,fd7e1e03-ca57-48d8-9a02-d51cd5dcaffe,1,,-,-
out/05-21-15-01/log,4bf43959-bbef-489f-be3f-5a44f582de0b,7E:85:A1:AE:26:56,72,72,72,3,2020-05-21 22:01:23,2020-05-21 22:01:49,72,5ee8e751-00e1-4bdd-8c67-56b2abd46554,1,,-,-
out/05-21-15-01/log,1acf08c8-5306-4ddd-af99-49bad068c9b3,4A:0E:93:B4:4F:0F,144,144,232,3,2020-05-21 22:01:23,2020-05-21 22:01:49,140,2f61a8fb-859b-4ab7-a240-2c974d9d10f4,1,,-,-
out/05-21-15-01/log,3e5d1fd6-6988-4e5f-9fe0-6b9cd616d281,D2:CB:36:A2:56:E3,203,202,187,3,2020-05-21 22:01:23,2020-05-21 22:01:49,176,c72f8a2c-8067-4326-8531-5e753c22f8dd,1,,-,-
out/05-21-15-01/log,a7b9fed5-fada-47bb-a1fc-936302eeb5ec,36:BA:6B:68:99:F0,187,139,185,3,2020-05-21 22:01:22,2020-05-21 22:01:49,92,6d26b3d1-c38e-4e1c-8770-abaca42364d7,1,,-,-
out/05-21-15-01/log,dd7062b6-87df-472f-99ec-f06687d998e8,76:74:54:26:B8:28,142,126,138,3,2020-05-21 22:01:23,2020-05-21 22:01:49,114,993af732-0ca8-490f-879e-5e1cfff48885,1,,-,-
out/05-21-15-01/log,2ee21b39-4810-44cb-9d91-8142b0fe7b62,BE:A5:BA:1B:D4:A8,164,164,164,3,2020-05-21 22:01:22,2020-05-21 22:01:49,12,6628e5a9-dba2-40cb-89d6-62c392833877,1,,-,-
out/05-21-15-01/log,9c6adced-9587-4326-bdfd-cd0d6d230a3f,3A:DC:62:37:96:CB,186,186,186,3,2020-05-21 22:01:23,2020-05-21 22:01:49,186,9f22685f-e936-41e4-95bc-230759531e4d,1,,-,-
out/05-21-15-01/log,35ba1f48-1ff8-41d8-b341-a1bdfe750ce0,6A:CE:FA:7A:FD:3B,213,213,221,3,2020-05-21 22:01:22,2020-05-21 22:01:49,8,b3c5f294-a44f-47d8-a227-4707f032ea7f,1,,-,-
out/05-21-15-01/log,4fe24dca-8571-42f4-a7ec-fd4c535286b0,9E:EC:E9:E9:15:D0,126,126,126,3,2020-05-21 22:01:23,2020-05-21 22:01:49,126,9ee62b83-3b9c-4fe5-9106-6e5006920473,1,,-,-
out/05-21-15-01/log,b70d7b31-822c-4f48-99ad-371916862a37,EA:BF:80:6C:B7:78,75,75,36,3,2020-05-21 22:01:22,2020-05-21 22:01:49,36,fab553e1-69b3-40ac-a890-9f9ce144f75d,1,,-,-
out/05-21-15-01/log,2b8bf369-5f36-4a64-900d-30803bea61a1,32:BD:B0:6B:ED:34,230,246,232,3,2020-05-21 22:01:23,2020-05-21 22:01:49,136,33c81da8-c201-4ef1-ae70-42d8f211ab9d,1,,-,-
out/05-21-15-01/log,8fa4e22b-ead0-493b-b1c7-1c0372dd6ea4,D2:FB:31:43:0D:07,182,144,180,3,2020-05-21 22:01:22,2020-05-21 22:01:49,100,b9addd41-864a-4d24-9852-494efa1df073,1,,-,-
out/05-21-15-01/log,595962a0-16dd-49cd-b565-d39d52d66cd1,8E:DE:AB:E1:FB:2A,144,144,104,3,2020-05-21 22:01:22,2020-05-21 22:01:49,104,3d96b330-8400-4d1e-92c7-089c95ff6977,1,,-,-
out/05-21-15-01/log,8d5119b1-cf61-4ddc-948a-b0521d39fa5a,B6:C2:B8:B5:13:2E,86,246,104,3,2020-05-21 22:01:23,2020-05-21 22:01:49,80,f58142be-0ff8-45e4-a5f5-33a48ac7f6a3,1,,-,-
out/05-21-15-01/log,f2ebb3de-4525-4292-ad69-800c303ad796,2A:DA:AE:E9:43:16,124,111,61,3,2020-05-21 22:01:22,2020-05-21 22:01:49,42,3409c108-6dea-4cc5-95eb-2cb93854d8fc,1,,-,-
out/05-21-15-01/log,2403cbe9-7de8-416a-b45c-1263f7f07123,66:F4:A8:99:66:B6,157,176,156,3,2020-05-21 22:01:22,2020-05-21 22:01:49,122,9e7e6116-2668-4549-892d-2128e6c684b1,1,,-,-
out/05-21-15-01/log,50940cf0-9502-4d31-9312-b796d1a2ecb4,EE:08:AB:F8:6D:47,185,185,185,3,2020-05-21 22:01:23,2020-05-21 22:01:49,134,0068a60a-3f84-45f7-a621-183cc2f54543,1,,-,-
out/05-21-15-01/log,380290af-aec4-493a-a5a4-3309ff46a1bf,C2:4A:EF:9C:A3:64,94,95,94,3,2020-05-21 22:01:22,2020-05-21 22:01:49,6,f0514b42-4fd0-403e-b3b0-032bdca43a17,1,,-,-
out/05-21-15-01/log,950c0d9d-7f30-4f6f-9b85-db4cdd2fe688,EE:F4:C9:29:D6:D6,169,64,172,3,2020-05-21 22:01:23,2020-05-21 22:01:49,64,991e45fe-1085-4620-9908-b28faf93df5a,1,,-,-
out/05-21-15-01/log,e8dddfc7-b57b-4ab2-8ae9-787a5b15abb9,4E:A3:C4:8C:CE:A4,112,112,112,3,2020-05-21 22:01:22,2020-05-21 22:01:49,112,29600730-f4a6-4614-a121-043f3c1d11f0,1,,-,-
out/05-21-15-01/log,e54fec3a-ad29-4c46-8e44-adace99ef6f4,46:24:18:2E:15:F8,90,90,90,3,2020-05-21 22:01:22,2020-05-21 22:01:49,90,9e2cd119-1a1f-42d7-b62b-46f82f6d1f18,1,,-,-
out/05-21-15-01/log,f524fbcf-01c1-4c3f-8221-e32175b38691,2A:86:DB:7E:8A:24,221,217,209,3,2020-05-21 22:01:22,2020-05-21 22:01:49,14,f7b7f85e-4ac8-4463-a4c8-487c3d2d9e57,1,,-,-
out/05-21-15-01/log,d0172186-5bee-420c-a34c-5a876ef2743c,3E:32:76:9F:13:3F,95,87,95,3,2020-05-21 22:01:22,2020-05-21 22:01:49,74,3b286cad-a2b0-4452-a66b-2fa5de3112f4,1,,-,-
out/05-21-15-01/log,77a428cb-c51f-43b1-ba11-ab51c2fc9526,5A:E0:0D:A5:BD:3D,60,60,61,3,2020-05-21 22:01:22,2020-05-21 22:01:49,60,0dc92a7c-5ce9-4ac5-8e5d-557788dc22fc,1,,-,-
out/05-21-15-01/log,3bc12d09-c3d3-4dcf-a238-3cb05dd117b3,0E:1B:E8:F8:2B:EA,150,150,150,3,2020-05-21 22:01:23,2020-05-21 22:01:49,150,ed2d7d16-2841-4aff-b494-6a467b7dce23,1,,-,-
out/05-21-15-01/log,6c13e328-7b4d-446a-9105-cbd586c6fa25,E2:25:B3:E5:AA:2F,246,150,70,3,2020-05-21 22:01:23,2020-05-21 22:01:49,70,4237ec93-0997-44a4-bc0f-8a8a53b44e9d,1,,-,-
out/05-21-15-01/log,5f4a154b-295b-461b-8f82-df7bf8282751,CE:F5:D8:DA:DB:BE,210,246,168,3,2020-05-21 22:01:23,2020-05-21 22:01:49,138,d097a95d-d7d5-47f4-8bc8-61be0d5b4338,1,,-,-
out/05-21-15-01/log,23643952-85c4-403e-8f75-f30cd7266308,66:DD:56:5E:07:4E,175,211,159,3,2020-05-21 22:01:22,2020-05-21 22:01:49,56,b8130da3-f50e-44ce-91e2-da9e7190d1c3,1,,-,-
out/05-21-15-01/log,91ff854d-100e-49a1-80eb-5a243aac03d3,EA:EE:C8:28:5A:8C,179,163,179,3,2020-05-21 22:01:22,2020-05-21 22:01:49,76,92f32a78-b39e-47a9-b303-8b29e58bf7a5,1,,-,-
out/05-21-15-01/log,0673402c-ce61-4cfb-adbb-1fa04712d743,96:E1:12:89:23:D5,132,64,64,3,2020-05-21 22:01:23,2020-05-21 22:01:49,20,06ccb3ff-8762-49c4-8db7-764311d74fab,1,,-,-
out/05-21-15-01/log,6e66e107-bffa-4ca9-8b0d-57313cd4802f,16:2D:22:A3:DC:07,166,166,166,3,2020-05-21 22:01:23,2020-05-21 22:01:49,154,cab077dd-d1cb-4b0f-89d5-2c5575fb83fe,1,,-,-
out/05-21-15-01/log,c9100c65-039d-4141-8dd5-198e1df4b403,06:70:20:D2:18:F4,88,88,88,3,2020-05-21 22:01:23,2020-05-21 22:01:49,88,a444ca04-ea47-4fc1-bd02-bb9c81af4fe3,1,,-,-
out/05-21-15-01/log,9ee0139c-1362-494a-aeb9-8f6ffdee8687,8E:07:E7:B2:DF:4E,187,179,57,3,2020-05-21 22:01:22,2020-05-21 22:01:50,23,61639f58-b56b-4752-863d-b9283baaee74,1,,-,-
out/05-21-15-01/log,03b1e932-7b27-4b10-a6bb-ba55d2d9209b,EA:39:10:00:A7:56,159,192,164,3,2020-05-21 22:01:23,2020-05-21 22:01:49,132,92a2617c-6353-4753-87dd-55a4748d22d6,1,,-,-
