Boot ID,MAC Address,Bit-0 Pvalue,Bit-0 Sample,Logs,Bit-1 Pvalue,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
437f69e6-a36c-4e22-90fe-1679fd5781b9,0A:69:8C:ED:A0:AB,1.00297053928007,out/09-10-14-23/bit0_samples92,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples92,out/09-10-14-23/base_samples92,92,1,2020-09-10 21:23:21,2020-09-10 21:24:11,92,02d57cb5-f175-4dfc-8604-7118fa461fdb,1,
5ae451f4-e193-45d8-8357-3b36631578d5,52:9A:23:C7:29:92,1.00154432390657,out/09-10-14-23/bit0_samples15,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples15,out/09-10-14-23/base_samples15,15,1,2020-09-10 21:23:21,2020-09-10 21:24:12,15,b03391b3-104f-493d-8ebe-6aad674128c9,1,
ec1c75a3-e92a-4601-8c46-2d57ad754778,32:FA:18:6C:4A:79,1.00032687701429,out/09-10-14-23/bit0_samples57,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples57,out/09-10-14-23/base_samples57,57,1,2020-09-10 21:23:21,2020-09-10 21:24:12,57,431e36da-8e35-4960-9b7e-636de2a15599,1,
3f2d8df2-d927-4b12-a294-621b2161dc3e,9A:2D:E8:87:BA:45,1.0181795175536,out/09-10-14-23/bit0_samples88,out/09-10-14-23/log,-1.45709328764404,out/09-10-14-23/bit1_samples88,out/09-10-14-23/base_samples88,90,1,2020-09-10 21:23:21,2020-09-10 21:24:11,88,1e1b8666-a1fa-42fe-b983-93c88ef63a65,1,
f9ebdc63-e0d5-474c-94e0-22edb00fbfcd,2E:A2:F9:95:B2:B0,0.315921733843155,out/09-10-14-23/bit0_samples60,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples60,out/09-10-14-23/base_samples60,60,1,2020-09-10 21:23:21,2020-09-10 21:24:11,60,341e70ab-39f5-4f2a-90f5-c5ad37ea8e29,1,
b7b6bfeb-050c-4b2a-9c78-53dc1486780a,9E:C5:D0:2F:02:45,1.00272417219845,out/09-10-14-23/bit0_samples93,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples93,out/09-10-14-23/base_samples93,93,1,2020-09-10 21:23:21,2020-09-10 21:24:12,93,9ca4ef6d-17c2-4d52-b4fd-782dfebc674b,1,
fca24ef7-df78-46bc-aa07-c667c74bac79,8A:B8:0E:37:01:69,1.00652590243897,out/09-10-14-23/bit0_samples64,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples64,out/09-10-14-23/base_samples64,64,1,2020-09-10 21:23:21,2020-09-10 21:24:11,64,6c3d211c-5e52-4129-be66-f3412d0a8d41,1,
1a5e4b19-8d5f-496c-8b6e-a34938662605,F6:FA:EE:0A:AF:82,1.00253098499845,out/09-10-14-23/bit0_samples7,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples7,out/09-10-14-23/base_samples7,7,1,2020-09-10 21:23:21,2020-09-10 21:24:12,7,eee67538-ce67-454c-99bc-be2c9fb434c4,1,
89d9ef7f-440f-410b-ab62-462f828779c8,F6:74:AB:3D:25:D1,0.154103638180484,out/09-10-14-23/bit0_samples67,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples67,out/09-10-14-23/base_samples67,67,1,2020-09-10 21:23:21,2020-09-10 21:24:12,67,31bcd3ee-cb7e-48a6-8ffc-0bb38956dd2a,1,
5e388ef9-208e-453f-baa6-89981a0467a0,76:93:A8:F2:2B:D0,1.00901358942753,out/09-10-14-23/bit0_samples55,out/09-10-14-23/log,0,out/09-10-14-23/bit1_samples55,out/09-10-14-23/base_samples55,55,1,2020-09-10 21:23:21,2020-09-10 21:24:12,55,0fb22682-e400-4497-8f47-5543c874957b,1,
