Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address
1,347,d04c588c-e9d9-449c-9a42-a218ce6c6857,2020-09-10 22:24:12,577d3e04-5120-4104-b85d-5dda58a61f85,2020-09-10 22:22:12,3,347,350,347,out/09-10-15-22/log,out/09-10-15-22/base_samples347,out/09-10-15-22/bit1_samples347,out/09-10-15-22/bit0_samples347,-25.639154746747,,1.37915853108962,62:98:FC:50:5D:AE
1,859,9de6a44a-61b9-4dfe-97a1-94844ceae24c,2020-09-10 22:24:12,50128a47-dad9-4664-9a6b-f52700402367,2020-09-10 22:22:14,3,859,859,859,out/09-10-15-22/log,out/09-10-15-22/base_samples859,out/09-10-15-22/bit1_samples859,out/09-10-15-22/bit0_samples859,0,,1.00271765650304,1A:AC:60:44:76:BE
1,150,e3d2018a-3cf8-4703-be8d-d4bb1631652a,2020-09-10 22:24:11,b27d5d3f-d319-4e5e-9468-7f913309cc44,2020-09-10 22:22:12,3,150,161,150,out/09-10-15-22/log,out/09-10-15-22/base_samples150,out/09-10-15-22/bit1_samples150,out/09-10-15-22/bit0_samples150,-16.2816938495215,,1.03053571050128,AE:5F:91:75:BE:9B
1,138,88679a3e-57e0-4362-aa07-ad18b6d4810b,2020-09-10 22:24:11,5afa94e3-8776-4551-8096-86734b998de1,2020-09-10 22:22:12,3,512,139,514,out/09-10-15-22/log,out/09-10-15-22/base_samples138,out/09-10-15-22/bit1_samples138,out/09-10-15-22/bit0_samples138,-1.75285413209537,,1.11784956990056,AE:6B:54:E2:40:4C
1,926,202f6676-275a-40b6-b635-38d46b0309ab,2020-09-10 22:24:11,d88fe81e-f2dc-4581-b427-742cb1a8c631,2020-09-10 22:22:28,3,926,926,926,out/09-10-15-22/log,out/09-10-15-22/base_samples926,out/09-10-15-22/bit1_samples926,out/09-10-15-22/bit0_samples926,0,,1.00727515448267,FA:CF:4A:46:19:30
1,341,b47cc3fe-b7b1-49be-ba74-7ac3099e328d,2020-09-10 22:24:12,7ec02a74-8258-4076-a42c-e0b820837d18,2020-09-10 22:22:12,3,341,341,341,out/09-10-15-22/log,out/09-10-15-22/base_samples341,out/09-10-15-22/bit1_samples341,out/09-10-15-22/bit0_samples341,0,,1.03855109052178,32:1F:B0:A4:07:E9
1,74,48103918-2458-404b-842e-f632d1e04b96,2020-09-10 22:24:11,c20848ca-c82f-403e-996c-685939516d1a,2020-09-10 22:22:12,3,74,74,74,out/09-10-15-22/log,out/09-10-15-22/base_samples74,out/09-10-15-22/bit1_samples74,out/09-10-15-22/bit0_samples74,0,,1.0503754284493,5E:0A:4E:AA:5B:65
1,737,b29c54d4-6ed3-4d8d-a9c0-0ef40e525655,2020-09-10 22:24:12,359121de-7649-4a70-afb8-9eeefab46447,2020-09-10 22:22:22,3,737,737,737,out/09-10-15-22/log,out/09-10-15-22/base_samples737,out/09-10-15-22/bit1_samples737,out/09-10-15-22/bit0_samples737,0,,1.04184960339537,AE:57:EF:19:52:C8
1,70,16cd55db-e47c-477c-b9f2-9ef3431d0097,2020-09-10 22:24:11,6d63fc11-e9a5-4b2f-a360-080ed160973c,2020-09-10 22:22:11,3,70,70,70,out/09-10-15-22/log,out/09-10-15-22/base_samples70,out/09-10-15-22/bit1_samples70,out/09-10-15-22/bit0_samples70,0,,1.01338119552824,CE:52:95:E5:D5:0B
1,51,43bf487c-4f67-4bc4-bd02-159a70c48ab9,2020-09-10 22:24:12,e888e2f2-8997-4348-8bf0-47d5577cb587,2020-09-10 22:22:11,3,513,51,54,out/09-10-15-22/log,out/09-10-15-22/base_samples51,out/09-10-15-22/bit1_samples51,out/09-10-15-22/bit0_samples51,-2.54519039394421,,1.00895600634994,BE:90:C0:58:EF:3C
1,354,214d95ae-e87a-4bc4-8924-476810752e36,2020-09-10 22:24:11,5c0dd1d6-7c70-4b8b-8f02-1f99706e9217,2020-09-10 22:22:35,3,354,364,512,out/09-10-15-22/log,out/09-10-15-22/base_samples354,out/09-10-15-22/bit1_samples354,out/09-10-15-22/bit0_samples354,-0.513045293125251,,1.05530986107221,A2:29:23:6F:5D:84
1,211,453aef37-1db8-42fa-8f24-956d57191b2b,2020-09-10 22:24:12,231068a4-e893-40f6-a2bb-82287fdf834b,2020-09-10 22:22:12,3,211,225,211,out/09-10-15-22/log,out/09-10-15-22/base_samples211,out/09-10-15-22/bit1_samples211,out/09-10-15-22/bit0_samples211,-15.5236442445897,,1.28743333034412,D6:A9:64:96:FD:D9
1,627,e95afe42-ce5e-46e7-9b94-e97752a70eba,2020-09-10 22:24:12,434e6f7e-d0c8-49ac-94fc-d737f5572af0,2020-09-10 22:22:22,3,627,627,627,out/09-10-15-22/log,out/09-10-15-22/base_samples627,out/09-10-15-22/bit1_samples627,out/09-10-15-22/bit0_samples627,0,,1.11005860064091,C2:C7:BD:8B:9E:88
1,454,175b2d6a-046b-495a-9cba-39c43e60543b,2020-09-10 22:24:11,12c6b504-3db1-4f39-beb7-f8bf3bdf72a8,2020-09-10 22:22:15,3,456,454,454,out/09-10-15-22/log,out/09-10-15-22/base_samples454,out/09-10-15-22/bit1_samples454,out/09-10-15-22/bit0_samples454,-367.648515867839,,1.02806939447495,46:B3:41:7A:FC:F5
1,784,001c2dd0-b965-41ec-baec-368f0ae8d384,2020-09-10 22:24:11,b6934a4c-71ef-471c-98df-cefd8d98f2d1,2020-09-10 22:22:30,3,817,788,784,out/09-10-15-22/log,out/09-10-15-22/base_samples784,out/09-10-15-22/bit1_samples784,out/09-10-15-22/bit0_samples784,-0.221736680920762,,1.03891898225884,1E:44:20:EC:B6:72
1,189,9ba90775-35d2-4974-a511-ac2f7ab399d9,2020-09-10 22:24:12,7b08c3fb-e9fe-4ff0-b983-82566aa47545,2020-09-10 22:22:12,3,189,512,189,out/09-10-15-22/log,out/09-10-15-22/base_samples189,out/09-10-15-22/bit1_samples189,out/09-10-15-22/bit0_samples189,-3.56505536043321,,1.02802515270351,6A:0C:19:DF:36:8E
1,156,70c50106-d4e5-479d-91d2-dab480ddb76f,2020-09-10 22:24:11,d0ba5f0a-f013-4f79-a050-91db6068a9f2,2020-09-10 22:22:12,3,159,158,158,out/09-10-15-22/log,out/09-10-15-22/base_samples156,out/09-10-15-22/bit1_samples156,out/09-10-15-22/bit0_samples156,-20.4507399391264,,1.01491685910575,52:7F:6F:20:6D:1E
1,960,7169c4af-9d0b-4d95-955d-9f9967792379,2020-09-10 22:24:11,bf8c0b32-8ed1-495d-9c3e-61439d27d279,2020-09-10 22:22:30,3,960,960,960,out/09-10-15-22/log,out/09-10-15-22/base_samples960,out/09-10-15-22/bit1_samples960,out/09-10-15-22/bit0_samples960,0,,1.11571148535663,FA:A6:2E:F1:B8:96
1,781,a38c12c2-25d7-4c40-a5f6-edd52a63bb14,2020-09-10 22:24:12,76cecb79-c1b4-4ebe-a95d-d4f1cc308c73,2020-09-10 22:22:26,3,781,781,781,out/09-10-15-22/log,out/09-10-15-22/base_samples781,out/09-10-15-22/bit1_samples781,out/09-10-15-22/bit0_samples781,0,,1.06234951570176,EE:9B:B6:CD:6E:2F
1,916,80f21d76-30ec-4fe8-8963-6c209680e211,2020-09-10 22:24:11,242f5d60-4c84-4fae-ac83-00137c7e0b66,2020-09-10 22:22:39,3,916,916,916,out/09-10-15-22/log,out/09-10-15-22/base_samples916,out/09-10-15-22/bit1_samples916,out/09-10-15-22/bit0_samples916,0,,1.05058337311883,7A:C9:74:32:62:9A
1,88,3ae23c7d-1588-4895-88a2-dcb20589e087,2020-09-10 22:24:11,27712df0-8541-49df-b120-90a899011512,2020-09-10 22:22:11,3,92,132,88,out/09-10-15-22/log,out/09-10-15-22/base_samples88,out/09-10-15-22/bit1_samples88,out/09-10-15-22/bit0_samples88,-0.882387126072642,,1.00005239602752,C2:17:5E:48:86:68
1,842,fb995302-d1b0-49ab-a22b-3d358948292f,2020-09-10 22:24:11,fc21c7ca-3fd5-4ab5-b8d5-70aa2211c213,2020-09-10 22:22:23,3,844,842,912,out/09-10-15-22/log,out/09-10-15-22/base_samples842,out/09-10-15-22/bit1_samples842,out/09-10-15-22/bit0_samples842,-0.574209108464176,,1.0092010976884,4E:91:65:1C:31:FC
1,770,b5ac9f8d-5c39-4a1a-87ab-a2b1b0a3cd19,2020-09-10 22:24:11,ff5dd089-7806-4abd-bf33-2692735c386b,2020-09-10 22:22:14,3,770,897,776,out/09-10-15-22/log,out/09-10-15-22/base_samples770,out/09-10-15-22/bit1_samples770,out/09-10-15-22/bit0_samples770,-44.1124246161069,,1.04533027590065,9A:F8:1C:A5:38:34
1,90,a421ba33-61ca-4fe4-82a6-f08ae3a1ec81,2020-09-10 22:24:11,7a51d61d-ab86-4221-b91b-10bbbf26322c,2020-09-10 22:22:11,3,90,93,288,out/09-10-15-22/log,out/09-10-15-22/base_samples90,out/09-10-15-22/bit1_samples90,out/09-10-15-22/bit0_samples90,-3.58233573523127,,1.00695633658106,CE:00:CF:9B:4A:C1
1,935,214d7718-e93c-43ed-b8bf-35417543799b,2020-09-10 22:24:12,d1d74617-87ec-42a2-80e0-4ebbe4ea8cc8,2020-09-10 22:22:17,3,935,935,935,out/09-10-15-22/log,out/09-10-15-22/base_samples935,out/09-10-15-22/bit1_samples935,out/09-10-15-22/bit0_samples935,0,,1.02039771853971,9A:97:77:D4:98:E7
1,733,1360696e-cce2-406c-82c2-f527f75ca61a,2020-09-10 22:24:12,38a5e4df-1746-41c7-90d4-0c5e13727a82,2020-09-10 22:22:21,3,881,765,736,out/09-10-15-22/log,out/09-10-15-22/base_samples733,out/09-10-15-22/bit1_samples733,out/09-10-15-22/bit0_samples733,-0.266963034858854,,1.30118993955558,B6:E1:36:DE:15:07
1,438,7549f216-a895-4f8d-8b61-6265b613db12,2020-09-10 22:24:11,a9ff02a0-23ae-4d18-ac4c-312058fd1174,2020-09-10 22:22:34,3,438,692,544,out/09-10-15-22/log,out/09-10-15-22/base_samples438,out/09-10-15-22/bit1_samples438,out/09-10-15-22/bit0_samples438,-1.13853148496644,,1.59593843232637,96:40:39:D1:F1:59
1,953,3f2de153-b641-47a3-b358-e5e87eeaade1,2020-09-10 22:24:12,feaed7a7-dd1a-4e39-908c-52ea03023939,2020-09-10 22:22:17,3,953,953,953,out/09-10-15-22/log,out/09-10-15-22/base_samples953,out/09-10-15-22/bit1_samples953,out/09-10-15-22/bit0_samples953,0,,1.0176258853011,C2:CF:02:43:80:A5
1,985,c9c58bfb-4d0b-4fde-9f69-cfbca204228b,2020-09-10 22:24:12,ad327732-f443-4cc1-bfb6-9c00bbf9a3f1,2020-09-10 22:22:23,3,985,986,985,out/09-10-15-22/log,out/09-10-15-22/base_samples985,out/09-10-15-22/bit1_samples985,out/09-10-15-22/bit0_samples985,-0.382171192613125,,1.25512100112402,E2:95:EF:56:38:35
1,495,eff27b73-7a6e-44ad-84f5-dbee3d6e6bd0,2020-09-10 22:24:12,f7c343fd-e0f5-42f6-9e48-479c6e253ddd,2020-09-10 22:22:24,3,495,495,495,out/09-10-15-22/log,out/09-10-15-22/base_samples495,out/09-10-15-22/bit1_samples495,out/09-10-15-22/bit0_samples495,0,,1.02900587837829,36:54:2D:5C:F8:70
1,64,6e2a57cb-ef6d-4e9a-8684-264a7de4f99b,2020-09-10 22:24:11,49355e60-3f96-4883-b92f-48f9c7f541ed,2020-09-10 22:22:11,3,64,64,64,out/09-10-15-22/log,out/09-10-15-22/base_samples64,out/09-10-15-22/bit1_samples64,out/09-10-15-22/bit0_samples64,0,,1.00421058820222,32:91:34:46:09:5E
1,934,b4286c49-2b08-4a64-b526-9971291042ae,2020-09-10 22:24:11,3a01dfe5-8da6-4784-8615-e4e26601adaf,2020-09-10 22:22:19,3,936,934,934,out/09-10-15-22/log,out/09-10-15-22/base_samples934,out/09-10-15-22/bit1_samples934,out/09-10-15-22/bit0_samples934,-6.55078823402883,,1.31572544685269,02:67:66:92:62:54
1,376,80af8c60-cee7-44c5-8d44-5979be550b0c,2020-09-10 22:24:11,aff87b06-a28b-4014-a399-d52dedd0c85d,2020-09-10 22:22:12,3,376,377,384,out/09-10-15-22/log,out/09-10-15-22/base_samples376,out/09-10-15-22/bit1_samples376,out/09-10-15-22/bit0_samples376,-9.44943090073263,,1.47089538473032,8A:34:29:23:62:21
1,839,129814a6-65df-4a93-ab11-941b3472d182,2020-09-10 22:24:12,d99ad6a8-f7f9-49bb-97a1-9ad644b97521,2020-09-10 22:22:35,3,839,839,839,out/09-10-15-22/log,out/09-10-15-22/base_samples839,out/09-10-15-22/bit1_samples839,out/09-10-15-22/bit0_samples839,0,,1.03050011782058,56:EF:07:B1:CE:1D
1,294,a53e2b55-6781-495f-b920-d8ccee59152f,2020-09-10 22:24:11,4a34db03-8ae3-453e-ae81-e36d131de8ff,2020-09-10 22:22:12,3,294,392,295,out/09-10-15-22/log,out/09-10-15-22/base_samples294,out/09-10-15-22/bit1_samples294,out/09-10-15-22/bit0_samples294,-10.6257736532773,,1.0981720139464,4E:61:CF:C6:AF:09
1,621,daa5bd87-04dd-41be-b445-7939939e9a0c,2020-09-10 22:24:12,d03c03f5-a146-473d-895c-b6e56d728061,2020-09-10 22:22:45,3,621,621,621,out/09-10-15-22/log,out/09-10-15-22/base_samples621,out/09-10-15-22/bit1_samples621,out/09-10-15-22/bit0_samples621,0,,1.00009504001467,26:99:E0:52:CB:B5
1,278,30731f6a-5548-4a79-b318-ada953dd8754,2020-09-10 22:24:11,127d18f5-7a2f-47d6-a3ab-c743f3c8169a,2020-09-10 22:22:12,3,278,280,278,out/09-10-15-22/log,out/09-10-15-22/base_samples278,out/09-10-15-22/bit1_samples278,out/09-10-15-22/bit0_samples278,-7.8921566454191,,1.02506802036289,DA:B7:E9:7E:A8:9C
1,411,91ab41db-12bb-4359-937e-b518965d7c1f,2020-09-10 22:24:12,015e4a9c-2670-47fa-9765-c4c5d73804b5,2020-09-10 22:22:12,3,411,412,416,out/09-10-15-22/log,out/09-10-15-22/base_samples411,out/09-10-15-22/bit1_samples411,out/09-10-15-22/bit0_samples411,-1.48809463051066,,1.77657976039145,4A:0E:BE:3F:9E:D9
1,943,72d496fc-ed02-4b13-8c3b-21fe99242cfd,2020-09-10 22:24:12,ec383975-e848-476a-adc2-7182f4dc1f6f,2020-09-10 22:22:29,3,943,943,943,out/09-10-15-22/log,out/09-10-15-22/base_samples943,out/09-10-15-22/bit1_samples943,out/09-10-15-22/bit0_samples943,0,,1.01339446999103,9A:DA:45:02:24:2B
1,797,44f94646-8b79-4acc-8bc1-5e0ac1539665,2020-09-10 22:24:12,5d04123e-9858-4d90-b5e3-e469b142cac9,2020-09-10 22:22:25,3,797,797,797,out/09-10-15-22/log,out/09-10-15-22/base_samples797,out/09-10-15-22/bit1_samples797,out/09-10-15-22/bit0_samples797,0,,1.59947894636778,A6:19:98:8D:AC:7A
1,963,6f3ef8ae-c71c-46dc-997a-98b4b024b304,2020-09-10 22:24:12,70572db8-3d99-4b3f-a95f-35811153bbd2,2020-09-10 22:22:34,3,963,963,963,out/09-10-15-22/log,out/09-10-15-22/base_samples963,out/09-10-15-22/bit1_samples963,out/09-10-15-22/bit0_samples963,0,,1.00516813986713,C2:1E:74:63:43:ED
1,504,3e707e8a-9f10-40f0-bd23-d60e7ba1027c,2020-09-10 22:24:11,34019ff0-710d-4aee-8257-f51934e2e4b8,2020-09-10 22:22:13,3,544,505,505,out/09-10-15-22/log,out/09-10-15-22/base_samples504,out/09-10-15-22/bit1_samples504,out/09-10-15-22/bit0_samples504,-0.175885923455109,,1.13800566133228,D6:0E:63:3B:4F:0F
1,61,5a325a95-7ca8-45ba-85d0-7ba3df6750b5,2020-09-10 22:24:12,aec07932-0dfc-462e-908e-3994ac4404ed,2020-09-10 22:22:11,3,61,61,61,out/09-10-15-22/log,out/09-10-15-22/base_samples61,out/09-10-15-22/bit1_samples61,out/09-10-15-22/bit0_samples61,0,,1.00512041087675,BA:7D:04:07:33:9A
1,9,dd99e347-13cc-4897-a796-fc8759115e7b,2020-09-10 22:24:12,19cef6f4-66c8-4cfb-8dce-de9dfcf1edd3,2020-09-10 22:22:11,3,9,9,9,out/09-10-15-22/log,out/09-10-15-22/base_samples9,out/09-10-15-22/bit1_samples9,out/09-10-15-22/bit0_samples9,0,,1.00748167729215,D6:6E:F1:E1:9C:25
1,214,90248ad4-69c4-45d6-bcd2-c7d666ef36a0,2020-09-10 22:24:11,1a75df3c-6174-46e1-89e5-0c003f476050,2020-09-10 22:22:12,3,214,214,214,out/09-10-15-22/log,out/09-10-15-22/base_samples214,out/09-10-15-22/bit1_samples214,out/09-10-15-22/bit0_samples214,0,,1.00653818832584,7E:02:B5:FE:FC:E2
1,660,bffe861a-be3e-4e54-b8ed-e486877f3d8a,2020-09-10 22:24:11,6a5ed561-ce5a-4bc0-b85f-26a903400195,2020-09-10 22:22:32,3,660,660,660,out/09-10-15-22/log,out/09-10-15-22/base_samples660,out/09-10-15-22/bit1_samples660,out/09-10-15-22/bit0_samples660,0,,2.16394813026825,52:68:FD:6E:20:A8
1,137,d3adfc0a-7657-40e8-a42b-ad60065f1e35,2020-09-10 22:24:12,d82488c4-ac00-46b5-b2f8-066ecf3e451c,2020-09-10 22:22:12,3,160,138,138,out/09-10-15-22/log,out/09-10-15-22/base_samples137,out/09-10-15-22/bit1_samples137,out/09-10-15-22/bit0_samples137,-5.71621736983087,,1.12343628514694,76:CE:DC:EF:F9:03
1,16,7ea82def-d23d-43aa-a0d9-7fc68b9e259d,2020-09-10 22:24:11,17940f64-4e0d-40de-a892-a204e1851ac0,2020-09-10 22:22:11,3,16,16,16,out/09-10-15-22/log,out/09-10-15-22/base_samples16,out/09-10-15-22/bit1_samples16,out/09-10-15-22/bit0_samples16,0,,1.00133878872762,76:99:08:8F:91:68
1,685,118cfc61-f5c1-4cbb-9e31-1cdbf53a6c19,2020-09-10 22:24:12,86b4de89-6cff-46c9-b51c-6f4be3e06724,2020-09-10 22:22:21,3,685,685,685,out/09-10-15-22/log,out/09-10-15-22/base_samples685,out/09-10-15-22/bit1_samples685,out/09-10-15-22/bit0_samples685,0,,1.14078191778141,BE:01:33:A4:99:80
1,329,572fd384-07a5-46af-bfef-abbeb82cefb1,2020-09-10 22:24:12,71a81555-4830-4339-b729-9b2fcbb2aae8,2020-09-10 22:22:12,3,329,329,329,out/09-10-15-22/log,out/09-10-15-22/base_samples329,out/09-10-15-22/bit1_samples329,out/09-10-15-22/bit0_samples329,0,,1.03378269293678,E6:F5:A0:D0:54:7E
1,538,bc4e1931-6ab5-4894-ad69-fd945ff4eeb3,2020-09-10 22:24:11,65415d22-4e9d-40be-812a-4988b771f681,2020-09-10 22:22:33,3,538,538,538,out/09-10-15-22/log,out/09-10-15-22/base_samples538,out/09-10-15-22/bit1_samples538,out/09-10-15-22/bit0_samples538,0,,1.01127167385968,FA:DD:E1:36:DE:BC
1,371,16891ddb-de81-4203-86c9-7d6db2ec953c,2020-09-10 22:24:12,fa6bd95c-4527-4d16-bec7-7e41a8abbcee,2020-09-10 22:22:12,3,371,371,371,out/09-10-15-22/log,out/09-10-15-22/base_samples371,out/09-10-15-22/bit1_samples371,out/09-10-15-22/bit0_samples371,0,,1.04846411124585,52:25:E8:45:B6:CA
1,759,9066b3b2-0914-4b42-bc4a-c05fc7579120,2020-09-10 22:24:12,1d786fae-e079-49a7-a6cd-c31cb3d6ee7b,2020-09-10 22:22:18,3,759,759,759,out/09-10-15-22/log,out/09-10-15-22/base_samples759,out/09-10-15-22/bit1_samples759,out/09-10-15-22/bit0_samples759,0,,1.00648436355642,96:8E:E6:91:B2:BF
1,767,8fc05668-573c-4c66-98c6-cb4948600569,2020-09-10 22:24:12,8031f8d1-913d-4212-8c47-ab6e336e4ead,2020-09-10 22:22:16,3,896,767,767,out/09-10-15-22/log,out/09-10-15-22/base_samples767,out/09-10-15-22/bit1_samples767,out/09-10-15-22/bit0_samples767,-1.91599629806454,,1.6222431937687,22:AD:C1:78:62:EF
1,110,91f0909f-540c-4a89-8b08-93b6fb451c14,2020-09-10 22:24:11,4f769cc1-19dd-437e-813b-bf3caaf242b2,2020-09-10 22:22:11,3,110,110,110,out/09-10-15-22/log,out/09-10-15-22/base_samples110,out/09-10-15-22/bit1_samples110,out/09-10-15-22/bit0_samples110,-4.02116794646816,,1.00000279710554,D6:4B:24:7A:F9:E4
1,874,3b3a6716-ddc4-4779-8669-0486b4b0fc9d,2020-09-10 22:24:11,1c92715b-648a-4086-8c9f-8864ef78d012,2020-09-10 22:22:27,3,874,874,874,out/09-10-15-22/log,out/09-10-15-22/base_samples874,out/09-10-15-22/bit1_samples874,out/09-10-15-22/bit0_samples874,0,,3.18516774522353,E2:32:FA:D1:E4:1C
1,362,ab454c46-64a8-4be5-b7c8-2200f2f2e810,2020-09-10 22:24:11,8ea4107c-5857-418a-8a63-217b7260a8ed,2020-09-10 22:22:12,3,384,364,384,out/09-10-15-22/log,out/09-10-15-22/base_samples362,out/09-10-15-22/bit1_samples362,out/09-10-15-22/bit0_samples362,-3.8308598832004,,1.00407388903446,CE:D7:E1:E3:00:BA
1,752,51503bfd-27d2-4d78-a87f-64fc0f27cd40,2020-09-10 22:24:11,80538bc3-b562-4f45-9918-f43f5732cf17,2020-09-10 22:22:22,3,752,752,752,out/09-10-15-22/log,out/09-10-15-22/base_samples752,out/09-10-15-22/bit1_samples752,out/09-10-15-22/bit0_samples752,0,,1.00594154213829,7E:A9:83:AD:44:28
1,947,cbe2f71e-7a0b-49ba-a805-6833cad9a556,2020-09-10 22:24:12,43045c5b-9c50-4abd-87ee-c58d5f267c01,2020-09-10 22:22:39,3,947,947,947,out/09-10-15-22/log,out/09-10-15-22/base_samples947,out/09-10-15-22/bit1_samples947,out/09-10-15-22/bit0_samples947,0,,1.00728435469115,A2:B3:21:59:29:FF
1,716,e7b13963-361b-4f20-b2ea-4671d5b8ae85,2020-09-10 22:24:11,d04334b1-f5dc-485d-ace3-244a26848ae5,2020-09-10 22:22:28,3,716,768,716,out/09-10-15-22/log,out/09-10-15-22/base_samples716,out/09-10-15-22/bit1_samples716,out/09-10-15-22/bit0_samples716,-0.832221689942002,,1.12661952153213,AA:33:33:19:70:2E
1,655,9d24d7ad-91bf-4c08-882c-6e88630806b4,2020-09-10 22:24:12,6c660d26-56f1-4085-b598-7d040593c8fd,2020-09-10 22:22:20,3,705,655,655,out/09-10-15-22/log,out/09-10-15-22/base_samples655,out/09-10-15-22/bit1_samples655,out/09-10-15-22/bit0_samples655,-7.17809406993272,,1.30640356577348,2A:89:BD:68:09:E7
