Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-21-23-46/log,09-21-23-46-57,,96827f6d-335d-4cf0-aa1e-c71e3344077e,CA:DA:C9:65:CC:7E,90,1,2020-09-22 06:46:19,2020-09-22 06:47:08,57,a06e2ecc-20a2-477e-9b44-1cda251dfee4,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-86,,3f5d660c-10c3-48ce-b23f-80c245f236ed,4E:E8:AF:D2:81:8D,94,1,2020-09-22 06:46:19,2020-09-22 06:47:08,86,9be26892-165d-4617-ae38-ebd21335ea7d,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-79,,7fd20160-5907-487f-a2e6-10dbdbe0a1d1,0E:65:66:C5:D8:9D,86,1,2020-09-22 06:46:19,2020-09-22 06:47:08,79,72fbf3af-5683-4764-9264-e6189479e0a6,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-12,,5afc8206-450d-4c48-9751-dea9aa930b2b,32:8C:BB:8F:2B:22,64,1,2020-09-22 06:46:19,2020-09-22 06:47:08,12,173652af-1f25-467c-be42-5f939576c13f,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-35,,b3d4af3a-7d73-4592-9470-bbaacf2ed179,6A:D8:C8:F8:A1:F7,35,1,2020-09-22 06:46:19,2020-09-22 06:47:08,35,402b310a-d91c-4354-abb2-4c37a2a1f2b5,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-78,,11b6dc18-bd83-4c90-833d-3f28917a4f54,C2:DF:B9:AB:7D:D9,78,1,2020-09-22 06:46:19,2020-09-22 06:47:08,78,80480bd9-fe55-4a2c-ba13-3be2e0c4b842,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-76,,1b594a9a-5270-441f-95cd-f40ee28fbe51,16:9F:B9:4D:9F:AA,92,1,2020-09-22 06:46:19,2020-09-22 06:47:08,76,bb543f21-5876-4679-a481-d83f7e2aba33,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-20,,4b390214-177a-4ec1-a718-b8ce0dd33ce2,06:CA:48:85:BF:3B,40,1,2020-09-22 06:46:19,2020-09-22 06:47:08,20,edb8789a-6988-4bd8-8511-35b916cff88e,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-47,,44b246b4-b880-4eb4-8eab-2e891c726fc7,02:E2:34:E9:3A:31,96,1,2020-09-22 06:46:19,2020-09-22 06:47:08,47,75f15945-0748-43aa-bfe0-61a96d73c937,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-18,,6f3f276c-7785-4dab-960b-8604d0e8fce0,AE:57:17:27:D4:DE,83,1,2020-09-22 06:46:19,2020-09-22 06:47:08,18,f562120b-d13a-42b3-a155-98bd19c4e19d,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-8,,1d726969-9a35-4127-b849-54aa9f7ac5de,3A:5F:CB:2F:BE:6D,10,1,2020-09-22 06:46:19,2020-09-22 06:47:08,8,de86cab8-e4bc-43f0-8694-8d4c5ad7fe27,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-68,,dca570c0-3bd3-4d69-964e-b21d834b1de1,92:17:3C:7D:C0:73,81,1,2020-09-22 06:46:19,2020-09-22 06:47:08,68,dfaeedc3-1782-47f8-bd88-08064d65811a,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-14,,2f7cdf18-a57c-4384-bb05-65868600554b,76:83:72:EE:23:D2,14,1,2020-09-22 06:46:19,2020-09-22 06:47:08,14,82ac7b3d-b73d-4026-90df-163592ea7e18,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-24,,ae4a5744-28a9-4230-8ec9-a6f28e9779a6,96:72:17:89:A3:AD,24,1,2020-09-22 06:46:19,2020-09-22 06:47:08,24,f405a055-3da5-4896-91fc-f77a2863446a,1,,-,-,-,No
out/09-21-23-46/log,09-21-23-46-39,,c5f1a216-1736-4a10-bb0e-32f58d1b7767,E2:EA:3A:0E:F8:E1,83,1,2020-09-22 06:46:19,2020-09-22 06:47:08,39,e17caf73-d9c2-4c33-a9fb-43c8ccd7934c,1,,-,-,-,No
