In,Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Rdseed Enabled,Total Time,Exec Time
Both,1575693479149,7.07,2019-12-07 04:37:57,2300.0,eth0,192.168.1.1,9b:56:fa:03:68:b0,0,7.850373029708862,1.8482205867767334
Both,1575693479633,7.08,2019-12-07 04:37:58,2300.0,eth2,169.254.8.1,d3:a6:43:29:36:1c,0,7.901200532913208,1.8991432189941406
Both,1575693479697,6.94,2019-12-07 04:37:58,2300.0,eth2,169.254.8.1,a5:3e:c8:32:dc:35,0,7.929524660110474,1.9274067878723145
Both,1575693479968,7.27,2019-12-07 04:37:58,2300.0,eth1,169.254.8.130,61:2d:71:ba:f0:93,0,7.778858184814453,1.7769579887390137
Both,1575693479969,7.45,2019-12-07 04:37:58,2300.0,eth0,192.168.1.1,c5:d9:f4:be:f8:22,0,7.830022573471069,1.8281090259552002
Both,1575693480007,7.51,2019-12-07 04:37:58,2299.999,lo,127.0.0.1,b5:6a:6a:57:da:5d,0,7.825069904327393,1.8221187591552734
Both,1575693479947,7.37,2019-12-07 04:37:58,2300.0,eth2,169.254.8.1,9f:c6:ae:43:fd:d2,0,8.097838878631592,2.095492362976074
Both,1575693480092,7.50,2019-12-07 04:37:58,2299.999,eth1,169.254.8.130,07:fb:18:93:62:e2,0,8.199082136154175,2.196610927581787
Both,1575693480162,7.55,2019-12-07 04:37:58,2299.999,eth2,169.254.8.1,8d:4e:d9:47:b5:01,0,8.132179021835327,2.130401134490967
Both,1575693480275,7.06,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,5b:11:32:c2:04:e2,0,7.991928577423096,1.990016222000122
Both,1575693479908,7.44,2019-12-07 04:37:58,2299.999,eth2,169.254.8.1,d7:b9:75:bb:aa:b4,0,8.368408441543579,2.3664512634277344
Both,1575693480315,7.04,2019-12-07 04:37:58,2299.999,eth2,169.254.8.1,37:c0:18:7a:85:cc,0,8.071024894714355,2.068925380706787
Both,1575693480095,7.28,2019-12-07 04:37:58,2299.999,eth0,192.168.1.1,db:3d:d9:8e:a1:c5,0,8.311726570129395,2.309623956680298
Both,1575693480535,8.07,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,cd:5f:ac:5a:c2:92,0,7.92710018157959,1.9251370429992676
Both,1575693480051,7.09,2019-12-07 04:37:58,2300.0,eth2,169.254.8.1,f5:ae:87:98:8f:fc,0,8.473954677581787,2.4711201190948486
Both,1575693480244,7.09,2019-12-07 04:37:58,2299.999,eth0,192.168.1.1,61:46:f6:10:eb:0d,0,8.338703870773315,2.3363378047943115
Both,1575693480361,7.07,2019-12-07 04:37:58,2299.999,lo,127.0.0.1,e3:70:ac:7f:45:49,0,8.258807182312012,2.256591796875
Both,1575693480607,8.24,2019-12-07 04:37:58,2299.999,eth2,169.254.8.1,f7:b6:b3:de:d5:6b,0,8.03088665008545,2.028217077255249
Both,1575693480121,7.06,2019-12-07 04:37:58,2300.0,eth0,192.168.1.1,6b:1b:48:10:6a:cb,0,8.529193878173828,2.5272886753082275
Both,1575693480896,7.96,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,39:15:dc:20:7d:f2,0,7.848724603652954,1.8465147018432617
Both,1575693479935,7.61,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,5d:c5:d6:87:f7:41,0,8.83030080795288,2.8270814418792725
Both,1575693480442,7.15,2019-12-07 04:37:59,2299.999,eth1,169.254.8.130,9b:c4:ac:cd:19:17,0,8.339695692062378,2.337672472000122
Both,1575693480851,7.98,2019-12-07 04:37:58,2299.999,eth2,169.254.8.1,e9:5a:e6:b3:c3:9f,0,7.951228618621826,1.949479103088379
Both,1575693480564,8.00,2019-12-07 04:37:58,2299.999,eth0,192.168.1.1,f9:db:a9:5c:db:fb,0,8.249471664428711,2.2475991249084473
Both,1575693480429,7.86,2019-12-07 04:37:57,2300.0,eth2,169.254.8.1,1b:c0:5e:d3:68:86,0,8.377611637115479,2.3746211528778076
Both,1575693480319,7.55,2019-12-07 04:37:58,2300.0,eth2,169.254.8.1,8b:ad:64:ec:e9:14,0,8.498652458190918,2.4961979389190674
Both,1575693479904,7.57,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,c3:e8:d3:43:0f:34,0,8.948488712310791,2.94460391998291
Both,1575693480357,7.58,2019-12-07 04:37:58,2300.0,lo,127.0.0.1,75:2b:52:dc:3d:58,0,8.504615306854248,2.5016674995422363
