GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-10-12-00-563,1,563,a13f3182-44e9-49cf-a82b-589f076eeba4,2020-10-10 19:02:31,7371ede1-9bc9-4d3b-9be6-ff49b77f217c,2020-10-10 19:00:44,3,931,931,931,out/10-10-12-00/log,out/10-10-12-00/base_samples563,,out/10-10-12-00/bit1_samples563,out/10-10-12-00/bit0_samples563,6.50225089143175,,0.596001558722794,22:4A:B1:0E:6F:9E,No,017371402075
10-10-12-00-362,1,362,2d9b6e5f-4cd4-42e0-8b03-00ab7e738381,2020-10-10 19:02:31,888ca7ea-dce1-40c8-9550-a9c4aa995cc6,2020-10-10 19:00:40,3,681,681,681,out/10-10-12-00/log,out/10-10-12-00/base_samples362,,out/10-10-12-00/bit1_samples362,out/10-10-12-00/bit0_samples362,6.08344909477035,,0.458863509662732,BE:4B:C7:B8:71:D4,No,017371402075
10-10-12-00-686,1,686,365e8b80-b3d3-4efc-93c8-5c1c6cb97eba,2020-10-10 19:02:31,d4c9c365-2c72-4443-99e5-27f55a181d9c,2020-10-10 19:00:49,3,797,797,797,out/10-10-12-00/log,out/10-10-12-00/base_samples686,,out/10-10-12-00/bit1_samples686,out/10-10-12-00/bit0_samples686,6.09684058677115,,0.543349416921752,E2:F2:14:31:F6:B3,No,017371402075
10-10-12-00-192,1,192,fe6b1d1c-a81e-444c-b673-c38bb4edb088,2020-10-10 19:02:31,d4a8786a-3e8f-4645-86aa-b869bb3ce7d1,2020-10-10 19:00:32,3,192,192,192,out/10-10-12-00/log,out/10-10-12-00/base_samples192,,out/10-10-12-00/bit1_samples192,out/10-10-12-00/bit0_samples192,0,,0.938537960921685,CE:3B:29:5F:9A:F0,No,017371402075
10-10-12-00-703,1,703,decc1d4b-3ef1-4146-b031-feeaf033c47f,2020-10-10 19:02:31,f79f3ff6-084b-433e-8d55-4acb1b2d22e9,2020-10-10 19:00:51,3,950,950,950,out/10-10-12-00/log,out/10-10-12-00/base_samples703,,out/10-10-12-00/bit1_samples703,out/10-10-12-00/bit0_samples703,7.11703542116554,,0.60775760437973,66:98:A3:C8:7D:82,No,017371402075
10-10-12-00-360,1,360,321c2f41-7269-4504-99d8-e0bb3a942869,2020-10-10 19:02:31,628398c1-b90d-4f77-bffe-1ff47a78282b,2020-10-10 19:00:32,3,976,976,976,out/10-10-12-00/log,out/10-10-12-00/base_samples360,,out/10-10-12-00/bit1_samples360,out/10-10-12-00/bit0_samples360,5.61720311400882,,0.488547312064042,4A:27:93:39:1F:96,No,017371402075
10-10-12-00-363,1,363,bb37e1fa-3071-4445-a366-01bebc4568a3,2020-10-10 19:02:31,a7398763-7363-4a85-85e8-98289285356f,2020-10-10 19:00:41,3,363,363,363,out/10-10-12-00/log,out/10-10-12-00/base_samples363,,out/10-10-12-00/bit1_samples363,out/10-10-12-00/bit0_samples363,0,,0.308218340966134,FA:CD:C8:69:1E:3A,No,017371402075
10-10-12-00-95,1,95,c91cf70a-8da6-4f29-8bde-000d5cfad369,2020-10-10 19:02:31,ac426dde-c8a3-491a-9e6c-9931e1d45efb,2020-10-10 19:00:32,3,98,98,98,out/10-10-12-00/log,out/10-10-12-00/base_samples95,,out/10-10-12-00/bit1_samples95,out/10-10-12-00/bit0_samples95,5.792184203495,,0.44556727361791,EA:46:03:47:D6:9F,No,017371402075
10-10-12-00-440,1,440,dee2de33-0119-4596-8cac-dee34dfc0f6c,2020-10-10 19:02:31,304c8f6c-2660-47c2-9fa3-b1f49eefce2e,2020-10-10 19:00:34,3,777,777,777,out/10-10-12-00/log,out/10-10-12-00/base_samples440,,out/10-10-12-00/bit1_samples440,out/10-10-12-00/bit0_samples440,5.86296119651668,,0.551151482654587,86:0B:B7:0D:9C:0A,No,017371402075
10-10-12-00-49,1,49,d520538f-b27e-43fa-8f83-fe452a4b6bf5,2020-10-10 19:02:31,bca81094-e632-4d81-aabd-1b478587eb6c,2020-10-10 19:00:34,3,473,473,473,out/10-10-12-00/log,out/10-10-12-00/base_samples49,,out/10-10-12-00/bit1_samples49,out/10-10-12-00/bit0_samples49,6.19730712100022,,0.461580332255394,1E:92:00:8B:9B:4C,No,017371402075
10-10-12-00-63,1,63,a399d645-40fb-4e74-948e-e902e3a2e4fd,2020-10-10 19:02:31,c81c49f9-bb9e-4a44-829e-b63316ac83df,2020-10-10 19:00:33,3,165,165,165,out/10-10-12-00/log,out/10-10-12-00/base_samples63,,out/10-10-12-00/bit1_samples63,out/10-10-12-00/bit0_samples63,5.84776168289613,,0.196727727588382,06:B1:3D:B0:BA:A2,No,017371402075
10-10-12-00-202,1,202,c53fdfb5-ea13-4717-8342-8cc0cd1a524d,2020-10-10 19:02:31,55cdc065-8428-467c-9dbe-f0f830c2b0a9,2020-10-10 19:00:33,3,625,625,625,out/10-10-12-00/log,out/10-10-12-00/base_samples202,,out/10-10-12-00/bit1_samples202,out/10-10-12-00/bit0_samples202,5.68224398775891,,0.487587276885434,DE:3D:58:7A:8F:B8,No,017371402075
10-10-12-00-993,1,993,02428ac6-584e-46ff-95ca-4fec44177259,2020-10-10 19:02:31,b159333b-8c87-48ab-bd86-63f76258f66d,2020-10-10 19:01:11,3,993,993,993,out/10-10-12-00/log,out/10-10-12-00/base_samples993,,out/10-10-12-00/bit1_samples993,out/10-10-12-00/bit0_samples993,0,,0.754802132035552,92:7F:7D:F1:36:76,No,017371402075
10-10-12-00-996,1,996,0dd809a0-25c8-421b-881a-a40cd8b0dfab,2020-10-10 19:02:31,2c41e190-e448-4c09-b489-da72fe758c3f,2020-10-10 19:01:11,3,996,996,996,out/10-10-12-00/log,out/10-10-12-00/base_samples996,,out/10-10-12-00/bit1_samples996,out/10-10-12-00/bit0_samples996,0,,0.665783698382616,7E:BF:58:6B:1A:E7,No,017371402075
10-10-12-00-218,1,218,09de0d01-751f-4a57-8d10-e327c7e659ad,2020-10-10 19:02:31,09697460-8feb-4381-b84b-22a612d82601,2020-10-10 19:00:32,3,529,529,529,out/10-10-12-00/log,out/10-10-12-00/base_samples218,,out/10-10-12-00/bit1_samples218,out/10-10-12-00/bit0_samples218,6.79852125043104,,0.206159848555899,E2:98:6F:CF:5D:A0,No,017371402075
10-10-12-00-403,1,403,13939df1-9151-40e9-850c-a8fe50b31e42,2020-10-10 19:02:31,5bca7ca5-34bb-4247-8dd6-25e63908aa72,2020-10-10 19:00:41,3,593,593,593,out/10-10-12-00/log,out/10-10-12-00/base_samples403,,out/10-10-12-00/bit1_samples403,out/10-10-12-00/bit0_samples403,6.78995222742655,,0.451718620406726,66:26:82:77:72:A1,No,017371402075
10-10-12-00-610,1,610,73e0c09c-d821-4ab3-b4ce-532a61320c6b,2020-10-10 19:02:31,e3656dce-d29b-4a70-a98d-e2be7a514e6e,2020-10-10 19:00:44,3,610,610,610,out/10-10-12-00/log,out/10-10-12-00/base_samples610,,out/10-10-12-00/bit1_samples610,out/10-10-12-00/bit0_samples610,0,,0.344342826151115,22:9C:76:4E:BA:1B,No,017371402075
10-10-12-00-944,1,944,8a5dc287-7af6-40f6-ae99-2ab014b565c5,2020-10-10 19:02:31,74cb82ea-8449-44ac-aa45-5ec106638c35,2020-10-10 19:01:09,3,944,944,944,out/10-10-12-00/log,out/10-10-12-00/base_samples944,,out/10-10-12-00/bit1_samples944,out/10-10-12-00/bit0_samples944,0,,0.223875054299333,D2:CD:BE:15:AC:FB,No,017371402075
10-10-12-00-722,1,722,20187c12-017d-45a4-bc25-8871e7233513,2020-10-10 19:02:31,eb12717d-aad6-4466-ba14-58432ddb0668,2020-10-10 19:00:53,3,722,722,722,out/10-10-12-00/log,out/10-10-12-00/base_samples722,,out/10-10-12-00/bit1_samples722,out/10-10-12-00/bit0_samples722,0,,0.186689546213014,C6:E2:F3:63:AE:08,No,017371402075
10-10-12-00-707,1,707,7a19e275-ff4b-432b-b4d1-6e541be7c93d,2020-10-10 19:02:31,dd6d095e-fb41-417f-a400-e9bcc613466e,2020-10-10 19:00:49,3,794,794,794,out/10-10-12-00/log,out/10-10-12-00/base_samples707,,out/10-10-12-00/bit1_samples707,out/10-10-12-00/bit0_samples707,6.30099359311688,,0.315311386428139,32:22:80:71:C3:B2,No,017371402075
10-10-12-00-210,1,210,81f91617-2470-4a08-8d79-2eb4567c7618,2020-10-10 19:02:31,3709b673-2fb3-4ca5-a880-da0b2f166776,2020-10-10 19:00:32,3,838,838,838,out/10-10-12-00/log,out/10-10-12-00/base_samples210,,out/10-10-12-00/bit1_samples210,out/10-10-12-00/bit0_samples210,7.59708585961364,,0.133941103077389,3E:41:E4:4C:E6:0F,No,017371402075
10-10-12-00-472,1,472,71b6eee2-e13e-407b-8b01-716361b781eb,2020-10-10 19:02:31,a3405abd-bf68-469f-97c0-17aa5d1335b4,2020-10-10 19:00:35,3,472,472,472,out/10-10-12-00/log,out/10-10-12-00/base_samples472,,out/10-10-12-00/bit1_samples472,out/10-10-12-00/bit0_samples472,0,,2.07591567106903,86:0B:AD:8F:6A:1D,No,017371402075
10-10-12-00-84,1,84,749052ec-2764-4b25-90e9-8d153d6cf009,2020-10-10 19:02:31,dc61325d-bfd1-484d-baa7-a80636fc54f1,2020-10-10 19:00:32,3,833,833,833,out/10-10-12-00/log,out/10-10-12-00/base_samples84,,out/10-10-12-00/bit1_samples84,out/10-10-12-00/bit0_samples84,5.8253637162935,,0.279416044110088,1A:CB:53:8A:FE:3C,No,017371402075
10-10-12-00-144,1,144,efaa26f9-f35a-4cab-9788-ff35fa0782b5,2020-10-10 19:02:31,830b9c9c-250f-4661-b484-9590eaca7052,2020-10-10 19:00:43,3,740,740,740,out/10-10-12-00/log,out/10-10-12-00/base_samples144,,out/10-10-12-00/bit1_samples144,out/10-10-12-00/bit0_samples144,8.14980967641866,,0.486453863259275,9A:2F:6C:62:CC:7D,No,017371402075
10-10-12-00-377,1,377,40890e7d-57bc-4685-9b17-4c30c7d54307,2020-10-10 19:02:31,a38d724f-7437-466e-a1cb-cfef66a0492b,2020-10-10 19:00:35,3,753,753,753,out/10-10-12-00/log,out/10-10-12-00/base_samples377,,out/10-10-12-00/bit1_samples377,out/10-10-12-00/bit0_samples377,6.19948291841234,,0.39535878143619,36:CE:B5:F4:FB:58,No,017371402075
10-10-12-00-18,1,18,d5565978-3e04-4a9d-8af9-0aedbd2bc3cb,2020-10-10 19:02:31,d3c98d91-6c4d-41bf-8bbb-d9ef393f05f7,2020-10-10 19:00:32,3,839,839,839,out/10-10-12-00/log,out/10-10-12-00/base_samples18,,out/10-10-12-00/bit1_samples18,out/10-10-12-00/bit0_samples18,7.92227665815048,,0.13222987984945,02:8F:13:4F:84:CA,No,017371402075
10-10-12-00-521,1,521,40b47151-abca-4769-874c-1b04bb84211c,2020-10-10 19:02:31,f637ed0f-350b-4d2f-a7ad-21432f99e26a,2020-10-10 19:00:34,3,521,521,521,out/10-10-12-00/log,out/10-10-12-00/base_samples521,,out/10-10-12-00/bit1_samples521,out/10-10-12-00/bit0_samples521,0,,0.549227206900475,62:B7:1F:08:A6:31,No,017371402075
10-10-12-00-754,1,754,56afb55b-81ab-4efe-80cc-8a06b99bdbab,2020-10-10 19:02:31,8496e7f6-5521-4d72-94cb-42e303564b57,2020-10-10 19:00:53,3,866,866,866,out/10-10-12-00/log,out/10-10-12-00/base_samples754,,out/10-10-12-00/bit1_samples754,out/10-10-12-00/bit0_samples754,6.87642748541414,,0.518488262282764,FA:10:4B:E0:7B:77,No,017371402075
10-10-12-00-173,1,173,980c44dd-f39c-48ab-9bd0-c314492d4e3b,2020-10-10 19:02:31,9636da2d-0538-4587-bc02-5f75c1c471c6,2020-10-10 19:00:32,3,430,430,430,out/10-10-12-00/log,out/10-10-12-00/base_samples173,,out/10-10-12-00/bit1_samples173,out/10-10-12-00/bit0_samples173,6.43694622260712,,0.634159381198212,AE:3A:7F:18:83:DC,No,017371402075
10-10-12-00-33,1,33,b34503c8-26c5-4a37-b277-3e5d4d392927,2020-10-10 19:02:31,d09612f7-737a-4d90-bebc-b4c341e6db76,2020-10-10 19:00:36,3,33,33,33,out/10-10-12-00/log,out/10-10-12-00/base_samples33,,out/10-10-12-00/bit1_samples33,out/10-10-12-00/bit0_samples33,0,,0.299512407164201,AE:E8:FC:B3:34:03,No,017371402075
10-10-12-00-562,1,562,42248d8e-b4ca-4055-8e94-ae6d60332c9c,2020-10-10 19:02:31,8bef8ec7-3fe1-42dd-a7b1-0ccb02c164bd,2020-10-10 19:00:43,3,562,562,562,out/10-10-12-00/log,out/10-10-12-00/base_samples562,,out/10-10-12-00/bit1_samples562,out/10-10-12-00/bit0_samples562,0,,0.288229162299723,9A:DE:96:1C:4B:E2,No,017371402075
10-10-12-00-942,1,942,604e0a45-bdf3-4843-8b15-75fde3d14813,2020-10-10 19:02:31,05c61337-5b5a-4bc7-8b1d-99144b1ed58c,2020-10-10 19:01:07,3,942,942,942,out/10-10-12-00/log,out/10-10-12-00/base_samples942,,out/10-10-12-00/bit1_samples942,out/10-10-12-00/bit0_samples942,0,,0.248483053999664,FA:28:34:D3:D3:F5,No,017371402075
10-10-12-00-150,1,150,3e8f4154-63ec-4d83-b8e1-c596b58af8f7,2020-10-10 19:02:31,0027e294-4cbe-4b33-b145-e1d6255bb666,2020-10-10 19:00:32,3,478,478,478,out/10-10-12-00/log,out/10-10-12-00/base_samples150,,out/10-10-12-00/bit1_samples150,out/10-10-12-00/bit0_samples150,7.32695609075154,,0.246784568543226,A2:B0:71:BC:DF:39,No,017371402075
10-10-12-00-458,1,458,30211fde-0252-406f-b827-abfc238a0ece,2020-10-10 19:02:31,99904f4d-256f-439b-87c6-3e429490f587,2020-10-10 19:00:35,3,912,912,912,out/10-10-12-00/log,out/10-10-12-00/base_samples458,,out/10-10-12-00/bit1_samples458,out/10-10-12-00/bit0_samples458,6.99778127113713,,0.451842256213382,4A:A1:93:80:0E:55,No,017371402075
10-10-12-00-726,1,726,9236e37d-4420-46dc-8e87-c267264576b2,2020-10-10 19:02:31,d22a1d4b-9298-4f54-b7bc-478e63056a90,2020-10-10 19:00:55,3,726,726,726,out/10-10-12-00/log,out/10-10-12-00/base_samples726,,out/10-10-12-00/bit1_samples726,out/10-10-12-00/bit0_samples726,0,,0.567376691610699,92:0D:31:40:DA:D5,No,017371402075
10-10-12-00-956,1,956,65d80b35-1bbd-4290-96f0-cf4cbb4666cc,2020-10-10 19:02:31,16faab11-f7fc-4a90-b127-6f8be7236105,2020-10-10 19:01:07,3,956,956,956,out/10-10-12-00/log,out/10-10-12-00/base_samples956,,out/10-10-12-00/bit1_samples956,out/10-10-12-00/bit0_samples956,0,,0.382959542119688,FA:2A:E0:96:43:6F,No,017371402075
10-10-12-00-373,1,373,ff58dbc2-9345-4403-91cc-34a7f2f6fab6,2020-10-10 19:02:31,89241f06-e80c-4b79-9ef9-8c8170e21af8,2020-10-10 19:00:33,3,846,846,846,out/10-10-12-00/log,out/10-10-12-00/base_samples373,,out/10-10-12-00/bit1_samples373,out/10-10-12-00/bit0_samples373,8.13313269083015,,0.298941437552814,3E:C5:E1:51:45:4A,No,017371402075
10-10-12-00-886,1,886,d94f3951-90bc-46d9-b0e4-43c476f273fb,2020-10-10 19:02:31,e288ee87-4e98-4ade-bafc-affef6fe4ef4,2020-10-10 19:01:04,3,886,886,886,out/10-10-12-00/log,out/10-10-12-00/base_samples886,,out/10-10-12-00/bit1_samples886,out/10-10-12-00/bit0_samples886,0,,0.54077065832117,D6:92:8F:0C:46:6C,No,017371402075
10-10-12-00-764,1,764,e0c041b5-9a65-403c-89be-1b7751a5c903,2020-10-10 19:02:31,f270e434-f897-4978-b865-b982ffd3d497,2020-10-10 19:00:56,3,764,764,764,out/10-10-12-00/log,out/10-10-12-00/base_samples764,,out/10-10-12-00/bit1_samples764,out/10-10-12-00/bit0_samples764,0,,0.386424867785624,42:A2:1F:A1:24:09,No,017371402075
10-10-12-00-287,1,287,bbc839c7-ea04-41f4-99ce-399c2e1988e6,2020-10-10 19:02:31,9f543967-e072-4bfb-a2e5-29809af85bde,2020-10-10 19:00:32,3,365,365,365,out/10-10-12-00/log,out/10-10-12-00/base_samples287,,out/10-10-12-00/bit1_samples287,out/10-10-12-00/bit0_samples287,5.95156955942361,,0.13530017527582,1E:6B:8E:D1:B8:4B,No,017371402075
10-10-12-00-385,1,385,c7e6fb63-ff78-4b97-bb8e-9098ed33010c,2020-10-10 19:02:31,2cde53ba-b12a-4dc4-ab3a-281620f0d3a4,2020-10-10 19:00:40,3,753,753,753,out/10-10-12-00/log,out/10-10-12-00/base_samples385,,out/10-10-12-00/bit1_samples385,out/10-10-12-00/bit0_samples385,5.78115727327222,,0.477366542725305,16:6F:69:98:FB:B3,No,017371402075
10-10-12-00-947,1,947,e7612d71-f434-4b83-9771-7e3776e37c38,2020-10-10 19:02:31,d1b616b4-d020-415c-9d77-ee4b08460687,2020-10-10 19:01:10,3,947,947,947,out/10-10-12-00/log,out/10-10-12-00/base_samples947,,out/10-10-12-00/bit1_samples947,out/10-10-12-00/bit0_samples947,0,,0.598887127044113,5A:99:7D:D8:B4:2C,No,017371402075
10-10-12-00-948,1,948,758491a4-6d79-4943-9fcc-99d9fa2231ae,2020-10-10 19:02:31,6124f90b-081e-493c-b477-03ecba1fc624,2020-10-10 19:01:05,3,964,964,964,out/10-10-12-00/log,out/10-10-12-00/base_samples948,,out/10-10-12-00/bit1_samples948,out/10-10-12-00/bit0_samples948,5.36095061537597,,0.537118997620825,A2:FE:EE:FD:95:02,No,017371402075
10-10-12-00-232,1,232,2e23ea6c-3c78-45b3-9411-c9d1e5072406,2020-10-10 19:02:31,b14e334b-324d-404b-a275-1d05a88d5f3e,2020-10-10 19:00:37,3,471,471,471,out/10-10-12-00/log,out/10-10-12-00/base_samples232,,out/10-10-12-00/bit1_samples232,out/10-10-12-00/bit0_samples232,5.84888440736292,,0.318385628419836,76:86:C9:10:DD:4F,No,017371402075
10-10-12-00-255,1,255,f4dc4243-99af-446f-a1d4-0da39c7679e3,2020-10-10 19:02:31,5fd39220-9400-49bc-a444-5e9f3ea62f29,2020-10-10 19:00:33,3,504,504,504,out/10-10-12-00/log,out/10-10-12-00/base_samples255,,out/10-10-12-00/bit1_samples255,out/10-10-12-00/bit0_samples255,6.14878487265277,,0.168713886602319,AE:36:4E:7A:83:9C,No,017371402075
10-10-12-00-128,1,128,c162ac11-b129-40b1-bab6-2b472f71ff91,2020-10-10 19:02:31,13a71a7f-55d1-4bf9-a097-7af582e9eb5a,2020-10-10 19:00:37,3,447,447,447,out/10-10-12-00/log,out/10-10-12-00/base_samples128,,out/10-10-12-00/bit1_samples128,out/10-10-12-00/bit0_samples128,8.05820036326835,,0.092249818740714,72:DC:4C:A5:46:87,No,017371402075
10-10-12-00-974,1,974,866c09be-eb87-4db6-bca8-b42a7e274fed,2020-10-10 19:02:31,0bb7df9f-1c13-4e8a-be5f-a07fbac56854,2020-10-10 19:01:10,3,974,974,974,out/10-10-12-00/log,out/10-10-12-00/base_samples974,,out/10-10-12-00/bit1_samples974,out/10-10-12-00/bit0_samples974,0,,0.242224501938929,1A:07:3C:4E:A0:D0,No,017371402075
10-10-12-00-735,1,735,e6599fd2-e30b-4ef6-a602-6c26b9786d6d,2020-10-10 19:02:31,7a3f2e25-ac02-497a-9341-86fa9420b3cd,2020-10-10 19:00:56,3,735,735,735,out/10-10-12-00/log,out/10-10-12-00/base_samples735,,out/10-10-12-00/bit1_samples735,out/10-10-12-00/bit0_samples735,0,,0.364406760819633,E2:6A:8D:F1:D4:54,No,017371402075
10-10-12-00-936,1,936,7722cebe-0938-43fb-86b8-259805a536ca,2020-10-10 19:02:31,d2023f8b-a423-4bc4-a622-023d5a02b8af,2020-10-10 19:01:04,3,936,936,936,out/10-10-12-00/log,out/10-10-12-00/base_samples936,,out/10-10-12-00/bit1_samples936,out/10-10-12-00/bit0_samples936,0,,0.593732584389841,76:E2:45:E4:1F:60,No,017371402075
10-10-12-00-114,1,114,dbf984d4-e0c9-42c8-af36-f99496ee65d7,2020-10-10 19:02:31,90f31724-35a3-41bc-941c-33b25c6e17f5,2020-10-10 19:00:35,3,631,631,631,out/10-10-12-00/log,out/10-10-12-00/base_samples114,,out/10-10-12-00/bit1_samples114,out/10-10-12-00/bit0_samples114,6.21173998224684,,0.341827711720393,FA:6F:D5:01:A3:D1,No,017371402075
10-10-12-00-100,1,100,a22be9d1-b6af-46b1-bab0-136a437d0183,2020-10-10 19:02:31,8bb877b3-b6e1-482f-ae1c-b14e3b14cf08,2020-10-10 19:00:32,3,434,434,434,out/10-10-12-00/log,out/10-10-12-00/base_samples100,,out/10-10-12-00/bit1_samples100,out/10-10-12-00/bit0_samples100,5.66472443892295,,0.327002581029569,CE:56:24:52:20:6B,No,017371402075
10-10-12-00-5,1,5,98304173-20e1-4ff9-b01d-aae4de126eba,2020-10-10 19:02:31,fefe3de3-6ce5-4132-8a31-2426fa0ab82d,2020-10-10 19:00:34,3,744,744,744,out/10-10-12-00/log,out/10-10-12-00/base_samples5,,out/10-10-12-00/bit1_samples5,out/10-10-12-00/bit0_samples5,5.93498958225355,,0.322072051139182,A2:7E:20:94:57:3D,No,017371402075
10-10-12-00-152,1,152,628ded70-d8b0-45b8-811e-de9b8c51ad47,2020-10-10 19:02:31,4613bd36-ec5f-43b9-bc6f-3ee0b86f7e95,2020-10-10 19:00:32,3,289,289,289,out/10-10-12-00/log,out/10-10-12-00/base_samples152,,out/10-10-12-00/bit1_samples152,out/10-10-12-00/bit0_samples152,6.30284679086447,,0.183176781513074,F6:99:D7:76:0A:A6,No,017371402075
10-10-12-00-132,1,132,c09f4e26-92b7-4d2a-b70a-dfdd4a17a50f,2020-10-10 19:02:31,53f5f616-8725-4589-8d5c-4cbc6a6b145a,2020-10-10 19:00:32,3,781,781,781,out/10-10-12-00/log,out/10-10-12-00/base_samples132,,out/10-10-12-00/bit1_samples132,out/10-10-12-00/bit0_samples132,5.66886996137014,,0.49717407452949,3E:2E:98:90:6E:19,No,017371402075
10-10-12-00-402,1,402,9a92b918-b0b5-452b-9fce-33a8f0fb5711,2020-10-10 19:02:31,6477c29d-600f-46a4-82a3-a109d8f58b12,2020-10-10 19:00:34,3,520,520,520,out/10-10-12-00/log,out/10-10-12-00/base_samples402,,out/10-10-12-00/bit1_samples402,out/10-10-12-00/bit0_samples402,6.51855182698772,,0.103210292675446,4A:2C:B8:73:8E:FE,No,017371402075
10-10-12-00-418,1,418,21c64b2b-7a85-4658-9523-64ec3dc2016b,2020-10-10 19:02:31,ca514f05-a920-430a-afc8-e4f6e978283f,2020-10-10 19:00:34,3,776,776,776,out/10-10-12-00/log,out/10-10-12-00/base_samples418,,out/10-10-12-00/bit1_samples418,out/10-10-12-00/bit0_samples418,6.42059390679396,,0.46950630201859,CA:50:31:4D:74:F2,No,017371402075
10-10-12-00-972,1,972,6e6a6389-83e0-46b5-b0dd-dc12a2c91ba7,2020-10-10 19:02:31,33a49d5c-65fe-4442-9a92-3759db53998e,2020-10-10 19:01:09,3,972,972,972,out/10-10-12-00/log,out/10-10-12-00/base_samples972,,out/10-10-12-00/bit1_samples972,out/10-10-12-00/bit0_samples972,0,,0.4084976751633,72:EB:AC:C6:1F:FC,No,017371402075
