Logs,Boot ID,MAC Address,Bit-1 Sample,Base Sample,Phase 3,Bit-0 Sample,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-23-54/log,c6f71584-916a-476f-b13b-8f0cbfc54893,DE:01:6F:64:96:26,out/09-09-23-54/bit1_samples42,out/09-09-23-54/base_samples42,42,out/09-09-23-54/bit0_samples42,42,46,3,2020-09-10 06:54:05,2020-09-10 06:55:04,42,8e51dc1e-3643-4287-92f2-5385126e99cf,1,
out/09-09-23-54/log,88d0b923-5147-41ae-a53a-027bed4a4066,96:F4:34:D9:11:96,out/09-09-23-54/bit1_samples99,out/09-09-23-54/base_samples99,99,out/09-09-23-54/bit0_samples99,99,99,3,2020-09-10 06:54:05,2020-09-10 06:55:05,99,e1fd5585-5d1a-4daa-b6ef-67492cc18895,1,
out/09-09-23-54/log,692438e6-48ca-41c3-8c75-990f118ea933,C2:41:68:96:A6:A9,out/09-09-23-54/bit1_samples78,out/09-09-23-54/base_samples78,78,out/09-09-23-54/bit0_samples78,78,78,3,2020-09-10 06:54:05,2020-09-10 06:55:04,78,64659e6a-a2c6-4c5d-9725-f8c74f482700,1,
out/09-09-23-54/log,5b5250c5-e7a1-475a-bb43-85f161483a47,7A:D2:DA:F1:FB:82,out/09-09-23-54/bit1_samples64,out/09-09-23-54/base_samples64,64,out/09-09-23-54/bit0_samples64,64,64,3,2020-09-10 06:54:05,2020-09-10 06:55:04,64,1f032bdc-b0e9-441c-875a-fd6efe874cd0,1,
out/09-09-23-54/log,3915006d-9792-45d3-9f6e-14bb15b1b5a4,1A:49:A5:C3:2F:54,out/09-09-23-54/bit1_samples30,out/09-09-23-54/base_samples30,30,out/09-09-23-54/bit0_samples30,30,30,3,2020-09-10 06:54:05,2020-09-10 06:55:04,30,ae8fe263-6962-40d9-ba78-4df4a840e6e0,1,
out/09-09-23-54/log,21351d3b-5689-4e71-89f3-91770612aaa4,36:86:18:06:3D:FE,out/09-09-23-54/bit1_samples60,out/09-09-23-54/base_samples60,60,out/09-09-23-54/bit0_samples60,60,60,3,2020-09-10 06:54:05,2020-09-10 06:55:04,60,aaa5063f-e701-477d-b1ca-12ada69f3510,1,
out/09-09-23-54/log,4debd39d-d7b8-42d3-87ba-4cc4362bae8d,7A:68:AB:23:E0:16,out/09-09-23-54/bit1_samples94,out/09-09-23-54/base_samples94,94,out/09-09-23-54/bit0_samples94,94,94,3,2020-09-10 06:54:05,2020-09-10 06:55:04,94,4c4deb52-cf27-4887-8803-4006ecbace72,1,
out/09-09-23-54/log,93813589-1825-439c-b3e1-7351f52f577f,EE:2F:89:B7:DF:7C,out/09-09-23-54/bit1_samples74,out/09-09-23-54/base_samples74,74,out/09-09-23-54/bit0_samples74,74,74,3,2020-09-10 06:54:05,2020-09-10 06:55:04,74,f012b647-4b04-42a1-b171-76d49d6ac17f,1,
out/09-09-23-54/log,561216bc-231a-492d-bde2-d3173dc9d63f,72:49:BF:90:E2:A0,out/09-09-23-54/bit1_samples10,out/09-09-23-54/base_samples10,10,out/09-09-23-54/bit0_samples10,10,10,3,2020-09-10 06:54:05,2020-09-10 06:55:04,10,537d40bd-8015-4f07-ac33-65cd1dc62f8f,1,
out/09-09-23-54/log,9f790c25-61b5-4945-9bce-268fcc94cbf1,B6:3C:2D:88:59:FB,out/09-09-23-54/bit1_samples71,out/09-09-23-54/base_samples71,96,out/09-09-23-54/bit0_samples71,71,71,3,2020-09-10 06:54:05,2020-09-10 06:55:05,71,29416ec3-d4e3-4549-b15f-9f1170f2feca,1,
