Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address
1,95,f9f7856b-8873-4971-9bcf-92646d09f2d2,2020-09-10 22:20:58,99988fc4-a8e7-4bfb-a191-672f93946838,2020-09-10 22:19:27,3,95,95,95,out/09-10-15-19/log,out/09-10-15-19/base_samples95,out/09-10-15-19/bit1_samples95,out/09-10-15-19/bit0_samples95,0,,1.00357729797166,86:D6:EA:48:08:7F
1,63,5a325a95-7ca8-45ba-85d0-7ba3df6750b5,2020-09-10 22:20:58,ac6854bb-9d4d-4dea-90b4-b664797a5d63,2020-09-10 22:19:27,3,63,63,63,out/09-10-15-19/log,out/09-10-15-19/base_samples63,out/09-10-15-19/bit1_samples63,out/09-10-15-19/bit0_samples63,0,,1.00512041087675,BA:7D:04:07:33:9A
1,84,eba1b148-5c44-4feb-a9ac-4cc7e5ed2a7b,2020-09-10 22:20:57,8309b185-c72a-405a-8ab5-5e31cd86fa1b,2020-09-10 22:19:27,3,84,84,84,out/09-10-15-19/log,out/09-10-15-19/base_samples84,out/09-10-15-19/bit1_samples84,out/09-10-15-19/bit0_samples84,0,,1.00275556607571,12:79:15:A4:54:1C
1,44,5b1bee18-b927-4a00-a6d9-ae04d2fa913d,2020-09-10 22:20:57,d5f6ed37-991f-401e-ac73-35f2d3aad8aa,2020-09-10 22:19:27,3,44,44,44,out/09-10-15-19/log,out/09-10-15-19/base_samples44,out/09-10-15-19/bit1_samples44,out/09-10-15-19/bit0_samples44,0,,1.00166581240794,96:97:FA:D9:74:7E
1,20,737170c0-aead-4d57-9d5c-84c0cec96c06,2020-09-10 22:20:57,905f1069-a406-4a79-bb4b-52a0dc582911,2020-09-10 22:19:27,3,20,20,20,out/09-10-15-19/log,out/09-10-15-19/base_samples20,out/09-10-15-19/bit1_samples20,out/09-10-15-19/bit0_samples20,0,,1.00075809862881,52:62:0A:09:6F:68
1,98,83c27d46-5aa6-41ef-872c-10627b0c8443,2020-09-10 22:20:57,60b699a3-27fb-46de-89c5-051b6179b374,2020-09-10 22:19:27,3,98,98,98,out/09-10-15-19/log,out/09-10-15-19/base_samples98,out/09-10-15-19/bit1_samples98,out/09-10-15-19/bit0_samples98,0,,1.00358666524173,BE:41:35:B2:A5:96
1,26,08e62094-51cb-4041-83ff-f445d0a330cf,2020-09-10 22:20:57,de5e4c0a-9fb8-447b-8f4f-70a5bb121f26,2020-09-10 22:19:27,3,28,28,32,out/09-10-15-19/log,out/09-10-15-19/base_samples26,out/09-10-15-19/bit1_samples26,out/09-10-15-19/bit0_samples26,-0.943792879580105,,1.00378872362895,EE:8A:60:21:05:60
1,47,f05a81f6-7464-41d2-9b18-d227f3cff1b0,2020-09-10 22:20:58,eb8ecf6c-4751-4240-8f11-aec0a2ee8793,2020-09-10 22:19:27,3,47,47,47,out/09-10-15-19/log,out/09-10-15-19/base_samples47,out/09-10-15-19/bit1_samples47,out/09-10-15-19/bit0_samples47,0,,1.00201692466298,C2:3B:5A:BF:02:A3
1,22,289aa9bb-6dd5-4e7e-a942-7ae7e1b37828,2020-09-10 22:20:57,9bca062c-86d2-48f7-acc0-c878424f387a,2020-09-10 22:19:27,3,22,22,22,out/09-10-15-19/log,out/09-10-15-19/base_samples22,out/09-10-15-19/bit1_samples22,out/09-10-15-19/bit0_samples22,0,,1.00404789568408,52:D2:64:68:19:7D
1,91,19f7ec35-a591-43d3-a963-2ea646841c86,2020-09-10 22:20:58,5cb5de7b-10c1-494c-9e61-449148f4365a,2020-09-10 22:19:27,3,91,91,91,out/09-10-15-19/log,out/09-10-15-19/base_samples91,out/09-10-15-19/bit1_samples91,out/09-10-15-19/bit0_samples91,0,,1.00049295217937,B6:EC:F8:0C:B7:8C
1,99,4517d6fb-fde4-452f-a88f-435c638e0c8d,2020-09-10 22:20:58,36f5ef7f-c1d8-483d-a19e-26659f7c8fc0,2020-09-10 22:19:27,3,99,99,99,out/09-10-15-19/log,out/09-10-15-19/base_samples99,out/09-10-15-19/bit1_samples99,out/09-10-15-19/bit0_samples99,0,,1.0081198678755,86:7B:65:C7:F3:28
1,57,e6075a4f-62bb-44ab-8864-e9cc9bc3f2ca,2020-09-10 22:20:58,71e062c0-8996-4013-abc2-8cba62e334ff,2020-09-10 22:19:27,3,57,57,57,out/09-10-15-19/log,out/09-10-15-19/base_samples57,out/09-10-15-19/bit1_samples57,out/09-10-15-19/bit0_samples57,0,,1.00960084940563,32:60:CE:60:E2:85
1,67,dd99e347-13cc-4897-a796-fc8759115e7b,2020-09-10 22:20:58,173773e9-5363-4087-ba84-9d6af469cb6c,2020-09-10 22:19:27,3,67,67,67,out/09-10-15-19/log,out/09-10-15-19/base_samples67,out/09-10-15-19/bit1_samples67,out/09-10-15-19/bit0_samples67,0,,1.00748167729215,D6:6E:F1:E1:9C:25
1,89,45fca242-d2b3-440b-aee5-975064957422,2020-09-10 22:20:58,05ece30a-dff5-4e80-8c77-8623478129bd,2020-09-10 22:19:27,3,89,89,89,out/09-10-15-19/log,out/09-10-15-19/base_samples89,out/09-10-15-19/bit1_samples89,out/09-10-15-19/bit0_samples89,0,,1.00000651451604,AA:F7:C2:84:10:81
