Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-13-51/log,02-03-13-51-14,,169.254.76.1,1,14,7.714500,D6:8E:CD:A0:4A:D4,736553b6-c857-47bd-af49-c7d88efd99b2,2021-02-03 21:51:33,30,3,74,65,33,2021-02-03 21:52:17,671f9927-e9bb-4711-baaf-9d93fbcc5f00,"02-03-13-27-14,02-03-13-31-3,02-03-13-34-13,02-03-13-37-94,02-03-13-41-37,02-03-13-44-23,02-03-13-48-82",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-51/log,02-03-13-51-6,,169.254.76.1,1,6,7.901027,62:EA:BC:65:03:74,2d34e8ef-5ad8-4bba-b6ca-b369494ab10a,2021-02-03 21:51:33,30,3,97,30,6,2021-02-03 21:52:17,16a2071e-c754-410d-abb5-f7140f95a56c,"02-03-13-37-1,02-03-13-41-93,02-03-13-44-10,02-03-13-48-12",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-51/log,02-03-13-51-34,,169.254.76.1,1,34,7.867345,B2:D3:B9:44:E3:9F,504d8590-e5ab-4ed1-a956-81dec7b45e4a,2021-02-03 21:51:33,30,2,34,13,-1,2021-02-03 21:52:26,481e2e59-55e7-4222-b918-cbdfa485368c,"02-03-13-37-28,02-03-13-41-36,02-03-13-44-45,02-03-13-48-31",-,-,-,Yes,DEFAULT,1,-,-
out/02-03-13-51/log,02-03-13-51-70,,169.254.76.1,1,70,7.860295,96:18:72:CB:55:15,2096a1c1-17f9-4e76-b143-f1e43005bd07,2021-02-03 21:51:33,30,2,70,20,-1,2021-02-03 21:52:26,c48bfe85-ac9d-484e-9426-3626310ef653,,-,-,out/02-03-13-51/bit0_samples70,No,DEFAULT,2,-,-
out/02-03-13-51/log,02-03-13-51-88,,169.254.76.1,1,88,7.835723,12:24:52:05:02:3B,8ed028c4-626e-43a2-bee1-1ca0bbb3371b,2021-02-03 21:51:33,20,1,88,-1,-1,2021-02-03 21:52:07,4a0e867a-8882-497a-a0df-3cc9704308a3,"02-03-13-02-68,02-03-13-06-96,02-03-13-07-93,02-03-13-10-71,02-03-13-14-87,02-03-13-17-85,02-03-13-21-82,02-03-13-24-26,02-03-13-27-94,02-03-13-31-74,02-03-13-34-84,02-03-13-37-80,02-03-13-41-11,02-03-13-44-98,02-03-13-48-48",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-51/log,02-03-13-51-44,,169.254.76.1,1,44,7.863288,5A:49:78:C6:CE:BB,f3807f16-c567-49dc-8014-bc4dad77602f,2021-02-03 21:51:33,30,3,89,44,22,2021-02-03 21:52:26,4fbc3ec3-3bd9-47f1-9853-3b90cdf861f3,"02-03-13-02-30,02-03-13-06-42,02-03-13-07-18,02-03-13-10-70,02-03-13-14-81,02-03-13-17-43,02-03-13-21-72,02-03-13-24-77,02-03-13-27-22,02-03-13-31-13,02-03-13-34-20,02-03-13-37-21,02-03-13-41-74,02-03-13-44-9,02-03-13-48-72",-,out/02-03-13-51/bit1_samples44,-,Yes,DEFAULT,3,-,-
out/02-03-13-51/log,02-03-13-51-33,,169.254.76.1,1,33,7.725048,E2:17:C4:21:F9:09,724275f4-3e4a-4d97-9576-cec483f8712a,2021-02-03 21:51:33,30,3,74,65,33,2021-02-03 21:52:17,9e3f5dbb-2285-439a-b6f5-efc0a9e539be,"02-03-13-02-90,02-03-13-06-31,02-03-13-07-12,02-03-13-10-9,02-03-13-14-47,02-03-13-17-50,02-03-13-21-2,02-03-13-24-41,02-03-13-27-46,02-03-13-31-40,02-03-13-34-61,02-03-13-37-56,02-03-13-41-71,02-03-13-44-7,02-03-13-48-15",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-51/log,02-03-13-51-27,,169.254.76.1,1,27,7.900669,26:C7:BE:BA:E8:12,d309a1d1-3c6c-4260-8c17-fa81649b1836,2021-02-03 21:51:33,30,2,47,27,-1,2021-02-03 21:52:26,facc424d-f331-4ebf-a59d-449f2d86320d,"02-03-13-31-14,02-03-13-34-3,02-03-13-37-83,02-03-13-41-31,02-03-13-44-63,02-03-13-48-9",-,out/02-03-13-51/bit1_samples27,-,Yes,DEFAULT,4,-,-
out/02-03-13-51/log,02-03-13-51-51,,169.254.76.1,1,51,7.615181,BA:D2:A2:EB:1A:4B,8b7af8c2-5fc0-4644-900d-b9e2d4dfc304,2021-02-03 21:51:33,20,1,51,-1,-1,2021-02-03 21:52:07,d6917818-2b41-4ccc-84b9-6924e2b231d4,"02-03-13-02-85,02-03-13-06-64,02-03-13-07-90,02-03-13-10-86,02-03-13-14-19,02-03-13-17-44,02-03-13-21-90,02-03-13-24-44,02-03-13-27-100,02-03-13-31-42,02-03-13-34-80,02-03-13-37-53,02-03-13-41-84,02-03-13-44-83,02-03-13-48-83",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-13-51/log,02-03-13-51-85,,169.254.76.1,1,85,7.813070,66:22:F9:A9:50:B3,7c7d6340-000e-41e3-a05e-42c87960488d,2021-02-03 21:51:33,30,3,85,77,32,2021-02-03 21:52:26,7470be4d-d6f4-44bc-8466-a3aab469cad5,"02-03-13-31-17,02-03-13-34-42,02-03-13-37-20,02-03-13-41-62,02-03-13-44-37,02-03-13-48-27",-,-,out/02-03-13-51/bit0_samples85,Yes,DEFAULT,5,-,-
