Logs,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-13-24/log,4838e6b1-8ad0-4b00-a8f5-791a10a71e7c,7E:10:F3:86:D8:6A,2,1,2020-08-13 20:24:27,2020-08-13 20:24:40,2,8de0c40f-150b-4195-9c06-3fff46dc9217,1,,-,-
out/08-13-13-24/log,1aa36f61-737f-4d32-8c88-e60e63f64ad7,DA:86:A5:FE:82:E2,3,1,2020-08-13 20:24:27,2020-08-13 20:24:40,3,f0393ab7-aee6-4f6c-a875-1449feec3ce5,1,,-,-
out/08-13-13-24/log,93b85e0e-2aad-40d7-b0aa-3eb1f092991e,4E:57:FA:7D:2B:7C,9,1,2020-08-13 20:24:27,2020-08-13 20:24:40,9,bf889fbd-3a3a-4b06-8011-93557c67ece1,1,,-,-
out/08-13-13-24/log,ee48cb72-8839-4ef0-ae23-004c41e0cf40,AE:EC:B9:53:AC:00,8,1,2020-08-13 20:24:27,2020-08-13 20:24:40,8,81202c0e-6f0b-49a0-bac4-5e193cdc85ba,1,,-,-
out/08-13-13-24/log,1de2356a-7691-42ef-bf0b-49a325eaf083,62:76:E5:8C:86:FF,7,1,2020-08-13 20:24:27,2020-08-13 20:24:40,7,36811c7d-d9e3-47b5-868f-057cae92e415,1,,-,-
out/08-13-13-24/log,796d0a99-726a-4652-b945-d50be09a147b,D6:59:CA:FC:91:B9,10,1,2020-08-13 20:24:27,2020-08-13 20:24:40,10,63a191d2-d9a4-4331-a4cd-b194f30b9deb,1,,-,-
out/08-13-13-24/log,40db977c-a50d-435f-a42a-9b479691b0ce,CA:91:6D:29:B0:65,4,1,2020-08-13 20:24:27,2020-08-13 20:24:40,4,5bee97d4-1337-4ecf-a3ea-1f18cce3a340,1,,-,-
out/08-13-13-24/log,4f8af68a-d457-4dcd-8597-458297dead6b,2E:6D:C2:3F:D4:06,1,1,2020-08-13 20:24:27,2020-08-13 20:24:40,1,3cb99924-814a-4e9a-9a77-b34b65d9f17b,1,,-,-
out/08-13-13-24/log,2e0ddffd-b6ec-479e-bb6a-2b681755a087,36:8C:0A:09:02:D4,6,1,2020-08-13 20:24:27,2020-08-13 20:24:39,6,095378e4-a710-4d71-9418-6f061a058edd,1,,-,-
out/08-13-13-24/log,e8e5f6fe-522c-4989-80a9-c21d2041eb90,06:DC:6F:A1:FA:80,5,1,2020-08-13 20:24:27,2020-08-13 20:24:40,5,4a2ee353-3011-4719-87dd-ac59a1be2275,1,,-,-
