Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-13-15-56/log,a7b4c1dd-3503-4277-98e9-197143e3e1a2,5E:D0:76:C1:14:23,14,128,14,14,5,2020-08-13 22:55:33,14,2020-08-13 22:56:16,14,3b053af1-bb3a-4cd9-ab90-554487d8f780,1,,-,-
out/08-13-15-56/log,a12e2034-e3df-4660-990e-a147a678e08a,E2:28:21:AB:8A:54,70,70,70,70,5,2020-08-13 22:55:33,70,2020-08-13 22:56:16,70,87c43dfc-df4b-4602-addb-2e428151de43,1,,-,-
out/08-13-15-56/log,a9d47cb8-1566-41fd-99c5-a204eab7d2b0,06:21:62:6F:9D:43,58,58,58,58,5,2020-08-13 22:55:33,58,2020-08-13 22:56:16,58,4689bcc6-37b0-46fa-bc23-97833dbe808c,1,,-,-
out/08-13-15-56/log,b4247a09-1171-4323-95a1-116af3353c48,A6:B8:84:51:1D:81,92,83,90,86,5,2020-08-13 22:55:33,86,2020-08-13 22:56:16,18,c709e961-7ffe-4297-97c7-e51a4a7923ac,1,,-,-
out/08-13-15-56/log,ce8968e3-49bd-455f-b7a2-f19bd1fea59f,12:BD:5A:71:5B:A2,6,6,6,6,5,2020-08-13 22:55:33,6,2020-08-13 22:56:16,6,d9a26aec-b33e-454e-9411-4da56e6ca241,1,,-,-
out/08-13-15-56/log,e1473e72-f3a7-4504-97c8-70d7b6bd204b,F6:D4:94:66:5C:AF,34,34,34,34,5,2020-08-13 22:55:33,34,2020-08-13 22:56:16,34,43470775-8ba2-48ca-b348-dfa0754e7511,1,,-,-
out/08-13-15-56/log,dc40886c-2574-405a-9531-0afb86c2f250,22:3A:92:DC:04:C1,61,46,63,55,5,2020-08-13 22:55:33,63,2020-08-13 22:56:16,42,a1043fa1-fff4-407c-8b69-d89b8dbd9bd2,1,,-,-
out/08-13-15-56/log,0cf7ff40-7a62-4d0f-a2ab-eeeb9e375413,5A:5A:08:5B:AC:81,104,109,109,109,5,2020-08-13 22:55:33,109,2020-08-13 22:56:17,15,e8fa31c7-6dfc-417b-a104-e618c13859b6,1,,-,-
out/08-13-15-56/log,59ddf52e-cfe8-4c86-8e0a-84442c0521ea,16:91:A7:05:47:43,67,67,67,67,5,2020-08-13 22:55:33,67,2020-08-13 22:56:17,67,7038e756-b943-4b6d-925a-70c615283069,1,,-,-
out/08-13-15-56/log,9d08cae5-fe91-42c0-8275-33e7bdfe0840,AA:41:BD:1C:92:4B,48,48,48,48,5,2020-08-13 22:55:33,48,2020-08-13 22:56:16,48,57b59b2f-961b-47b6-a25d-bac440115018,1,,-,-
out/08-13-15-56/log,92e7a54f-a1c8-4bd7-b8e0-4abcff17a161,2A:DD:74:D6:11:B6,89,89,89,89,5,2020-08-13 22:55:33,89,2020-08-13 22:56:17,71,28fa5bfb-9b76-4f40-beb9-e6fbb05f3b33,1,,-,-
out/08-13-15-56/log,92b3bf2b-1f72-4224-a974-01ace8578670,92:B3:93:42:06:F4,75,75,120,75,5,2020-08-13 22:55:33,75,2020-08-13 22:56:17,75,e1aa23ba-6893-40f8-ab9b-b3e6ec3fb8e7,1,,-,-
out/08-13-15-56/log,d7a50ccd-1bc9-459c-ba1b-cd2cc8337b4e,A6:09:79:E5:14:32,95,83,199,94,5,2020-08-13 22:55:33,69,2020-08-13 22:56:16,66,bf4ece9b-3822-4aa3-916f-678c5327fd44,1,,-,-
out/08-13-15-56/log,e70a5243-64e5-4c3e-a4b7-40cc0d171d88,2A:39:DD:9A:6A:8E,92,60,88,92,5,2020-08-13 22:55:33,220,2020-08-13 22:56:17,35,7973dac8-095c-4757-a0cd-417bbad0943e,1,,-,-
out/08-13-15-56/log,e4e6b9a4-4946-4180-83b9-7f8d35707b45,BA:1F:56:8A:91:09,52,52,52,52,5,2020-08-13 22:55:33,54,2020-08-13 22:56:16,52,7d83ffe4-a1e5-4471-853d-130d23e12b9a,1,,-,-
out/08-13-15-56/log,406d8bd9-51c9-4b59-b21f-387b188186cd,6A:6C:22:BD:40:06,61,61,61,61,5,2020-08-13 22:55:33,61,2020-08-13 22:56:17,61,d042529f-9e3c-41a3-a685-503817f468ef,1,,-,-
out/08-13-15-56/log,02a9db2e-4cc5-4a8b-b117-db957174ae8e,92:35:36:21:6D:19,74,74,74,74,5,2020-08-13 22:55:33,74,2020-08-13 22:56:16,74,161e9360-6831-4942-9e90-ae7b6acbc691,1,,-,-
out/08-13-15-56/log,682c58cb-b144-4889-a5d8-ea9ff052dd52,2A:35:9D:95:DF:1F,53,53,55,53,5,2020-08-13 22:55:33,53,2020-08-13 22:56:17,53,33ad8f3e-463e-4d49-94ad-551c170d1870,1,,-,-
out/08-13-15-56/log,fa30ae42-bc67-47e5-8bd4-a6472f5ed94b,1A:A3:4E:5B:32:85,220,173,246,84,5,2020-08-13 22:55:33,255,2020-08-13 22:56:17,81,aeb69ad7-0ac5-4f64-8723-2fcbe4772417,1,,-,-
out/08-13-15-56/log,4c8d6ffd-31e1-4b1b-a859-8f782ac983c6,C6:9E:09:B3:69:23,10,10,10,10,5,2020-08-13 22:55:34,10,2020-08-13 22:56:16,10,31aa5bd6-3728-4550-8348-12778d565432,1,,-,-
out/08-13-15-56/log,d120d2e5-e244-4950-9b13-105458069403,A6:5B:3E:91:D8:E6,54,52,39,39,5,2020-08-13 22:55:33,54,2020-08-13 22:56:17,39,9d149a1a-5551-46b0-a182-06be484f67e0,1,,-,-
out/08-13-15-56/log,abe331ef-6172-4b70-9206-902e9caa16f8,B2:62:0C:B8:9D:6F,41,41,41,41,5,2020-08-13 22:55:33,41,2020-08-13 22:56:17,41,3de83865-dc0d-4671-8d37-68d017732127,1,,-,-
out/08-13-15-56/log,eb353bd7-f051-41c5-a205-d1345a2ca194,A2:66:76:37:94:AB,80,80,80,80,5,2020-08-13 22:55:33,80,2020-08-13 22:56:16,80,49188748-da8f-4967-aa78-d5682559b8d8,1,,-,-
out/08-13-15-56/log,78bcccd2-242f-49ef-a5c4-c82603e2a610,C2:23:26:EB:72:5F,90,90,90,90,5,2020-08-13 22:55:33,90,2020-08-13 22:56:16,90,eb8e796b-86d6-46de-bd3c-2f3127c44b67,1,,-,-
