Logs,GUID,Error,IP Address,Success,Id,CPU CPI,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,End Time,Boot ID,Predecessors,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Tag,Channel,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-19-39/log,02-03-19-39-1,,169.254.76.1,1,1,7.969700,06:A6:F4:60:48:82,ee003022-ca89-4e18-8570-5b8a3773c826,2021-02-04 03:39:19,30,3,71,26,1,2021-02-04 03:40:03,3dd04e3c-0b46-4e24-89f6-db53ae46c065,"02-03-19-33-78,02-03-19-34-54,02-03-19-35-91",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-8,,169.254.76.1,1,8,7.971976,E2:FD:C5:60:46:18,b9cbaef9-8861-4b49-879b-16bbfd33029a,2021-02-04 03:39:19,30,3,51,40,8,2021-02-04 03:40:03,f3877867-d36b-42ee-9117-178765730a74,"02-03-19-33-7,02-03-19-34-32,02-03-19-35-3",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-3,,169.254.76.1,1,3,7.856227,82:AF:08:F8:AD:8D,87fe7d73-dc78-4c76-b10a-f6e929fd28bd,2021-02-04 03:39:19,30,3,98,75,74,2021-02-04 03:40:03,afe77053-8265-446b-a4f0-d70f4d511939,"02-03-19-33-42,02-03-19-34-92,02-03-19-35-93",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-12,,169.254.76.1,1,12,7.865362,C2:22:F4:13:DF:85,ab322af6-7bcb-4495-80b0-f3c666e1592b,2021-02-04 03:39:19,30,3,43,28,12,2021-02-04 03:40:03,33d253ef-afb6-439a-9a1e-26fc405854ae,"02-03-19-33-81,02-03-19-34-4,02-03-19-35-1",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-60,,169.254.76.1,1,60,7.947973,9A:A2:7D:7C:52:1F,34511146-c52a-4b30-87fa-3723269c8a0f,2021-02-04 03:39:19,20,1,60,-1,-1,2021-02-04 03:39:53,e95e1d12-1a3c-4965-a2bc-6f4f2770217d,"02-03-19-33-44,02-03-19-34-77,02-03-19-35-86",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-2,,169.254.76.1,1,2,8.437018,A2:07:72:E6:FB:EE,f7efe660-d1f6-4abe-9ca6-5e37c052c1d4,2021-02-04 03:39:19,30,2,23,2,-1,2021-02-04 03:40:12,e0c10420-6577-4972-9915-0a34a5838376,"02-03-19-33-54,02-03-19-34-2,02-03-19-35-70",-,out/02-03-19-39/bit1_samples2,-,Yes,DEFAULT,1,-,-
out/02-03-19-39/log,02-03-19-39-24,,169.254.76.1,1,24,7.697153,0E:C1:E1:C4:A9:CF,8e0d7dde-1df0-4533-9fdd-48477725aa9f,2021-02-04 03:39:19,20,1,24,-1,-1,2021-02-04 03:39:53,5c7d5e4e-d417-4a53-ab40-346b26870e8e,"02-03-19-33-9,02-03-19-34-95,02-03-19-35-81",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-7,,169.254.76.1,1,7,7.874362,CE:DC:CF:D3:54:55,6d1248d7-62f2-483a-a213-c3d9cca5edc8,2021-02-04 03:39:19,30,2,31,7,-1,2021-02-04 03:40:12,281ea70b-3f0b-4553-af69-a256b4aee326,"02-03-19-33-77,02-03-19-34-46,02-03-19-35-85",-,out/02-03-19-39/bit1_samples7,-,Yes,DEFAULT,2,-,-
out/02-03-19-39/log,02-03-19-39-4,,169.254.76.1,1,4,7.814035,C6:FF:3B:2E:AB:84,2161b88c-1ed2-4601-b4c7-23346a46e210,2021-02-04 03:39:19,30,3,95,29,14,2021-02-04 03:40:03,7b03bd06-cc15-43b0-b2f0-2d6352f73b89,"02-03-19-33-31,02-03-19-34-65,02-03-19-35-94",-,-,-,Yes,DEFAULT,-,-,-
out/02-03-19-39/log,02-03-19-39-62,,169.254.76.1,1,62,7.853704,FA:50:20:27:CD:D2,7fa53279-50ee-456b-89dd-798e05efa56e,2021-02-04 03:39:19,30,3,73,62,48,2021-02-04 03:40:12,68df3b5c-623d-4a94-bfad-1ef98c7e1210,"02-03-19-33-76,02-03-19-34-44,02-03-19-35-44",-,out/02-03-19-39/bit1_samples62,-,Yes,DEFAULT,3,-,-
