GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-17-13-58-2,1,2,da9f07f6-0f7e-4034-8894-160f43bd27f2,2020-09-17 20:59:10,f652f937-bb5b-4539-a509-da562456dbd0,2020-09-17 20:58:12,3,2,2,2,out/09-17-13-58/log,out/09-17-13-58/base_samples2,09-17-13-56-89,out/09-17-13-58/bit1_samples2,out/09-17-13-58/bit0_samples2,0,,0.223763322508404,32:27:DD:8E:F7:26,Yes
09-17-13-58-17,1,17,55725891-9c30-4350-9f72-a4659921b85f,2020-09-17 20:59:10,afb1eb90-8597-4010-bd8f-c811f306a7e5,2020-09-17 20:58:12,3,17,17,17,out/09-17-13-58/log,out/09-17-13-58/base_samples17,09-17-13-56-92,out/09-17-13-58/bit1_samples17,out/09-17-13-58/bit0_samples17,0,,0.264234338370598,FE:39:67:95:1A:E9,Yes
09-17-13-58-14,1,14,b8886df0-3757-449d-a8d4-5b53407eb8c5,2020-09-17 20:59:10,2b758dfa-d70d-43c8-a3f3-238483deaef6,2020-09-17 20:58:12,3,14,14,14,out/09-17-13-58/log,out/09-17-13-58/base_samples14,09-17-13-56-58,out/09-17-13-58/bit1_samples14,out/09-17-13-58/bit0_samples14,0,,0.0951579072870218,3E:E9:7A:56:23:9A,Yes
09-17-13-58-33,1,33,89aa6c88-194b-4a78-9a47-c07bfaa09f87,2020-09-17 20:59:10,92588ba8-cfa7-475a-be9b-8179dd1df598,2020-09-17 20:58:12,3,97,97,97,out/09-17-13-58/log,out/09-17-13-58/base_samples33,09-17-13-56-91,out/09-17-13-58/bit1_samples33,out/09-17-13-58/bit0_samples33,6.43329914492671,,0.429477523229455,42:75:99:A8:DB:B5,Yes
09-17-13-58-10,1,10,f138f717-c6f2-4e37-9b5b-90ff6b52a9f6,2020-09-17 20:59:10,ccfc55de-9807-4d50-81b3-8461df52ab00,2020-09-17 20:58:12,3,10,10,10,out/09-17-13-58/log,out/09-17-13-58/base_samples10,09-17-13-56-31,out/09-17-13-58/bit1_samples10,out/09-17-13-58/bit0_samples10,0,,0.0982304662515658,D2:88:27:90:72:B7,Yes
09-17-13-58-28,1,28,86c02634-2625-4d33-9be9-10847e426197,2020-09-17 20:59:10,ffeaa960-a707-4a97-aeef-0df563953681,2020-09-17 20:58:12,3,85,85,85,out/09-17-13-58/log,out/09-17-13-58/base_samples28,09-17-13-56-97,out/09-17-13-58/bit1_samples28,out/09-17-13-58/bit0_samples28,7.63379712247916,,0.355573050923766,12:9B:33:36:6F:2A,Yes
09-17-13-58-76,1,76,d199050a-f868-490f-9a21-a1309b4a8a06,2020-09-17 20:59:10,6bc1a289-d414-4038-953e-8cb14252ba83,2020-09-17 20:58:11,3,76,76,76,out/09-17-13-58/log,out/09-17-13-58/base_samples76,",09-17-13-56-96",out/09-17-13-58/bit1_samples76,out/09-17-13-58/bit0_samples76,0,,0.684162988679632,06:97:5A:D5:6F:1C,Yes
09-17-13-58-19,1,19,55456c58-f58d-4b01-bbf3-e62f5e801800,2020-09-17 20:59:10,7c606ae1-59c8-48ec-8090-8dc2ac5312bb,2020-09-17 20:58:12,3,19,19,19,out/09-17-13-58/log,out/09-17-13-58/base_samples19,09-17-13-56-41,out/09-17-13-58/bit1_samples19,out/09-17-13-58/bit0_samples19,0,,0.370074995010059,E2:22:82:C2:B1:55,Yes
09-17-13-58-8,1,8,562b9f72-af0e-4a79-ae24-36c9f399f675,2020-09-17 20:59:10,0317064a-f6c3-4d7d-ad37-bd47358a876a,2020-09-17 20:58:12,3,70,70,70,out/09-17-13-58/log,out/09-17-13-58/base_samples8,09-17-13-56-21,out/09-17-13-58/bit1_samples8,out/09-17-13-58/bit0_samples8,6.29802727285877,,0.206996716607293,A2:D4:88:97:4D:C5,Yes
09-17-13-58-32,1,32,2561d8df-f673-4a9d-8b86-3853e0e7fa86,2020-09-17 20:59:10,f39653a6-078f-4ff1-addf-f50d4c089e4d,2020-09-17 20:58:12,3,32,32,32,out/09-17-13-58/log,out/09-17-13-58/base_samples32,09-17-13-56-26,out/09-17-13-58/bit1_samples32,out/09-17-13-58/bit0_samples32,0,,0.240661596406004,C2:EA:AF:28:C4:C3,Yes
09-17-13-58-36,1,36,3c2a15e8-738f-464d-b268-56929ab28024,2020-09-17 20:59:10,9801d220-e64a-49a6-957c-991098005bec,2020-09-17 20:58:12,3,36,36,36,out/09-17-13-58/log,out/09-17-13-58/base_samples36,09-17-13-56-45,out/09-17-13-58/bit1_samples36,out/09-17-13-58/bit0_samples36,0,,0.239435887937671,4E:A1:96:4E:1A:C4,Yes
09-17-13-58-78,1,78,2e2b4a7f-ba35-4f0e-90a7-9b31657941e8,2020-09-17 20:59:10,5e312c47-ded2-4900-9574-53b211ff9707,2020-09-17 20:58:12,3,99,99,99,out/09-17-13-58/log,out/09-17-13-58/base_samples78,09-17-13-56-98,out/09-17-13-58/bit1_samples78,out/09-17-13-58/bit0_samples78,5.23039922699887,,0.548675179979011,F6:C2:FF:00:82:4D,Yes
09-17-13-58-58,1,58,942500ef-9929-4753-99db-1118fb587c6e,2020-09-17 20:59:10,9f88d89c-d45f-4b9f-a6e3-01d8ce033c96,2020-09-17 20:58:12,3,58,58,58,out/09-17-13-58/log,out/09-17-13-58/base_samples58,09-17-13-56-78,out/09-17-13-58/bit1_samples58,out/09-17-13-58/bit0_samples58,0,,0.339616261765994,76:79:FC:9F:4B:4C,Yes
09-17-13-58-4,1,4,981d7d89-a43d-47ed-81d2-96c426a1c4f6,2020-09-17 20:59:10,d200dc40-ae45-4c08-af55-51868004b3fa,2020-09-17 20:58:11,3,96,96,96,out/09-17-13-58/log,out/09-17-13-58/base_samples4,09-17-13-56-69,out/09-17-13-58/bit1_samples4,out/09-17-13-58/bit0_samples4,5.37188228552665,,0.172929093307011,76:96:30:E3:2E:D7,Yes
09-17-13-58-67,1,67,c4394875-38dd-48b7-89f3-f89f2d1c1402,2020-09-17 20:59:10,e6a97b72-3bad-4206-94e5-36be1e22957f,2020-09-17 20:58:12,3,67,67,67,out/09-17-13-58/log,out/09-17-13-58/base_samples67,09-17-13-56-52,out/09-17-13-58/bit1_samples67,out/09-17-13-58/bit0_samples67,0,,0.275308090346796,8E:53:A5:AC:57:19,Yes
09-17-13-58-29,1,29,2224702d-ca12-4e22-b67d-79088f3c0b24,2020-09-17 20:59:10,3ed00b21-1b1b-4c6e-b3ac-8a766e26b9bd,2020-09-17 20:58:12,3,84,84,84,out/09-17-13-58/log,out/09-17-13-58/base_samples29,09-17-13-56-34,out/09-17-13-58/bit1_samples29,out/09-17-13-58/bit0_samples29,5.67540512606865,,0.1808838167207,7A:2B:73:D6:07:58,Yes
09-17-13-58-82,1,82,19f6b15a-552f-4ef8-8e31-572260bf8b20,2020-09-17 20:59:10,11b54ccd-d06f-42e5-8a7e-e17b037241d6,2020-09-17 20:58:11,3,82,82,82,out/09-17-13-58/log,out/09-17-13-58/base_samples82,09-17-13-56-12,out/09-17-13-58/bit1_samples82,out/09-17-13-58/bit0_samples82,7.89745358413179,,0.383206149644026,72:B4:EC:44:3B:C9,Yes
09-17-13-58-31,1,31,c5809acb-9f5d-4fb6-a226-d82384ccf17d,2020-09-17 20:59:10,34530a90-f9ab-410e-934f-cb099c803468,2020-09-17 20:58:12,3,31,31,31,out/09-17-13-58/log,out/09-17-13-58/base_samples31,09-17-13-56-35,out/09-17-13-58/bit1_samples31,out/09-17-13-58/bit0_samples31,0,,0.337774970459709,F2:C2:77:5A:AC:EC,Yes
09-17-13-58-93,1,93,ad98e1ea-9ba5-4852-9bb3-195b396b8624,2020-09-17 20:59:10,784e88a4-5e55-4863-909d-c9aface38689,2020-09-17 20:58:12,3,93,93,93,out/09-17-13-58/log,out/09-17-13-58/base_samples93,09-17-13-56-2,out/09-17-13-58/bit1_samples93,out/09-17-13-58/bit0_samples93,0,,0.523495599347076,36:17:35:4D:25:7D,Yes
09-17-13-58-64,1,64,9439ba55-6db3-4a3f-b91f-bfdc26cc21c3,2020-09-17 20:59:10,965a607b-893f-498a-ae15-4e286fb5d6a1,2020-09-17 20:58:12,3,64,64,64,out/09-17-13-58/log,out/09-17-13-58/base_samples64,09-17-13-56-40,out/09-17-13-58/bit1_samples64,out/09-17-13-58/bit0_samples64,0,,0.11733603546776,A2:84:13:BB:D4:B2,Yes
09-17-13-58-35,1,35,79cf73a7-d2aa-44e3-8867-faa83eb4bd1d,2020-09-17 20:59:10,46ce684f-5082-47f6-b906-138532442a7d,2020-09-17 20:58:12,3,35,35,35,out/09-17-13-58/log,out/09-17-13-58/base_samples35,09-17-13-56-28,out/09-17-13-58/bit1_samples35,out/09-17-13-58/bit0_samples35,0,,0.469220719196511,2E:02:AA:6C:F4:39,Yes
09-17-13-58-22,1,22,03009df3-d476-46bc-bdfe-a4dddcaedf76,2020-09-17 20:59:10,1f4ae32d-5c1c-4d8e-8243-5f95d3b88096,2020-09-17 20:58:12,3,22,22,22,out/09-17-13-58/log,out/09-17-13-58/base_samples22,09-17-13-56-14,out/09-17-13-58/bit1_samples22,out/09-17-13-58/bit0_samples22,6.17310810933732,,0.545426907597858,B6:6B:B0:96:76:23,Yes
09-17-13-58-39,1,39,75f4eae5-693d-4ac8-a050-a6e216563659,2020-09-17 20:59:10,817db75b-987b-4feb-b8d7-4b1e591f6f24,2020-09-17 20:58:12,3,39,39,39,out/09-17-13-58/log,out/09-17-13-58/base_samples39,09-17-13-56-18,out/09-17-13-58/bit1_samples39,out/09-17-13-58/bit0_samples39,0,,0.187684365691445,AA:05:B6:DD:5D:94,Yes
09-17-13-58-59,1,59,80a632f6-672e-40f4-a44e-9b1b65581e8b,2020-09-17 20:59:10,27a7675f-8c76-4800-909d-9f90094be9f2,2020-09-17 20:58:12,3,59,59,59,out/09-17-13-58/log,out/09-17-13-58/base_samples59,09-17-13-56-19,out/09-17-13-58/bit1_samples59,out/09-17-13-58/bit0_samples59,0,,0.284405195343812,6E:E1:58:0E:60:F5,Yes
09-17-13-58-9,1,9,3cd339f2-ada4-41e1-b6d3-277cf116b539,2020-09-17 20:59:10,57707c70-54c1-4183-b0c9-fcaa8acbf513,2020-09-17 20:58:12,3,22,22,22,out/09-17-13-58/log,out/09-17-13-58/base_samples9,09-17-13-56-43,out/09-17-13-58/bit1_samples9,out/09-17-13-58/bit0_samples9,5.79133455827375,,0.4026068733892,EA:ED:DE:9B:38:E4,Yes
09-17-13-58-16,1,16,c61b6012-aa4f-4a01-a015-b8783f3f8809,2020-09-17 20:59:10,2d5fdd05-1b8d-4b79-9fa9-2470f070c0e9,2020-09-17 20:58:12,3,16,16,16,out/09-17-13-58/log,out/09-17-13-58/base_samples16,09-17-13-56-54,out/09-17-13-58/bit1_samples16,out/09-17-13-58/bit0_samples16,0,,0.174261436652328,26:DF:0C:DD:AE:F0,Yes
09-17-13-58-98,1,98,2c3c13a5-0147-46ca-b78d-7974d6d1f4ea,2020-09-17 20:59:10,bf2fc859-e322-4ca2-a101-a043a2615a7f,2020-09-17 20:58:12,3,98,98,98,out/09-17-13-58/log,out/09-17-13-58/base_samples98,09-17-13-56-60,out/09-17-13-58/bit1_samples98,out/09-17-13-58/bit0_samples98,0,,0.5268623368585,EA:EE:17:DC:C0:E1,Yes
09-17-13-58-49,1,49,55239bc4-a500-4b80-bb88-35a87db4ccf2,2020-09-17 20:59:10,51f1a409-bd2c-4b5b-918f-114347ebaf20,2020-09-17 20:58:12,3,49,49,49,out/09-17-13-58/log,out/09-17-13-58/base_samples49,09-17-13-56-57,out/09-17-13-58/bit1_samples49,out/09-17-13-58/bit0_samples49,0,,0.596990796880856,DE:99:1D:6E:D3:35,Yes
09-17-13-58-70,1,70,9a1cb1e5-9395-4ab8-b45b-8daf9f31cedb,2020-09-17 20:59:10,dc251f0e-021a-46dd-8974-863f03cf5ea2,2020-09-17 20:58:12,3,70,70,70,out/09-17-13-58/log,out/09-17-13-58/base_samples70,09-17-13-56-44,out/09-17-13-58/bit1_samples70,out/09-17-13-58/bit0_samples70,0,,0.309813555586017,DE:A8:D8:82:68:9C,Yes
09-17-13-58-99,1,99,68ff9f74-4f9c-4786-af13-410cd2fad20a,2020-09-17 20:59:10,dcdd072f-88df-4cd9-8562-01ba4f5ee3b3,2020-09-17 20:58:12,3,99,99,99,out/09-17-13-58/log,out/09-17-13-58/base_samples99,09-17-13-56-37,out/09-17-13-58/bit1_samples99,out/09-17-13-58/bit0_samples99,5.60646895853734,,0.398143372619591,B2:50:56:BF:52:01,Yes
09-17-13-58-74,1,74,aefe0c2a-600d-485e-a655-3bef4446b549,2020-09-17 20:59:10,9432d373-5cd1-4e40-a38b-024d6c3a4c8c,2020-09-17 20:58:12,3,74,74,74,out/09-17-13-58/log,out/09-17-13-58/base_samples74,09-17-13-56-30,out/09-17-13-58/bit1_samples74,out/09-17-13-58/bit0_samples74,0,,0.335832947781016,FA:CD:34:A0:D6:CD,Yes
09-17-13-58-72,1,72,f758ded8-cda8-40e2-9fc2-cefd5a1286b0,2020-09-17 20:59:10,c1fd8cae-017e-49ef-a9af-c41d51eac83b,2020-09-17 20:58:12,3,72,72,72,out/09-17-13-58/log,out/09-17-13-58/base_samples72,09-17-13-56-93,out/09-17-13-58/bit1_samples72,out/09-17-13-58/bit0_samples72,0,,0.133713822189922,C6:BD:5B:B1:09:B7,Yes
09-17-13-58-91,1,91,9e3fdecf-a602-4c19-ac2b-262f79d29e4b,2020-09-17 20:59:10,7522d230-eb89-494f-be1a-274acf7b7767,2020-09-17 20:58:12,3,91,91,91,out/09-17-13-58/log,out/09-17-13-58/base_samples91,09-17-13-56-55,out/09-17-13-58/bit1_samples91,out/09-17-13-58/bit0_samples91,0,,0.604341789435533,EE:68:DD:48:FB:C0,Yes
09-17-13-58-23,1,23,fabf932c-3a45-4833-a0b0-3ce26b2d8f4b,2020-09-17 20:59:10,05430ee2-7591-482f-b22f-21bba1f697e6,2020-09-17 20:58:12,3,23,23,23,out/09-17-13-58/log,out/09-17-13-58/base_samples23,09-17-13-56-49,out/09-17-13-58/bit1_samples23,out/09-17-13-58/bit0_samples23,0,,0.216128144873931,92:29:6A:1F:97:B2,Yes
09-17-13-58-13,1,13,6856d059-54c1-4f99-bd27-fcfb5229250e,2020-09-17 20:59:10,19e3fc86-d503-4334-b782-7bdf34a0ac18,2020-09-17 20:58:12,3,13,13,13,out/09-17-13-58/log,out/09-17-13-58/base_samples13,09-17-13-56-87,out/09-17-13-58/bit1_samples13,out/09-17-13-58/bit0_samples13,0,,0.184833600836441,02:10:C6:6A:8B:E7,Yes
09-17-13-58-94,1,94,3f8bc685-321d-415b-80c7-7e44d13fe2d7,2020-09-17 20:59:10,cd416194-852a-4642-a885-9ab240952ca2,2020-09-17 20:58:12,3,94,94,94,out/09-17-13-58/log,out/09-17-13-58/base_samples94,09-17-13-56-29,out/09-17-13-58/bit1_samples94,out/09-17-13-58/bit0_samples94,0,,0.315969780844626,DE:DD:06:34:A1:11,Yes
09-17-13-58-53,1,53,18fd014c-2efc-4841-8c6c-7a98d0e4c073,2020-09-17 20:59:10,41e9a7c1-3c8b-41d4-9644-23965d4a63c6,2020-09-17 20:58:12,3,53,53,53,out/09-17-13-58/log,out/09-17-13-58/base_samples53,09-17-13-56-59,out/09-17-13-58/bit1_samples53,out/09-17-13-58/bit0_samples53,0,,0.148548285253084,3A:72:E5:40:DF:ED,Yes
