Id,RefDist,ClusterDist
539,0.0,0.0
689,0.0,0.0
536,0.0,0.0
712,0.0,0.0
303,0.0,0.0
238,4.4,4.8
876,2.0,2.2
237,6.8,1.8
989,0.0,0.0
500,0.0,0.0
632,0.0,0.0
707,1.0,2.0
881,0.0,0.0
647,0.0,0.0
394,0.0,0.0
899,0.0,0.0
973,0.6,1.2
385,0.0,0.0
293,0.0,0.0
865,3.4,3.0
21,0.0,0.0
868,0.0,0.0
415,0.0,0.0
661,0.6,1.2
873,0.0,0.0
954,0.0,0.0
80,4.0,1.4
754,0.0,0.0
481,0.0,0.0
344,0.0,0.0
835,0.0,0.0
11,0.0,0.0
874,0.0,0.0
727,0.0,0.0
569,0.0,0.0
824,0.0,0.0
142,0.0,0.0
902,0.4,0.8
745,0.6,1.0
673,3.0,3.8
771,4.2,3.0
147,0.0,0.0
468,0.0,0.0
936,0.0,0.0
751,0.0,0.0
41,0.0,0.0
586,0.0,0.0
12,1.4,2.2
503,0.0,0.0
217,1.0,2.0
271,0.0,0.0
282,0.0,0.0
842,0.0,0.0
648,0.0,0.0
791,0.0,0.0
812,0.0,0.0
406,0.0,0.0
270,0.0,0.0
407,0.0,0.0
969,0.0,0.0
753,2.6,3.4
128,0.0,0.0
204,0.0,0.0
309,0.0,0.0
408,2.2,3.6
984,0.0,0.0
189,5.4,2.8
681,0.0,0.0
19,0.0,0.0
665,2.4,2.6
10,0.0,0.0
542,0.0,0.0
506,0.0,0.0
377,0.0,0.0
209,0.0,0.0
746,0.0,0.0
822,0.0,0.0
366,0.0,0.0
551,0.0,0.0
52,0.0,0.0
688,0.0,0.0
71,0.0,0.0
947,0.0,0.0
867,0.0,0.0
638,0.0,0.0
803,0.0,0.0
457,0.0,0.0
171,0.0,0.0
492,0.0,0.0
710,0.0,0.0
914,0.0,0.0
311,0.0,0.0
922,0.8,1.6
62,0.0,0.0
50,0.0,0.0
249,0.0,0.0
184,0.0,0.0
776,0.0,0.0
466,0.0,0.0
854,0.0,0.0
729,0.0,0.0
857,3.4,2.6
637,0.0,0.0
543,0.0,0.0
345,7.0,4.2
225,0.0,0.0
223,2.8,4.2
356,0.0,0.0
288,0.0,0.0
769,0.0,0.0
136,0.0,0.0
391,0.0,0.0
659,0.0,0.0
465,0.0,0.0
571,0.0,0.0
76,0.0,0.0
58,0.0,0.0
206,4.8,3.6
433,0.0,0.0
955,1.0,2.0
811,0.0,0.0
559,0.4,0.8
782,0.0,0.0
674,0.0,0.0
545,0.0,0.0
981,0.0,0.0
514,0.0,0.0
499,0.0,0.0
530,3.8,3.6
555,0.0,0.0
784,2.2,3.4
510,0.0,0.0
994,0.0,0.0
553,2.6,3.6
67,0.0,0.0
227,1.4,2.2
258,0.0,0.0
346,0.0,0.0
540,0.0,0.0
887,0.0,0.0
287,0.0,0.0
445,0.0,0.0
414,0.0,0.0
640,0.0,0.0
202,0.0,0.0
367,0.0,0.0
770,0.0,0.0
856,0.0,0.0
897,3.6,2.4
630,3.4,4.4
709,2.2,3.4
585,4.2,2.8
906,0.0,0.0
931,0.0,0.0
49,0.0,0.0
557,0.0,0.0
869,0.0,0.0
593,1.0,2.0
494,4.0,4.2
964,0.0,0.0
453,0.0,0.0
464,0.0,0.0
436,0.0,0.0
993,0.0,0.0
56,5.6,3.2
819,0.0,0.0
230,0.0,0.0
298,0.0,0.0
959,0.0,0.0
148,0.0,0.0
396,5.0,0.8
646,0.0,0.0
472,0.0,0.0
269,3.4,3.0
915,0.0,0.0
290,0.0,0.0
497,0.0,0.0
20,0.0,0.0
203,5.6,4.6
700,2.0,3.4
541,0.0,0.0
252,0.0,0.0
96,0.0,0.0
119,0.0,0.0
905,2.6,2.2
289,0.0,0.0
774,0.0,0.0
178,0.0,0.0
518,0.0,0.0
723,0.0,0.0
997,0.0,0.0
115,0.0,0.0
369,1.8,2.2
364,0.0,0.0
928,0.0,0.0
732,0.8,1.4
509,0.0,0.0
576,2.0,1.4
636,5.2,3.6
601,0.0,0.0
95,0.0,0.0
679,3.0,4.0
198,0.0,0.0
866,0.0,0.0
37,0.0,0.0
629,0.0,0.0
903,0.0,0.0
524,0.0,0.0
226,0.0,0.0
77,0.0,0.0
858,3.2,4.0
852,0.0,0.0
330,0.0,0.0
326,0.0,0.0
521,0.0,0.0
439,0.0,0.0
122,0.0,0.0
562,0.0,0.0
262,0.0,0.0
412,0.0,0.0
275,0.0,0.0
757,0.0,0.0
635,0.0,0.0
940,0.0,0.0
28,0.0,0.0
342,0.8,1.6
66,4.6,2.4
907,0.0,0.0
493,0.0,0.0
32,4.4,3.6
619,0.0,0.0
560,5.2,2.8
359,0.0,0.0
599,1.0,2.0
508,2.4,4.0
215,0.0,0.0
277,0.0,0.0
165,0.0,0.0
112,0.0,0.0
13,0.0,0.0
421,1.4,2.2
641,0.0,0.0
623,0.0,0.0
739,0.0,0.0
800,0.2,0.4
265,0.0,0.0
211,0.0,0.0
848,0.0,0.0
890,0.0,0.0
313,0.0,0.0
31,0.0,0.0
528,1.2,2.4
894,0.0,0.0
419,0.0,0.0
516,0.0,0.0
686,0.0,0.0
517,0.0,0.0
25,4.8,4.0
589,4.8,2.6
448,0.0,0.0
896,0.0,0.0
761,0.4,0.8
236,0.0,0.0
312,1.8,3.0
110,0.0,0.0
511,0.0,0.0
561,0.0,0.0
979,0.0,0.0
999,0.0,0.0
74,0.0,0.0
201,0.0,0.0
778,1.8,2.6
760,0.4,0.6
279,0.0,0.0
544,0.0,0.0
144,0.0,0.0
273,0.0,0.0
158,3.8,3.6
533,0.0,0.0
137,0.0,0.0
663,0.0,0.0
558,0.0,0.0
101,0.0,0.0
828,0.0,0.0
194,0.0,0.0
161,0.0,0.0
438,0.0,0.0
358,1.6,2.4
930,0.0,0.0
380,0.0,0.0
404,0.8,1.6
600,0.8,1.6
488,0.0,0.0
792,0.0,0.0
393,0.0,0.0
731,0.0,0.0
998,0.0,0.0
929,1.0,1.2
375,0.0,0.0
823,0.0,0.0
361,0.4,0.8
692,0.0,0.0
29,2.0,3.2
360,0.0,0.0
219,5.0,4.0
263,0.0,0.0
602,0.0,0.0
146,0.0,0.0
804,2.2,3.8
379,4.6,3.4
699,0.8,1.4
572,0.0,0.0
216,0.0,0.0
690,0.0,0.0
762,0.0,0.0
22,0.0,0.0
106,0.0,0.0
933,0.0,0.0
422,0.0,0.0
608,0.0,0.0
522,0.6,1.2
785,0.0,0.0
324,0.0,0.0
564,0.0,0.0
103,0.0,0.0
460,0.0,0.0
971,0.0,0.0
621,0.0,0.0
420,2.4,3.8
877,0.0,0.0
286,0.0,0.0
788,0.0,0.0
152,0.0,0.0
316,0.0,0.0
54,0.2,0.4
150,0.0,0.0
943,0.0,0.0
397,0.0,0.0
61,0.0,0.0
655,0.0,0.0
170,0.0,0.0
726,5.6,2.8
644,2.2,3.4
925,0.0,0.0
697,0.0,0.0
132,2.8,3.4
59,0.0,0.0
889,1.8,3.2
328,0.0,0.0
164,2.4,2.6
850,0.0,0.0
939,0.0,0.0
341,1.0,2.0
658,2.2,3.2
956,0.0,0.0
459,0.0,0.0
428,0.0,0.0
671,5.4,2.8
946,0.0,0.0
44,4.6,4.4
703,1.0,2.0
724,0.0,0.0
643,0.0,0.0
716,0.0,0.0
363,0.0,0.0
196,1.8,1.8
405,0.0,0.0
583,0.0,0.0
595,3.6,3.8
245,1.8,3.0
799,0.0,0.0
505,0.0,0.0
250,0.0,0.0
190,6.0,2.0
992,0.0,0.0
772,0.0,0.0
182,0.0,0.0
755,0.0,0.0
169,0.0,0.0
320,1.0,2.0
124,0.0,0.0
14,5.2,1.4
491,0.0,0.0
357,0.0,0.0
93,0.0,0.0
185,0.0,0.0
205,0.0,0.0
591,0.0,0.0
46,0.0,0.0
91,1.4,2.8
845,0.0,0.0
550,3.8,2.6
484,0.0,0.0
720,4.8,3.4
651,4.8,3.8
343,1.0,2.0
519,3.6,3.4
208,0.0,0.0
94,0.0,0.0
900,0.0,0.0
913,0.0,0.0
490,0.0,0.0
749,0.0,0.0
82,0.0,0.0
248,0.0,0.0
242,0.0,0.0
719,0.0,0.0
167,0.0,0.0
624,0.0,0.0
807,0.0,0.0
986,0.0,0.0
267,4.0,4.8
482,0.0,0.0
633,2.2,3.6
337,3.4,2.0
748,0.0,0.0
718,0.0,0.0
280,0.0,0.0
721,0.0,0.0
139,0.0,0.0
413,0.0,0.0
570,0.0,0.0
418,1.0,1.8
467,1.0,2.0
711,0.0,0.0
815,0.0,0.0
862,4.0,2.6
246,5.6,3.2
285,0.0,0.0
743,0.0,0.0
90,0.2,0.4
806,0.0,0.0
919,0.0,0.0
932,0.0,0.0
427,0.0,0.0
917,1.4,2.0
830,1.8,2.8
100,0.0,0.0
222,0.0,0.0
27,0.0,0.0
261,0.0,0.0
38,0.0,0.0
233,3.0,2.4
563,2.8,2.0
417,0.4,0.8
322,0.0,0.0
411,0.0,0.0
410,0.4,0.8
631,1.4,2.2
229,0.0,0.0
299,0.0,0.0
210,0.0,0.0
818,0.0,0.0
463,0.0,0.0
257,1.4,2.4
918,0.0,0.0
752,0.0,0.0
912,0.0,0.0
63,0.0,0.0
574,0.0,0.0
256,0.0,0.0
18,0.0,0.0
844,0.0,0.0
765,0.0,0.0
878,0.0,0.0
728,0.0,0.0
864,1.0,1.6
340,0.0,0.0
244,0.0,0.0
75,4.8,2.4
985,0.0,0.0
243,0.0,0.0
983,0.0,0.0
974,0.0,0.0
403,0.0,0.0
859,0.0,0.0
151,3.2,4.4
495,0.0,0.0
160,0.0,0.0
99,3.2,3.6
580,0.0,0.0
923,0.0,0.0
145,0.0,0.0
266,4.2,1.8
921,0.0,0.0
759,0.0,0.0
212,0.0,0.0
402,0.0,0.0
666,0.0,0.0
654,0.0,0.0
138,0.0,0.0
104,0.0,0.0
841,0.0,0.0
605,0.0,0.0
628,3.2,4.2
30,0.0,0.0
668,1.4,2.4
444,3.8,4.4
381,0.0,0.0
977,0.0,0.0
33,0.0,0.0
442,0.0,0.0
872,0.0,0.0
55,0.0,0.0
7,0.0,0.0
129,0.0,0.0
667,0.0,0.0
382,3.6,4.0
111,0.0,0.0
126,0.0,0.0
949,0.0,0.0
68,0.0,0.0
957,0.0,0.0
53,0.0,0.0
879,0.0,0.0
114,0.0,0.0
323,0.0,0.0
880,0.0,0.0
479,0.0,0.0
627,0.0,0.0
218,0.0,0.0
260,0.0,0.0
376,0.0,0.0
634,1.6,2.4
450,0.0,0.0
108,0.0,0.0
368,0.0,0.0
875,0.0,0.0
454,0.0,0.0
789,0.0,0.0
386,1.6,2.6
36,0.0,0.0
88,0.8,1.6
836,0.0,0.0
552,0.0,0.0
581,0.0,0.0
737,0.0,0.0
176,0.0,0.0
446,0.0,0.0
547,1.6,2.6
704,0.0,0.0
177,0.0,0.0
965,0.0,0.0
489,0.0,0.0
276,0.0,0.0
296,0.0,0.0
885,0.0,0.0
695,0.0,0.0
684,5.4,3.0
297,0.0,0.0
109,0.0,0.0
253,0.0,0.0
820,0.0,0.0
645,0.0,0.0
163,0.0,0.0
476,0.0,0.0
597,0.0,0.0
696,0.0,0.0
975,0.0,0.0
228,0.0,0.0
239,0.0,0.0
135,0.0,0.0
763,0.0,0.0
314,0.0,0.0
437,0.0,0.0
613,0.0,0.0
860,1.8,1.8
742,1.4,2.8
113,0.0,0.0
579,0.0,0.0
339,0.0,0.0
843,0.0,0.0
871,0.0,0.0
620,0.0,0.0
254,0.0,0.0
838,0.0,0.0
747,0.0,0.0
504,0.0,0.0
958,0.0,0.0
173,0.0,0.0
698,0.0,0.0
786,0.0,0.0
787,0.0,0.0
548,0.0,0.0
268,4.8,2.0
443,0.0,0.0
672,2.8,3.6
846,0.0,0.0
970,0.0,0.0
423,0.0,0.0
814,0.0,0.0
392,0.0,0.0
656,0.0,0.0
701,0.0,0.0
473,0.0,0.0
123,3.2,4.4
909,0.0,0.0
429,0.0,0.0
83,2.0,3.2
16,0.0,0.0
523,0.0,0.0
779,0.0,0.0
319,7.2,3.0
884,0.0,0.0
705,0.0,0.0
39,0.0,0.0
937,0.0,0.0
669,0.0,0.0
278,0.0,0.0
45,4.6,2.4
333,5.4,3.0
537,0.0,0.0
187,4.4,4.2
650,0.0,0.0
387,0.0,0.0
425,5.0,3.4
431,0.0,0.0
840,0.8,1.6
722,0.0,0.0
740,0.0,0.0
224,0.0,0.0
714,0.0,0.0
603,0.8,1.6
336,4.4,2.6
847,0.0,0.0
565,4.0,4.2
816,0.0,0.0
952,0.0,0.0
625,0.4,0.8
916,1.0,1.8
892,0.0,0.0
886,0.0,0.0
301,0.0,0.0
284,0.0,0.0
24,4.4,2.6
781,0.0,0.0
485,0.0,0.0
355,0.0,0.0
487,0.0,0.0
717,0.0,0.0
883,0.0,0.0
5,4.2,2.8
351,7.2,4.6
715,0.0,0.0
335,3.8,4.4
432,0.0,0.0
231,0.0,0.0
607,0.0,0.0
294,0.6,1.2
199,4.4,3.2
615,0.0,0.0
935,0.0,0.0
988,0.0,0.0
35,4.8,2.8
315,4.0,3.2
133,0.0,0.0
371,0.0,0.0
362,0.0,0.0
733,0.0,0.0
944,0.0,0.0
750,0.0,0.0
331,0.0,0.0
127,0.0,0.0
982,0.0,0.0
821,0.0,0.0
78,0.0,0.0
805,0.0,0.0
117,0.0,0.0
200,0.0,0.0
390,0.0,0.0
295,0.0,0.0
97,0.0,0.0
532,0.6,1.2
462,8.4,1.8
556,0.8,1.6
744,0.0,0.0
534,0.0,0.0
706,0.0,0.0
512,0.0,0.0
626,0.0,0.0
283,0.0,0.0
531,4.4,2.6
987,0.0,0.0
1000,0.0,0.0
777,0.0,0.0
373,0.0,0.0
660,0.0,0.0
353,4.4,4.2
486,0.0,0.0
15,0.0,0.0
79,5.0,2.6
388,0.0,0.0
526,0.0,0.0
434,0.0,0.0
801,0.0,0.0
477,0.0,0.0
354,4.0,2.8
734,0.0,0.0
60,4.6,3.6
86,0.0,0.0
307,0.0,0.0
566,0.8,1.6
120,3.8,4.2
910,0.0,0.0
281,0.8,1.6
685,0.0,0.0
478,0.0,0.0
662,0.0,0.0
610,0.0,0.0
401,3.0,3.2
57,0.0,0.0
934,0.0,0.0
174,0.0,0.0
691,0.0,0.0
598,1.8,3.0
435,0.0,0.0
768,1.0,1.2
573,0.0,0.0
264,0.6,1.2
764,0.0,0.0
996,0.0,0.0
121,0.4,0.8
810,0.0,0.0
325,0.8,1.6
255,0.0,0.0
40,1.0,2.0
609,0.0,0.0
4,0.0,0.0
702,0.0,0.0
183,0.0,0.0
416,0.0,0.0
81,0.0,0.0
383,0.0,0.0
327,0.0,0.0
578,0.0,0.0
687,4.4,5.2
430,0.0,0.0
831,0.0,0.0
920,0.0,0.0
318,0.0,0.0
990,0.0,0.0
670,0.0,0.0
790,0.0,0.0
911,0.0,0.0
395,0.0,0.0
84,0.0,0.0
827,0.0,0.0
247,0.0,0.0
291,0.0,0.0
26,0.0,0.0
87,0.0,0.0
616,0.0,0.0
898,0.0,0.0
961,1.0,2.0
926,0.0,0.0
181,4.4,3.6
735,1.4,2.8
972,0.0,0.0
449,0.0,0.0
568,0.0,0.0
554,0.0,0.0
475,0.0,0.0
694,0.0,0.0
520,0.0,0.0
43,0.0,0.0
584,0.0,0.0
588,0.0,0.0
817,0.0,0.0
652,2.2,3.0
793,0.0,0.0
69,0.0,0.0
166,0.0,0.0
501,0.0,0.0
942,0.0,0.0
870,0.0,0.0
950,0.0,0.0
195,0.0,0.0
951,0.0,0.0
107,0.0,0.0
813,1.6,3.0
17,0.0,0.0
220,0.0,0.0
980,0.0,0.0
332,0.0,0.0
214,2.4,3.8
924,0.0,0.0
592,0.0,0.0
