GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
10-05-23-00-369,1,369,9740a2d9-7f5a-4fbc-b7dd-ec5ccdb079bd,2020-10-06 06:02:02,72eefee7-e346-4e31-9769-624ac8d502b2,2020-10-06 06:00:08,3,583,583,583,out/10-05-23-00/log,out/10-05-23-00/base_samples369,,out/10-05-23-00/bit1_samples369,out/10-05-23-00/bit0_samples369,5.79325246023068,,0.754478083883237,7A:07:DE:16:7D:F5,No
10-05-23-00-270,1,270,bccd4abf-b127-42e6-b923-8f5eac82b7b4,2020-10-06 06:02:02,6b0dfdff-5d55-4c27-b0c5-1a3a48bf5234,2020-10-06 06:00:06,3,955,955,955,out/10-05-23-00/log,out/10-05-23-00/base_samples270,,out/10-05-23-00/bit1_samples270,out/10-05-23-00/bit0_samples270,6.77195378781416,,0.670767796573874,06:94:56:62:9F:C1,No
10-05-23-00-445,1,445,3ff98191-ef92-4599-aa52-7b9aca03aa8a,2020-10-06 06:02:02,ac6ed2c3-75f9-4885-8662-8d658168776c,2020-10-06 06:00:08,3,919,919,919,out/10-05-23-00/log,out/10-05-23-00/base_samples445,,out/10-05-23-00/bit1_samples445,out/10-05-23-00/bit0_samples445,6.76458239158766,,0.506378823514335,02:61:37:2A:CD:CA,No
10-05-23-00-837,1,837,a73cf43a-3a7c-435f-85ee-ded5aefa35c6,2020-10-06 06:02:02,49034b95-232a-4a37-92e2-a31a53feafc7,2020-10-06 06:00:25,3,837,837,837,out/10-05-23-00/log,out/10-05-23-00/base_samples837,,out/10-05-23-00/bit1_samples837,out/10-05-23-00/bit0_samples837,0,,0.349881669416918,22:26:BA:CC:47:25,No
10-05-23-00-767,1,767,bfa5d5da-a2c7-4e5c-94ce-b950beeac089,2020-10-06 06:02:02,6eeb5196-9343-4a2e-8f6a-8eb2da50a1af,2020-10-06 06:00:23,3,874,874,874,out/10-05-23-00/log,out/10-05-23-00/base_samples767,,out/10-05-23-00/bit1_samples767,out/10-05-23-00/bit0_samples767,6.47986612441432,,0.307966310866093,2A:44:B8:22:88:E9,No
10-05-23-00-988,1,988,3469c1f6-680c-46b7-9a30-13e99e48e768,2020-10-06 06:02:02,1b525bb1-143f-490d-ba32-2538a598bbf8,2020-10-06 06:00:39,3,988,988,988,out/10-05-23-00/log,out/10-05-23-00/base_samples988,,out/10-05-23-00/bit1_samples988,out/10-05-23-00/bit0_samples988,0,,0.323516111187724,26:F8:3B:A7:E5:4F,No
10-05-23-00-302,1,302,91c7f46e-7c32-4b3b-80f9-6d9269be9f24,2020-10-06 06:02:02,57ab4460-31c2-4c26-b120-40e8834ca664,2020-10-06 06:00:12,3,848,848,848,out/10-05-23-00/log,out/10-05-23-00/base_samples302,,out/10-05-23-00/bit1_samples302,out/10-05-23-00/bit0_samples302,8.31244450579814,,0.380053631896143,56:64:53:86:D0:8B,No
10-05-23-00-233,1,233,6689b957-da72-4867-9c6f-05387258963b,2020-10-06 06:02:02,3e49e5a2-da03-455a-adb3-7d69d7307a0e,2020-10-06 06:00:04,3,233,233,233,out/10-05-23-00/log,out/10-05-23-00/base_samples233,,out/10-05-23-00/bit1_samples233,out/10-05-23-00/bit0_samples233,0,,0.316974765529691,C6:44:CF:7C:05:96,No
10-05-23-00-94,1,94,0bec9920-5a02-4913-b273-c02e57b440a8,2020-10-06 06:02:02,7e95b953-3ec8-47ee-8935-8f4df1e4e083,2020-10-06 06:00:04,3,398,398,398,out/10-05-23-00/log,out/10-05-23-00/base_samples94,,out/10-05-23-00/bit1_samples94,out/10-05-23-00/bit0_samples94,6.96859667637761,,0.118109110571539,4A:12:6E:40:7B:05,No
10-05-23-00-802,1,802,4a726863-3e19-48ad-a134-ec628dfe298b,2020-10-06 06:02:02,6ede14e3-b813-42b1-ae0c-ec43d5579f7a,2020-10-06 06:00:25,3,802,802,802,out/10-05-23-00/log,out/10-05-23-00/base_samples802,,out/10-05-23-00/bit1_samples802,out/10-05-23-00/bit0_samples802,0,,0.347723476262955,92:6E:4E:41:A4:15,No
