Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-18-10/log,02-03-18-10-56,"02-03-17-36-38,02-03-17-39-97,02-03-17-43-7,02-03-17-46-59,02-03-17-50-46,02-03-17-53-89,02-03-17-56-25,02-03-18-00-49,02-03-18-03-74,02-03-18-06-72",8.298705,,1,56,1,3E:46:35:97:08:3C,abe17f7e-0b36-4a67-9974-1afca8b8b350,2021-02-04 02:10:23,30,3,56,42,169.254.76.1,out/02-03-18-10/bit0_samples56,39,2021-02-04 02:11:16,f99ef19e-ddfe-47cf-a013-5ca517fc3fe0,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-41,"02-03-17-06-9,02-03-17-08-24,02-03-17-09-2,02-03-17-12-59,02-03-17-16-41,02-03-17-19-4,02-03-17-22-57,02-03-17-26-66,02-03-17-29-29,02-03-17-33-46,02-03-17-36-35,02-03-17-39-44,02-03-17-43-77,02-03-17-46-4,02-03-17-50-3,02-03-17-53-51,02-03-17-56-33,02-03-18-00-37,02-03-18-03-15,02-03-18-06-38",7.949974,,1,41,2,8A:31:13:34:30:9C,968435f7-9261-4509-8ed1-9f628cc612fd,2021-02-04 02:10:23,30,3,41,35,169.254.76.1,out/02-03-18-10/bit0_samples41,21,2021-02-04 02:11:16,8aa8c1fe-763d-4236-86f4-d9070b1d72b8,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-40,"02-03-17-53-27,02-03-17-56-16,02-03-18-00-93,02-03-18-03-45,02-03-18-06-4",7.821168,,1,40,-,EE:4D:CF:54:BE:E4,d3dd974e-b919-47cd-a317-9a5293129a0f,2021-02-04 02:10:23,30,3,89,54,169.254.76.1,-,40,2021-02-04 02:11:07,0ca34130-00b3-47bf-990d-ef43323cdca1,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-62,"02-03-17-56-4,02-03-18-00-65,02-03-18-03-28,02-03-18-06-1",7.843743,,1,62,3,82:DE:89:79:71:6E,7e30e45d-114a-4fc5-aa2b-12180bcaaf1f,2021-02-04 02:10:23,30,2,90,62,169.254.76.1,-,-1,2021-02-04 02:11:16,9596f7cc-ba56-451f-9a24-95ce92776322,-,out/02-03-18-10/bit1_samples62,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-3,"02-03-17-39-49,02-03-17-43-9,02-03-17-46-72,02-03-17-50-75,02-03-17-53-2,02-03-17-56-24,02-03-18-00-1,02-03-18-03-55,02-03-18-06-15",7.986237,,1,3,4,1A:4F:02:AF:97:61,4c444528-d2c2-49eb-a1ba-476ef5de2aee,2021-02-04 02:10:23,30,2,49,3,169.254.76.1,-,-1,2021-02-04 02:11:16,1eaa7bad-1516-421b-b565-1209b5985f7d,-,out/02-03-18-10/bit1_samples3,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-50,"02-03-18-03-91,02-03-18-06-24",7.861239,,1,50,-,5E:EE:55:37:04:6E,5bc2dd05-eded-4076-927e-eebaf1e272d5,2021-02-04 02:10:23,30,3,66,59,169.254.76.1,-,50,2021-02-04 02:11:07,4f36fcc4-3072-4e73-8291-aee95378c559,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-5,"02-03-18-03-8,02-03-18-06-100",7.747573,,1,5,-,B6:46:AD:80:67:E6,e80be0a6-aa4f-4440-bf27-1d9101ba0f76,2021-02-04 02:10:23,30,3,69,57,169.254.76.1,-,28,2021-02-04 02:11:07,064845e7-7419-4ad4-9dff-f3680620580f,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-55,"02-03-17-53-41,02-03-17-56-22,02-03-18-00-27,02-03-18-03-40,02-03-18-06-29",7.899412,,1,55,5,76:A8:24:45:F8:22,37e4cae0-8205-45e7-b108-c58b0993796a,2021-02-04 02:10:23,30,3,83,55,169.254.76.1,-,29,2021-02-04 02:11:16,cad0a345-bd93-405f-8262-b36cff57108b,-,out/02-03-18-10/bit1_samples55,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-81,02-03-18-06-16,7.734924,,1,81,-,6E:8F:BD:85:18:55,fce4a0a0-72c8-4916-a4f5-aa61cd37e058,2021-02-04 02:10:23,20,1,81,-1,169.254.76.1,-,-1,2021-02-04 02:10:57,a7a357c7-8f28-4005-8126-151dce009cfd,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-85,"02-03-18-00-41,02-03-18-03-58,02-03-18-06-59",8.464558,,1,85,6,C6:83:71:8D:1D:90,ec7376b7-ea05-4151-9ee1-5fe3592774c0,2021-02-04 02:10:23,30,2,85,52,169.254.76.1,out/02-03-18-10/bit0_samples85,-1,2021-02-04 02:11:16,906e384d-4788-4551-9f25-44ba2573004b,-,-,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-7,02-03-18-06-45,8.251834,,1,7,7,46:D0:9D:73:D2:78,a9e0801c-2aed-4920-8270-a9795bc98ea0,2021-02-04 02:10:23,30,2,76,7,169.254.76.1,-,-1,2021-02-04 02:11:16,5f7ec498-a5d1-498d-bb70-e366f0228182,-,out/02-03-18-10/bit1_samples7,Yes,DEFAULT,-,-
out/02-03-18-10/log,02-03-18-10-67,"02-03-17-06-53,02-03-17-08-54,02-03-17-09-86,02-03-17-12-14,02-03-17-16-88,02-03-17-19-72,02-03-17-22-82,02-03-17-26-87,02-03-17-29-78,02-03-17-33-21,02-03-17-36-85,02-03-17-39-60,02-03-17-43-100,02-03-17-46-66,02-03-17-50-92,02-03-17-53-99,02-03-17-56-73,02-03-18-00-74,02-03-18-03-13,02-03-18-06-80",8.037719,,1,67,8,6A:E7:82:5B:10:D8,128c9a5f-241c-480f-8222-cc053171f1ed,2021-02-04 02:10:23,30,2,71,67,169.254.76.1,-,-1,2021-02-04 02:11:16,85441b42-d544-404f-9919-8899b3602e03,-,out/02-03-18-10/bit1_samples67,Yes,DEFAULT,-,-
