Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-17-23-35/log,9e83dda4-6768-49d5-826d-20bec5363efc,5E:B4:88:01:AB:9D,1,1,1,3,2020-08-18 06:34:13,2020-08-18 06:35:31,1,ba385797-f6dd-43e7-b113-ee2ee6ba696c,1,,-,-
