Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start,Account
out/10-08-01-19/log,10-08-01-19-35,,fa97e454-67fb-4477-922a-4dea88801efa,2A:A2:84:F2:11:CF,35,35,35,3,2020-10-08 08:19:15,2020-10-08 08:21:13,35,8b5abea6-75b6-4bba-afd5-62141b542740,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-425,,bc49e283-3fd2-4bde-bbb0-c99690efb47c,32:F2:3D:96:A3:82,940,940,940,3,2020-10-08 08:19:14,2020-10-08 08:21:13,425,454d5a9a-ccba-4c55-ba87-4b6d2ebc83c2,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-969,,e97d86a7-04c2-43ac-ad7a-8fc55790f077,2E:E9:4F:6F:93:56,969,969,969,3,2020-10-08 08:19:46,2020-10-08 08:21:13,969,f5adedc6-694a-40ff-8b6c-289ad7a4923d,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-59,,51296803-8e82-45e7-bf86-526d80edcd84,E2:92:E3:06:DE:81,600,600,600,3,2020-10-08 08:19:14,2020-10-08 08:21:13,59,ac15a960-efa0-48eb-aeef-b250a103d716,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-805,,4e1369b9-a13a-4055-9949-16162086270a,52:5C:60:89:DF:78,864,864,864,3,2020-10-08 08:19:22,2020-10-08 08:21:13,805,ce227261-0e29-49e9-acf1-a456d29f80ab,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-853,,1292760c-5da9-4929-b5cd-e68b1439eb83,22:FC:92:99:7B:9B,934,934,934,3,2020-10-08 08:19:37,2020-10-08 08:21:13,853,64caa419-4d1f-4f12-9f11-e215b1504b67,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-721,,d8e26780-ec52-48bf-8666-092fd854f6aa,B2:60:E3:47:CB:EF,881,881,881,3,2020-10-08 08:19:29,2020-10-08 08:21:13,721,dfe01f08-35f6-46d7-9302-e0c6baecd2a3,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-581,,026d6505-f3c3-4dee-9f6f-3dba5f3947a6,E2:2B:D6:5F:86:1E,934,934,934,3,2020-10-08 08:19:17,2020-10-08 08:21:13,581,cfc04acd-b322-409a-bb58-561a74ca0e65,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-673,,a6726a52-892a-4760-8e61-750996fed167,CA:73:D1:88:17:AC,902,902,902,3,2020-10-08 08:19:34,2020-10-08 08:21:13,673,4d29506e-b65a-4041-b294-8fc2c023e69a,1,,-,-,-,No,017371402075
out/10-08-01-19/log,10-08-01-19-689,,8a5c1520-b21d-4c63-a449-f1f3080f1c74,22:8D:A8:B9:B6:BE,998,998,998,3,2020-10-08 08:19:20,2020-10-08 08:21:13,689,65b81e36-025f-4ced-8ef1-7febd7b37acf,1,,-,-,-,No,017371402075
