Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-22-00-02/log,09-22-00-02-100,,249899df-481e-4f32-a31c-9d664f7bdde6,EA:30:14:F3:11:F7,100,1,2020-09-22 07:02:23,2020-09-22 07:03:45,100,ae3f69e6-4047-4e52-96df-8745d61a7761,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-30,,c64e3ab8-8663-43b4-bef1-b967b44d3df9,E2:0A:7E:3C:1A:47,127,1,2020-09-22 07:02:23,2020-09-22 07:03:45,30,758b48fe-dc2e-41ae-b82d-7fc8e4e726d4,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-2,,ba9dd970-b579-48a0-afa4-1ce31f10d9ee,02:74:D1:09:1E:30,64,1,2020-09-22 07:02:23,2020-09-22 07:03:45,2,d642ccd9-995a-43de-9dab-70a145f22242,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-40,,ccd2249d-1365-47b1-bdff-b6abf46e2dbb,CA:5F:BE:DD:9E:B7,40,1,2020-09-22 07:02:23,2020-09-22 07:03:45,40,394fb070-05f0-44ae-9664-4a42eb38a218,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-44,,0fc5eed7-9124-41ec-8f7a-bf8a40f43f6d,76:89:53:75:BB:29,44,1,2020-09-22 07:02:23,2020-09-22 07:03:45,44,d35ed681-3b58-44ee-aa76-c6ab8cd9558c,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-62,,762d70e3-4fba-4d8e-89c4-0bc37dc4a5fd,DE:CE:7A:40:E8:01,80,1,2020-09-22 07:02:23,2020-09-22 07:03:45,62,8556b1a3-11a5-48e8-9a85-f7fdf7372f5d,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-14,,4d8b531f-9b68-4d64-b632-b52f8da5ef64,4E:27:46:18:12:79,14,1,2020-09-22 07:02:23,2020-09-22 07:03:45,14,ced8d492-261f-4797-98f0-b6411686e29f,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-98,,4914255c-7570-4a50-a42a-a464fc7ceb72,AE:1C:F8:69:73:0F,98,1,2020-09-22 07:02:23,2020-09-22 07:03:45,98,5a1a424b-0e7a-4ccb-8eb4-2bb1e7694ad3,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-73,,e9273413-d0a2-4c2f-82fc-ba7aecb38f63,16:35:6E:B9:62:F0,73,1,2020-09-22 07:02:23,2020-09-22 07:03:45,73,fe75d7fb-6ee7-41cc-9921-d866569be8f7,1,,-,-,-,No
out/09-22-00-02/log,09-22-00-02-85,,1207f082-22e5-482c-9c2d-f56b39c1fbe9,3E:56:CD:D3:68:F6,85,1,2020-09-22 07:02:23,2020-09-22 07:03:45,85,c6a59f5e-65d1-494a-a087-1099f048a770,1,,-,-,-,No
