GUID,CPU CPI,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,IP Address,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start,Account
10-15-00-25-899,8.138625,1,899,c9bc26f7-4c2a-4b2c-8613-1fbdd57c06ca,2020-10-15 07:27:03,716ca086-f918-43e8-b646-3f69887d03b4,2020-10-15 07:25:04,3,899,899,899,out/10-15-00-25/log,out/10-15-00-25/base_samples899,,out/10-15-00-25/bit1_samples899,169.254.76.1,out/10-15-00-25/bit0_samples899,0,,0.741052806938508,1A:8D:B4:B1:5F:05,No,017371402075
10-15-00-25-581,7.864372,1,581,c4ebc42d-1aca-4821-b1a0-5a365d8a9949,2020-10-15 07:27:03,d0b24ef5-f4f2-41ec-8dfb-93d804f22b8c,2020-10-15 07:25:04,3,629,629,629,out/10-15-00-25/log,out/10-15-00-25/base_samples581,,out/10-15-00-25/bit1_samples581,169.254.76.1,out/10-15-00-25/bit0_samples581,6.04800525581802,,0.422723615772898,26:EA:7D:18:4F:38,No,017371402075
10-15-00-25-532,7.967488,1,532,22a8e9a6-3cae-45ec-80aa-ad26020d2f85,2020-10-15 07:27:03,30d65384-cbf3-4cd4-a819-42882ca9948f,2020-10-15 07:25:04,3,532,532,532,out/10-15-00-25/log,out/10-15-00-25/base_samples532,,out/10-15-00-25/bit1_samples532,169.254.76.1,out/10-15-00-25/bit0_samples532,0,,0.15482871594624,9E:A3:C0:D5:A7:FE,No,017371402075
10-15-00-25-509,7.988312,1,509,e840931f-c465-4bc3-9fdb-9ab8c1e728cd,2020-10-15 07:27:03,d110e0a5-94f8-41ff-a34f-75b05fd5482f,2020-10-15 07:25:04,3,982,982,982,out/10-15-00-25/log,out/10-15-00-25/base_samples509,,out/10-15-00-25/bit1_samples509,169.254.76.1,out/10-15-00-25/bit0_samples509,8.06175717716653,,0.460897758411377,4E:AD:B2:FF:C1:76,No,017371402075
10-15-00-25-514,7.922874,1,514,03ec9623-02c3-418a-9626-c9bcc52d5a42,2020-10-15 07:27:03,004b7e6b-faf8-434b-b998-7c3f93ae5759,2020-10-15 07:25:04,3,514,514,514,out/10-15-00-25/log,out/10-15-00-25/base_samples514,,out/10-15-00-25/bit1_samples514,169.254.76.1,out/10-15-00-25/bit0_samples514,0,,0.235722289986256,02:6A:31:ED:B0:EA,No,017371402075
10-15-00-25-515,7.994099,1,515,72666191-fa5e-4d82-ad2c-567d68e420b8,2020-10-15 07:27:03,bfe9adad-2fee-4da5-bfc4-51433c485418,2020-10-15 07:25:04,3,515,515,515,out/10-15-00-25/log,out/10-15-00-25/base_samples515,,out/10-15-00-25/bit1_samples515,169.254.76.1,out/10-15-00-25/bit0_samples515,0,,0.162174010161065,8A:BA:02:91:F7:80,No,017371402075
10-15-00-25-510,7.890165,1,510,e4b57446-959c-4b76-b0ec-04d6a16eafdf,2020-10-15 07:27:03,0afabb6f-8aed-40c9-b6ef-46be6f460c0d,2020-10-15 07:25:04,3,636,636,636,out/10-15-00-25/log,out/10-15-00-25/base_samples510,,out/10-15-00-25/bit1_samples510,169.254.76.1,out/10-15-00-25/bit0_samples510,7.80979463981319,,0.447410097085284,D6:DA:67:77:38:7F,No,017371402075
10-15-00-25-534,7.960266,1,534,40f1ec0b-b7b9-4beb-9fbd-589fdade3000,2020-10-15 07:27:03,d86482d2-f50a-4a26-be13-9f905fa57adc,2020-10-15 07:25:04,3,660,660,660,out/10-15-00-25/log,out/10-15-00-25/base_samples534,,out/10-15-00-25/bit1_samples534,169.254.76.1,out/10-15-00-25/bit0_samples534,5.7243433230324,,0.182108760292424,92:3F:46:98:E7:02,No,017371402075
10-15-00-25-558,7.847757,1,558,616e6359-4dee-4633-911b-772fd18573af,2020-10-15 07:27:03,0166fa26-b93a-47e5-959e-f59d9004c3e1,2020-10-15 07:25:04,3,941,941,941,out/10-15-00-25/log,out/10-15-00-25/base_samples558,,out/10-15-00-25/bit1_samples558,169.254.76.1,out/10-15-00-25/bit0_samples558,6.01987404719232,,0.427565518441884,16:50:AD:EB:4F:99,No,017371402075
10-15-00-25-555,8.212517,1,555,74bdb074-e435-457a-871f-31d88f268616,2020-10-15 07:27:03,8150f3ff-d9ae-4b4b-b617-931190fcc8e2,2020-10-15 07:25:04,3,836,836,836,out/10-15-00-25/log,out/10-15-00-25/base_samples555,,out/10-15-00-25/bit1_samples555,169.254.76.1,out/10-15-00-25/bit0_samples555,5.85838941397372,,0.537888952250032,6A:92:A4:09:DD:DD,No,017371402075
