Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
353,0,0,4,5000,48760,1609881,4833,6570,5323,0.267758633800471,-42190
356,0,0,8,5000,48760,1609881,4843,6867,5703,0.084414336248637,-41893
355,0,0,7,5000,48760,1609881,4807,7071,14232,0.142883588115785,-41689
680,0,0,0,4850,43979,1832854,4907,6112,3493,0.359715770947634,-37867
681,0,0,1,4850,43979,1832854,5000,6513,5549,0.522369353001161,-37466
685,0,0,9,4850,43979,1832854,5000,6991,10550,0.103440809225017,-36988
341,0,0,9,4947,42857,1812859,4904,6464,5912,0.182539873211638,-36393
338,0,0,6,4947,42857,1812859,4981,6532,4879,0.364759792125933,-36325
682,0,0,5,4850,43979,1832854,4855,7679,8365,0.572492981624304,-36300
336,0,0,2,4947,42857,1812859,5000,7055,5850,0.594016086590382,-35802
683,0,0,7,4850,43979,1832854,4958,8604,18566,0.629430695983907,-35375
354,0,0,6,5000,48760,1609881,4972,15051,568521,0.140475123064325,-33709
352,0,0,1,5000,48760,1609881,4850,15133,576465,0.198018072445782,-33627
357,0,0,9,5000,48760,1609881,4868,15525,574772,0.588747911314297,-33235
339,0,0,7,4947,42857,1812859,4924,14469,574851,0.10599915244268,-28388
337,0,0,4,4947,42857,1812859,4870,14764,574333,0.107821832217754,-28093
598,0,0,4,5000,33043,1395269,5000,6877,6551,0.118384,-26166
363,0,0,9,5000,32457,1394355,5000,6304,4702,0.104033,-26153
699,0,0,9,5000,32640,1396693,4987,6546,5225,0.0604666117954,-26094
697,0,0,7,5000,32640,1396693,4866,6637,5391,0.051161582401095,-26003
361,0,0,7,5000,32457,1394355,4969,6535,6577,0.072098792907776,-25922
359,0,0,4,5000,32457,1394355,5000,6919,6065,0.435729,-25538
564,0,0,0,4890,31431,997974,5000,6203,4120,0.361315352078339,-25228
565,0,0,2,4890,31431,997974,4982,6396,4718,0.266656283928545,-25035
568,0,0,7,4890,31431,997974,5000,6526,5091,0.401857924949143,-24905
569,0,0,8,4890,31431,997974,5000,6527,5121,0.384573703930226,-24904
566,0,0,4,4890,31431,997974,4987,6536,5651,0.174915573197358,-24895
241,0,0,0,4957,25919,1279760,5000,6648,5104,0.240352589378982,-19271
247,0,0,6,4957,25919,1279760,4952,6704,5201,0.24095690726134,-19215
237,0,0,6,4917,25063,1286282,4857,6098,3950,0.19808425145025,-18965
235,0,0,0,4917,25063,1286282,4929,6167,4023,0.201805304353169,-18896
238,0,0,7,4917,25063,1286282,4968,6402,4883,0.071477347068648,-18661
684,0,0,8,4850,43979,1832854,4972,25391,1278407,0.077851540211374,-18588
236,0,0,5,4917,25063,1286282,4997,6592,5325,0.183753872709428,-18471
573,0,0,5,4902,24845,1286958,4903,6390,7050,0.053485215093759,-18455
312,0,0,1,4932,24946,1284824,5000,6567,4948,0.391657359794206,-18379
181,0,0,0,5000,25013,1275926,4871,6636,4974,0.176247463795459,-18377
314,0,0,4,4932,24946,1284824,4978,6570,5100,0.170821672865696,-18376
515,0,0,9,4937,25219,1284117,4935,6848,5494,0.130165668526148,-18371
311,0,0,0,4932,24946,1284824,5000,6579,6326,0.31884809679274,-18367
510,0,0,3,4937,25219,1284117,5000,6869,5428,0.67482006617896,-18350
187,0,0,9,5000,25013,1275926,5000,6672,5165,0.090844,-18341
176,0,0,5,4983,25080,1275766,4925,6756,5638,0.200789150314535,-18324
509,0,0,2,4937,25219,1284117,4871,6913,5663,0.317216567014333,-18306
101,0,0,8,4916,24971,1286085,4867,6683,5832,0.063064105943607,-18288
318,0,0,9,4932,24946,1284824,4862,6685,6468,0.06550039765039,-18261
512,0,0,5,4937,25219,1284117,5000,6959,6694,0.050804566184212,-18260
511,0,0,4,4937,25219,1284117,4998,6992,5964,0.192553745335605,-18227
602,0,0,9,5000,33043,1395269,4938,14847,570958,0.134000876207401,-18196
182,0,0,3,5000,25013,1275926,5000,6829,5510,0.146085,-18184
102,0,0,9,4916,24971,1286085,5000,6812,5870,0.202444927189372,-18159
180,0,0,9,4983,25080,1275766,4889,6939,7201,0.208736004066178,-18141
111,0,0,0,4957,24814,1281785,4945,6678,5455,0.198055263665614,-18136
113,0,0,4,4957,24814,1281785,4826,6688,5445,0.043396694365429,-18126
514,0,0,8,4937,25219,1284117,4998,7093,6019,0.302312181780317,-18126
99,0,0,6,4916,24971,1286085,4980,6846,8049,0.286460185149135,-18125
335,0,0,9,5000,24998,1279345,4923,6877,7863,0.083181491901649,-18121
117,0,0,8,4957,24814,1281785,4875,6729,5230,0.206254114983518,-18085
116,0,0,7,4957,24814,1281785,4979,6792,5530,0.093662314611392,-18022
184,0,0,6,5000,25013,1275926,4839,7018,6030,0.23395048742643,-17995
98,0,0,5,4916,24971,1286085,4990,6986,6369,0.143252812572418,-17985
333,0,0,7,5000,24998,1279345,5000,7015,6287,0.05274,-17983
118,0,0,9,4957,24814,1281785,4992,6853,5680,0.14786186643,-17961
601,0,0,8,5000,33043,1395269,4944,15116,573823,0.082006799383352,-17927
698,0,0,8,5000,32640,1396693,4900,14727,572003,0.18738661576073,-17913
115,0,0,6,4957,24814,1281785,5000,6944,5883,0.096012194102502,-17870
360,0,0,6,5000,32457,1394355,4957,14604,569547,0.145858279409101,-17853
649,0,0,8,4999,24567,1274338,4882,6726,5163,0.10806557347491,-17841
186,0,0,8,5000,25013,1275926,5000,7208,6340,0.142914,-17805
647,0,0,5,4999,24567,1274338,4961,6802,7516,0.080599804325365,-17765
648,0,0,7,4999,24567,1274338,4974,7079,7424,0.215231363976732,-17488
250,0,0,9,4957,25919,1279760,4969,8652,19601,0.162425967717062,-17267
567,0,0,5,4890,31431,997974,5000,14620,566055,0.452203829359975,-16811
463,0,0,8,4996,23086,807912,4964,6342,4320,0.270702587800499,-16744
96,0,0,2,4916,24971,1286085,4915,8296,13426,0.499182603200278,-16675
323,0,0,6,4906,22887,815768,5000,6425,5242,0.092988820993952,-16462
320,0,0,1,4906,22887,815768,4941,6428,4912,0.043261970267778,-16459
457,0,0,2,4996,23086,807912,4817,6634,5076,0.338353568180071,-16452
460,0,0,5,4996,23086,807912,5000,6711,6758,0.16818521014351,-16375
691,0,0,0,4907,22828,810059,4949,6752,8034,0.078052910729175,-16076
693,0,0,7,4907,22828,810059,4890,6866,5928,0.123300327922758,-15962
246,0,0,5,4957,25919,1279760,5000,11538,10703,3.156808261913847,-14381
242,0,0,1,4957,25919,1279760,4823,11710,9127,3.448264840858632,-14209
244,0,0,3,4957,25919,1279760,4902,11806,9034,3.496915455615027,-14113
245,0,0,4,4957,25919,1279760,5000,14655,567154,0.285815208218065,-11264
575,0,0,8,4902,24845,1286958,5000,14233,567330,0.14130284289487,-10612
458,0,0,3,4996,23086,807912,4887,12538,9886,3.776786618399537,-10548
240,0,0,9,4917,25063,1286282,4866,14641,577240,0.121992400071049,-10422
455,0,0,0,4996,23086,807912,4960,12731,29525,3.70792071639917,-10355
456,0,0,1,4996,23086,807912,5000,12736,11157,3.703713825979282,-10350
283,0,0,0,4964,17706,569565,5000,7374,6616,0.599187204319406,-10332
696,0,0,5,5000,32640,1396693,5000,22454,801546,0.091548,-10186
571,0,0,2,4902,24845,1286958,4954,14706,569470,0.252153971320705,-10139
313,0,0,2,4932,24946,1284824,4905,14851,574107,0.391811606511312,-10095
185,0,0,7,5000,25013,1275926,4952,14936,569600,0.266043048244594,-10077
178,0,0,7,4983,25080,1275766,4873,15052,574848,0.092202279200594,-10028
183,0,0,5,5000,25013,1275926,4882,15000,576503,0.340430906035956,-10013
327,0,0,0,5000,24998,1279345,4975,15065,569203,0.202727386452887,-9933
317,0,0,8,4932,24946,1284824,4901,15031,572341,0.405809698001141,-9915
316,0,0,7,4932,24946,1284824,4989,15111,571851,0.306463860236248,-9835
645,0,0,0,4999,24567,1274338,4942,14805,569388,0.195225359394286,-9762
177,0,0,6,4983,25080,1275766,4905,15377,573850,0.087247483407426,-9703
114,0,0,5,4957,24814,1281785,5000,15206,569329,0.373030296755253,-9608
284,0,0,1,4964,17706,569565,4875,8166,36547,0.315676884245435,-9540
174,0,0,1,4983,25080,1275766,4823,15569,577414,0.066819161258559,-9511
718,0,0,3,4843,14896,578472,4978,6152,6110,0.210414519173001,-8744
717,0,0,2,4843,14896,578472,5000,6182,4440,0.245482388093179,-8714
