GUID,Success,Id,Boot ID,End Time,Request ID,Start Time,Phases,Phase 1,Phase 2,Phase 3,Logs,Base Sample,Predecessors,Bit-1 Sample,Bit-0 Sample,Bit-1 Pvalue,Error,Bit-0 Pvalue,MAC Address,Warm Start
09-22-01-16-546,1,546,5ad2c3dd-5852-4d1e-8091-08b439a109f0,2020-09-22 08:18:00,1383d02f-3c7a-4147-bfbb-e66196f80a52,2020-09-22 08:16:22,3,874,874,874,out/09-22-01-16/log,out/09-22-01-16/base_samples546,,out/09-22-01-16/bit1_samples546,out/09-22-01-16/bit0_samples546,7.57154941605198,,0.555587076735963,D6:C5:F1:67:32:90,No
09-22-01-16-417,1,417,bc4e4c44-4d0b-449d-9525-ddc9a3b565ea,2020-09-22 08:18:00,ccf52b1f-aa11-4c6d-96ed-d9ceb19afcc6,2020-09-22 08:16:02,3,978,978,978,out/09-22-01-16/log,out/09-22-01-16/base_samples417,,out/09-22-01-16/bit1_samples417,out/09-22-01-16/bit0_samples417,8.07033293694749,,0.41750568061306,96:A9:21:14:50:02,No
09-22-01-16-357,1,357,6341f67f-a158-4e32-903b-b453d013d874,2020-09-22 08:18:00,10635d4e-da30-4f1b-aa00-39a5a3660b54,2020-09-22 08:16:02,3,797,797,797,out/09-22-01-16/log,out/09-22-01-16/base_samples357,,out/09-22-01-16/bit1_samples357,out/09-22-01-16/bit0_samples357,8.88134479789997,,0.237571154746629,B6:BE:D2:67:D5:11,No
09-22-01-16-212,1,212,2940f19c-bfee-485c-a819-87d26330f119,2020-09-22 08:18:00,ceeb253a-a3d1-4656-b9ac-7c0bad9082af,2020-09-22 08:16:02,3,858,858,858,out/09-22-01-16/log,out/09-22-01-16/base_samples212,,out/09-22-01-16/bit1_samples212,out/09-22-01-16/bit0_samples212,8.96316589712523,,0.259014651829345,16:FE:69:32:99:20,No
09-22-01-16-93,1,93,95b0e9d3-0465-48cc-9963-05e968ba00da,2020-09-22 08:18:00,5b1de4e0-0fa1-40cf-b4d3-9f74fa0257d5,2020-09-22 08:16:02,3,817,817,801,out/09-22-01-16/log,out/09-22-01-16/base_samples93,,out/09-22-01-16/bit1_samples93,out/09-22-01-16/bit0_samples93,8.61538577186031,,0.271131398958691,7E:78:EB:36:7F:57,No
09-22-01-16-754,1,754,82a2b7b9-3a25-4467-8a63-533c2b1dde21,2020-09-22 08:18:00,9e76ef45-5d16-4860-b24f-c51889df26a8,2020-09-22 08:16:16,3,996,996,996,out/09-22-01-16/log,out/09-22-01-16/base_samples754,,out/09-22-01-16/bit1_samples754,out/09-22-01-16/bit0_samples754,7.80620398889501,,0.551109521661161,F2:9E:B9:27:83:D9,No
09-22-01-16-757,1,757,9b9dc2ef-fa51-40f5-9317-091bb65c6878,2020-09-22 08:18:00,f7f26a41-f16d-4546-866b-ccdd57422b0a,2020-09-22 08:16:02,3,952,952,952,out/09-22-01-16/log,out/09-22-01-16/base_samples757,,out/09-22-01-16/bit1_samples757,out/09-22-01-16/bit0_samples757,8.79666282029675,,0.483924926276488,C6:99:03:88:FB:34,No
09-22-01-16-770,1,770,eeb4000d-dc04-4b48-8860-f1c93d30c130,2020-09-22 08:18:00,1c2aa865-08a4-4f04-bcb8-cc61858d5198,2020-09-22 08:16:28,3,978,978,978,out/09-22-01-16/log,out/09-22-01-16/base_samples770,,out/09-22-01-16/bit1_samples770,out/09-22-01-16/bit0_samples770,5.93349565961554,,0.263751801192686,2E:BF:95:13:60:B8,No
09-22-01-16-840,1,840,816f22a8-551f-4188-9e9b-19b0c606b57e,2020-09-22 08:18:00,fac7998a-d824-4202-8dfc-c26b20977e59,2020-09-22 08:16:02,3,917,917,917,out/09-22-01-16/log,out/09-22-01-16/base_samples840,,out/09-22-01-16/bit1_samples840,out/09-22-01-16/bit0_samples840,5.30581031615319,,0.466541284280324,A2:E3:8E:CD:E0:7E,No
09-22-01-16-767,1,767,2d9d8d5c-027f-4f14-b1f0-1279e0e97f44,2020-09-22 08:18:00,9357e116-e508-4435-adb1-83dac1f3375e,2020-09-22 08:16:29,3,932,932,932,out/09-22-01-16/log,out/09-22-01-16/base_samples767,,out/09-22-01-16/bit1_samples767,out/09-22-01-16/bit0_samples767,8.26057296484493,,0.163892602410847,BA:AB:38:DF:0B:BC,No
09-22-01-16-566,1,566,12177149-56ea-43ad-8b62-14f81447a9fc,2020-09-22 08:18:00,869ff7ac-4592-4c31-89d6-35b4d71ae25c,2020-09-22 08:16:02,3,863,863,863,out/09-22-01-16/log,out/09-22-01-16/base_samples566,,out/09-22-01-16/bit1_samples566,out/09-22-01-16/bit0_samples566,7.04744116169807,,0.487361495003113,26:FB:27:E1:48:43,No
09-22-01-16-246,1,246,287bfc35-c6c6-4ce5-841e-9b8d4eb188ef,2020-09-22 08:18:00,dca15608-60c3-4ba3-8cea-7b4520f3e022,2020-09-22 08:16:02,3,863,863,863,out/09-22-01-16/log,out/09-22-01-16/base_samples246,,out/09-22-01-16/bit1_samples246,out/09-22-01-16/bit0_samples246,8.73968438711988,,0.588038950017932,66:6C:A1:B5:36:30,No
09-22-01-16-909,1,909,13c013a4-24dc-49d8-841e-ce36906298e9,2020-09-22 08:18:00,f95a73e7-58f1-4815-b02a-9d86ab9af6bc,2020-09-22 08:16:02,3,984,984,984,out/09-22-01-16/log,out/09-22-01-16/base_samples909,,out/09-22-01-16/bit1_samples909,out/09-22-01-16/bit0_samples909,4.96524616934518,,1.19130390066933,0A:FE:C3:B5:D0:0F,No
09-22-01-16-258,1,258,abfe36f1-f242-487e-ba20-2f7f2c08018d,2020-09-22 08:18:00,429f5149-83e0-4e28-a2ab-01c750cdebf6,2020-09-22 08:16:20,3,894,894,894,out/09-22-01-16/log,out/09-22-01-16/base_samples258,,out/09-22-01-16/bit1_samples258,out/09-22-01-16/bit0_samples258,8.29169630334747,,0.514083409292022,12:78:59:84:94:C3,No
09-22-01-16-362,1,362,66cecb4c-a7f9-4000-995d-f1634103f62c,2020-09-22 08:18:00,f98ca234-83ac-4519-9e14-ea51f20d4d1d,2020-09-22 08:16:09,3,992,992,992,out/09-22-01-16/log,out/09-22-01-16/base_samples362,,out/09-22-01-16/bit1_samples362,out/09-22-01-16/bit0_samples362,8.68586265274392,,0.395358640683108,D2:13:1E:1E:A0:C6,No
09-22-01-16-186,1,186,8adc86d2-45c4-48ed-b123-0ff9ca40160c,2020-09-22 08:18:00,a909f8f8-61e1-43c0-99d7-f1fa55187bd6,2020-09-22 08:16:02,3,827,827,827,out/09-22-01-16/log,out/09-22-01-16/base_samples186,,out/09-22-01-16/bit1_samples186,out/09-22-01-16/bit0_samples186,5.73140855597991,,0.331893571196777,76:84:D2:B5:33:28,No
