Logs,GUID,CPU CPI,Error,IP Address,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,Phase 3,Predecessors,Bit-1 Sample,End Time,Boot ID,Base Sample,Bit-0 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-14-59/log,02-03-14-59-10,7.734807,,169.254.76.1,1,10,1,66:59:E0:D9:87:F3,1eebc513-ed91-4eab-b2a6-210f26650f81,2021-02-03 22:59:21,30,2,28,10,-1,"02-03-14-38-57,02-03-14-42-95,02-03-14-45-17,02-03-14-49-14,02-03-14-52-14,02-03-14-55-6",out/02-03-14-59/bit1_samples10,2021-02-03 23:00:14,c7cc9fb4-143e-44f6-97d0-ee4e7dfff478,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-5,7.764690,,169.254.76.1,1,5,-,AA:75:BA:EE:A2:C2,af84b14b-9459-4c8b-b048-5c2ae37899b7,2021-02-03 22:59:21,30,3,88,78,5,"02-03-14-08-6,02-03-14-11-48,02-03-14-15-7,02-03-14-18-24,02-03-14-22-25,02-03-14-25-10,02-03-14-28-36,02-03-14-32-26,02-03-14-35-19,02-03-14-38-36,02-03-14-42-28,02-03-14-45-25,02-03-14-49-43,02-03-14-52-48,02-03-14-55-82",-,2021-02-03 23:00:05,1b891f23-8192-4cfa-8d69-55ed01c6a782,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-21,7.843052,,169.254.76.1,1,21,2,BA:BB:30:49:B6:81,f055af65-9e00-4950-974a-1cec0785aff1,2021-02-03 22:59:21,30,2,21,18,-1,02-03-14-55-28,-,2021-02-03 23:00:14,5addb453-122b-4537-8c45-0c3cac5a9d1e,-,out/02-03-14-59/bit0_samples21,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-17,7.869494,,169.254.76.1,1,17,3,86:8F:07:84:72:FC,cdca4afb-1fc1-4222-a335-26f7c7413092,2021-02-03 22:59:21,30,2,97,17,-1,"02-03-14-45-28,02-03-14-49-37,02-03-14-52-1,02-03-14-55-22",out/02-03-14-59/bit1_samples17,2021-02-03 23:00:14,c30bdeb6-d168-46a0-a2cc-d4a3334d0c8a,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-13,7.886804,,169.254.76.1,1,13,4,A2:BA:6E:07:1E:76,85812112-7ab4-4ccb-876f-a21e4df9b840,2021-02-03 22:59:21,30,2,92,13,-1,"02-03-14-52-43,02-03-14-55-70",out/02-03-14-59/bit1_samples13,2021-02-03 23:00:14,0ec4d883-e740-4f7e-a326-08d433df8231,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-79,7.850095,,169.254.76.1,1,79,5,C2:F5:D6:9A:AB:D8,bd1a8a77-bce8-4bd1-9d20-71c657be8b17,2021-02-03 22:59:21,30,2,79,48,-1,"02-03-13-02-32,02-03-13-06-97,02-03-13-07-53,02-03-13-10-81,02-03-13-14-11,02-03-13-17-71,02-03-13-21-17,02-03-13-24-35,02-03-13-27-80,02-03-13-31-34,02-03-13-34-2,02-03-13-37-88,02-03-13-41-23,02-03-13-44-100,02-03-13-48-55,02-03-13-51-91,02-03-13-54-76,02-03-13-58-11,02-03-14-01-83,02-03-14-05-97,02-03-14-08-97,02-03-14-11-57,02-03-14-15-65,02-03-14-18-70,02-03-14-22-18,02-03-14-25-77,02-03-14-28-63,02-03-14-32-96,02-03-14-35-77,02-03-14-38-93,02-03-14-42-52,02-03-14-45-100,02-03-14-49-81,02-03-14-52-61,02-03-14-55-51",-,2021-02-03 23:00:14,a8d1c9e3-44b0-4d36-9a46-16d8af853dae,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-78,7.766335,,169.254.76.1,1,78,6,42:C9:AF:EE:73:45,531e36f0-2168-42a1-b371-d584fabdc14e,2021-02-03 22:59:21,30,3,88,78,5,,out/02-03-14-59/bit1_samples78,2021-02-03 23:00:14,eaa3a754-e437-4d79-9865-8e7c6466989c,-,-,No,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-6,7.876544,,169.254.76.1,1,6,7,36:A4:D3:53:04:AE,f7a33c12-68cb-4d07-b345-fc54ca83d0b0,2021-02-03 22:59:21,30,2,60,6,-1,"02-03-14-52-70,02-03-14-55-76",out/02-03-14-59/bit1_samples6,2021-02-03 23:00:14,2d525498-7668-4f8d-a17a-430c6041d9d2,-,-,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-16,7.814394,,169.254.76.1,1,16,8,E6:8C:7B:85:44:B1,f919efb6-2553-40ae-b50a-db758e93c1b5,2021-02-03 22:59:21,30,2,16,7,-1,"02-03-14-52-27,02-03-14-55-64",-,2021-02-03 23:00:14,674703e8-7b5e-42b3-9a06-1da3b6b3bdd0,-,out/02-03-14-59/bit0_samples16,Yes,DEFAULT,-,-
out/02-03-14-59/log,02-03-14-59-40,7.747010,,169.254.76.1,1,40,-,26:48:B2:FE:2D:9C,c9c8aa7f-a434-44f3-baa0-71e88977be79,2021-02-03 22:59:21,30,3,77,46,40,"02-03-14-32-29,02-03-14-35-35,02-03-14-38-31,02-03-14-42-62,02-03-14-45-5,02-03-14-49-46,02-03-14-52-47,02-03-14-55-78",-,2021-02-03 23:00:05,b04b1b5e-6f4c-4b44-95e6-9c65f0835155,-,-,Yes,DEFAULT,-,-
