Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
1,28,10,100,500,01111110111011111111101101111111111111111111111111111111111111011111011011111111101101111111101111111110111111111111111111111111111111111111111111111111011111111111111011111111101111111001111111111111111111111111110111110111111111011010111111111111111111111111111111111111111111101111111110111111111111111111101111111111101111011011111111101111011111111111111111111111111111111111010111111111000110010111111011111101111111111111111111010101111001111111111111111111111111111111111111101111111111111101,01111110111001011101111101011101011101011101011101110111111111010111010111010111010101011101110101110100110111110101110101110101110111010111011101011101011111011101011101110101110101110001110111010111010111011101010101110101110101011100111111011101110111111101011101110101110101101111110100110101111101110011001101110111000101001101111101100101010111011101110101110101110111011101010111111111000100010101101101110101110111010111011101010101010001011101111111110111011111011111011101101101110111011101,,,1,86,129,25.8,453,120,26,47,9,19
2,21,18,100,500,11111101111111111111111111111111110111101111111111111111111111111111111011100101111111111111101111111111111001110110111111111111111111111011111111111111111111111111111001111111111111111111111111111110011111111111101111111111111110111101111110111101111111111111111111111011111111111111111101111111111111111111111111111111111111111111111111111111101101111111111011111111111111011111111111111111111111111111111111111111111111111111111111111110111111101111111111011111101111111111110011111111111111101111,11111101111111111111110111111111011111101111111101110111011111011111011011001101011111111111101101111111011001110110111111110111111101110011011111111111111111111111111011111111111111011111111011111100011101110111001111111101110100111101111110111100110111111111111111111011110111111111111101111111111111111101111111011111011101110111001011011111100101111011110011111111110111111111111111001111111111011101111111111111111101111111110011111110111111001101111111011111101111110111110011111111111111101101,,,1,145,55,11.0,465,51,10,35,4,11
3,97,17,100,500,01011101101111111111111111111111111111111111111100011111010111111111111110111111110111111011111111001111111011101111011111101111110001111110110111110111111111000001111110110111111110101111111110111110111110111100111110111110101111111110111011101101001111111101111111101101111010110101011111111111111111111010011001111101111111011110101111111111101111111011111011100110111111111111111111101101101011110111111010111111011001111111110111110111110100100101100111111101111011110111110110110111111111111111,01111101101000111110111011101111101110111111101100101111001110111011111110111011110011111010101111001110111011101011011110101111110001101110110111110111111110001000111110100010111110101011111110111110111110111000111110111110101011111010101010101011001111101001111111101101111010101101001111111011111011111010011011101101101110011110101111101111101111111011111010100010111111101111101110101000101010110111111010011111011001111011110011001110100110100011100111111001111010111011110010100110111011001111,,,1,97,79,15.8,404,68,16,96,11,11
4,92,13,100,500,01111111101000010111100110010101110101101111111111011001101111001111101110111100101011111111010101011101111111011111011100101111111111111011111110011111110001011111111110111001100011011001111000001110101111111110010111111111111100110111011111111110111011110111101011011011101010001101010011101111110111111000011001101111011101011011100101111111111110111101101111111111110111110111101010011111111011101110001000110111111111101111101111111001011100110110100111101111001101111010111111111000110011111111,01111011111001010111110110010101110101111111111011011101111110001111111100111100111011111111010101011101111011011111011100111111111111111001111111011111110101011101111110111001100011011001111001011111101111111110010110111011111100110111011111111111111011110111001011011111111011001101010011101110110101101101011101101111011101000011100101011111111110111001101111111111100110110011101010011111111011101100001100110111111111111111101011111001001100110101100111001011000101111011111110011100110011101110,,,0,92,57,11.4,360,31,8,140,26,18
5,79,48,100,500,11100000101000101010000000100100010101001110100001000110101000101001101110110000100010000000001101001000010010000000010001001010101001100100101000001101011010110011111001000000011100011111000110101010001000100100100000010000010000001010101011110101100001001101010101100100001001101000000010111000100100010110000000001000000101100000001000101101000101000001001001010100010011110010111010010011101110101000010011010010000101111110010010111111101110110010100001110111011101001010010010101110000100101010,11100000101010101010100000100100110101001110100011001100101000100011100110111000101000000000101101100000011010000000010011001000101001100100101000101111010010000011111001000010011100111111000100100010000000100110001000110000011000001010100011011101100001001101010101001100001011001000100010110101100100110100000000000000001101100000001000101101000101000001001001110100100011110010011011010001101100100000110011010010001101101110010000110011001110010000100001011101010101001000110010100110001100101000,,,0,57,74,14.8,201,38,18,299,36,12
6,88,78,100,500,11111111011101111111111111101011111111111111111111111111111001111011111001101110111110110111111001111111111111111101111111101110111111111111111111111111111111110110111011111111111110111101111111111111111111111111111111111111111111111101101111111110111111011111111111111111111111111111111011111111111111111111111111111111111111111111111111111101111111111101110111111111011010111011111111110101111111111111111111011111111111111111111111110111111101111111111110111111111111111111001111111111011101111111,10111111011001111111111111101110111111111111111111111011111001101111111001101110111110110111111001111111111111111101111111111100111110111111111011111111101110110010111011101110111110111100101111111111111110111111101111101110111111111101101111110100011011011110111000010111111111111011101011111011111110011011111111111111101111101001011110111001111111111101100110101110011100111011111111100101000110111110011111011111101110111011101110110011100100111111111000111111101011101101001111101110011100111011,,,2,126,77,15.4,455,73,16,45,4,8
7,60,6,100,500,11111111100111111111111111111111111111111111111111111111111111111011111111011111111011101111011011111111011111111111101111111110111110110111111111111111111101110111111101111111111111111101011111111101111111111111111111111111111111101111110111111110111110110111101101111111001111111011110011111111111101011110110111111111111111100111110111111111011111111011111101111111111111111111111111110111011111111011111111111111101111111111111111111111111111111111111111111011111111111111110111101001111110111111,11111111101111111111111111111111111111111110111111111110111111111011011111011111111011101111011010111111011011101011101111101110111110111111111111100111111001111111101111111111111111111011011111111111111110101111111011111011111110101110110111111110111110111111111101111111001111111111110011101111101101111110111111111111111111100111110011111111111111111111111101111111111111101111111111111111011111111011111111111111001111111111111111111111111111110111111111111011111111111110110111111011111110011111,,,1,103,43,8.6,449,27,6,51,16,31
8,16,7,100,500,00001000000001001001000001101001010000001000010010100101000000111010010001000000001010100001000000001100100001010011000001000100110111110110000000000010000000000010100100010001001011001100010110100101100011000100000010010101100000001001000010001000000110110110000010000001110001011000000000000000000010000000100000011000000100101100000100000010000000110011010110000010011010001000100011010110110010011010101010001110010000001000010010111000010001000011101001010110110100000011001011001010000110010001,01011001000001011001000001011001010001010001010011110101000101011011010001010001011001100101000101001101000101010111000001000100010101110111010001010001010001010001110101010001001101001100010110010101110011010101010001010101100101001101000110011100010100110111010001010001010101011101000101000101000101000101100101010100010100111100010100010100010100010101010111010011010011010001010011010111010001010011111001001101010001011001010010011001010001010011100101010100110100010001011001010011000110010101,,,0,58,132,26.4,157,34,21,343,98,28
10,37,4,100,500,10100101011100000100111010101100000001110011111111000111001100101011001001101001001001100110011100100001001111011011111101101001011110011110101110011100100000111101101011111001000000010111110101011111010111110100100010101111000010101000011001101001111110010010111011101100000000100010110111000100000111101011100111000000000110001110011000001001001111110101101011100000100000111000011000110001111100110100011000000011000001010011000010100011010101001100010010100000111100010000100111110100110010100010,11100101011100010100111110111100010101110011011111010111011100111111011001111001011001100111011100110101011111011011111101100101011111011101101110011100110110111101101011111001010001010101110101011111010111110101100111101111000111101101011101101101111110010011111011111101000101100111110111000100000111101111100111010100010110011110011000011101011111110101101111100101100101111100011001110001111101110101011001010011010001010011010011100111010101011100010110110100111100010100110111110100110110110100,,,0,87,78,15.6,240,5,2,260,73,28
11,70,61,100,500,00011000010000000010010000100000111001110010001100010110001000011000101000000000011001000000010010010000101011000011000110001101100110011100100010000001000000101000000101010101100000111101101001101001001000111010100000000010110100011001000100001000010000110001100000000110010011111001100101001111100010000000000001000001001100100100001000100010110100001010111000100000101001010100000100001010100101011111100010011100011000000001010110000000010110000101010001011000001000100000100011010000100011011101,01001101010100000110010100110100111001110010011001010111011001011101101101000100011101010000010011010100111011000111000110000101100110011100100110010001000100101001010001000100110100111101101101011001011001111011100101000110110101011101000100011001010100110001100101000110010111111001110001011111100111000000010100010101011101110001001101100111100100011011111001100101101101000100010100011011110001001011110010011100011001000101010011000101010011010001000101001100011000110001100111000101100111001101,,,0,36,112,22.4,173,22,12,327,90,27
