Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 5,Phase 1,Phases,Start Time,Phase 4,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-14-04/log,cf202513-2d43-488e-89f0-42d06677206f,F2:B6:15:20:DF:82,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,447,6f37f83a-db81-4776-9170-85cb404eb3c8,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:04:59,-1,2020-08-20 21:04:59,975,b82bb9a0-85b2-46c6-a01f-4aaad6433adb,0,INVALID_STIME,-,-
out/08-20-14-04/log,7c4dde0f-0eac-4e7c-8b7b-677bb0dca290,C6:C5:04:AD:2E:DE,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,997,7695f74d-59b0-4061-9964-2b797595299c,0,INVALID_STIME,-,-
out/08-20-14-04/log,7c4dde0f-0eac-4e7c-8b7b-677bb0dca290,C6:C5:04:AD:2E:DE,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,758,8d8a036b-ed0d-40df-b004-f5d349df10f9,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,963,0da65fe0-f60b-44c7-9e04-141c0dbbf0dd,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:05:01,-1,2020-08-20 21:05:01,539,bcc6272b-ef47-4055-b217-6f81427cf77e,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,823,05ca634c-79bf-4e18-8636-802395b04c70,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:05:00,-1,2020-08-20 21:05:00,779,87c08243-b2f4-495b-b8b8-26b4b2d0a470,0,INVALID_STIME,-,-
out/08-20-14-04/log,ff362b94-85ef-4d04-9a42-223cd96fe294,C6:C4:FA:95:B9:77,-1,-1,-1,-1,0,2020-08-20 21:05:02,-1,2020-08-20 21:05:02,717,67c4d569-e1d9-4049-ba60-dcde9bc0c56b,0,INVALID_STIME,-,-
out/08-20-14-04/log,cb3ce860-c8aa-497f-b0b1-d222bfe8f259,3A:17:A3:71:8D:2F,-1,-1,-1,-1,0,2020-08-20 21:04:58,-1,2020-08-20 21:04:58,980,71e979b5-5328-4d73-9c35-75ff8226fb3f,0,INVALID_STIME,-,-
