Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-21-23-18/log,09-21-23-18-30,,84f7c48a-1ca8-4872-8b7f-5aae8f8ea48a,F6:42:B9:FF:02:AE,30,1,2020-09-22 06:18:34,2020-09-22 06:19:12,30,6466e436-f564-4181-9fe9-172759e1bbb4,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-16,,a1d49413-617c-4195-8e5d-75b373dac694,9E:C5:EA:EA:F8:21,16,1,2020-09-22 06:18:34,2020-09-22 06:19:12,16,0c51468c-b209-4df0-9154-2e422839e4d2,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-61,,da51d77a-d24d-463f-b5dd-18d133068189,0A:09:97:C0:3F:AD,61,1,2020-09-22 06:18:34,2020-09-22 06:19:12,61,66cddb49-5ce7-4949-8e13-28eedb337393,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-75,,4c17c0b1-5371-4900-98bd-12723c484a99,AE:F1:7F:F2:96:AD,75,1,2020-09-22 06:18:34,2020-09-22 06:19:12,75,0f9b7966-a335-48af-b2f3-b2acf63b6c92,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-92,,d5a1fd27-c48e-4e87-b89b-7f9bd3385fa0,E6:07:6A:92:81:63,92,1,2020-09-22 06:18:34,2020-09-22 06:19:12,92,dc2ace21-9088-4c31-a958-150e7347ec76,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-90,,3dd15998-d0ac-4ea2-9a30-a73358c0441c,FA:54:61:14:3A:8A,92,1,2020-09-22 06:18:34,2020-09-22 06:19:12,90,767e76b6-ab4f-4946-b8d5-9c3da02ae6a9,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-32,,aaa38cbf-5dcf-4351-b970-005eb380a7c6,52:4D:13:56:FC:88,32,1,2020-09-22 06:18:34,2020-09-22 06:19:12,32,e185e894-4597-467b-8edd-3db2954082c8,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-73,,8d23bf77-c538-4069-96fb-edfbe250f4a5,FE:6F:1A:80:5B:C0,73,1,2020-09-22 06:18:34,2020-09-22 06:19:12,73,ab4b87f3-b512-4b04-b46f-db51482301e6,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-56,,46eb973e-b272-4eb7-933d-2a679c92d3f6,EE:8F:19:9F:B6:BC,68,1,2020-09-22 06:18:34,2020-09-22 06:19:12,56,9f620c8e-6637-48d7-a0e3-b0d2922bb025,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-66,,19164c5c-dfa5-4d49-9efc-ffd8574211e8,C6:A4:A6:2E:9A:53,66,1,2020-09-22 06:18:34,2020-09-22 06:19:12,66,67e3d18f-a075-47c7-b16f-0d5c29f9021b,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-59,,68c1c0f3-f9db-413d-aba3-aca738cd2bed,D6:0B:4F:BB:84:E2,59,1,2020-09-22 06:18:34,2020-09-22 06:19:12,59,bbe6fef5-743b-4baf-9522-9b8b73df014a,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-88,,5981e63d-505a-4815-b64a-d591a1e13f04,46:10:27:EF:18:E7,88,1,2020-09-22 06:18:34,2020-09-22 06:19:12,88,3d70695d-2958-4c83-874a-1e6fc2f076ec,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-41,,65e9b5c9-5694-4f87-9222-652f4aa41a77,12:2F:E9:C1:CE:4D,41,1,2020-09-22 06:18:34,2020-09-22 06:19:12,41,0843fb84-c09f-4baa-a517-c4884033ab5e,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-60,,104328ef-c4ff-43b9-9a95-6466312abfec,2E:8F:1B:41:00:A2,60,1,2020-09-22 06:18:34,2020-09-22 06:19:12,60,0d6bce10-3d46-4804-8404-a8c00e803113,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-15,,553ac31b-2ce6-459c-bbd5-e0d3657ddef3,A6:E4:A1:10:D5:11,15,1,2020-09-22 06:18:34,2020-09-22 06:19:12,15,4a80a943-5697-459b-be7b-0b1687a84621,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-40,,cb2b12a1-c637-4a93-b723-12c9fadc5b05,86:84:EA:72:46:90,40,1,2020-09-22 06:18:34,2020-09-22 06:19:12,40,4a22c6b7-1968-4065-ac1f-13e653d2b908,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-42,,96b5f458-d4e1-426d-8462-f1234389aeab,B2:E5:AD:5A:F3:A1,42,1,2020-09-22 06:18:34,2020-09-22 06:19:12,42,6ea09b62-51f0-49bd-a1e4-799cabf1def3,1,,-,-,-,No
out/09-21-23-18/log,09-21-23-18-12,,a72a3ede-6c86-423d-a5a6-a820b3ed9ab0,76:1D:AF:B2:FD:E7,12,1,2020-09-22 06:18:34,2020-09-22 06:19:12,12,0336b1ab-fa23-45e5-bb96-1b2d6b56bfd2,1,,-,-,-,No
