Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,OneErrs,OneErr%,Zeroes,ZeroErrs,ZeroErr%
2,41,8,50,250,0000100000000110000010001000000000000000001001000100000000000000000100000001100010000010111000000000101010010000001001000000000000000111011001001000100000000000000110100010000000010000001110000000000000000000000010010000000000100001000100000100000000,0000100000000100000010000000000000000000001001000100000000000000000100000001100010000010111000000000101011110000001001000000000000000111011001001000100000000000000110100010000000010000001100000000000000100100000010010000000000100001000100000100000000,,,0,17,7,2.8,44,3,6,206,4,1
3,64,51,50,250,0011101111100111101101000111111111011001111111001000101111001001110111000111001100100011000111011000100010100100100100100101011101011101101111001111100011011111010011101101101000011000000111111000111011100100000100000000101011111000100111011000101111,0011101111100111101101000111111111011001111111001000101111001001110111000111001100100011000111011000100010100100100100100101011101011101101111001111100011011111010011101101101000011000000110111000111011100100000100000000101011111000100111011000101111,,,0,53,1,0.4,136,1,0,114,0,0
4,99,63,50,250,1111110101111111011111111110111010111111101111111111111111101111111111111110111011001111110111111111111111110111111111101111111011011111111111110111111111111111111111111111101111111111111111111011111111010111111111101111111111111111111111111011111111,1111110101111111011111111110111010111011001111111111110111101111111111111110111001001111110111111111111101110111111111101111111011011111111111110111111111110111111111111111101111111111111111111011111111010111111111101111111111111111111111101011111111,,,0,121,7,2.8,226,7,3,24,0,0
6,98,87,50,250,1101111111111111101111111111111111111101011111111111111111111111111111110111111111011110111111111101111111111111111111111111111111111011111101101111101111111110111111111111110101011101110111111111111111111111111111111111111111111101111111111111100111,1101111111111111101111111111111111111101011111111111111111111111111111110111111111011110111111111101111111111111111111111111111111111011111101101111101111111110111111111111110101011101110111111111111111111111111111011111111111111101111111111111100111,,,0,114,1,0.4,229,1,0,21,0,0
8,49,48,50,250,0111111110010010101011010011000011100110111111000111001011101110110101111011101111001001110011000010001010110110011110011011111110111110111100111111111011101110101111001110011001111011111010101010110111011011111010111110111011010011111110111111111111,0111110110010010101011010011000011100110111111000111001011101110110101111011101111001000110011000010001010110110011110011011111110111110111100111111111011101110101110001110011001111011111010100010100111011011111010111110111011010011111110111111111111,,,0,90,5,2.0,168,5,2,82,0,0
9,40,27,50,250,0011111101010111110100101100101111000111111111100110111111111011011001011110011010011111111011011111101010011110111011101110101111111001001111101101111110111111111000110111111100000110011101111111111110111101101110111111101111111101110010100010110001,0011111101010111110100101100001011000111111111100110111111111011011001011110011010011111111011011111101010011110111011101110101111111001001111101100111100111111111000110111111100000110011101111111111110101101101110111111101111111101110010100000110001,,,0,96,6,2.4,176,6,3,74,0,0
10,66,42,50,250,1111010101010101110110110111110000111100011001010010000111111111110001010111110001011001000100011101001101010000101101110100100010000110010000100011001111110010100010010110111100000010101001001100100011100110010110111110010000011000000101111000001110,1111010101010101110110110101110000110100011001010010000111111111010001010111110001011001000100011101001101010000101101110100100010000110010000100011001111110010100010010110111100000010101010001100100011100110010101111110010000011000000101111000001110,,,0,52,7,2.8,123,5,4,127,2,1
11,24,7,50,250,1111001110101000111101101011110101111111111011001111101000111111000111000101111010101001000111011010111011111111111111111111111111110111100111101010100111000111110101101110101011000101111111001011100111111110110111101110111110011111111110111001111111,1111001110101000111101101011110101111110111011001011001000111110000111000101111010101001000111011010101011111111111110111111111111110111100111101010100111000111110101101110101011000100111010001011100111011110110111101110111110011110111110111001111110,,,0,104,12,4.8,177,12,6,73,0,0
13,56,28,50,250,0001110010111001101111111111110110011110100100010010001011110111011100011001000011000111100101010110111011101101111110010000100111111101011111100111111101011001101011111010100010101011111011111010111011011110100101111010110111111111011111101111111010,0001110010111001101101111111110110011110100100010010101011110111011100011001000011000111100101010110111011101101111110010000100111111101011111100111111101011001101011111010100010101011111011111010111011011110100101111110110111111111011111101111111010,,,0,75,3,1.2,161,1,0,89,2,2
15,73,60,50,250,1111111101111111111111111111111111101111111111111111101111110111111110111110111111111101111100001111111011101111111110111111111111111111111111111101111011111011111111111111111111111111111011111110011111111101111111111010111111110111111111111111111011,1111111001011111111111111111111111101011111111111111101111110111111100111110111111111101011100001111111011001111111110111101001111111111011111111101101011111011111111111111010111111111111011111100010111111101111111111010111111110110111101110111111011,,,0,112,18,7.2,225,18,8,25,0,0
17,45,19,50,250,0001101001100100001111001000001100000000000000001000011111000110100010001011000000000100001001100001001000001010010101100100000001001000100001000010000001001000010011011000110000000001100110000101001000001101100010000100000000000011001100110101010001,0001101001100100001111001000001100000000000000001000011111000110100010001011000000000100001001100001001000001010010101100100000001001000100001000000000001001000010010010000110000000001100110000101001000001101100010000100000000000011001100110101010001,,,0,46,3,1.2,76,3,3,174,0,0
18,71,13,50,250,0010111110111100011011111111011101101111011111101111110011010111111001101011101110111111110111010111101110010111011011101110011011101010111010011101111011111111110111101101011111111110111111110101011010110110111111111101111111100101010101110000101011,0010111110111100011011111111011101101111011111101111110011010111111001101011101110111110110111010111101010010111011011101110011011101010111010011101110011111111110111101101011111111110111111110101011010110110111111111101111111100101010101110000101011,,,0,50,3,1.2,181,3,1,69,0,0
19,69,33,50,250,0010001000011000101010100010001000101101010011110100011101101010010001010100011001000001100000001111101011001001110010010001000001010111000001100010011001010000000010100010101110010100000100000000001100101000101010100100100110101000100010100101010110,0010001000011000101010100010000000101101010011110100011101101010010001010100011001000001100000001111001011001001110010010001000001010111000000100010011001010000000010100010101110010100000100000000001100101000101010100100100110101000100010000101010110,,,0,58,4,1.6,95,4,4,155,0,0
22,36,31,50,250,0001001000100100000000100000000000001011000000000000000100001000000110100110000000000000100000010010000000010000100110100001100010001000000010000000000000100001001010000000001000001100000000001001000100010010000000000001000010000000000000000010100010,0001001000100100000000100000000000001011000000000000000100001000000110100110000000000000100000010010000000010000100110100001100010001000000010000000000000100001001010000000001000001100000000001001000100010010000000000001000010000000000000000010100010,,,0,22,0,0.0,45,0,0,205,0,0
23,94,79,50,250,1011101011111111101111111110111001110111111011111111101110110111111111111110111111111111001111111010111111111111011111111011111101111111111111111111111111111111111110111111111111110111011111111101111111111101101011111111001110111111111111111111110111,1011101011111111101111111110111001110111111011111111101110010111111111111110111111111111001111111010111111110101011111111011111101111111111111111111111111111111111110111111111111110110011111111101111111111101001010111111001110111111111111011111110111,,,0,124,7,2.8,219,7,3,31,0,0
24,91,78,50,250,1000101001000101110100101110001001000100111100001001111101110010011000000010001101100001010000100101110111001000100000100000000110010001111111000110000001010101000011110000010000001010100111110010100010111110000000000001000110000010001101100000000010,1000101001000101010100101110001001000100111100001001111101110010011000000010001101100001010000100101110111001000100000100000000110010001111111000110000001010101000011110000010000001010100111110010100010111110000000000001000110000010001101100000000010,,,0,46,1,0.4,96,1,1,154,0,0
25,23,15,50,250,0100000000000000100000000000000000000000000001000010010000000000000000100001000000000000000100000000001100000000100000000000000000000000000000000000010000100000000000000001000001000000000000010001000001000001001100000010000010001000000000000000000000,0100000000000000100000000000000000000000000001000010000000000000000000100001000000000000000100000000001100000000100000000000000000000000000000001000010000100000000000000001000001000000000000010001000001000001001100000010000010000000000000000000000000,,,0,10,3,1.2,24,2,8,226,1,0
27,20,14,50,250,1111111111001111111101111111111111111111111110111011101111101101111011111111110110111111111111111111111010110111111111110111111011101101111111101111111111001111110011101110110001111111011011111101111111110110111111011111110111111111111101111011001111,1111111111001111111101111111111111111111111110111011101111101101111011111011110110111111111111101111111010110111111111110111111011101101111111101111111111001111110011101110110001111111011011111101111111110110111111011110110111111111111101111011001111,,,0,116,3,1.2,211,3,1,39,0,0
28,54,46,50,250,1000100000001001110111001110111000000101001100110110000001001011101011000010001000011111000000100000000100100011000110100100000010100100100010111000011010010001110100000101001111001111110100010110100011000101100011101000111111011111111100010100101010,1000100000001001110111001110111000000101001100110110000001001011101011000010001000011111000000100000000100100011000110100100000010100100100010111000011010010001110100000101001111001111110100010110100011000101100011101000111101011111111100010100101010,,,0,56,1,0.4,109,1,0,141,0,0
