Logs,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit Sample
out/08-20-13-45/log,db360f03-0c45-49c6-afdf-efb0bd12b3b8,F2:A5:1C:23:B1:ED,772,524,772,3,2020-08-20 20:45:39,2020-08-20 20:46:34,383,6755a48b-a739-4e9e-b61c-c3cd3e169f9b,1,,-,-
out/08-20-13-45/log,de1c2a6e-811f-4b15-9341-bf5fc8ac471c,2E:0D:27:7B:F1:60,231,231,231,3,2020-08-20 20:45:36,2020-08-20 20:46:34,231,9e08f896-add8-4bb2-97c6-56bf82f27b8a,1,,-,-
out/08-20-13-45/log,76f6bfad-d0b1-4344-b15f-46e0184b0d59,92:FB:AC:E6:2F:6E,792,792,792,3,2020-08-20 20:45:49,2020-08-20 20:46:33,792,ae785d47-9a38-475b-a260-f77eb627e2cb,1,,-,-
out/08-20-13-45/log,547e7f65-2eec-45b1-b4f3-9ce9b2314cb5,FE:B8:1C:45:3B:0D,965,977,965,3,2020-08-20 20:45:56,2020-08-20 20:46:34,965,3a3d39f5-bfe1-44b7-8fdc-7a467d3b89dd,1,,-,-
out/08-20-13-45/log,9ddded09-213c-40c3-84e7-c541f656c19d,EE:24:81:19:86:9A,18,18,18,3,2020-08-20 20:45:40,2020-08-20 20:46:33,18,2065bda8-9f77-4630-94fa-6d8f553948ef,1,,-,-
out/08-20-13-45/log,9969bd11-95ee-419b-8eca-4eba83e57b9a,52:69:F3:AC:60:17,82,14,340,3,2020-08-20 20:45:34,2020-08-20 20:46:33,14,5596e2a7-3bf1-4285-b85e-9ba816787403,1,,-,-
out/08-20-13-45/log,9c3cb428-414b-4fc1-a853-098004463102,6E:BF:5C:F8:41:B1,934,934,934,3,2020-08-20 20:45:55,2020-08-20 20:46:33,934,dcc64969-305e-44ac-959a-c08f4ea9bce0,1,,-,-
out/08-20-13-45/log,959bae8f-9dda-478f-b40f-fb46ec048f93,C6:ED:32:7C:B0:33,95,95,95,3,2020-08-20 20:45:35,2020-08-20 20:46:34,95,1d42eb27-c69b-4839-94cf-58a1ee083fd7,1,,-,-
out/08-20-13-45/log,a79bfb3c-92cd-4cf5-a536-865cbda4951a,7E:3B:A9:97:18:CB,514,514,514,3,2020-08-20 20:45:42,2020-08-20 20:46:33,514,c62c324d-6acf-46de-a381-b2a1d7f47cf2,1,,-,-
out/08-20-13-45/log,a341e5bf-3eb9-4652-bfc4-97bee0ee7b74,E6:CC:3F:8D:F0:AD,445,445,445,3,2020-08-20 20:45:40,2020-08-20 20:46:34,445,74069420-acf8-4a28-ba71-3670b2dd5300,1,,-,-
out/08-20-13-45/log,9bf4975a-f048-4bf3-aa4f-f812769aab87,8E:C6:71:54:46:78,114,114,114,3,2020-08-20 20:45:34,2020-08-20 20:46:33,114,0fbc2ef8-488a-4934-81ee-e3225323cf61,1,,-,-
